"stop_id","stop_name","stop_lat","stop_lon","source_table","bus_lines"
102533,"E TREMONT AV/CROTONA AV","40.84565","-73.891441","bronx","['BX42', 'BX40']"
102534,"E TREMONT AV/ARTHUR AV","40.846539","-73.893768","bronx","['BX42', 'BX40']"
102536,"E TREMONT AV/WASHINGTON AV","40.847179","-73.898438","bronx","['BX42', 'BX40']"
102538,"E TREMONT AV/WEBSTER AV","40.847736","-73.900711","bronx","['BX42', 'BX40']"
102543,"W BURNSIDE AV/LORING PL S","40.853863","-73.914581","bronx","['BX42', 'BX40']"
102546,"W BURNSIDE AV/GRAND AV","40.853848","-73.909348","bronx","['BX42', 'BX40']"
102547,"E BURNSIDE AV/JEROME AV","40.853592","-73.906975","bronx","['BX42', 'BX40']"
102548,"E BURNSIDE AV/MORRIS AV","40.852936","-73.905312","bronx","['BX42', 'BX40']"
102549,"E BURNSIDE AV/GRAND CONCOURSE","40.851971","-73.903259","bronx","['BX42', 'BX40']"
102566,"E TREMONT AV/MORRIS PK AV","40.839714","-73.873482","bronx","['BX42', 'BX40']"
102568,"E TREMONT AV/COMMONWEALTH AV","40.83968","-73.868828","bronx","['BX42', 'BX40']"
102571,"E TREMONT AV/UNIONPORT RD","40.841141","-73.863663","bronx","['BX42', 'BX40']"
102572,"E TREMONT AV/DOGWOOD DR","40.841454","-73.86132","bronx","['BX42', 'BX40']"
102574,"E TREMONT AV/PURDY ST","40.84214","-73.855309","bronx","['BX42', 'BX40']"
102575,"E TREMONT AV/CASTLE HILL AV","40.842339","-73.853531","bronx","['BX42', 'BX40']"
102577,"E TREMONT AV/ST PETERS AV","40.842747","-73.849983","bronx","['BX42', 'BX40', 'BX4A']"
102578,"E TREMONT AV/OVERING ST","40.842976","-73.847954","bronx","['BX42', 'BX40', 'BX4A']"
102579,"E TREMONT AV/ST RAYMONDS AV","40.842529","-73.845665","bronx","['BX42', 'BX40', 'BX4A']"
102582,"E TREMONT AV/ERICSON PL","40.839802","-73.83728","bronx","['BX42', 'BX40']"
102583,"E TREMONT AV/LATTING ST","40.838486","-73.835617","bronx","['BX42', 'BX40']"
102584,"E TREMONT AV/WATERBURY AV","40.836269","-73.833687","bronx","['BX42', 'BX40']"
102585,"E TREMONT AV/PURITAN AV","40.835064","-73.83165","bronx","['BX42', 'BX40']"
102586,"E TREMONT AV/BAISLEY AV","40.834682","-73.829964","bronx","['BX42', 'BX40']"
102587,"E TREMONT AV/BRUCKNER BL","40.833317","-73.828522","bronx","['BX42', 'BX40']"
102588,"E TREMONT AV/BARKLEY AV","40.830818","-73.826439","bronx","['BX42', 'BX40']"
102589,"E TREMONT AV/LAFAYETTE AV","40.829739","-73.825493","bronx","['BX42', 'BX40']"
102590,"E TREMONT AV/PHILIP AV","40.827904","-73.823784","bronx","['BX42', 'BX40']"
102591,"E TREMONT AV/RANDALL AV","40.82616","-73.821678","bronx","['BX40']"
102592,"E TREMONT AV/SCHLEY AV","40.82394","-73.820137","bronx","['BX40']"
102593,"E TREMONT AV/CROSS BRONX EP","40.82238","-73.819283","bronx","['BXM9', 'BX40']"
102602,"PENNYFIELD AV/HARDING AV","40.816898","-73.809311","bronx","['BXM9', 'BX8']"
102603,"PENNYFIELD AV/CHAFFEE AV","40.814838","-73.808273","bronx","['BX40']"
102604,"PENNYFIELD AV/GLENNON PL","40.813213","-73.806793","bronx","['BX40']"
102605,"PENNYFIELD AV/TIERNEY PL","40.81229","-73.806","bronx","['BX40']"
102606,"PENNYFIELD AV/ALAN PL","40.809772","-73.803566","bronx","['BX40']"
102613,"RANDALL AV/E TREMONT AV","40.826088","-73.822151","bronx","['BXM9', 'BX42']"
102614,"RANDALL AV/CROSS BRONX  EP","40.824444","-73.825409","bronx","['BX42']"
102615,"BALCOM AV/RANDALL AV","40.822735","-73.827644","bronx","['BX42']"
102616,"BALCOM AV/SCHLEY AV","40.821453","-73.826553","bronx","['BX42']"
102617,"DEWEY AV/BALCOM AV","40.820278","-73.824898","bronx","['BX42']"
102618,"DEWEY AV/SWINTON AV","40.821022","-73.822815","bronx","['BX42']"
102619,"DEWEY AV/QUINCY AV","40.821388","-73.82164","bronx","['BX42']"
102621,"HARDING AV/E TREMONT AV","40.816059","-73.815437","bronx","['BXM9', 'BX40']"
102622,"HARDING AV/CALHOUN AV","40.815651","-73.818001","bronx","['BX42']"
102624,"HARDING AV/BALCOM AV","40.814816","-73.82196","bronx","['BX42']"
102632,"PENNYFIELD AV/FT SCHUYLER ENT","40.809174","-73.801765","bronx","['BX40']"
102633,"PENNYFIELD AV/ALAN PL","40.809841","-73.803352","bronx","['BX40']"
102635,"PENNYFIELD AV/FEARN PL","40.811478","-73.805161","bronx","['BX40']"
102636,"PENNYFIELD AV/TIERNEY PL","40.812222","-73.805817","bronx","['BX40']"
102637,"PENNYFIELD AV/GLENNON PL","40.813442","-73.806862","bronx","['BX40']"
102638,"PENNYFIELD AV/CHAFFEE AV","40.814491","-73.807854","bronx","['BX40']"
102640,"TIERNEY PL/LONGSTREET AV","40.813728","-73.802574","bronx","['BX8']"
102644,"LONGSTREET AV/CHAFFEE AV","40.816296","-73.804451","bronx","['BX8']"
102645,"DEWEY AV/CALHOUN AV","40.82151","-73.82177","bronx","['BX42']"
102647,"DEWEY AV/BALCOM AV","40.820305","-73.825294","bronx","['BX42']"
102648,"BALCOM AV/SCHLEY AV","40.821774","-73.826591","bronx","['BX42']"
102649,"BALCOM AV/RANDALL AV","40.823132","-73.827751","bronx","['BX42']"
102653,"HARDING AV/BALCOM AV","40.814739","-73.821556","bronx","['BX42']"
102654,"HARDING AV/BRINSMADE AV","40.815144","-73.819687","bronx","['BX42']"
102655,"HARDING AV/CALHOUN AV","40.815666","-73.817184","bronx","['BX42']"
102658,"E TREMONT AV/MILES AV","40.81897","-73.817062","bronx","['BXM9', 'BX42', 'BX40']"
102659,"E TREMONT AV/SAMPSON AV","40.8204","-73.817902","bronx","['BXM9', 'BX42', 'BX40']"
102661,"E TREMONT AV/SCHLEY AV","40.824703","-73.820259","bronx","['BX40']"
102662,"E TREMONT AV/RANDALL AV","40.826504","-73.821861","bronx","['BX42', 'BX40']"
102664,"E TREMONT AV/LAFAYETTE AV","40.82999","-73.825432","bronx","['BX42', 'BX40']"
102666,"E TREMONT AV/BRUCKNER BL","40.832901","-73.827995","bronx","['BX42', 'BX40']"
102667,"E TREMONT AV/HASKIN ST","40.83453","-73.829231","bronx","['BX42', 'BX40']"
102668,"E TREMONT AV/PURITAN AV","40.835358","-73.83239","bronx","['BX42', 'BX40']"
102669,"E TREMONT AV/WATERBURY AV","40.83696","-73.833908","bronx","['BX42', 'BX40']"
102671,"E TREMONT AV/DUDLEY AV","40.839748","-73.836876","bronx","['BX42', 'BX40']"
102672,"E TREMONT AV/HUTCHINSON RVR PK","40.840813","-73.838654","bronx","['BX42', 'BX40']"
102674,"E TREMONT AV/ST RAYMONDS AV","40.842865","-73.845978","bronx","['BX42', 'BX40', 'BX4A']"
102675,"E TREMONT AV/SILVER ST","40.843121","-73.848503","bronx","['BX42', 'BX40', 'BX4A']"
102676,"E TREMONT AV/LURTING AV","40.842926","-73.850189","bronx","['BX42', 'BX40', 'BX4A']"
102678,"E TREMONT AV/CASTLE HILL AV","40.842594","-73.853157","bronx","['BX42', 'BX40']"
102679,"E TREMONT AV/PURDY ST","40.842319","-73.855553","bronx","['BX42', 'BX40']"
102680,"E TREMONT A/DOGWOOD DR","40.841599","-73.861427","bronx","['BX42', 'BX40']"
102682,"E TREMONT AV/UNIONPORT RD","40.841415","-73.86351","bronx","['BX42', 'BX40']"
102692,"E TREMONT AV/CROTONA PY","40.842537","-73.885132","bronx","['BX42', 'BX40']"
102693,"E TREMONT AV/MARMION AV","40.843533","-73.887146","bronx","['BX42', 'BX40']"
102702,"E BURNSIDE AV/GRAND CONCOURSE","40.852715","-73.904083","bronx","['BX42', 'BX40']"
102703,"E BURNSIDE AV/MORRIS AV","40.853359","-73.90593","bronx","['BX42', 'BX40']"
102729,"WEBSTER AV/E 169 ST","40.83427","-73.908363","bronx","['BX41']"
102730,"WEBSTER AV/E 170 ST","40.836555","-73.907082","bronx","['BX41+', 'BX41']"
102732,"WEBSTER AV/CLAREMONT PY","40.84008","-73.905106","bronx","['BX41+', 'BX41']"
102734,"WEBSTER AV/E 173 ST","40.84288","-73.903503","bronx","['BX41']"
102740,"WEBSTER AV/E 182 ST","40.855225","-73.896103","bronx","['BX41']"
102742,"WEBSTER AV/E 187 ST","40.859058","-73.893646","bronx","['BX41']"
102746,"WEBSTER AV/E FORDHAM RD","40.86063","-73.892555","bronx","['BX41']"
102748,"WEBSTER AV/E 197 ST","40.865265","-73.886795","bronx","['BX41']"
102750,"WEBSTER AV/BEDFORD PK BL","40.867085","-73.883705","bronx","['BX41+', 'BX41']"
102757,"WHITE PLAINS RD/E 215 ST","40.880436","-73.864403","bronx","['BX39']"
102759,"WHITE PLAINS RD/E 219 ST","40.88348","-73.862793","bronx","['BXM11', 'BX39']"
102762,"WHITE PLAINS RD/E 225 ST","40.887714","-73.860451","bronx","['BXM11', 'BX39']"
102765,"WHITE PLAINS RD/E 231 ST","40.891926","-73.858116","bronx","['BX39']"
102766,"WHITE PLAINS RD/E 233 ST","40.89325","-73.857391","bronx","['BX39']"
102767,"WHITE PLAINS RD/E 235 ST","40.894775","-73.856544","bronx","['BX39']"
102768,"WHITE PLAINS RD/E 237 ST","40.897118","-73.855247","bronx","['BX39']"
102769,"WHITE PLAINS RD/NEREID AV","40.898312","-73.854355","bronx","['BXM11', 'BX39']"
102775,"E 241 ST/BAYCHESTER AV","40.901882","-73.847031","bronx","['BXM11', 'BX39']"
102777,"WHITE PLAINS RD/E 240 ST","40.902142","-73.851532","bronx","['BX39']"
102778,"WHITE PLAINS RD/E 239 ST","40.900082","-73.853004","bronx","['BX39']"
102780,"WHITE PLAINS RD/E 237 ST","40.897373","-73.855263","bronx","['BX39']"
102781,"WHITE PLAINS RD/E 235 ST","40.89497","-73.856583","bronx","['BX39']"
102782,"WHITE PLAINS RD/E 233 ST","40.893555","-73.857361","bronx","['BX39']"
102783,"WHITE PLAINS RD/E 231 ST","40.892139","-73.858154","bronx","['BX39']"
102786,"WHITE PLAINS RD/E 225 ST","40.888401","-73.860229","bronx","['BXM11', 'BX8', 'BX39']"
102789,"WHITE PLAINS RD/E 219 ST","40.883667","-73.862831","bronx","['BXM11', 'BX39']"
102791,"WHITE PLAINS RD/E 215 ST","40.88073","-73.865005","bronx","['BX39']"
102793,"WHITE PLAINS RD/E GUN HILL RD","40.877853","-73.866669","bronx","['BXM11', 'BX41+', 'BX39', 'BX41']"
102795,"WEBSTER AV/E GUN HILL RD","40.878204","-73.871841","bronx","['BX41+', 'BX41']"
102796,"WEBSTER AV/E 205 ST","40.872765","-73.87529","bronx","['BX41']"
102797,"WEBSTER AV/E 204 ST","40.870926","-73.877373","bronx","['BX41+', 'BX41']"
102798,"WEBSTER AV/E MOSHOLU PY N","40.869419","-73.88018","bronx","['BX41']"
102799,"WEBSTER AV/E 201 ST","40.868225","-73.882256","bronx","['BX41']"
102806,"WEBSTER AV/E FORDHAM RD","40.861328","-73.891922","bronx","['BX41+', 'BX41']"
102808,"WEBSTER AV/E 187 ST","40.858734","-73.894112","bronx","['BX41']"
102809,"WEBSTER AV/E 183 ST","40.856346","-73.895645","bronx","['BX41']"
102811,"WEBSTER AV/E 180 ST","40.851334","-73.898911","bronx","['BX36', 'BX41+', 'BX41']"
102814,"WEBSTER AV/E TREMONT AV","40.847359","-73.901276","bronx","['BX41']"
102819,"WEBSTER AV/CLAREMONT PY","40.839191","-73.905777","bronx","['BX41+', 'BX41']"
102821,"WEBSTER AV/E 170 ST","40.835518","-73.908012","bronx","['BX41+', 'BX41']"
102833,"MELROSE AV/E 150 ST","40.816872","-73.917511","bronx","['BX41+']"
102837,"3 AV/E 140 ST","40.812035","-73.925552","bronx","['BX2', 'BX21']"
102839,"LINCOLN AV/BRUCKNER Bl","40.807938","-73.929474","bronx","['BX15']"
102897,"METROPOLITAN AV/PARKCHESTER RD","40.835827","-73.860939","bronx","['BX4A']"
102899,"METROPOLITAN AV/MAPLE DR","40.839943","-73.857193","bronx","['BX4A']"
102902,"METROPOLITAN AV/PURDY ST","40.840637","-73.854973","bronx","['BX4A']"
102903,"METROPOLITAN AV/RED OAK DR","40.840096","-73.85746","bronx","['BX4A']"
102904,"METROPOLITAN AV/PINE ST","40.83942","-73.85878","bronx","['BX4A']"
102905,"METROPOLITAN AV/WOOD RD","40.837162","-73.860832","bronx","['BX4A']"
102906,"METROPOLITAN AV/WOOD AV","40.835407","-73.861191","bronx","['BX4A']"
102934,"3 AV/E 174 ST","40.842579","-73.898117","bronx","['BX15']"
102942,"WHITE PLAINS RD/E GUN HILL RD","40.877762","-73.86599","bronx","['BX41+', 'BX39', 'BX41']"
102946,"WEBSTER AV/BEDFORD PK BL","40.867046","-73.884193","bronx","['BX41+', 'BX41']"
102949,"3 AV/E 180 ST","40.850845","-73.894081","bronx","['BX15']"
102953,"3 AV/E 169 ST","40.832912","-73.905045","bronx","['BX15']"
102962,"3 AV/E 144 ST","40.813477","-73.922424","bronx","['BX2', 'BX21']"
102965,"W 239 ST/RIVERDALE AV","40.889141","-73.908577","bronx","['BX7']"
102968,"E KINGSBRIDGE RD/GRAND CONCOURSE","40.866058","-73.894028","bronx","['BX9', 'BX28', 'BX22', 'BX38']"
102971,"GRAND CONCOURSE/BEDFORD PK BL","40.872292","-73.887383","bronx","['BX1', 'BX2', 'BXM4']"
102976,"3 AV/WESTCHESTER AV","40.816959","-73.916161","bronx","['BX15', 'BX21', 'BX41']"
102977,"WEBSTER AV/E 205 ST","40.872791","-73.875015","bronx","['BX41']"
102978,"OLMSTEAD AV/SEWARD AV","40.820507","-73.851631","bronx","['BX36']"
102979,"E 233 ST/JEROME AV","40.895218","-73.879532","bronx","['BX34', 'BX16']"
102985,"WHITE PLAINS RD/LAFAYETTE AV","40.822144","-73.85817","bronx","['BX36', 'BX5', 'BX39']"
102986,"VALENTINE AV/E 178 ST","40.848934","-73.900848","bronx","['BX42', 'BX40']"
102988,"E 138 ST/WILLOW AV","40.804192","-73.911537","bronx","['BX33']"
102991,"WEBSTER AV/E 195 ST","40.864105","-73.8881","bronx","['BX41']"
102994,"E 170 ST/GRAND CONCOURSE","40.838703","-73.914154","bronx","['BX11', 'BX18']"
102995,"W 231 ST/CORLEAR AV","40.880142","-73.907333","bronx","['BX1', 'BX2', 'BX20', 'BX10', 'BX7']"
102996,"W 231 ST/TIBBETT AV","40.881062","-73.908691","bronx","['BX1', 'BX20', 'BX10', 'BX7']"
102999,"BOSTON RD/DYRE AV","40.884819","-73.831177","bronx","['BX30']"
103000,"BOSTON RD/KINGSLAND AV","40.877666","-73.845253","bronx","['BX30']"
103003,"WILLIAMSBRIDGE RD/E TREMONT AV","40.842407","-73.844482","bronx","['BX8', 'BX31']"
103006,"W 195 ST/RESERVOIR AV","40.869629","-73.898682","bronx","['BX32']"
103007,"RESERVOIR AV/W KINGSBRIDGE RD","40.868114","-73.899948","bronx","['BX32', 'BX22']"
103008,"W KINGSBRIDGE RD/UNIVERSITY AV","40.868404","-73.901314","bronx","['BX9', 'BX3', 'BX32']"
103009,"VA HOSPITAL/VA HOSPITAL","40.86739","-73.905464","bronx","['BX32']"
103012,"VA HOSPITAL/VA HOSPITAL","40.867352","-73.905624","bronx","['BX32']"
103013,"ALLERTON AV/WILLIAMSBRIDGE RD","40.86541","-73.85907","bronx","['BX26']"
103017,"GRAND CONCOURSE/MINERVA PL","40.870457","-73.890907","bronx","['BX1', 'BX2']"
103018,"E 170 ST/WALTON AV","40.839363","-73.915649","bronx","['BX11', 'BX18']"
103019,"UNDERCLIFF AV/BOSCOBEL PL","40.844086","-73.925385","bronx","['BX18']"
103022,"E 161 ST/PARK AV","40.824825","-73.916359","bronx","['BX13', 'BX6']"
103028,"PELHAM PKWY/STILLWELL AV","40.856735","-73.836571","bronx","['BX12']"
103031,"E 233 ST/GUNTHER AV","40.89085","-73.849091","bronx","['BX31']"
103034,"E 170 ST/JEROME AV","40.840363","-73.9179","bronx","['BX18']"
103042,"VALENTINE AV/E 192 ST","40.864079","-73.894615","bronx","['BX28', 'BX38']"
103043,"SEDGWICK AV/W 174 ST","40.847775","-73.924324","bronx","['BX18']"
103044,"SEDGWICK AV/W 176 ST","40.850536","-73.921913","bronx","['BX18']"
103047,"SEDGWICK AV/W 231 ST","40.875484","-73.90097","bronx","['BX3']"
103048,"CROSS BRONX EP/TAYLOR AV","40.835197","-73.86573","bronx","['BX36']"
103050,"NEREID AV/EDSON AV","40.899063","-73.846603","bronx","['BXM11', 'BX16']"
103051,"W FORDHAM RD/SEDGWICK AV","40.862724","-73.908463","bronx","['BX12']"
103052,"MORRIS PK AV/UNIONPORT RD","40.844856","-73.867409","bronx","['BX21']"
103057,"E MOSHOLU PY S/GRAND CONCOURSE","40.878681","-73.885033","bronx","['BX28']"
103060,"BARTOW AV/GUNTHER AV","40.866936","-73.83773","bronx","['BX28', 'BX38']"
103063,"BARTOW AV/CO-OP CITY BL","40.869289","-73.825676","bronx","['Q50', 'BX28', 'BX29', 'BX26', 'BX30', 'BXM7', 'BX23']"
103066,"EASTCHESTER RD/IVES ST","40.849926","-73.844765","bronx","['BX21', 'BX31']"
103067,"MORRIS AV/E 141 ST","40.813965","-73.924927","bronx","['BX32']"
103069,"WEBSTER AV/E 178 ST","40.849331","-73.89991","bronx","['BX36', 'BX41']"
103072,"WEBSTER AV/E 182 ST","40.85503","-73.896492","bronx","['BX41']"
103073,"WEBSTER AV/E 169 ST","40.833717","-73.908958","bronx","['BX41']"
103075,"SEDGWICK AV/W TREMONT AV","40.852776","-73.918602","bronx","['BX18']"
103077,"PENNYFIELD AV/THROGS NECK EP","40.818768","-73.80986","bronx","['BX8']"
103081,"ASCH LOOP/ALCOTT PL","40.871365","-73.830551","bronx","['BX26', 'BX23', 'BX28', 'BXM7', 'BX30']"
103092,"3 AV/WASHINGTON AV","40.85714","-73.891205","bronx","['BX15']"
103095,"3 AV/E 144 ST","40.813858","-73.921989","bronx","['BX2', 'BX21']"
103099,"W FARMS RD/HOE AV","40.825554","-73.891212","bronx","['BX27']"
103101,"BOSTON RD/PROVOST AV","40.885399","-73.829468","bronx","['BX16', 'BX30']"
103105,"KATONAH AV/E 242 ST","40.902779","-73.868317","bronx","['BX34', 'BX31']"
103108,"E 180 ST/ARTHUR AV","40.849209","-73.89122","bronx","['BX36']"
103113,"MELROSE AV/E 156 ST","40.82156","-73.915146","bronx","['BX41']"
103114,"MELROSE AV/E 158 ST","40.822598","-73.914589","bronx","['BX41']"
103117,"WEBSTER AV/E 184 ST","40.856609","-73.895226","bronx","['BX41']"
103118,"WHITE PLAINS RD/E 222 ST","40.885536","-73.861664","bronx","['BX39']"
103119,"WHITE PLAINS RD/E 228 ST","40.889835","-73.859283","bronx","['BX39']"
103121,"WHITE PLAINS RD/E 228 ST","40.890015","-73.859329","bronx","['BX39']"
103122,"WHITE PLAINS RD/E 222 ST","40.885841","-73.861633","bronx","['BX8', 'BX39']"
103123,"WEBSTER AV/CROSS BX EXPWY","40.84465","-73.902802","bronx","['BX41']"
103124,"MELROSE AV/E 155 ST","40.820122","-73.916023","bronx","['BX41']"
103125,"MELROSE AV/E 160 ST","40.823727","-73.914192","bronx","['BX41+']"
103127,"WESTCHESTER AV/BRYANT AV","40.826416","-73.888695","bronx","['BX4', 'BX4A']"
103136,"MELROSE AV/E 161 ST","40.824478","-73.913582","bronx","['BX41+', 'BX41']"
103151,"PELHAM PKWY/JACOBI HOSP","40.857384","-73.847076","bronx","['BX12']"
103152,"DREISER LOOP/DEFOE PLACE","40.87603","-73.829277","bronx","['BX23', 'BX28', 'BX38', 'BX30']"
103161,"EDGEWATER PL/EDGEWATER PK OVAL","40.822598","-73.81102","bronx","['BXM9', 'BX8']"
103162,"THROGS NECK EP/VETERANS MEMORIAL PK","40.825069","-73.815498","bronx","['BX8']"
103165,"CLARENCE AV/RANDALL AV","40.829765","-73.815125","bronx","['BX8']"
103166,"CLARENCE AV/PHILIP AV","40.831261","-73.816399","bronx","['BX8']"
103167,"DEAN AV/LAFAYETTE AV","40.833126","-73.816849","bronx","['BX8']"
103168,"DEAN AV/LAYTON AV","40.835434","-73.817932","bronx","['BX8']"
103169,"LAYTON AV/VINCENT AV","40.834942","-73.82103","bronx","['BX8']"
103171,"OTIS AV/LOGAN AV","40.833523","-73.825439","bronx","['BX8']"
103172,"CROSBY AV/BRUCKNER BL","40.834702","-73.82637","bronx","['BX8']"
103173,"CROSBY AV/BAISLEY AV","40.836624","-73.827705","bronx","['BX8']"
103174,"CROSBY AV/WATERBURY AV","40.83865","-73.828979","bronx","['BX8']"
103175,"CROSBY AV/CODDINGTON AV","40.84095","-73.829659","bronx","['BX8']"
103176,"CROSBY AV/ZULETTE AV","40.84248","-73.830017","bronx","['BX8']"
103177,"CROSBY AV/MIDDLETOWN RD","40.844193","-73.830421","bronx","['BX8']"
103181,"CROSBY AV/WESTCHESTER AV","40.846664","-73.832115","bronx","['BXM8', 'BX8']"
103183,"CROSBY AV/MIDDLETOWN RD","40.843521","-73.830444","bronx","['BX8']"
103185,"CROSBY AV/CODDINGTON AV","40.840267","-73.829674","bronx","['BX8']"
103186,"CROSBY AV/WATERBURY AV","40.837971","-73.828819","bronx","['BX8']"
103187,"CROSBY AV/BAISLEY AV","40.836002","-73.827522","bronx","['BX8']"
103188,"CROSBY AV/BRUCKNER BL","40.834377","-73.826363","bronx","['BX8']"
103189,"OTIS AV/LOGAN AV","40.833427","-73.825325","bronx","['BX8']"
103190,"OTIS AV/THROGS NECK EP","40.834167","-73.82386","bronx","['BX8']"
103192,"LAYTON AV/CLARENCE AV","40.835335","-73.81852","bronx","['BXM9', 'BX8']"
103194,"DEAN AV/LAFAYETTE AV","40.833256","-73.817184","bronx","['BX8']"
103195,"CLARENCE AV/PHILIP AV","40.831032","-73.816353","bronx","['BX8']"
103196,"CLARENCE AV/RANDALL AV","40.829536","-73.815086","bronx","['BXM9', 'BX8']"
103204,"LOCUST POINT DR/GIEGERICH PL","40.816647","-73.800461","bronx","['BX8']"
103206,"TIERNEY PL/LONGSTREET AV","40.813801","-73.802361","bronx","['BX8']"
103208,"HENRY HUDSON PKY W/W 246 ST","40.893269","-73.908615","bronx","['BX20', 'BX10', 'BX7']"
103211,"JEROME AV/W 177 ST","40.850105","-73.910721","bronx","['BX32']"
103212,"JEROME AV/W 176 ST","40.848335","-73.911987","bronx","['BX32']"
103213,"E 175 ST/JEROME AV","40.847458","-73.91201","bronx","['BX32']"
103214,"MORRIS AV/WALTON AV","40.846767","-73.910339","bronx","['BX32']"
103215,"MORRIS AV/E 174 ST","40.844532","-73.909508","bronx","['BX32']"
103217,"LOUIS NINE BL/E 170 ST","40.833088","-73.893112","bronx","['BX11']"
103228,"E TREMONT AV/SAMPSON AV","40.820545","-73.818253","bronx","['BXM9', 'BX42', 'BX40']"
103229,"E TREMONT AV/MILES AV","40.818867","-73.817276","bronx","['BXM9', 'BX42', 'BX40']"
103230,"PENNYFIELD AV/LAWTON AV","40.818188","-73.809967","bronx","['BX8']"
103234,"THROGS NECK/VETERANS MEMORIAL","40.828087","-73.817307","bronx","['BX8']"
103237,"NEREID AV/MONTICELLO AV","40.900188","-73.842117","bronx","['BX16']"
103241,"VALENTINE AV/E 192 ST","40.863865","-73.894753","bronx","['BX34', 'BX22']"
103245,"LOCUST POINT DR/HATTING PL","40.817234","-73.801956","bronx","['BX8']"
103248,"CROSS BX SVC RD/WHITE PLAINS RD","40.834412","-73.863121","queens","['Q44']"
103251,"CROSS BX SVC RD/BLACKROCK RD","40.829155","-73.848015","queens","['Q44']"
103255,"EDSON AV/BARTOW AV","40.86805","-73.833122","bronx","['BX12+', 'BX12']"
103261,"HENRY HUDSON PKY E/W 246 ST","40.893486","-73.907921","bronx","['BX20']"
103265,"E TREMONT AV/BOSTON RD","40.84026","-73.879379","bronx","['BX42', 'BX40']"
103266,"3 AV/CLAREMONT PY","40.838303","-73.901199","bronx","['BX15']"
103272,"METROPOLITAN AV/BENEDICT AV","40.83392","-73.860733","bronx","['BXM6', 'BX4A']"
103274,"CHAFFEE AV/HATTING PL","40.817055","-73.801704","bronx","['BX8']"
103278,"E 170 ST/GRAND CONCOURSE","40.83849","-73.913589","bronx","['BX11']"
103279,"BARTOW AV/CO-OP CITY BL","40.869617","-73.825867","bronx","['Q50', 'BX28', 'BX26', 'BX30', 'BXM7', 'BX23']"
103280,"BRUCKNER BL/BURR AV","40.853336","-73.827095","bronx","['BX24', 'BXM8', 'BXM7', 'BXM10']"
103283,"PEARTREE AV/CONNER  ST","40.881435","-73.822884","bronx","['BX30']"
103284,"E 134 ST/WALNUT AV","40.800682","-73.911133","bronx","['BX33']"
103285,"E TREMONT AV/LELAND AV","40.840797","-73.866028","bronx","['BX42', 'BX40']"
103288,"PLIMPTON AV/W 170 ST","40.84137","-73.923752","bronx","['BX11', 'BX13']"
103293,"CASTLE HILL AV/E TREMONT AV","40.842094","-73.853409","bronx","['BX4A']"
103294,"METROPOLITAN AV/UNIONPORT RD","40.838711","-73.860626","bronx","['BXM9', 'BXM10', 'BX4A', 'BXM6']"
103297,"WHITE PLAINS RD/MAGENTA ST","40.87537","-73.867111","bronx","['BX39']"
103298,"WHITE PLAINS RD/ROSEWOOD ST","40.873306","-73.867172","bronx","['BX39']"
103299,"WHITE PLAINS RD/BURKE AV","40.871586","-73.867233","bronx","['BXM11', 'BX39']"
103300,"WHITE PLAINS RD/ADEE AV","40.869839","-73.867294","bronx","['BX39']"
103301,"WHITE PLAINS RD/ARNOW AV","40.867985","-73.867363","bronx","['BX39']"
103302,"WHITE PLAINS RD/ALLERTON AV","40.865566","-73.867416","bronx","['BXM11', 'BX39']"
103303,"WHITE PLAINS RD/MACE AV","40.863342","-73.867485","bronx","['BX39']"
103304,"WHITE PLAINS RD/WARING AV","40.861462","-73.867554","bronx","['BX39']"
103305,"WHITE PLAINS RD/LYDIG AV","40.854591","-73.867775","bronx","['BX39']"
103309,"WHITE PLAINS RD/MORRIS PK AV","40.844849","-73.866112","bronx","['BX39', 'BX22']"
103310,"WHITE PLAINS RD/E TREMONT AV","40.840717","-73.864403","bronx","['BX39']"
103311,"WHITE PLAINS RD/ARCHER ST","40.83754","-73.863617","bronx","['BX39']"
103312,"WHITE PLAINS RD/LAFAYETTE AV","40.821636","-73.858315","bronx","['BX39']"
103313,"WHITE PLAINS RD/SEWARD AV","40.819519","-73.857826","bronx","['BX39']"
103314,"WHITE PLAINS RD/RANDALL AV","40.817406","-73.857315","bronx","['BX39']"
103315,"WHITE PLAINS RD/LACOMBE AV","40.815327","-73.856827","bronx","['BX39']"
103316,"WHITE PLAINS RD/OBRIEN AV","40.811527","-73.855888","bronx","['BX39']"
103317,"WHITE PLAINS RD/OBRIEN AV","40.811813","-73.855766","bronx","['BX39']"
103318,"WHITE PLAINS RD/PATTERSON AV","40.8139","-73.856255","bronx","['BX39']"
103319,"WHITE PLAINS RD/RANDALL AV","40.81815","-73.857224","bronx","['BX39']"
103320,"WHITE PLAINS RD/SEWARD AV","40.820229","-73.857712","bronx","['BX39']"
103321,"WHITE PLAINS RD/WESTCHESTER AV","40.83337","-73.86264","bronx","['BX36', 'BX39']"
103322,"WHITE PLAINS RD/WOOD AV","40.835842","-73.863091","bronx","['BX39']"
103323,"WHITE PLAINS RD/GUERLAIN ST","40.840343","-73.86396","bronx","['BX39']"
103324,"BRONX PARK E/BRADY AV","40.852737","-73.868698","bronx","['BX22']"
103325,"BRONX PARK E/LYDIG AV","40.854584","-73.86937","bronx","['BX22']"
