route_id,trip_id,shape_id
B54,FP_B5-Weekday-019700_B54_201,B540062
B54,FP_B5-Weekday-026200_B54_201,B540062
B54,FP_B5-Weekday-029600_B54_202,B540062
B54,FP_B5-Weekday-032600_B54_205,B540062
B54,FP_B5-Weekday-035600_B54_206,B540062
B54,FP_B5-Weekday-038500_B54_202,B540062
B54,FP_B5-Weekday-040500_B54_207,B540062
B54,FP_B5-Weekday-043500_B52_110,B540062
B54,FP_B5-Weekday-045500_B54_206,B540062
B54,FP_B5-Weekday-046500_B52_113,B540062
B54,FP_B5-Weekday-049900_B54_210,B540063
B54,FP_B5-Weekday-052900_B54_203,B540063
B54,FP_B5-Weekday-053900_B54_212,B540063
B54,FP_B5-Weekday-048500_B54_212,B540062
B54,FP_B5-Weekday-049400_B54_202,B540062
B54,FP_B5-Weekday-050200_B54_213,B540062
B54,FP_B5-Weekday-051000_B52_120,B540062
B54,FP_B5-Weekday-051700_B54_207,B540062
B54,FP_B5-Weekday-052400_B26_19,B540062
B54,FP_B5-Weekday-053800_B54_205,B540062
B54,FP_B5-Weekday-053100_Q55_310,B540062
B54,FP_B5-Weekday-059200_B54_212,B540062
B54,FP_B5-Weekday-060200_B54_216,B540062
B54,FP_B5-Weekday-054500_B54_204,B540062
B54,FP_B5-Weekday-056800_B54_206,B540062
B54,FP_B5-Weekday-057600_B52_113,B540062
B54,FP_B5-Weekday-056000_B54_210,B540062
B54,FP_B5-Weekday-062200_B54_207,B540062
B54,FP_B5-Weekday-063200_B26_19,B540062
B54,FP_B5-Weekday-065400_B54_204,B540062
B54,FP_B5-Weekday-066600_B54_210,B540062
B54,FP_B5-Weekday-054900_B54_216,B540063
B54,FP_B5-Weekday-057900_B26_19,B540063
B54,FP_B5-Weekday-059100_Q55_302,B540063
B54,FP_B5-Weekday-060300_B54_204,B540063
B54,FP_B5-Weekday-061500_B54_210,B540063
B54,FP_B5-Weekday-062700_B26_3,B540063
B54,FP_B5-Weekday-063900_B54_203,B540063
B54,FP_B5-Weekday-065100_B54_208,B540063
B54,FP_B5-Weekday-066300_B54_216,B540063
B54,FP_B5-Weekday-067800_B26_3,B540062
B54,FP_B5-Weekday-069000_B54_203,B540062
B54,FP_B5-Weekday-070200_B54_208,B540062
B54,FP_B5-Weekday-071400_B54_216,B540062
B54,FP_B5-Weekday-072600_B54_213,B540062
B54,FP_B5-Weekday-073800_B54_209,B540062
B54,FP_B5-Weekday-075000_B26_7,B540062
B54,FP_B5-Weekday-076200_B52_105,B540062
B54,FP_B5-Weekday-077400_B26_14,B540062
B54,FP_B5-Weekday-078600_B26_3,B540062
B54,FP_B5-Weekday-068700_B54_209,B540063
B54,FP_B5-Weekday-071100_B52_105,B540063
B54,FP_B5-Weekday-072300_B26_14,B540063
B54,FP_B5-Weekday-067500_B54_213,B540063
B54,FP_B5-Weekday-069900_B26_7,B540063
B54,FP_B5-Weekday-097000_B54_227,B540063
B54,FP_B5-Weekday-074700_B54_214,B540063
B54,FP_B5-Weekday-096200_B54_214,B540063
B54,FP_B5-Weekday-073500_B26_3,B540063
B54,FP_B5-Weekday-075700_B26_9,B540063
B54,FP_B5-Weekday-076700_B54_208,B540063
B54,FP_B5-Weekday-078700_B26_22,B540063
B54,FP_B5-Weekday-080700_B26_7,B540063
B54,FP_B5-Weekday-081700_B26_23,B540063
B54,FP_B5-Weekday-077700_B54_210,B540063
B54,FP_B5-Weekday-079700_B54_209,B540063
B54,FP_B5-Weekday-095400_B54_216,B540063
B54,FP_B5-Weekday-082700_B54_216,B540063
B54,FP_B5-Weekday-084700_B26_26,B540063
B54,FP_B5-Weekday-085700_B54_221,B540063
B54,FP_B5-Weekday-088500_B54_211,B540063
B54,FP_B5-Weekday-083700_B26_14,B540063
B54,FP_B5-Weekday-094700_B54_225,B540063
B54,FP_B5-Weekday-090100_B26_4,B540063
B54,FP_B5-Weekday-091700_B54_223,B540063
B54,FP_B5-Weekday-093300_B54_218,B540063
B54,FP_B5-Weekday-098600_B54_229,B540063
B54,FP_B5-Weekday-099400_B54_228,B540063
B54,FP_B5-Weekday-100200_B54_215,B540063
B54,FP_B5-Weekday-101000_B54_211,B540063
B54,FP_B5-Weekday-101800_B54_217,B540063
B54,FP_B5-Weekday-081000_B26_9,B540062
B54,FP_B5-Weekday-083400_B54_210,B540062
B54,FP_B5-Weekday-079800_B54_214,B540062
B54,FP_B5-Weekday-082200_B54_208,B540062
B54,FP_B5-Weekday-085600_B54_209,B540062
B54,FP_B5-Weekday-087600_B26_23,B540062
B54,FP_B5-Weekday-089600_B26_14,B540062
B54,FP_B5-Weekday-092500_B26_9,B540062
B54,FP_B5-Weekday-095800_B26_4,B540062
B54,FP_B5-Weekday-084600_B26_22,B540062
B54,FP_B5-Weekday-090600_B26_26,B540062
B54,FP_B5-Weekday-091600_B54_221,B540062
B54,FP_B5-Weekday-093400_B54_212,B540062
B54,FP_B5-Weekday-096600_B54_222,B540062
B54,FP_B5-Weekday-097400_B54_223,B540062
B54,FP_B5-Weekday-098200_B54_224,B540062
B54,FP_B5-Weekday-099000_B54_218,B540062
B54,FP_B5-Weekday-099800_B54_219,B540062
B54,FP_B5-Weekday-101400_B54_216,B540062
B54,FP_B5-Weekday-102200_B54_214,B540062
B54,FP_B5-Weekday-103000_B54_227,B540062
B54,FP_B5-Weekday-104600_B54_229,B540062
B54,FP_B5-Weekday-105400_B54_228,B540062
B54,FP_B5-Weekday-107000_B54_211,B540062
B54,FP_B5-Weekday-108600_B54_222,B540062
B54,FP_B5-Weekday-109400_B54_220,B540062
B54,FP_B5-Weekday-110200_B54_224,B540062
B54,FP_B5-Weekday-111800_B54_219,B540062
B54,FP_B5-Weekday-112600_B54_225,B540062
B54,FP_B5-Weekday-113400_B54_223,B540062
B54,FP_B5-Weekday-114200_B54_214,B540062
B54,FP_B5-Weekday-102600_B54_222,B540063
B54,FP_B5-Weekday-103400_B54_220,B540063
B54,FP_B5-Weekday-104200_B54_224,B540063
B54,FP_B5-Weekday-105800_B54_219,B540063
B54,FP_B5-Weekday-106600_B54_225,B540063
B54,FP_B5-Weekday-107500_B54_223,B540063
B54,FP_B5-Weekday-109300_B54_227,B540063
B54,FP_B5-Weekday-110200_B54_229,B540063
B54,FP_B5-Weekday-111100_B54_228,B540063
B54,FP_B5-Weekday-112000_B54_215,B540063
B54,FP_B5-Weekday-113800_B54_217,B540063
B54,FP_B5-Weekday-115600_B54_224,B540063
B54,FP_B5-Weekday-121500_B54_228,B540063
B54,FP_B5-Weekday-123000_B54_226,B540063
B54,FP_B5-Weekday-126000_B54_230,B540063
B54,FP_B5-Weekday-127500_B54_229,B540063
B54,FP_B5-Weekday-129500_B54_223,B540063
B54,FP_B5-Weekday-133500_B54_226,B540063
B54,FP_B5-Weekday-131500_B54_224,B540063
B54,FP_B5-Weekday-135500_B54_230,B540063
B54,FP_B5-Weekday-137500_B54_229,B540063
B54,FP_B5-Weekday-140000_B54_224,B540063
B54,FP_B5-Weekday-143000_B54_230,B540063
B54,FP_B5-Weekday-146000_B54_229,B540063
B54,FP_B5-Weekday-150500_B54_230,B540063
B54,FP_B5-Weekday-112900_B54_226,B540063
B54,FP_B5-Weekday-115800_B54_229,B540062
B54,FP_B5-Weekday-116600_B54_228,B540062
B54,FP_B5-Weekday-117400_B54_215,B540062
B54,FP_B5-Weekday-118200_B54_226,B540062
B54,FP_B5-Weekday-119000_B54_217,B540062
B54,FP_B5-Weekday-119800_B54_220,B540062
B54,FP_B5-Weekday-120800_B54_224,B540062
B54,FP_B5-Weekday-123800_B54_223,B540062
B54,FP_B5-Weekday-125000_B54_227,B540062
B54,FP_B5-Weekday-126500_B54_228,B540062
B54,FP_B5-Weekday-128000_B54_226,B540062
B54,FP_B5-Weekday-129500_B54_220,B540062
B54,FP_B5-Weekday-131000_B54_230,B540062
B54,FP_B5-Weekday-132500_B54_229,B540062
B54,FP_B5-Weekday-135500_B54_224,B540062
B54,FP_B5-Weekday-137500_B54_226,B540062
B54,FP_B5-Weekday-139500_B54_230,B540062
B54,FP_B5-Weekday-141500_B54_229,B540062
B54,FP_B5-Weekday-146500_B54_230,B540062
B54,FP_B5-Weekday-149500_B54_229,B540062
B54,FP_B5-Weekday-153700_B54_230,B540062
B54,FP_B5-Weekday-143500_B54_224,B540062
B54,FP_B5-Weekday-094000_B54_219,B540063
B54,FP_B5-Weekday-056900_B54_207,B540063
B54,FP_B5-Weekday-087700_B54_212,B540063
B54,FP_B5-Weekday-092500_B54_224,B540063
B54,FP_B5-Weekday-090900_B54_222,B540063
B54,FP_B5-Weekday-051900_B52_113,B540063
B54,FP_B5-Weekday-050900_B54_206,B540063
B54,FP_B5-Weekday-046800_Q55_310,B540063
B54,FP_B5-Weekday-044500_B54_210,B540062
B54,FP_B5-Weekday-114700_B54_220,B540063
B54,FP_B5-Weekday-116500_B54_218,B540063
B54,FP_B5-Weekday-042000_B54_205,B540062
B54,FP_B5-Weekday-055200_B52_110,B540062
B54,FP_B5-Weekday-094200_B54_211,B540062
B54,FP_B5-Weekday-095000_B54_217,B540062
B54,FP_B5-Weekday-121800_B54_218,B540062
B54,FP_B5-Weekday-086700_B26_9,B540063
B54,FP_B5-Weekday-105000_B54_218,B540063
B54,FP_B5-Weekday-108400_B54_214,B540063
B54,FP_B5-Weekday-097800_B54_221,B540063
B54,FP_B5-Weekday-115000_B54_227,B540062
B54,FP_B5-Weekday-088600_B54_216,B540062
B54,FP_B5-Weekday-100600_B54_225,B540062
B54,FP_B5-Weekday-103800_B54_221,B540062
B54,FP_B5-Weekday-111000_B54_218,B540062
B54,FP_B5-Weekday-064200_Q55_302,B540062
B54,FP_B5-Weekday-055900_B54_213,B540063
B54,FP_B5-Weekday-044400_B54_213,B540063
B54,FP_B5-Weekday-040400_B54_206,B540063
B54,FP_B5-Weekday-117500_B54_219,B540063
B54,FP_B5-Weekday-118700_B54_223,B540063
B54,FP_B5-Weekday-120000_B54_227,B540063
B54,FP_B5-Weekday-035600_B54_207,B540063
B54,FP_B5-Weekday-061200_B54_213,B540062
B54,FP_B5-Weekday-106200_B54_215,B540062
B54,FP_B5-Weekday-107800_B54_217,B540062
B54,FP_B5-Weekday-122800_B54_219,B540062
B54,FP_B5-Weekday-089300_B54_217,B540063
B54,FP_B5-Weekday-124500_B54_220,B540063
B54,FP_B5-Weekday-058400_B54_203,B540062
B54,FP_B5-Weekday-047500_B54_203,B540062
B54,FP_B5-Weekday-086600_B26_7,B540062
B54,FP_B5-Weekday-039200_B54_210,B540063
B54,FP_B5-Weekday-045600_B54_207,B540063
B54,FP_B5-Weekday-134000_B54_223,B540062
B38,FP_B5-Saturday-008000_B38_102,B380099
B38,FP_B5-Saturday-014000_B38_101,B380099
B38,FP_B5-Saturday-026000_B20_1,B380099
B38,FP_B5-Saturday-009500_B38_101,B380108
B38,FP_B5-Saturday-021500_B38_102,B380108
B38,FP_B5-Saturday-027500_B38_101,B380108
B38,FP_B5-Saturday-033000_B20_2,B380108
B52,FP_B5-Saturday-005000_B38_101,B520039
B52,FP_B5-Saturday-017000_B38_102,B520039
B52,FP_B5-Saturday-023000_B38_101,B520039
B52,FP_B5-Saturday-018500_B38_101,B520040
B52,FP_B5-Saturday-030500_B20_1,B520040
B52,FP_B5-Saturday-012500_B38_102,B520040
B38,FP_B5-Saturday-029000_B20_2,B380099
B38,FP_B5-Saturday-033800_B20_3,B380099
B38,FP_B5-Saturday-051000_B38_108,B380099
B38,FP_B5-Saturday-052700_B38_104,B380099
B38,FP_B5-Saturday-054000_B38_105,B380099
B38,FP_B5-Saturday-055500_B38_109,B380099
B38,FP_B5-Saturday-057000_B38_106,B380099
B38,FP_B5-Saturday-058300_B38_103,B380099
B38,FP_B5-Saturday-059600_B38_110,B380099
B38,FP_B5-Saturday-037000_B38_103,B380099
B38,FP_B5-Saturday-040000_B38_102,B380099
B38,FP_B5-Saturday-042000_B38_105,B380099
B38,FP_B5-Saturday-044000_B20_3,B380099
B38,FP_B5-Saturday-045900_B38_106,B380099
B38,FP_B5-Saturday-047600_B38_103,B380099
B38,FP_B5-Saturday-049300_B38_107,B380099
B38,FP_B5-Saturday-060900_B38_107,B380099
B38,FP_B5-Saturday-062200_B38_108,B380099
B38,FP_B5-Saturday-063500_B38_104,B380099
B38,FP_B5-Saturday-064700_B20_10,B380099
B38,FP_B5-Saturday-065900_B38_111,B380099
B38,FP_B5-Saturday-075400_B38_104,B380099
B38,FP_B5-Saturday-076600_B38_103,B380099
B38,FP_B5-Saturday-077800_B38_111,B380099
B38,FP_B5-Saturday-078900_B20_6,B380099
B38,FP_B5-Saturday-080100_B38_112,B380099
B38,FP_B5-Saturday-081300_B38_107,B380099
B38,FP_B5-Saturday-067100_B38_109,B380099
B38,FP_B5-Saturday-068300_B38_112,B380099
B38,FP_B5-Saturday-069400_B20_1,B380099
B38,FP_B5-Saturday-070600_B38_105,B380099
B38,FP_B5-Saturday-071800_B38_110,B380099
B38,FP_B5-Saturday-073000_B38_113,B380099
B38,FP_B5-Saturday-074200_B38_106,B380099
B38,FP_B5-Saturday-082500_B38_105,B380099
B38,FP_B5-Saturday-083700_B38_109,B380099
B38,FP_B5-Saturday-086100_B38_106,B380099
B38,FP_B5-Saturday-084900_B38_113,B380099
B38,FP_B5-Saturday-087300_B38_115,B380099
B38,FP_B5-Saturday-088500_B20_15,B380099
B38,FP_B5-Saturday-089700_B38_116,B380099
B38,FP_B5-Saturday-090900_B38_110,B380099
B38,FP_B5-Saturday-092100_B20_8,B380099
B38,FP_B5-Saturday-093300_B38_107,B380099
B38,FP_B5-Saturday-094500_B38_111,B380099
B38,FP_B5-Saturday-095700_B38_109,B380099
B38,FP_B5-Saturday-097000_B20_14,B380099
B38,FP_B5-Saturday-098300_B38_112,B380099
B38,FP_B5-Saturday-099700_B20_17,B380099
B38,FP_B5-Saturday-101000_B20_12,B380099
B38,FP_B5-Saturday-102300_B38_116,B380099
B38,FP_B5-Saturday-103600_B38_110,B380099
B38,FP_B5-Saturday-104900_B38_115,B380099
B38,FP_B5-Saturday-106200_B38_119,B380099
B38,FP_B5-Saturday-107500_B38_111,B380099
B38,FP_B5-Saturday-108800_B38_114,B380099
B38,FP_B5-Saturday-116300_B38_115,B380099
B38,FP_B5-Saturday-117800_B38_119,B380099
B38,FP_B5-Saturday-119400_B38_116,B380099
B38,FP_B5-Saturday-121200_B38_114,B380099
B38,FP_B5-Saturday-123200_B38_117,B380099
B38,FP_B5-Saturday-125200_B38_118,B380099
B38,FP_B5-Saturday-127200_B38_115,B380099
B38,FP_B5-Saturday-129400_B38_119,B380099
B38,FP_B5-Saturday-131800_B38_116,B380099
B38,FP_B5-Saturday-134200_B38_117,B380099
B38,FP_B5-Saturday-136700_B38_118,B380099
B38,FP_B5-Saturday-139900_B20_16,B380099
B38,FP_B5-Saturday-145500_B38_119,B380099
B38,FP_B5-Saturday-038800_B20_3,B380108
B38,FP_B5-Saturday-042000_B38_103,B380108
B38,FP_B5-Saturday-045000_B38_102,B380108
B38,FP_B5-Saturday-047500_B38_105,B380108
B38,FP_B5-Saturday-049500_B20_3,B380108
B38,FP_B5-Saturday-051400_B38_106,B380108
B38,FP_B5-Saturday-053000_B38_103,B380108
B38,FP_B5-Saturday-054700_B38_107,B380108
B38,FP_B5-Saturday-119900_B38_118,B380108
B38,FP_B5-Saturday-121400_B38_115,B380108
B38,FP_B5-Saturday-123100_B38_119,B380108
B38,FP_B5-Saturday-056400_B38_108,B380108
B38,FP_B5-Saturday-058100_B38_104,B380108
B38,FP_B5-Saturday-059700_B38_105,B380108
B38,FP_B5-Saturday-061200_B38_109,B380108
B38,FP_B5-Saturday-062700_B38_106,B380108
B38,FP_B5-Saturday-064200_B38_103,B380108
B38,FP_B5-Saturday-065700_B38_110,B380108
B38,FP_B5-Saturday-066900_B38_107,B380108
B38,FP_B5-Saturday-068100_B38_108,B380108
B38,FP_B5-Saturday-069300_B38_104,B380108
B38,FP_B5-Saturday-070500_B20_10,B380108
B38,FP_B5-Saturday-071700_B38_111,B380108
B38,FP_B5-Saturday-072900_B38_109,B380108
B38,FP_B5-Saturday-074100_B38_112,B380108
B38,FP_B5-Saturday-075300_B20_1,B380108
B38,FP_B5-Saturday-076500_B38_105,B380108
B38,FP_B5-Saturday-084900_B20_6,B380108
B38,FP_B5-Saturday-086100_B38_112,B380108
B38,FP_B5-Saturday-087300_B38_107,B380108
B38,FP_B5-Saturday-088500_B38_105,B380108
B38,FP_B5-Saturday-089700_B38_109,B380108
B38,FP_B5-Saturday-090900_B38_113,B380108
B38,FP_B5-Saturday-077700_B38_110,B380108
B38,FP_B5-Saturday-078900_B38_113,B380108
B38,FP_B5-Saturday-080100_B38_106,B380108
B38,FP_B5-Saturday-081300_B38_104,B380108
B38,FP_B5-Saturday-082500_B38_103,B380108
B38,FP_B5-Saturday-083700_B38_111,B380108
B38,FP_B5-Saturday-093300_B38_115,B380108
B38,FP_B5-Saturday-094500_B20_15,B380108
B38,FP_B5-Saturday-095700_B38_116,B380108
B38,FP_B5-Saturday-096900_B38_110,B380108
B38,FP_B5-Saturday-092100_B38_106,B380108
B38,FP_B5-Saturday-098100_B20_8,B380108
B38,FP_B5-Saturday-099300_B38_107,B380108
B38,FP_B5-Saturday-100500_B38_111,B380108
B38,FP_B5-Saturday-101700_B38_109,B380108
B38,FP_B5-Saturday-102900_B20_14,B380108
B38,FP_B5-Saturday-104100_B38_112,B380108
B38,FP_B5-Saturday-105300_B20_17,B380108
B38,FP_B5-Saturday-106500_B20_12,B380108
B38,FP_B5-Saturday-107800_B38_116,B380108
B38,FP_B5-Saturday-109100_B38_110,B380108
B38,FP_B5-Saturday-110400_B38_115,B380108
B38,FP_B5-Saturday-111700_B38_119,B380108
B38,FP_B5-Saturday-113000_B38_111,B380108
B38,FP_B5-Saturday-114300_B38_114,B380108
B38,FP_B5-Saturday-115700_B38_112,B380108
B38,FP_B5-Saturday-117100_B38_117,B380108
B38,FP_B5-Saturday-118500_B20_12,B380108
B38,FP_B5-Saturday-113300_B20_12,B380099
B38,FP_B5-Saturday-114800_B38_118,B380099
B38,FP_B5-Saturday-110300_B38_112,B380099
B38,FP_B5-Saturday-111800_B38_117,B380099
B38,FP_B5-Saturday-129000_B38_117,B380108
B38,FP_B5-Saturday-131000_B38_118,B380108
B38,FP_B5-Saturday-125000_B38_116,B380108
B38,FP_B5-Saturday-127000_B38_114,B380108
B38,FP_B5-Saturday-141800_B38_118,B380108
B38,FP_B5-Saturday-145500_B20_16,B380108
B38,FP_B5-Saturday-150000_B38_119,B380108
B38,FP_B5-Saturday-133000_B38_115,B380108
B38,FP_B5-Saturday-135000_B38_119,B380108
B38,FP_B5-Saturday-137000_B38_116,B380108
B38,FP_B5-Saturday-139400_B38_117,B380108
B38,FP_B5-Saturday-030600_B38_102,B380099
B38,FP_B5-Saturday-035000_B38_102,B380108
Q58,FP_B5-Saturday-005000_Q58_201,Q580101
Q58,FP_B5-Saturday-011000_Q58_202,Q580101
Q58,FP_B5-Saturday-023000_Q54_104,Q580101
Q58,FP_B5-Saturday-027000_Q58_204,Q580101
Q58,FP_B5-Saturday-028800_Q58_205,Q580101
Q58,FP_B5-Saturday-030300_Q58_207,Q580101
Q58,FP_B5-Saturday-031300_Q58_208,Q580101
Q58,FP_B5-Saturday-032300_Q58_209,Q580101
Q58,FP_B5-Saturday-033300_Q58_210,Q580101
Q58,FP_B5-Saturday-034100_Q54_104,Q580101
Q58,FP_B5-Saturday-035600_Q58_211,Q580101
Q58,FP_B5-Saturday-036300_Q58_212,Q580101
Q58,FP_B5-Saturday-037100_Q58_213,Q580101
Q58,FP_B5-Saturday-037800_Q54_109,Q580101
Q58,FP_B5-Saturday-038500_Q58_204,Q580101
Q58,FP_B5-Saturday-039200_Q58_214,Q580101
Q58,FP_B5-Saturday-039900_Q58_215,Q580101
Q58,FP_B5-Saturday-040600_Q58_205,Q580101
Q58,FP_B5-Saturday-034800_Q58_202,Q580101
Q58,FP_B5-Saturday-041300_Q58_216,Q580101
Q58,FP_B5-Saturday-042000_Q58_207,Q580101
Q58,FP_B5-Saturday-042600_Q58_217,Q580100
Q58,FP_B5-Saturday-043300_Q58_208,Q580101
Q58,FP_B5-Saturday-043900_Q58_218,Q580100
Q58,FP_B5-Saturday-044500_Q58_219,Q580101
Q58,FP_B5-Saturday-045100_Q58_221,Q580100
Q58,FP_B5-Saturday-045700_Q58_222,Q580101
Q58,FP_B5-Saturday-046300_Q58_203,Q580100
Q58,FP_B5-Saturday-046800_Q58_202,Q580101
Q58,FP_B5-Saturday-047400_Q58_223,Q580100
Q58,FP_B5-Saturday-047900_Q58_224,Q580101
Q58,FP_B5-Saturday-048500_Q58_225,Q580100
Q58,FP_B5-Saturday-049000_Q58_213,Q580101
Q58,FP_B5-Saturday-049600_Q58_209,Q580100
Q58,FP_B5-Saturday-050100_Q58_226,Q580101
Q58,FP_B5-Saturday-052400_Q58_206,Q580101
Q58,FP_B5-Saturday-050700_Q58_227,Q580100
Q58,FP_B5-Saturday-051200_Q58_210,Q580101
Q58,FP_B5-Saturday-051800_Q58_214,Q580100
Q58,FP_B5-Saturday-053000_Q58_228,Q580100
Q58,FP_B5-Saturday-053600_Q58_216,Q580101
Q58,FP_B5-Saturday-054200_Q58_211,Q580100
Q58,FP_B5-Saturday-054800_Q58_229,Q580101
Q58,FP_B5-Saturday-055400_Q58_217,Q580100
Q58,FP_B5-Saturday-055900_Q54_103,Q580101
Q58,FP_B5-Saturday-056400_Q58_230,Q580100
Q58,FP_B5-Saturday-056900_Q58_212,Q580101
Q58,FP_B5-Saturday-057400_Q58_219,Q580100
Q58,FP_B5-Saturday-057900_Q58_221,Q580101
Q58,FP_B5-Saturday-058400_Q58_231,Q580100
Q58,FP_B5-Saturday-058900_Q58_203,Q580101
Q58,FP_B5-Saturday-059400_Q58_205,Q580100
Q58,FP_B5-Saturday-059900_Q58_207,Q580101
Q58,FP_B5-Saturday-061100_Q58_233,Q580101
Q58,FP_B5-Saturday-061700_Q58_225,Q580100
Q58,FP_B5-Saturday-062300_Q58_218,Q580101
Q58,FP_B5-Saturday-062900_Q58_209,Q580100
Q58,FP_B5-Saturday-063400_Q58_227,Q580101
Q58,FP_B5-Saturday-064000_Q58_220,Q580100
Q58,FP_B5-Saturday-064500_Q58_222,Q580101
Q58,FP_B5-Saturday-065100_Q58_235,Q580100
Q58,FP_B5-Saturday-066200_Q58_228,Q580100
Q58,FP_B5-Saturday-060500_Q58_223,Q580100
Q58,FP_B5-Saturday-066700_Q58_206,Q580101
Q58,FP_B5-Saturday-067300_Q58_224,Q580100
Q58,FP_B5-Saturday-067900_Q58_211,Q580101
Q58,FP_B5-Saturday-068500_Q58_229,Q580100
Q58,FP_B5-Saturday-069100_Q58_226,Q580101
Q58,FP_B5-Saturday-069700_Q58_230,Q580100
Q58,FP_B5-Saturday-070300_Q54_108,Q580101
Q58,FP_B5-Saturday-070900_Q58_212,Q580100
Q58,FP_B5-Saturday-071500_Q58_236,Q580101
Q58,FP_B5-Saturday-072100_Q58_214,Q580100
Q58,FP_B5-Saturday-072700_Q58_237,Q580101
Q58,FP_B5-Saturday-065600_Q58_210,Q580101
Q58,FP_B5-Saturday-073300_Q58_216,Q580100
Q58,FP_B5-Saturday-073900_Q58_238,Q580101
Q58,FP_B5-Saturday-074500_Q58_239,Q580100
Q58,FP_B5-Saturday-075100_Q58_217,Q580101
Q58,FP_B5-Saturday-075700_Q58_233,Q580100
Q58,FP_B5-Saturday-076300_Q58_240,Q580101
Q58,FP_B5-Saturday-076900_Q58_218,Q580100
Q58,FP_B5-Saturday-077500_Q58_232,Q580101
Q58,FP_B5-Saturday-078100_Q58_220,Q580100
Q58,FP_B5-Saturday-078700_Q58_231,Q580101
Q58,FP_B5-Saturday-079300_Q58_235,Q580100
Q58,FP_B5-Saturday-010400_Q58_201,Q580097
Q58,FP_B5-Saturday-016200_Q58_202,Q580097
Q58,FP_B5-Saturday-028200_Q54_104,Q580097
Q58,FP_B5-Saturday-032200_Q58_204,Q580097
Q58,FP_B5-Saturday-034700_Q58_205,Q580097
Q58,FP_B5-Saturday-036000_Q58_207,Q580097
Q58,FP_B5-Saturday-037200_Q58_208,Q580097
Q58,FP_B5-Saturday-038200_Q58_209,Q580097
Q58,FP_B5-Saturday-039200_Q58_210,Q580097
Q58,FP_B5-Saturday-040200_Q54_104,Q580097
Q58,FP_B5-Saturday-041000_Q58_202,Q580097
Q58,FP_B5-Saturday-041700_Q58_211,Q580097
Q58,FP_B5-Saturday-042500_Q58_212,Q580097
Q58,FP_B5-Saturday-043200_Q58_213,Q580097
Q58,FP_B5-Saturday-044000_Q54_109,Q580097
Q58,FP_B5-Saturday-044700_Q58_204,Q580097
Q58,FP_B5-Saturday-045400_Q58_214,Q580097
Q58,FP_B5-Saturday-046100_Q58_215,Q580097
Q58,FP_B5-Saturday-046800_Q58_205,Q580097
Q58,FP_B5-Saturday-047500_Q58_216,Q580097
Q58,FP_B5-Saturday-050800_Q58_221,Q580097
Q58,FP_B5-Saturday-048200_Q58_207,Q580097
Q58,FP_B5-Saturday-048900_Q58_217,Q580098
Q58,FP_B5-Saturday-049600_Q58_218,Q580097
Q58,FP_B5-Saturday-050200_Q58_208,Q580098
Q58,FP_B5-Saturday-051400_Q58_219,Q580098
Q58,FP_B5-Saturday-052000_Q58_203,Q580097
Q58,FP_B5-Saturday-052600_Q58_222,Q580098
Q58,FP_B5-Saturday-053200_Q58_223,Q580097
Q58,FP_B5-Saturday-053800_Q58_202,Q580098
Q58,FP_B5-Saturday-054400_Q58_224,Q580097
Q58,FP_B5-Saturday-055000_Q58_225,Q580098
Q58,FP_B5-Saturday-055600_Q58_213,Q580097
Q58,FP_B5-Saturday-056200_Q58_209,Q580098
Q58,FP_B5-Saturday-056800_Q58_227,Q580097
Q58,FP_B5-Saturday-057400_Q58_226,Q580098
Q58,FP_B5-Saturday-058000_Q58_214,Q580097
Q58,FP_B5-Saturday-058600_Q58_210,Q580098
Q58,FP_B5-Saturday-059200_Q58_228,Q580097
Q58,FP_B5-Saturday-059800_Q58_206,Q580098
Q58,FP_B5-Saturday-060400_Q58_216,Q580097
Q58,FP_B5-Saturday-061000_Q58_211,Q580098
Q58,FP_B5-Saturday-061600_Q58_229,Q580097
Q58,FP_B5-Saturday-062200_Q58_217,Q580098
Q58,FP_B5-Saturday-062800_Q58_230,Q580097
Q58,FP_B5-Saturday-063400_Q54_103,Q580098
Q58,FP_B5-Saturday-064000_Q58_219,Q580097
Q58,FP_B5-Saturday-064600_Q58_212,Q580098
Q58,FP_B5-Saturday-065200_Q58_231,Q580097
Q58,FP_B5-Saturday-065800_Q58_221,Q580098
Q58,FP_B5-Saturday-066400_Q58_205,Q580097
Q58,FP_B5-Saturday-067000_Q58_203,Q580098
Q58,FP_B5-Saturday-067600_Q58_207,Q580097
Q58,FP_B5-Saturday-068200_Q58_223,Q580098
Q58,FP_B5-Saturday-068800_Q58_225,Q580097
Q58,FP_B5-Saturday-069400_Q58_233,Q580098
Q58,FP_B5-Saturday-070000_Q58_209,Q580097
Q58,FP_B5-Saturday-070600_Q58_218,Q580098
Q58,FP_B5-Saturday-071200_Q58_220,Q580097
Q58,FP_B5-Saturday-071800_Q58_227,Q580098
Q58,FP_B5-Saturday-072400_Q58_222,Q580097
Q58,FP_B5-Saturday-073000_Q58_235,Q580098
Q58,FP_B5-Saturday-073600_Q58_210,Q580097
Q58,FP_B5-Saturday-074200_Q58_228,Q580098
Q58,FP_B5-Saturday-074800_Q58_224,Q580097
Q58,FP_B5-Saturday-075400_Q58_206,Q580098
Q58,FP_B5-Saturday-076000_Q58_229,Q580097
Q58,FP_B5-Saturday-076600_Q58_211,Q580098
