B40063-40,"LINESTRING (-73.9864436332 40.602951019, -73.9864558646 40.6030136017, -73.9866429214 40.6040429202, -73.9868246006 40.6049775424)"
B40063-41,"LINESTRING (-73.9868246006 40.6049775424, -73.98684798560001 40.6050969434, -73.9869929692 40.6058646778)"
B40063-42,"LINESTRING (-73.9869929692 40.6058646778, -73.9870242688 40.6060301922, -73.98725452479999 40.6072434152, -73.9872940967 40.6074739819, -73.98732284729999 40.6077951255, -73.9873768065 40.608127251, -73.98734078380001 40.6081684189, -73.98768216640001 40.6083748642)"
B40063-43,"LINESTRING (-73.98768216640001 40.6083748642, -73.9895662907 40.6095135893, -73.9898961631 40.609713165)"
B40063-44,"LINESTRING (-73.9898961631 40.609713165, -73.9917666776 40.6108449907, -73.99208035689999 40.6110344032)"
B40063-45,"LINESTRING (-73.99208035689999 40.6110344032, -73.9939671524 40.612173605, -73.994306055 40.6123775601)"
B40063-46,"LINESTRING (-73.994306055 40.6123775601, -73.9958511313 40.6133070116)"
B40063-47,"LINESTRING (-73.9958511313 40.6133070116, -73.9959840315 40.6133868897, -73.99837196680001 40.6148307068, -73.9987026121 40.6150310805)"
B40063-48,"LINESTRING (-73.9987026121 40.6150310805, -73.9998811375 40.6157447325, -73.99994236970001 40.6157804148, -74.0000180095 40.6158270762, -74.0003465035 40.6160247004)"
B40063-49,"LINESTRING (-74.0003465035 40.6160247004, -74.0008248405 40.6163129006, -74.00302567600001 40.6176440856, -74.0033700372 40.6178518564)"
B40063-5,"LINESTRING (-73.93669834810001 40.5840320849, -73.93682399859999 40.5840277624, -73.93706521850001 40.5840196604, -73.9376016608 40.5840034842, -73.9380768999 40.5839872725, -73.93843692839999 40.5839759379)"
B40063-50,"LINESTRING (-74.0033700372 40.6178518564, -74.0052265991 40.6189724834, -74.0055284674 40.6191549976)"
B40063-51,"LINESTRING (-74.0055284674 40.6191549976, -74.00704215659999 40.6200703011, -74.00730873160001 40.6202316779)"
B40063-52,"LINESTRING (-74.00730873160001 40.6202316779, -74.0074276101 40.6203035837, -74.00951847170001 40.6215679525)"
B40063-53,"LINESTRING (-74.00951847170001 40.6215679525, -74.00962870880001 40.6216346417, -74.0118334972 40.6229629121, -74.01214116600001 40.6231489765)"
B40063-54,"LINESTRING (-74.01214116600001 40.6231489765, -74.0140347716 40.6242938854, -74.0143255192 40.6244695157)"
B40063-55,"LINESTRING (-74.0143255192 40.6244695157, -74.0163417 40.6256871079)"
B40063-56,"LINESTRING (-74.0163417 40.6256871079, -74.0164883408 40.6257757435, -74.01773534260001 40.626525982)"
B40063-57,"LINESTRING (-74.01773534260001 40.626525982, -74.0178430739 40.6265907423, -74.0186393557 40.6270709532, -74.0202751935 40.6280615435, -74.020622905 40.6282711831)"
B40063-58,"LINESTRING (-74.020622905 40.6282711831, -74.02251175550001 40.6294090907)"
B40063-59,"LINESTRING (-74.02251175550001 40.6294090907, -74.02263895430001 40.6294856452, -74.02502443739999 40.6309234173, -74.02507123140001 40.6308136157, -74.02519540979999 40.6305091921)"
B40063-6,"LINESTRING (-73.93843692839999 40.5839759379, -73.93867094699999 40.5839683776, -73.9388293624 40.5839602277, -73.93906337899999 40.5839548624, -73.93979424220001 40.5839250549, -73.94073031710001 40.5838926041, -73.9410781063 40.5838787845)"
B40063-60,"LINESTRING (-74.02519540979999 40.6305091921, -74.02535917979999 40.6301081433, -74.0255931364 40.629542666)"
B40063-61,"LINESTRING (-74.0255931364 40.629542666, -74.0256615232 40.6293779637, -74.02595665369999 40.6286450402, -74.0263522563 40.6287421155)"
B40063-62,"LINESTRING (-74.0263522563 40.6287421155, -74.02649349169999 40.6287766674, -74.0271492278 40.6289329671, -74.02722849289999 40.6289521618, -74.02822291069999 40.6291852286, -74.0285219581 40.6292556958)"
B40063-63,"LINESTRING (-74.0285219581 40.6292556958, -74.02867688649999 40.6292921629, -74.0313611417 40.6299309966, -74.0317535153 40.6300236626)"
B40063-64,"LINESTRING (-74.0317535153 40.6300236626, -74.03404184270001 40.6305642792, -74.0343823387 40.6306448745)"
B40063-65,"LINESTRING (-74.0343823387 40.6306448745, -74.0367261988 40.6312002429, -74.03650564660001 40.6317393885)"
B40063-7,"LINESTRING (-73.9410781063 40.5838787845, -73.9414863801 40.5838627988, -73.9425953229 40.583759056, -73.94294455239999 40.5837435846)"
B40063-8,"LINESTRING (-73.94294455239999 40.5837435846, -73.9435674051 40.5837156208, -73.94393102859999 40.5837075644, -73.94485983920001 40.5837464411, -73.9452043607 40.58376417260001)"
B40063-9,"LINESTRING (-73.9452043607 40.58376417260001, -73.94594344479999 40.583801852, -73.9463250606 40.5838047757, -73.9473943368 40.5837723326, -73.94828720390001 40.5837398004, -73.94842766550001 40.5836684988, -73.94853417659999 40.5842054288)"
B410238-1,"LINESTRING (-73.9471766139 40.6323651733, -73.94682668670001 40.6320337167, -73.9465602817 40.6317838179, -73.9464810826 40.6317069271, -73.94551269039999 40.6307897146, -73.9448071098 40.6301251403, -73.9446008428 40.6299252209)"
B410238-10,"LINESTRING (-73.9264295708 40.6189773315, -73.92587661489999 40.6190118351, -73.9249436115 40.6190716151, -73.92460247149999 40.6190925267)"
B410238-11,"LINESTRING (-73.92460247149999 40.6190925267, -73.92397458569999 40.6191313636, -73.92300916020001 40.6191911064, -73.9226719815 40.6192117405)"
B410238-12,"LINESTRING (-73.9226719815 40.6192117405, -73.9220725528 40.6192481159, -73.92110352180001 40.6193078402, -73.92067988380001 40.6193352711)"
B410238-13,"LINESTRING (-73.92067988380001 40.6193352711, -73.92013448580001 40.6193703012, -73.91920147890001 40.619424545, -73.9187655919 40.6194522346)"
B410238-14,"LINESTRING (-73.9187655919 40.6194522346, -73.91826486159999 40.6194842682, -73.9174680165 40.6195339285)"
B410238-15,"LINESTRING (-73.9174680165 40.6195339285, -73.91726340149999 40.6195466819, -73.9168959604 40.6195683752, -73.9160962257 40.61962269, -73.915775618 40.6196389243, -73.9152550733 40.6196709302)"
B410238-16,"LINESTRING (-73.9152550733 40.6196709302, -73.91484980449999 40.6196958828, -73.9146264565 40.6197094411, -73.913682634 40.619763632, -73.9133223911 40.619788064, -73.9132254876 40.619793206)"
B410238-17,"LINESTRING (-73.9132254876 40.619793206, -73.9125262675 40.6198313776, -73.9117935443 40.6198714406)"
B410238-18,"LINESTRING (-73.9117935443 40.6198714406, -73.91138431430001 40.6198936331, -73.9112185514 40.6199429114, -73.91077908939999 40.619945316, -73.910166674 40.6199860108, -73.9095884851 40.6200215143)"
B410238-19,"LINESTRING (-73.9095884851 40.6200215143, -73.90892744 40.6200618898, -73.90820767450001 40.6201057829)"
B410238-2,"LINESTRING (-73.9446008428 40.6299252209, -73.9445407267 40.6298670025, -73.94415554359999 40.6295072493, -73.9433311998 40.628730072, -73.94230890819999 40.62775242030001, -73.9422405122 40.6276920007, -73.9422171137 40.6276711286)"
B410238-3,"LINESTRING (-73.9422171137 40.6276711286, -73.94181574300001 40.6273130062, -73.9412002399 40.6267143299, -73.94099865369999 40.6265413052, -73.9408438641 40.626409476, -73.9401132158 40.6256817296, -73.93996924220001 40.62554441530001, -73.93955891669999 40.6251571855, -73.9393127244 40.6249240236)"
B410238-4,"LINESTRING (-73.9393127244 40.6249240236, -73.93869149220001 40.6243360353, -73.93857991770001 40.6242289291, -73.9379824403 40.6236769064, -73.9372806146 40.6230095427, -73.9367335566 40.6224932231, -73.9366363817 40.6224025916, -73.93653561000001 40.6223064685, -73.93644743420001 40.6222232528)"
B410238-5,"LINESTRING (-73.93644743420001 40.6222232528, -73.936128924 40.6219219732, -73.9353803441 40.6212161447, -73.9351525238 40.6210120787)"
B410238-6,"LINESTRING (-73.9351525238 40.6210120787, -73.93498804790001 40.6208645908, -73.93415310579999 40.6200928304, -73.9335376615 40.6195709667, -73.9332076501 40.6192699467)"
B410238-7,"LINESTRING (-73.9332076501 40.6192699467, -73.9327279335 40.6188321479, -73.9324616145 40.6186014296, -73.93183409470001 40.6186436034)"
B410238-8,"LINESTRING (-73.93183409470001 40.6186436034, -73.9316943254 40.6186531272, -73.93075773300001 40.6187102074, -73.9297887176 40.618770005, -73.9293650881 40.6187960954)"
B410238-9,"LINESTRING (-73.9293650881 40.6187960954, -73.9288197005 40.6188297944, -73.9278831001 40.618889596, -73.9268780589 40.6189493464, -73.9264295708 40.6189773315)"
B410246-1,"LINESTRING (-73.92161283729999 40.6092024243, -73.9223248446 40.6098364053, -73.9224363754 40.6099380378, -73.9229149035 40.6103555679, -73.9234474053 40.6108225381, -73.9241389479 40.6114301441)"
B410246-10,"LINESTRING (-73.9538557809 40.6386843406, -73.95406353199999 40.638901536, -73.9542723676 40.6391157122, -73.95474045180001 40.639596234, -73.95478366020001 40.6396401675, -73.95563704130001 40.6405023611, -73.95571625949999 40.6405819903, -73.9570701886 40.6419603834, -73.9574626867 40.6423722463, -73.957567082 40.6425314821, -73.9576354444 40.6426907046, -73.9578832974 40.6439232017, -73.9578976522 40.6440165295, -73.95791919310001 40.6441427972, -73.9579765747 40.6445764934, -73.9580195053 40.6450705693, -73.95803737760001 40.6453011373, -73.9581050873 40.64650612, -73.9581086771 40.6465280795, -73.9581404995 40.6474997427, -73.95814753970001 40.6477659888, -73.9582336074 40.648435746, -73.9582551692 40.6485318211, -73.9587008884 40.6503654936, -73.9587152763 40.6504094152, -73.95880551649999 40.6507563875)"
B410246-11,"LINESTRING (-73.95880551649999 40.6507563875, -73.9589238011 40.6512109649, -73.9591502696 40.6521442698, -73.95932998560001 40.65292659489999, -73.9594521245 40.6535744053, -73.95969642930001 40.6548370883, -73.9597808784 40.6552433448)"
B410246-12,"LINESTRING (-73.9597808784 40.6552433448, -73.9598617345 40.6556331312, -73.96007386399999 40.6564840855, -73.9601349679 40.656761329, -73.96024281140001 40.657230723, -73.96042612390001 40.6580706874, -73.96048359069999 40.6584083145, -73.96051941340001 40.6587788715, -73.9605622405 40.6594952724, -73.9606015744 40.6600250273, -73.9606230948 40.6602034451, -73.9606661003 40.66062066550001, -73.96087859390001 40.6608952154, -73.96142959620001 40.6616913859, -73.9623162708 40.662969921)"
B410246-2,"LINESTRING (-73.9241389479 40.6114301441, -73.9242569646 40.6115339749, -73.92508814199999 40.61225365449999, -73.9251709166 40.612311349, -73.926016624 40.6129377085, -73.92625786169999 40.613009228, -73.9268400385 40.613543736)"
B410246-3,"LINESTRING (-73.9268400385 40.613543736, -73.92739487829999 40.6140529717, -73.92776191739999 40.6143715984, -73.92808936350001 40.6146682409, -73.928477988 40.6150170716, -73.92872088119999 40.6152343352)"
B410246-4,"LINESTRING (-73.92872088119999 40.6152343352, -73.92946036550001 40.6158960109, -73.9298993793 40.6162942738, -73.93055000300001 40.616874917)"
B410246-5,"LINESTRING (-73.93055000300001 40.616874917, -73.93060110330001 40.6169205113, -73.9317310898 40.61792578030001, -73.9324616145 40.6186014296, -73.9327279335 40.6188321479, -73.93342897689999 40.619471817)"
B410246-6,"LINESTRING (-73.93342897689999 40.619471817, -73.9335376615 40.6195709667, -73.93415310579999 40.6200928304, -73.93498804790001 40.6208645908, -73.9353803441 40.6212161447, -73.936128924 40.6219219732, -73.9364405962 40.6222166615)"
B410246-7,"LINESTRING (-73.9364405962 40.6222166615, -73.93653561000001 40.6223064685, -73.9366363817 40.6224025916, -73.9367335566 40.6224932231, -73.9372806146 40.6230095427, -73.9379824403 40.6236769064, -73.93857991770001 40.6242289291, -73.93869149220001 40.6243360353, -73.93955891669999 40.6251571855, -73.93996924220001 40.62554441530001, -73.9401132158 40.6256817296, -73.9408438641 40.626409476, -73.94099865369999 40.6265413052, -73.9412002399 40.6267143299, -73.94181574300001 40.6273130062, -73.9422405122 40.6276920007, -73.94230890819999 40.62775242030001, -73.9433311998 40.628730072, -73.94415554359999 40.6295072493, -73.9445407267 40.6298670025, -73.9448071098 40.6301251403, -73.94551269039999 40.6307897146, -73.9464810826 40.6317069271, -73.9465602817 40.6317838179, -73.94682668670001 40.6320337167, -73.9475830663 40.6327504524)"
B410246-8,"LINESTRING (-73.9475830663 40.6327504524, -73.9476439086 40.6328081206, -73.94771591109999 40.6328767729, -73.94883197819999 40.6339285269, -73.94919093039999 40.6342627261)"
B410246-9,"LINESTRING (-73.94919093039999 40.6342627261, -73.9494512359 40.63450520510001, -73.9497788668 40.6348155091, -73.9511002178 40.6360731889, -73.95197154659999 40.6368997355, -73.95278890520001 40.6376493994, -73.9536566724 40.6384759317, -73.9538557809 40.6386843406)"
B410249-1,"LINESTRING (-73.93342897689999 40.619471817, -73.9335376615 40.6195709667, -73.93415310579999 40.6200928304, -73.93498804790001 40.6208645908, -73.9353803441 40.6212161447, -73.93567437580001 40.6214932585)"
B410249-10,"LINESTRING (-73.9513508126 40.6363109934, -73.95197154659999 40.6368997355, -73.95278890520001 40.6376493994, -73.9536566724 40.6384759317, -73.9538557809 40.6386843406)"
B410249-11,"LINESTRING (-73.9538557809 40.6386843406, -73.95406353199999 40.638901536, -73.9542723676 40.6391157122, -73.95474045180001 40.639596234, -73.95478366020001 40.6396401675, -73.95563704130001 40.6405023611, -73.95571625949999 40.6405819903, -73.9558826171 40.6407511327)"
B410249-12,"LINESTRING (-73.9558826171 40.6407511327, -73.9570701886 40.6419603834, -73.9574626867 40.6423722463, -73.957567082 40.6425314821, -73.9576354444 40.6426907046, -73.9577105172 40.6430648457)"
B410249-13,"LINESTRING (-73.9577105172 40.6430648457, -73.9578832974 40.6439232017, -73.9578976522 40.6440165295, -73.95791919310001 40.6441427972, -73.957929593 40.6442221252)"
B410249-14,"LINESTRING (-73.957929593 40.6442221252, -73.9579765747 40.6445764934, -73.9580195053 40.6450705693, -73.95803737760001 40.6453011373, -73.9581050873 40.64650612, -73.9581086771 40.6465280795, -73.9581203419 40.6468895711)"
B410249-15,"LINESTRING (-73.9581203419 40.6468895711, -73.9581404995 40.6474997427, -73.95814753970001 40.6477659888, -73.9582336074 40.648435746, -73.9582551692 40.6485318211, -73.9587008884 40.6503654936, -73.9587152763 40.6504094152, -73.95880551649999 40.6507563875)"
B410249-16,"LINESTRING (-73.95880551649999 40.6507563875, -73.9589238011 40.6512109649, -73.9591502696 40.6521442698, -73.95932998560001 40.65292659489999, -73.95940326829999 40.65331583010001)"
B410249-17,"LINESTRING (-73.95940326829999 40.65331583010001, -73.9594521245 40.6535744053, -73.95969642930001 40.6548370883, -73.9597808784 40.6552433448)"
B410249-18,"LINESTRING (-73.9597808784 40.6552433448, -73.9598617345 40.6556331312, -73.96007386399999 40.6564840855, -73.9601349679 40.656761329, -73.96024281140001 40.657230723, -73.9603172138 40.6575721987)"
B410249-19,"LINESTRING (-73.9603172138 40.6575721987, -73.96042612390001 40.6580706874, -73.96048359069999 40.6584083145, -73.96051941340001 40.6587788715, -73.9605622405 40.6594952724, -73.9605887023 40.6598501808)"
B410249-2,"LINESTRING (-73.93567437580001 40.6214932585, -73.936128924 40.6219219732, -73.9364405962 40.6222166615)"
B410249-20,"LINESTRING (-73.9605887023 40.6598501808, -73.9606015744 40.6600250273, -73.9606230948 40.6602034451, -73.9606661003 40.66062066550001, -73.96087859390001 40.6608952154, -73.96142959620001 40.6616913859, -73.9623162708 40.662969921)"
B410249-3,"LINESTRING (-73.9364405962 40.6222166615, -73.93653561000001 40.6223064685, -73.9366363817 40.6224025916, -73.9367335566 40.6224932231, -73.9372806146 40.6230095427, -73.9379824403 40.6236769064, -73.93857991770001 40.6242289291, -73.93869149220001 40.6243360353, -73.93955891669999 40.6251571855, -73.9397946733 40.6253796369)"
B410249-4,"LINESTRING (-73.9397946733 40.6253796369, -73.93996924220001 40.62554441530001, -73.9401132158 40.6256817296, -73.9408438641 40.626409476, -73.94099865369999 40.6265413052, -73.9411739616 40.6266918093)"
B410249-5,"LINESTRING (-73.9411739616 40.6266918093, -73.9412002399 40.6267143299, -73.94181574300001 40.6273130062, -73.9422405122 40.6276920007, -73.94230890819999 40.62775242030001)"
B410249-6,"LINESTRING (-73.94230890819999 40.62775242030001, -73.94230890819999 40.62775242030001, -73.9433311998 40.628730072, -73.94400615239999 40.6293663692)"
B410249-7,"LINESTRING (-73.94400615239999 40.6293663692, -73.94415554359999 40.6295072493, -73.9445407267 40.6298670025, -73.9448071098 40.6301251403, -73.94551269039999 40.6307897146, -73.9464810826 40.6317069271, -73.9465602817 40.6317838179, -73.94682668670001 40.6320337167, -73.9475830663 40.6327504524)"
B410249-8,"LINESTRING (-73.9475830663 40.6327504524, -73.9476439086 40.6328081206, -73.94771591109999 40.6328767729, -73.94883197819999 40.6339285269, -73.94919093039999 40.6342627261)"
B410249-9,"LINESTRING (-73.94919093039999 40.6342627261, -73.9494512359 40.63450520510001, -73.9497788668 40.6348155091, -73.9511002178 40.6360731889, -73.9513508126 40.6363109934)"
B410257-1,"LINESTRING (-73.9622337964 40.6628510452, -73.96142959620001 40.6616913859, -73.96087859390001 40.6608952154, -73.9606661003 40.66062066550001, -73.9606230948 40.6602034451, -73.9606015744 40.6600250273, -73.9605622405 40.6594952724, -73.96051941340001 40.6587788715, -73.96048359069999 40.6584083145, -73.96042612390001 40.6580706874, -73.96024281140001 40.657230723, -73.9601349679 40.656761329, -73.96007386399999 40.6564840855, -73.9598617345 40.6556331312, -73.95978626829999 40.6552702454)"
B410257-10,"LINESTRING (-73.92961617899999 40.6160371886, -73.92946036550001 40.6158960109, -73.928477988 40.6150170716, -73.9281872391 40.6147558609)"
B410257-11,"LINESTRING (-73.9281872391 40.6147558609, -73.92808936350001 40.6146682409, -73.92776191739999 40.6143715984, -73.92739487829999 40.6140529717, -73.9263891928 40.6131295339)"
B410257-12,"LINESTRING (-73.9263891928 40.6131295339, -73.92625786169999 40.613009228, -73.9261571677 40.6128691791, -73.9244768306 40.6113886458, -73.92438508010001 40.6113076141)"
B410257-13,"LINESTRING (-73.92438508010001 40.6113076141, -73.92266704810001 40.6097899746, -73.9225519157 40.6096883398, -73.92082861839999 40.6081253799, -73.9205907412 40.6082761793, -73.9209181125 40.6085838216, -73.921577579 40.6091711096)"
B410257-2,"LINESTRING (-73.95978626829999 40.6552702454, -73.95969642930001 40.6548370883, -73.9594521245 40.6535744053, -73.95932998560001 40.65292659489999, -73.9591502696 40.6521442698, -73.9589238011 40.6512109649, -73.9587152763 40.6504094152, -73.9587008884 40.6503654936, -73.958631872 40.6500819333)"
B410257-3,"LINESTRING (-73.958631872 40.6500819333, -73.9582551692 40.6485318211, -73.9582336074 40.648435746, -73.95814753970001 40.6477659888, -73.9581404995 40.6474997427, -73.9581086771 40.6465280795, -73.9581050873 40.64650612, -73.95803737760001 40.6453011373, -73.9580195053 40.6450705693, -73.9579765747 40.6445764934, -73.95791919310001 40.6441427972, -73.9578976522 40.6440165295, -73.9578832974 40.6439232017, -73.9576354444 40.6426907046, -73.957567082 40.6425314821, -73.9574626867 40.6423722463, -73.9570701886 40.6419603834, -73.95571625949999 40.6405819903, -73.95563704130001 40.6405023611, -73.95478366020001 40.6396401675, -73.95474045180001 40.639596234, -73.9542723676 40.6391157122, -73.95406353199999 40.638901536, -73.9536566724 40.6384759317, -73.9534431494 40.6382724571)"
B410257-4,"LINESTRING (-73.9534431494 40.6382724571, -73.95278890520001 40.6376493994, -73.95197154659999 40.6368997355, -73.9511002178 40.6360731889, -73.9497788668 40.6348155091, -73.9494512359 40.63450520510001, -73.9491747289 40.6342476226)"
B410257-5,"LINESTRING (-73.9491747289 40.6342476226, -73.94883197819999 40.6339285269, -73.94771591109999 40.6328767729, -73.9476439086 40.6328081206, -73.9471766139 40.6323651733)"
B410257-6,"LINESTRING (-73.9471766139 40.6323651733, -73.94682668670001 40.6320337167, -73.9465602817 40.6317838179, -73.9464810826 40.6317069271, -73.94551269039999 40.6307897146, -73.9448071098 40.6301251403, -73.9445407267 40.6298670025, -73.94415554359999 40.6295072493, -73.9433311998 40.628730072, -73.94230890819999 40.62775242030001, -73.9422405122 40.6276920007, -73.94181574300001 40.6273130062, -73.9412002399 40.6267143299, -73.94099865369999 40.6265413052, -73.9408438641 40.626409476, -73.9401132158 40.6256817296, -73.93996924220001 40.62554441530001, -73.93955891669999 40.6251571855, -73.93869149220001 40.6243360353, -73.93857991770001 40.6242289291, -73.9379824403 40.6236769064, -73.9372806146 40.6230095427, -73.9367335566 40.6224932231, -73.9366363817 40.6224025916, -73.93653561000001 40.6223064685, -73.93644743420001 40.6222232528)"
B410257-7,"LINESTRING (-73.93644743420001 40.6222232528, -73.936128924 40.6219219732, -73.9353803441 40.6212161447, -73.93498804790001 40.6208645908, -73.93415310579999 40.6200928304, -73.9335376615 40.6195709667, -73.9332076501 40.6192699467)"
B410257-8,"LINESTRING (-73.9332076501 40.6192699467, -73.9327279335 40.6188321479, -73.9324616145 40.6186014296, -73.9317310898 40.61792578030001, -73.93143563460001 40.6176629283)"
B410257-9,"LINESTRING (-73.93143563460001 40.6176629283, -73.93060110330001 40.6169205113, -73.9298993793 40.6162942738, -73.92961617899999 40.6160371886)"
B410259-1,"LINESTRING (-73.9622337964 40.6628510452, -73.96142959620001 40.6616913859, -73.96087859390001 40.6608952154, -73.9606661003 40.66062066550001, -73.9606230948 40.6602034451, -73.9606015744 40.6600250273, -73.9605622405 40.6594952724, -73.96051941340001 40.6587788715, -73.96048359069999 40.6584083145, -73.96042612390001 40.6580706874, -73.96024281140001 40.657230723, -73.9601349679 40.656761329, -73.96007386399999 40.6564840855, -73.9598617345 40.6556331312, -73.95978626829999 40.6552702454)"
B410259-10,"LINESTRING (-73.9293650881 40.6187960954, -73.9288197005 40.6188297944, -73.9278831001 40.618889596, -73.9268780589 40.6189493464, -73.9264295708 40.6189773315)"
B410259-11,"LINESTRING (-73.9264295708 40.6189773315, -73.92587661489999 40.6190118351, -73.9249436115 40.6190716151, -73.92460247149999 40.6190925267)"
B410259-12,"LINESTRING (-73.92460247149999 40.6190925267, -73.92397458569999 40.6191313636, -73.92300916020001 40.6191911064, -73.9226719815 40.6192117405)"
B410259-13,"LINESTRING (-73.9226719815 40.6192117405, -73.9220725528 40.6192481159, -73.92110352180001 40.6193078402, -73.92067988380001 40.6193352711)"
B410259-14,"LINESTRING (-73.92067988380001 40.6193352711, -73.92013448580001 40.6193703012, -73.91920147890001 40.619424545, -73.9187655919 40.6194522346)"
B410259-15,"LINESTRING (-73.9187655919 40.6194522346, -73.91826486159999 40.6194842682, -73.9174680165 40.6195339285)"
B410259-16,"LINESTRING (-73.9174680165 40.6195339285, -73.91726340149999 40.6195466819, -73.9168959604 40.6195683752, -73.9160962257 40.61962269, -73.915775618 40.6196389243, -73.9152550733 40.6196709302)"
B410259-17,"LINESTRING (-73.9152550733 40.6196709302, -73.91484980449999 40.6196958828, -73.9146264565 40.6197094411, -73.913682634 40.619763632, -73.9133223911 40.619788064, -73.9132254876 40.619793206)"
B410259-18,"LINESTRING (-73.9132254876 40.619793206, -73.9125262675 40.6198313776, -73.9117935443 40.6198714406)"
B410259-19,"LINESTRING (-73.9117935443 40.6198714406, -73.91138431430001 40.6198936331, -73.9112185514 40.6199429114, -73.91077908939999 40.619945316, -73.910166674 40.6199860108, -73.9095884851 40.6200215143)"
B410259-2,"LINESTRING (-73.95978626829999 40.6552702454, -73.95969642930001 40.6548370883, -73.9594521245 40.6535744053, -73.95932998560001 40.65292659489999, -73.9591502696 40.6521442698, -73.9589238011 40.6512109649, -73.9587152763 40.6504094152, -73.9587008884 40.6503654936, -73.958631872 40.6500819333)"
B410259-20,"LINESTRING (-73.9095884851 40.6200215143, -73.90892744 40.6200618898, -73.90820767450001 40.6201057829)"
B410259-3,"LINESTRING (-73.958631872 40.6500819333, -73.9582551692 40.6485318211, -73.9582336074 40.648435746, -73.95814753970001 40.6477659888, -73.9581404995 40.6474997427, -73.9581086771 40.6465280795, -73.9581050873 40.64650612, -73.95803737760001 40.6453011373, -73.9580195053 40.6450705693, -73.9579765747 40.6445764934, -73.95791919310001 40.6441427972, -73.9578976522 40.6440165295, -73.9578832974 40.6439232017, -73.9576354444 40.6426907046, -73.957567082 40.6425314821, -73.9574626867 40.6423722463, -73.9570701886 40.6419603834, -73.95571625949999 40.6405819903, -73.95563704130001 40.6405023611, -73.95478366020001 40.6396401675, -73.95474045180001 40.639596234, -73.9542723676 40.6391157122, -73.95406353199999 40.638901536, -73.9536566724 40.6384759317, -73.9534431494 40.6382724571)"
B410259-4,"LINESTRING (-73.9534431494 40.6382724571, -73.95278890520001 40.6376493994, -73.95197154659999 40.6368997355, -73.9511002178 40.6360731889, -73.9497788668 40.6348155091, -73.9494512359 40.63450520510001, -73.9491747289 40.6342476226)"
B410259-5,"LINESTRING (-73.9491747289 40.6342476226, -73.94883197819999 40.6339285269, -73.94771591109999 40.6328767729, -73.9476439086 40.6328081206, -73.9471766139 40.6323651733)"
B410259-6,"LINESTRING (-73.9471766139 40.6323651733, -73.94682668670001 40.6320337167, -73.9465602817 40.6317838179, -73.9464810826 40.6317069271, -73.94551269039999 40.6307897146, -73.9448071098 40.6301251403, -73.9445407267 40.6298670025, -73.94415554359999 40.6295072493, -73.9433311998 40.628730072, -73.94230890819999 40.62775242030001, -73.9422405122 40.6276920007, -73.94181574300001 40.6273130062, -73.9412002399 40.6267143299, -73.94099865369999 40.6265413052, -73.9408438641 40.626409476, -73.9401132158 40.6256817296, -73.93996924220001 40.62554441530001, -73.93955891669999 40.6251571855, -73.93869149220001 40.6243360353, -73.93857991770001 40.6242289291, -73.9379824403 40.6236769064, -73.9372806146 40.6230095427, -73.9367335566 40.6224932231, -73.9366363817 40.6224025916, -73.93653561000001 40.6223064685, -73.93644743420001 40.6222232528)"
B410259-7,"LINESTRING (-73.93644743420001 40.6222232528, -73.936128924 40.6219219732, -73.9353803441 40.6212161447, -73.93498804790001 40.6208645908, -73.93415310579999 40.6200928304, -73.9335376615 40.6195709667, -73.9332076501 40.6192699467)"
B410259-8,"LINESTRING (-73.9332076501 40.6192699467, -73.9327279335 40.6188321479, -73.9324616145 40.6186014296, -73.93183409470001 40.6186436034)"
B410259-9,"LINESTRING (-73.93183409470001 40.6186436034, -73.9316943254 40.6186531272, -73.93075773300001 40.6187102074, -73.9297887176 40.618770005, -73.9293650881 40.6187960954)"
B410263-1,"LINESTRING (-73.9622337964 40.6628510452, -73.96142959620001 40.6616913859, -73.9609340535 40.6609756561)"
B410263-10,"LINESTRING (-73.9554789662 40.6403425538, -73.95478366020001 40.6396401675, -73.95474045180001 40.639596234, -73.9542723676 40.6391157122, -73.95406353199999 40.638901536, -73.9536566724 40.6384759317, -73.9534431494 40.6382724571)"
B410263-11,"LINESTRING (-73.9534431494 40.6382724571, -73.95278890520001 40.6376493994, -73.95197154659999 40.6368997355, -73.9511002178 40.6360731889, -73.9507513332 40.6357409214)"
B410263-12,"LINESTRING (-73.9507513332 40.6357409214, -73.9497788668 40.6348155091, -73.9494512359 40.63450520510001, -73.9491747289 40.6342476226)"
B410263-13,"LINESTRING (-73.9491747289 40.6342476226, -73.94883197819999 40.6339285269, -73.94771591109999 40.6328767729, -73.9476439086 40.6328081206, -73.9471766139 40.6323651733)"
B410263-14,"LINESTRING (-73.9471766139 40.6323651733, -73.94682668670001 40.6320337167, -73.9465602817 40.6317838179, -73.9464810826 40.6317069271, -73.94551269039999 40.6307897146, -73.9448071098 40.6301251403, -73.9446008428 40.6299252209)"
B410263-15,"LINESTRING (-73.9446008428 40.6299252209, -73.9445407267 40.6298670025, -73.94415554359999 40.6295072493, -73.9433311998 40.628730072, -73.94230890819999 40.62775242030001, -73.9422405122 40.6276920007, -73.9422171137 40.6276711286)"
