shape_id,meters
B460183-4,250.6972033
B460183-40,301.3632893
B460183-41,261.8221857
B460183-42,257.5334094
B460183-43,272.1220668
B460183-44,256.3113399
B460183-45,162.5354267
B460183-46,349.9519348
B460183-47,238.3531965
B460183-48,274.9069065
B460183-49,206.3103031
B460183-5,308.4014813
B460183-50,238.8535018
B460183-51,127.8161277
B460183-52,295.0447241
B460183-53,610.2574775
B460183-6,198.8937945
B460183-7,174.3926333
B460183-8,338.9009163
B460183-9,359.8275972
B460184-1,241.4555087
B460184-10,225.6061288
B460184-11,134.8511642
B460184-12,170.4203661
B460184-13,492.3875178
B460184-14,572.4623236
B460184-15,512.7928976
B460184-16,"1,056.39"
B460184-17,216.7592556
B460184-18,507.5933568
B460184-19,629.62704
B460184-2,308.3343958
B460184-20,743.7579378
B460184-21,"1,075.57"
B460184-22,"1,024.26"
B460184-23,272.1220668
B460184-24,256.3113399
B460184-25,162.5354267
B460184-26,349.9519348
B460184-27,238.3531965
B460184-28,274.9069065
B460184-29,206.3103031
B460184-3,364.6096045
B460184-30,238.8535018
B460184-31,127.8161277
B460184-32,295.0447241
B460184-33,610.2574775
B460184-4,250.6972033
B460184-5,308.4014813
B460184-6,198.8937945
B460184-7,174.3926333
B460184-8,338.9009163
B460184-9,359.8275972
B460185-1,241.4555087
B460185-10,225.6061288
B460185-11,134.8511642
B460185-12,170.4203661
B460185-13,492.3875178
B460185-14,572.4623236
B460185-15,512.7928976
B460185-16,"1,056.39"
B460185-17,216.7592556
B460185-18,507.5933568
B460185-19,629.62704
B460185-2,308.3343958
B460185-20,743.7579378
B460185-21,"1,075.57"
B460185-22,"1,024.26"
B460185-23,272.1220668
B460185-24,256.3113399
B460185-25,162.5354267
B460185-26,349.9519348
B460185-27,238.3531965
B460185-28,274.9069065
B460185-29,206.3103031
B460185-3,364.6096045
B460185-30,238.8535018
B460185-4,250.6972033
B460185-5,308.4014813
B460185-6,198.8937945
B460185-7,174.3926333
B460185-8,338.9009163
B460185-9,359.8275972
B460188-1,266.0977856
B460188-10,258.9798921
B460188-11,310.5109506
B460188-12,210.1733215
B460188-13,203.9436898
B460188-14,213.5059243
B460188-15,186.8655135
B460188-16,227.8133732
B460188-17,169.1290546
B460188-18,333.0796889
B460188-19,249.8423323
B460188-2,250.4750499
B460188-20,165.4083143
B460188-21,172.5751143
B460188-22,278.4728502
B460188-23,226.0743722
B460188-24,273.7454659
B460188-25,291.4071323
B460188-26,200.447549
B460188-27,268.2755338
B460188-28,184.4837157
B460188-29,281.2839309
B460188-3,197.7547883
B460188-30,161.1877653
B460188-31,168.3717539
B460188-32,249.0193632
B460188-33,248.8193988
B460188-34,241.1727753
B460188-35,121.9319833
B460188-36,164.9738209
B460188-37,142.6472275
B460188-38,209.2822063
B460188-39,225.1641819
B460188-4,313.0056482
B460188-40,156.8162168
B460188-41,225.0530411
B460188-42,263.5599696
B460188-43,303.9559254
B460188-44,120.2090775
B460188-45,281.0377487
B460188-46,123.8983933
B460188-47,211.2149792
B460188-48,216.4658762
B460188-49,406.3996695
B460188-5,263.0405282
B460188-50,225.0656219
B460188-6,257.7215967
B460188-7,85.20397249
B460188-8,427.7305344
B460188-9,213.6507205
B460192-1,241.4555087
B460192-10,225.6061288
B460192-11,134.8511642
B460192-12,170.4203661
B460192-13,492.3875178
B460192-14,572.4623236
B460192-15,512.7928976
B460192-16,"1,056.39"
B460192-17,216.7592556
B460192-18,507.5933568
B460192-19,629.62704
B460192-2,308.3343958
B460192-20,743.7579378
B460192-21,"1,075.57"
B460192-22,"1,024.26"
B460192-3,364.6096045
B460192-4,250.6972033
B460192-5,308.4014813
B460192-6,198.8937945
B460192-7,174.3926333
B460192-8,338.9009163
B460192-9,359.8275972
B470067-1,369.4924275
B470067-10,164.8634458
B470067-11,119.979533
B470067-12,127.4106861
B470067-13,161.2833904
B470067-14,172.8407297
B470067-15,284.60008
B470067-16,126.7551925
B470067-17,174.8818163
B470067-18,172.7620335
B470067-19,97.04669116
B470067-2,359.8275972
B470067-20,164.515703
B470067-21,183.6740041
B470067-22,177.8273482
B470067-23,205.2431565
B470067-24,373.508314
B470067-25,338.2816052
B470067-26,318.7260992
B470067-27,178.632166
B470067-28,239.109298
B470067-29,300.8712073
B470067-3,225.6061288
B470067-30,171.4954166
B470067-31,274.5329058
B470067-32,258.4641399
B470067-33,211.7959912
B470067-34,154.536779
B470067-35,208.8206781
B470067-36,366.88258
B470067-37,235.9428199
B470067-38,308.6753452
B470067-39,334.6092196
B470067-4,134.8511642
B470067-40,279.4360167
B470067-41,341.5506482
B470067-42,260.7598809
B470067-43,256.3819048
B470067-44,240.7733538
B470067-45,266.7877714
B470067-46,168.9200134
B470067-47,151.033395
B470067-48,187.5443811
B470067-49,295.3795538
B470067-5,226.5113553
B470067-50,165.3418301
B470067-51,158.8100911
B470067-52,110.3982901
B470067-53,27.75157608
B470067-54,660.9818422
B470067-55,273.5957386
B470067-6,221.6658252
B470067-7,196.5956684
B470067-8,316.9106449
B470067-9,161.8533571
B470068-1,338.2816052
B470068-10,154.536779
B470068-11,208.8206781
B470068-12,366.88258
B470068-13,235.9428199
B470068-14,308.6753452
B470068-15,334.6092196
B470068-16,279.4360167
B470068-17,341.5506482
B470068-18,260.7598809
B470068-19,256.3819048
B470068-2,318.7260992
B470068-20,240.7733538
B470068-21,266.7877714
B470068-22,168.9200134
B470068-23,151.033395
B470068-24,187.5443811
B470068-25,295.3795538
B470068-26,165.3418301
B470068-27,158.8100911
B470068-28,110.3982901
B470068-29,27.75157608
B470068-3,178.632166
B470068-30,660.9818422
B470068-31,273.5957386
B470068-4,239.109298
B470068-5,300.8712073
B470068-6,171.4954166
B470068-7,274.5329058
B470068-8,258.4641399
B470068-9,211.7959912
B470069-1,205.643147
B470069-10,266.8351844
B470069-11,243.325422
B470069-12,375.4117612
B470069-13,203.0870225
B470069-14,211.7723059
B470069-15,179.4183561
B470069-16,312.5378344
B470069-17,194.4451311
B470069-18,326.6575304
B470069-19,234.0643237
B470069-2,162.0297066
B470069-20,92.04335377
B470069-21,329.2382962
B470069-22,178.5037238
B470069-23,159.0166792
B470069-24,132.1853815
B470069-25,180.6353605
B470069-26,242.7462845
B470069-27,157.7403227
B470069-28,164.5125863
B470069-29,176.8177045
B470069-3,158.5688957
B470069-30,98.55445503
B470069-31,234.0335104
B470069-32,165.5063146
B470069-33,141.6556865
B470069-34,334.078626
B470069-35,210.9854726
B470069-36,131.1979831
B470069-37,145.3241322
B470069-38,199.5317461
B470069-39,149.5441279
B470069-4,264.0749244
B470069-40,135.5451325
B470069-41,176.7759097
B470069-42,166.5672891
B470069-43,162.9766834
B470069-44,247.5320575
B470069-45,168.3143869
B470069-46,116.7427415
B470069-47,130.4024405
B470069-48,166.0016305
B470069-49,197.564292
B470069-5,220.9950397
B470069-50,149.0823653
B470069-51,200.3792807
B470069-52,82.09704649
B470069-53,153.4588738
B470069-54,201.2217375
B470069-55,152.5560313
B470069-56,209.2822063
B470069-57,225.1641819
B470069-58,156.8162168
B470069-59,225.0530411
B470069-6,184.9349221
B470069-60,261.8439867
B470069-7,138.0992367
B470069-8,266.0480078
B470069-9,262.36955
B480054-1,342.0496035
B480054-10,239.2207934
B480054-11,205.836421
B480054-12,160.6504337
B480054-13,156.3889092
B480054-14,145.4847384
B480054-15,179.5167876
B480054-16,238.6910456
B480054-17,149.3822968
B480054-18,159.7025702
B480054-19,271.7812064
B480054-2,238.2799122
B480054-20,214.0265138
B480054-21,215.2310605
B480054-22,286.8746797
B480054-23,159.8002659
B480054-24,82.85006824
B480054-25,285.2665287
B480054-26,249.6946486
B480054-27,175.8107735
B480054-28,237.8500807
B480054-29,118.000345
B480054-3,247.2276507
B480054-30,217.943443
B480054-31,196.2641305
B480054-32,213.8123655
B480054-33,87.79578241
B480054-34,265.262685
B480054-35,201.6634749
B480054-36,216.3137429
B480054-37,250.1476255
B480054-38,155.9637563
B480054-39,149.9680216
B480054-4,282.3888571
B480054-40,131.9401755
B480054-41,167.951798
B480054-42,206.1580957
B480054-43,201.6911756
B480054-44,261.0688038
B480054-45,115.4727839
B480054-46,307.0569053
B480054-5,210.3124881
B480054-6,153.0636784
B480054-7,59.35817031
B480054-8,253.6181387
B480054-9,391.5154453
B480059-1,404.5247967
B480059-10,204.4120972
B480059-11,230.9303146
B480059-12,9.717141148
B480059-13,424.4381833
B480059-14,251.8089429
B480059-15,113.0394442
B480059-16,210.355574
B480059-17,242.6628567
B480059-18,123.5398011
B480059-19,295.2990287
B480059-2,191.0473015
B480059-20,233.3203204
B480059-21,259.749293
B480059-22,163.4558164
B480059-23,462.2066086
B480059-24,425.8921209
B480059-25,189.4272323
B480059-26,198.4726382
B480059-27,236.3701204
B480059-28,157.4920635
B480059-29,224.3654193
B480059-3,297.8823479
B480059-30,99.39983578
B480059-31,159.1144064
B480059-32,155.1926014
B480059-33,120.9950328
B480059-34,201.5286486
B480059-35,178.8778106
B480059-36,238.722586
B480059-37,212.6595821
B480059-38,141.0193478
B480059-39,165.6714955
B480059-4,330.7910694
B480059-40,248.4534752
B480059-41,291.049327
B480059-42,420.9991457
B480059-43,315.3867222
B480059-5,129.6979089
B480059-6,222.463322
B480059-7,148.711943
B480059-8,202.8897894
B480059-9,204.9788449
B490038-1,257.2562978
B490038-10,190.0807541
B490038-11,178.7058413
B490038-12,112.1210517
B490038-13,201.1653749
B490038-14,212.1688022
B490038-15,257.8492889
B490038-16,198.9311689
B490038-17,100.7124899
B490038-18,125.4104024
B490038-19,265.8341512
B490038-2,256.6234688
B490038-20,203.4220778
B490038-21,190.6637628
B490038-22,197.3502392
B490038-23,200.7109305
B490038-24,204.4018316
B490038-25,219.3831532
B490038-3,210.3658245
B490038-4,198.5189484
B490038-5,117.4835341
B490038-6,317.6949105
B490038-7,204.0403846
B490038-8,161.700024
B490038-9,139.2117216
B490166-1,302.2845287
B490166-10,382.5846498
B490166-11,187.3917305
B490166-12,287.793256
B490166-13,223.1595153
B490166-14,153.5563792
B490166-15,163.2871119
B490166-16,160.2398066
B490166-17,105.0705445
B490166-18,237.8955161
B490166-19,235.5785678
B490166-2,138.6142438
B490166-20,236.5367934
B490166-21,271.3213543
B490166-22,237.1529189
B490166-23,252.5586171
B490166-24,268.3110802
B490166-25,259.230469
B490166-26,276.5765012
B490166-27,164.2968819
B490166-28,366.977053
B490166-29,294.7689954
B490166-3,133.484067
B490166-30,268.4766351
B490166-31,267.9996281
B490166-32,270.0542262
B490166-33,268.8089515
B490166-34,217.4363722
B490166-35,316.030514
B490166-36,264.9475223
B490166-37,222.4487886
B490166-38,168.515735
B490166-39,178.5082073
B490166-4,286.0217514
B490166-40,309.574587
B490166-41,198.1489864
B490166-42,257.2562978
B490166-43,256.6234688
B490166-44,210.3658245
B490166-45,198.5189484
B490166-46,117.4835341
B490166-47,317.6949105
B490166-48,204.0403846
B490166-49,161.700024
B490166-5,157.1157971
B490166-50,139.2117216
B490166-51,190.0807541
B490166-52,178.7058413
B490166-53,112.1210517
B490166-54,201.1653749
B490166-55,212.1688022
B490166-56,257.8492889
B490166-57,198.9311689
B490166-58,100.7124899
B490166-59,125.4104024
B490166-6,114.3020229
B490166-60,265.8341512
B490166-61,203.4220778
B490166-62,190.6637628
B490166-63,197.3502392
B490166-64,200.7109305
B490166-65,204.4018316
B490166-66,219.3831532
B490166-7,317.3273227
B490166-8,229.4275374
B490166-9,148.0268283
B490169-1,187.9517093
B490169-10,100.1281849
B490169-11,206.1998159
B490169-12,252.1637831
B490169-13,170.0591431
B490169-14,162.1152291
B490169-15,161.7656863
B490169-16,215.7625031
B490169-17,138.0622012
B490169-18,92.63706673
B490169-19,140.6757941
B490169-2,178.7414819
B490169-20,164.1585263
B490169-21,198.5463839
B490169-22,201.8454415
B490169-23,354.3693105
B490169-24,92.65722253
B490169-25,215.3341933
B490169-26,257.5226735
B490169-3,185.7995461
B490169-4,143.6015606
B490169-5,199.1648561
B490169-6,157.9908831
B490169-7,152.0368349
B490169-8,129.2211709
B490169-9,270.6532296
B490170-1,187.9517093
B490170-10,100.1281849
B490170-11,206.1998159
B490170-12,252.1637831
B490170-13,170.0591431
B490170-14,162.1152291
B490170-15,161.7656863
B490170-16,215.7625031
B490170-17,138.0622012
B490170-18,92.63706673
B490170-19,140.6757941
B490170-2,178.7414819
B490170-20,164.1585263
B490170-21,198.5463839
B490170-22,201.8454415
B490170-23,354.3693105
B490170-24,92.65722253
B490170-25,215.3341933
B490170-26,257.5226735
B490170-27,233.5728844
B490170-28,259.1510677
B490170-29,185.8251929
B490170-3,185.7995461
B490170-30,381.8876851
B490170-31,275.02109
B490170-32,216.0309699
B490170-33,318.9235017
B490170-34,266.7015086
B490170-35,276.4029227
B490170-36,257.6288785
B490170-37,222.7990276
B490170-38,348.4426025
B490170-39,233.975075
B490170-4,143.6015606
B490170-40,290.8718922
B490170-41,275.6063965
B490170-42,257.1449681
B490170-43,270.7929116
B490170-44,253.4683357
B490170-45,235.9849443
B490170-46,265.4329581
B490170-47,245.4422463
B490170-48,234.0105352
B490170-49,190.9011069
B490170-5,199.1648561
B490170-50,227.8259504
B490170-51,216.8965188
B490170-52,236.5110241
B490170-53,120.5613333
B490170-54,129.051224
B490170-55,268.7474512
B490170-56,125.1982212
B490170-57,424.320177
B490170-58,216.4573781
B490170-59,216.2751818
B490170-6,157.9908831
B490170-60,148.0933151
B490170-61,120.8499729
B490170-62,290.3049753
B490170-63,236.5410146
B490170-64,119.7798539
B490170-7,152.0368349
B490170-8,129.2211709
B490170-9,270.6532296
B490176-1,940.4018136
B490176-10,"1,171.77"
B490176-11,444.7224671
B490176-12,497.3703238
B490176-13,377.1863095
B490176-14,858.6256165
B490176-15,919.5088108
B490176-2,503.3807024
B490176-3,"1,355.30"
B490176-4,444.9762605
B490176-5,"1,191.86"
B490176-6,800.7333059
B490176-7,805.2167042
B490176-8,566.4782886
B490176-9,781.4062143
B520039-1,242.8247498
B520039-10,277.7660033
B520039-11,253.0670845
B520039-12,249.2128737
B520039-13,204.1753696
B520039-14,295.7481267
B520039-15,195.4547981
B520039-16,287.7009022
B520039-17,243.4751812
B520039-18,280.6460244
B520039-19,314.4283722
B520039-2,258.8396096
B520039-20,368.2927829
B520039-21,292.9398205
B520039-22,242.5027547
B520039-23,258.3503516
B520039-24,253.2527007
B520039-25,166.5719381
B520039-26,164.5708491
B520039-27,243.437647
B520039-28,157.3894677
B520039-29,299.8253623
B520039-3,223.0656408
B520039-30,250.2706326
B520039-31,205.7430272
B520039-32,210.6676368
B520039-33,321.6846077
B520039-34,134.007653
B520039-35,163.6498511
B520039-4,193.9816186
B520039-5,209.0931296
B520039-6,242.0120562
B520039-7,170.3062025
B520039-8,215.7342814
B520039-9,145.7882756
B520040-1,163.2945518
B520040-10,129.3009725
B520040-11,213.7019031
B520040-12,172.5132558
B520040-13,250.1761899
B520040-14,259.2164374
B520040-15,239.2557011
B520040-16,233.6823927
B520040-17,247.2984879
B520040-18,184.0863282
B520040-19,264.3852443
B520040-2,435.1288734
B520040-20,326.645028
B520040-21,250.181899
B520040-22,237.6855177
B520040-23,239.6693503
B520040-24,249.3899634
B520040-25,252.206089
B520040-26,249.988175
B520040-27,246.6865591
B520040-28,234.1463941
B520040-29,162.5698874
B520040-3,199.0172853
B520040-30,244.5414247
B520040-31,169.5300143
B520040-32,241.9938448
B520040-33,202.3817465
B520040-34,206.1301288
B520040-35,299.2724489
B520040-36,150.0031754
B520040-4,189.5762037
B520040-5,233.7878888
B520040-6,173.8963738
B520040-7,290.1981063
B520040-8,148.4921539
B520040-9,254.2095904
B540059-1,198.8955901
B540059-10,160.8970188
B540059-11,157.0173081
B540059-12,177.8243196
B540059-13,262.3471007
B540059-14,186.2606802
B540059-15,133.9987466
B540059-16,102.7544211
B540059-17,282.2910127
B540059-18,242.9473402
B540059-19,292.5825897
B540059-2,621.449787
B540059-20,190.809084
B540059-21,295.8194802
B540059-22,174.6149047
B540059-23,303.3477272
B540059-24,205.4718218
B540059-25,168.668811
B540059-26,151.0623489
B540059-27,170.548552
B540059-28,218.4791434
B540059-29,226.115802
B540059-3,183.3143508
B540059-30,226.0871846
B540059-31,391.816526
B540059-32,210.8225417
B540059-4,165.8733942
B540059-5,168.2441711
B540059-6,249.3252281
B540059-7,256.5583135
B540059-8,87.69371517
B540059-9,162.217756
B540060-1,171.5646134
B540060-10,90.24752542
B540060-11,256.1468684
B540060-12,213.6439817
B540060-13,250.2815662
B540060-14,191.1191652
B540060-15,290.1475087
B540060-16,197.1980035
B540060-17,278.9396516
B540060-18,200.5613545
B540060-19,141.7366609
B540060-2,306.8701036
B540060-20,125.8122993
B540060-21,319.5604166
B540060-22,250.2070941
B540060-23,239.918532
B540060-24,166.9581214
B540060-25,88.98410908
B540060-26,207.2179688
B540060-27,301.7180081
B540060-28,165.8111977
B540060-29,111.5789305
B540060-3,254.1354051
B540060-30,263.7533572
B540060-31,383.5346946
B540060-32,224.236417
B540060-4,193.5144887
B540060-5,150.2302364
B540060-6,238.6280992
B540060-7,261.7123753
B540060-8,148.413626
B540060-9,152.2141151
B570065-1,288.2237668
B570065-10,271.2376425
B570065-11,247.5331026
B570065-12,299.3242979
B570065-13,301.3812112
B570065-14,289.176767
B570065-15,241.2231083
B570065-16,218.1573963
B570065-17,361.7788857
B570065-18,312.9228508
B570065-19,156.933566
B570065-2,784.9407857
B570065-20,214.1878776
B570065-21,572.6322474
B570065-22,241.1174945
B570065-23,286.813374
B570065-24,214.5428958
B570065-25,427.6383152
B570065-26,263.4380863
B570065-27,359.621013
B570065-28,403.2412345
B570065-29,375.9122064
B570065-3,228.6319584
B570065-30,73.77565346
B570065-31,126.6440517
B570065-32,403.6420714
B570065-33,145.2506425
B570065-34,208.3969074
B570065-35,191.2939356
B570065-36,153.0164902
B570065-37,237.1911973
B570065-38,203.4400548
B570065-39,165.8783977
B570065-4,312.6498093
B570065-40,193.4248807
B570065-41,259.6802541
B570065-42,152.2388478
B570065-43,69.73180989
B570065-44,193.8129946
B570065-45,205.8433984
B570065-46,178.6676145
B570065-47,138.1200991
B570065-48,160.3827768
B570065-49,119.9859621
B570065-5,151.3784627
B570065-50,159.7837867
B570065-51,119.9933097
B570065-52,219.6407132
B570065-6,302.8281334
B570065-7,264.838423
B570065-8,205.4861437
B570065-9,262.4368645
B570071-1,358.7374077
B570071-10,163.0347363
B570071-11,220.965864
B570071-12,280.5012463
B570071-13,251.4452488
B570071-14,242.828505
B570071-15,154.3426584
B570071-16,219.7290955
B570071-17,254.1650718
B570071-18,215.7865321
B570071-19,221.4882374
B570071-2,215.0499718
B570071-20,182.3048453
B570071-21,359.379116
B570071-22,262.20852
B570071-23,192.6787612
B570071-24,325.4439374
B570071-25,173.2611969
B570071-26,231.3065498
B570071-27,314.5614401
B570071-28,169.4316272
B570071-29,201.9660676
B570071-3,152.7870601
B570071-30,129.9929446
B570071-31,308.3038312
B570071-32,158.7236855
B570071-33,330.3424022
B570071-34,268.2635642
B570071-35,192.5881562
B570071-36,275.6382911
B570071-37,184.2145568
B570071-38,212.203404
B570071-39,270.5758062
B570071-4,142.9648545
B570071-40,266.9927008
B570071-41,269.3255575
B570071-42,222.4748113
B570071-43,185.362521
B570071-44,312.3378325
B570071-45,299.2099857
B570071-46,283.6892849
B570071-47,161.9862526
B570071-48,166.1107929
B570071-49,136.5711835
B570071-5,237.1378787
B570071-50,159.4451628
B570071-51,794.6823494
B570071-52,253.5157792
B570071-53,94.58854202
B570071-54,255.6748832
B570071-55,290.0907874
B570071-6,175.4244149
B570071-7,245.6493028
B570071-8,117.4859843
B570071-9,171.8271125
B600118-1,223.9125748
B600118-10,196.4828307
B600118-11,225.7486496
B600118-12,105.7884119
B600118-13,235.2330021
B600118-14,176.071707
B600118-15,171.5165603
B600118-16,116.9166612
B600118-17,232.9572626
B600118-18,173.087992
B600118-19,174.0152936
B600118-2,235.8202256
B600118-20,133.959922
B600118-21,149.9017616
B600118-22,226.5272706
B600118-23,177.5525557
B600118-24,256.1969735
B600118-25,92.28815869
B600118-26,220.4029658
B600118-27,208.374433
B600118-28,166.6183695
B600118-29,160.7363072
B600118-3,101.5258066
B600118-30,133.7999949
B600118-31,198.625486
B600118-32,208.0153364
B600118-33,192.8715577
B600118-34,204.3690784
B600118-35,77.10192171
B600118-36,197.2492656
B600118-37,196.116186
B600118-38,166.9758797
B600118-39,218.0789547
B600118-4,225.3907145
B600118-40,154.1564537
B600118-41,175.0291967
B600118-42,170.1156597
B600118-43,186.6662109
B600118-44,124.6368206
B600118-45,163.3733728
B600118-46,230.9919178
B600118-47,164.5198258
B600118-48,152.0592502
B600118-49,169.6654158
B600118-5,239.064225
B600118-50,133.3606063
B600118-51,208.5875321
B600118-52,287.6013624
B600118-53,120.190072
B600118-54,135.9474043
B600118-55,366.7386751
B600118-56,142.5549989
B600118-57,149.2876749
B600118-58,171.6837141
B600118-59,132.7858076
B600118-6,256.568597
B600118-60,140.9516187
B600118-61,138.5541901
B600118-62,145.2923009
B600118-63,124.9689266
B600118-64,174.0511421
B600118-65,207.0801577
B600118-66,153.0071571
B600118-67,167.7076841
B600118-68,237.2540093
B600118-7,265.8965818
B600118-8,199.2959846
B600118-9,346.8270679
B600119-1,323.2402966
B600119-10,135.5796215
B600119-11,433.6264776
B600119-12,56.78591923
B600119-13,96.60777268
B600119-14,203.1777118
B600119-15,155.8484064
B600119-16,85.43572844
B600119-17,184.0507769
B600119-18,164.5682588
B600119-19,156.6008782
B600119-2,218.5737372
B600119-20,164.1131541
B600119-21,150.0714483
B600119-22,166.16954
B600119-23,227.0034182
B600119-24,40.35575479
B600119-25,102.461927
B600119-26,235.9951468
B600119-27,160.6070331
B600119-28,156.8685365
B600119-29,179.9843158
B600119-3,28.00781713
B600119-30,196.7260103
B600119-31,280.7764806
B600119-32,111.9107303
B600119-33,256.431102
B600119-34,200.4732358
B600119-35,203.3887084
B600119-36,152.9544063
B600119-37,166.405151
B600119-38,166.0566659
B600119-39,257.601825
B600119-4,230.547929
B600119-40,276.5161532
B600119-41,172.6384818
B600119-42,133.6289859
B600119-43,96.35817483
B600119-44,335.0301752
B600119-45,281.7979769
B600119-46,173.0586702
B600119-47,173.0588434
B600119-48,179.0268144
B600119-49,174.4870421
B600119-5,260.4289253
B600119-50,179.1082922
B600119-51,139.2675294
B600119-52,214.8076362
B600119-53,186.2968014
B600119-54,136.7036224
B600119-55,226.3780348
B600119-56,276.7202228
B600119-57,248.0652512
B600119-58,317.0699505
B600119-59,255.5913085
B600119-6,144.6073693
B600119-60,197.5770325
B600119-61,165.364146
B600119-62,236.6469776
B600119-63,213.120297
B600119-64,172.1084723
B600119-65,232.1369666
B600119-66,250.7303062
B600119-67,217.2423016
B600119-68,113.8991763
B600119-7,142.8807266
B600119-8,139.9692444
B600119-9,235.030939
B60108-1,207.4804145
B60108-10,156.9370437
B60108-11,218.7791685
B60108-12,157.6426354
B60108-13,164.1573158
B60108-14,202.0236987
B60108-15,182.612472
B60108-2,160.9764918
B60108-3,163.8006433
B60108-4,166.0508364
B60108-5,192.5160567
B60108-6,311.8741249
B60108-7,157.9764338
B60108-8,163.4778685
B60108-9,203.2199484
B60147-1,129.2106949
B60147-10,216.9864341
B60147-11,275.9320903
B60147-12,228.3409385
B60147-13,206.7350817
B60147-14,250.0795829
B60147-15,157.0125822
B60147-16,114.8327447
B60147-17,604.9346595
B60147-18,195.9742555
B60147-19,246.8954775
B60147-2,240.88219
B60147-20,146.4028278
B60147-21,186.0764782
B60147-22,274.9051485
B60147-23,328.3612469
B60147-24,207.1689736
B60147-25,168.2151266
B60147-26,181.843591
B60147-27,241.8001628
B60147-28,249.9328072
B60147-29,415.8693337
B60147-3,167.3794213
B60147-30,119.4666629
B60147-31,304.6408537
B60147-32,174.5171087
B60147-33,207.4804145
B60147-34,160.9764918
B60147-35,163.8006433
B60147-36,166.0508364
B60147-37,192.5160567
B60147-38,311.8741249
B60147-39,157.9764338
B60147-4,205.4232387
B60147-40,163.4778685
B60147-41,203.2199484
B60147-42,156.9370437
B60147-43,218.7791685
B60147-44,157.6426354
B60147-45,164.1573158
B60147-46,202.0236987
B60147-47,182.612472
B60147-48,262.6839231
B60147-49,285.5402621
B60147-5,291.3881046
B60147-50,296.3962054
B60147-51,109.6777937
B60147-52,200.8701536
B60147-53,167.9103885
B60147-54,161.7293921
B60147-55,113.8029428
B60147-56,199.3176295
B60147-57,172.46328
B60147-58,167.7317687
B60147-59,363.2123519
B60147-6,246.9173544
B60147-60,255.5913085
B60147-61,197.5770325
B60147-62,165.364146
B60147-63,236.322836
B60147-64,107.5618182
B60147-65,369.7387134
B60147-66,246.5064494
B60147-67,155.9538286
B60147-68,274.5020835
B60147-69,399.5377999
B60147-7,236.0079536
B60147-70,111.9333236
B60147-71,171.4005981
B60147-72,183.2049622
B60147-73,146.6241239
B60147-74,607.9583943
B60147-8,237.8504759
B60147-9,113.3555214
B60149-1,129.2106949
B60149-10,216.9864341
B60149-11,275.9320903
B60149-12,228.3409385
B60149-13,206.7350817
B60149-14,250.0795829
B60149-15,157.0125822
B60149-16,114.8327447
B60149-17,604.9346595
B60149-18,195.9742555
B60149-19,246.8954775
B60149-2,240.88219
B60149-20,146.4028278
B60149-21,186.0764782
B60149-22,274.9051485
B60149-23,328.3612469
B60149-24,207.1689736
B60149-25,168.2151266
B60149-26,181.843591
B60149-27,241.8001628
B60149-28,249.9328072
B60149-29,415.8693337
B60149-3,167.3794213
B60149-30,119.4666629
B60149-31,304.6408537
B60149-32,174.5171087
B60149-33,207.4804145
B60149-34,160.9764918
B60149-35,163.8006433
B60149-36,166.0508364
B60149-37,192.5160567
B60149-38,311.8741249
B60149-39,157.9764338
B60149-4,205.4232387
B60149-40,163.4778685
B60149-41,203.2199484
B60149-42,156.9370437
B60149-43,218.7791685
B60149-44,157.6426354
B60149-45,164.1573158
B60149-46,202.0236987
B60149-47,182.612472
B60149-48,262.6839231
B60149-49,285.5402621
B60149-5,291.3881046
B60149-50,296.3962054
B60149-51,109.6777937
B60149-52,200.8701536
B60149-53,167.9103885
B60149-54,161.7293921
B60149-55,113.8029428
B60149-56,199.3176295
B60149-57,172.46328
B60149-58,167.7317687
B60149-59,363.2123519
B60149-6,246.9173544
B60149-60,79.23795011
B60149-7,236.0079536
B60149-8,237.8504759
B60149-9,113.3555214
B60150-1,178.5193094
B60150-10,234.2082178
B60150-11,320.1679684
B60150-12,163.3506729
B60150-13,270.1390535
B60150-14,270.8220202
B60150-15,250.3967305
B60150-16,239.064225
B60150-17,214.2610214
B60150-18,121.5096878
B60150-19,276.0737986
B60150-2,439.2865401
B60150-20,121.3924693
B60150-21,201.1303628
B60150-22,261.9147948
B60150-23,178.2987046
B60150-24,116.3981486
B60150-25,214.1198542
B60150-26,161.3483503
B60150-27,163.1669143
B60150-28,155.9210127
B60150-29,171.7911119
B60150-3,188.5625264
B60150-30,193.4485085
B60150-31,105.6756568
B60150-32,240.8725406
B60150-33,326.1222468
B60150-34,140.3950282
B60150-35,212.812726
B60150-36,151.1224277
B60150-37,172.3133232
B60150-38,114.9581719
B60150-39,300.8279902
B60150-4,136.6340853
B60150-40,156.2578989
B60150-41,161.1742571
B60150-42,120.4089708
B60150-43,285.3357636
B60150-44,179.3936619
B60150-45,158.7384338
B60150-46,160.3836594
B60150-47,169.5702358
B60150-48,192.578921
B60150-49,202.2570796
B60150-5,225.7365831
B60150-50,170.4748248
B60150-51,187.8154568
B60150-52,124.9279197
B60150-53,408.0022325
B60150-54,221.5181019
B60150-55,207.3921368
B60150-56,227.5276445
B60150-57,202.6040037
B60150-58,201.4799896
B60150-59,316.5846523
B60150-6,144.1848863
B60150-60,293.6212427
B60150-61,233.4833316
B60150-62,239.562617
