shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
B130137,40.6983457635,-73.890197271,370003
B130137,40.6981626266,-73.8909992638,370004
B130137,40.6981626266,-73.8909992638,380001
B130137,40.6981380252,-73.8911064125,380002
B130137,40.6979330109,-73.8920011186,380003
B130137,40.697761918,-73.8927810836,380004
B130137,40.697761918,-73.8927810836,390001
B130137,40.6977389587,-73.8928849827,390002
B130137,40.6986319608,-73.8930252784,390003
B130137,40.6986319608,-73.8930252784,400001
B130137,40.6987381987,-73.8930420579,400002
B130137,40.7001821361,-73.8932489158,400003
B130137,40.7007890825,-73.8933344997,400004
B130137,40.7007890825,-73.8933344997,410001
B130137,40.7008903775,-73.8933487636,410002
B130137,40.7008578938,-73.8938392988,410003
B130137,40.7008389297,-73.8941098159,410004
B130137,40.7008280667,-73.8942360604,410005
B130137,40.7008090156,-73.8944128087,410006
B130137,40.700795434,-73.8945679093,410007
B130137,40.7012056336,-73.8947122424,410008
B130137,40.7012056336,-73.8947122424,420001
B130137,40.7018964382,-73.8949556755,420002
B130137,40.7025910889,-73.8952034354,420003
B130137,40.7028615345,-73.8952985853,420004
B130137,40.7028615345,-73.8952985853,430001
B130137,40.7032857356,-73.895447594,430002
B130137,40.7033461432,-73.8954727456,430003
B130137,40.7039584237,-73.8956917919,430004
B130137,40.7042338448,-73.89582589,430005
B130137,40.7042338448,-73.89582589,440001
B130137,40.7045790131,-73.8959937833,440002
B130137,40.7051693962,-73.8962814003,440003
B130137,40.7052737425,-73.8963317322,440004
B130137,40.70552088,-73.8964528952,440005
B130137,40.70552088,-73.8964528952,450001
B130137,40.7057652713,-73.8965726207,450002
B130137,40.7059492543,-73.8966661112,450003
B130137,40.7060618411,-73.8967236451,450004
B130137,40.7064984514,-73.8969393766,450005
B130137,40.7064002807,-73.8973492602,450006
B130137,40.7064002807,-73.8973492602,460001
B130137,40.7062441335,-73.8980001646,460002
B130137,40.7060171522,-73.8989454864,460003
B130137,40.7057792186,-73.8999304925,460004
B130137,40.7057600617,-73.8999954429,460005
B130137,40.7055165085,-73.9008397868,460006
B130137,40.7052734967,-73.9016826809,460007
B130137,40.7052734967,-73.9016826809,470001
B130137,40.7051470621,-73.9021207239,470002
B130137,40.705531463,-73.9022788563,470003
B130137,40.7056083682,-73.9023400583,470004
B130137,40.7056825042,-73.9023724105,470005
B130137,40.7058362779,-73.9024515341,470006
B130137,40.7064266966,-73.9028005292,470007
B130137,40.7064926042,-73.9028401079,470008
B130137,40.7067122967,-73.9029725183,470009
B130137,40.7067122967,-73.9029725183,480001
B130137,40.7071489353,-73.903235903,480002
B130137,40.707390592,-73.9033762192,480003
B130137,40.7078052528,-73.9036172784,480004
B130137,40.7078958811,-73.9036784642,480005
B130137,40.707550337,-73.9040324353,480006
B130137,40.7073101018,-73.9042794892,480007
B130137,40.7073101018,-73.9042794892,490001
B130137,40.7063601255,-73.905256851,490002
B130137,40.7061152233,-73.9055060667,490003
B130137,40.7061152233,-73.9055060667,500001
B130137,40.705285075,-73.9063512189,500002
B130137,40.705035509,-73.9066062039,500003
B130137,40.705035509,-73.9066062039,510001
B130137,40.7041551681,-73.9075069411,510002
B130137,40.7039039537,-73.9077633624,510003
B130137,40.7039039537,-73.9077633624,520001
B130137,40.7032501361,-73.9084314922,520002
B130137,40.7029898695,-73.9086972961,520003
B130137,40.7029898695,-73.9086972961,530001
B130137,40.7021942564,-73.9095105843,530002
B130137,40.7021942564,-73.9095105843,540001
B130137,40.70212295,-73.9095835336,540002
B130137,40.701123277,-73.910598318,540003
B130137,40.701123277,-73.910598318,550001
B130137,40.701045113,-73.9106777659,550002
B130137,40.7006465947,-73.9100002813,550003
B130137,40.7006081201,-73.9099390231,550004
B130137,40.6996139342,-73.9109548537,550005
B130137,40.6996139342,-73.9109548537,560001
B130137,40.6995796518,-73.9109898818,560002
B130137,40.6995632975,-73.911137767,560003
B130137,40.6996402592,-73.911278315,560004
B130137,40.6999371007,-73.9118080672,560005
B130137,40.7003576295,-73.9125684752,560006
B130137,40.7007754084,-73.9133288963,560007
B130137,40.7011959271,-73.9140893235,560008
B130137,40.7013682559,-73.9144010655,560009
B130137,40.7013682559,-73.9144010655,570001
B130137,40.7016164407,-73.9148497603,570002
B130137,40.7020451756,-73.9155993765,570003
B130137,40.7022718834,-73.9159615497,570004
B130137,40.7022718834,-73.9159615497,580001
B130137,40.7024985901,-73.9163237254,580002
B130137,40.7029520026,-73.9170516907,580003
B130137,40.7030734608,-73.917245936,580004
B130137,40.7030734608,-73.917245936,590001
B130137,40.7034054079,-73.9177760593,590002
B130137,40.7038560663,-73.9185040478,590003
B130137,40.7043094624,-73.9192284361,590004
B130137,40.7045201096,-73.9190143041,590005
B130137,40.7045201096,-73.9190143041,600001
B130137,40.7054285208,-73.9180909571,600002
B130137,40.7058654636,-73.9188334135,600003
B130137,40.7047628565,-73.919956441,600004
B130137,40.7044292689,-73.919420888,600005
B140040,40.6646985965,-73.8629518749,10001
B140040,40.6646985922,-73.8629482703,10002
B140040,40.664747809,-73.8627895693,10003
B140040,40.6648163809,-73.8627497782,10004
B140040,40.6649398999,-73.8627531286,10005
B140040,40.6650498926,-73.8629223166,10006
B140040,40.6652562435,-73.8633364182,10007
B140040,40.6652892107,-73.8633615826,10008
B140040,40.6660414957,-73.8635438769,10009
B140040,40.6660629984,-73.8633913577,10010
B140040,40.6660629984,-73.8633913577,20001
B140040,40.6662537992,-73.8620439187,20002
B140040,40.6666216933,-73.86212246,20003
B140040,40.6677830885,-73.8624192499,20004
B140040,40.668187514,-73.8625197086,20005
B140040,40.668187514,-73.8625197086,30001
B140040,40.6692959078,-73.8627946322,30002
B140040,40.6693892557,-73.862816069,30003
B140040,40.6695265285,-73.8628446251,30004
B140040,40.6696171273,-73.8628624628,30005
B140040,40.6695436465,-73.8633903569,30006
B140040,40.6695436465,-73.8633903569,40001
B140040,40.6694456657,-73.8640920511,40002
B140040,40.6693552854,-73.8647252368,40003
B140040,40.6693552854,-73.8647252368,50001
B140040,40.6692333229,-73.8655812602,50002
B140040,40.6704688344,-73.8658923924,50003
B140040,40.6719901536,-73.866270375,50004
B140040,40.6719901536,-73.866270375,60001
B140040,40.672009098,-73.8662750234,60002
B140040,40.6728492437,-73.8664860328,60003
B140040,40.6735438829,-73.8666684981,60004
B140040,40.6734104676,-73.8676024627,60005
B140040,40.6733467457,-73.8680427607,60006
B140040,40.6733467457,-73.8680427607,70001
B140040,40.6732770323,-73.8685256086,70002
B140040,40.6731435897,-73.8694487508,70003
B140040,40.6730774084,-73.869904912,70004
B140040,40.6730774084,-73.869904912,80001
B140040,40.6730101356,-73.8703682843,80002
B140040,40.6728984466,-73.8711219429,80003
B140040,40.6728902543,-73.8711594505,80004
B140040,40.6728902543,-73.8711594505,90001
B140040,40.6728629462,-73.8712842356,90002
B140040,40.672754,-73.8720414907,90003
B140040,40.672642308,-73.8728023535,90004
B140040,40.6725115679,-73.8737182633,90005
B140040,40.6724007327,-73.8745198549,90006
B140040,40.6724007327,-73.8745198549,100001
B140040,40.6723890233,-73.8746053143,100002
B140040,40.6723863218,-73.8746449739,100003
B140040,40.6722610604,-73.8755644712,100004
B140040,40.6722071243,-73.8759445331,100005
B140040,40.6722071243,-73.8759445331,110001
B140040,40.672130306,-73.8764875802,110002
B140040,40.6719967995,-73.8774106906,110003
B140040,40.6719428496,-73.8777835396,110004
B140040,40.6719428496,-73.8777835396,120001
B140040,40.6718632855,-73.8783337973,120002
B140040,40.6717325051,-73.8792532904,120003
B140040,40.6716739077,-73.8796495768,120004
B140040,40.6716739077,-73.8796495768,130001
B140040,40.6715962316,-73.8801763946,130002
B140040,40.6714681626,-73.881077851,130003
B140040,40.6714128277,-73.8814499756,130004
B140040,40.6714128277,-73.8814499756,140001
B140040,40.6713400458,-73.8819396502,140002
B140040,40.6712201092,-73.8827545681,140003
B140040,40.6711655887,-73.8831230835,140004
B140040,40.6711655887,-73.8831230835,150001
B140040,40.6711001631,-73.8835658781,150002
B140040,40.6709774702,-73.8843807949,150003
B140040,40.6709226736,-73.884752913,150004
B140040,40.6709226736,-73.884752913,160001
B140040,40.6708575163,-73.8851957039,160002
B140040,40.6707266489,-73.886082726,160003
B140040,40.670666384,-73.8864818871,160004
B140040,40.670666384,-73.8864818871,170001
B140040,40.6705930264,-73.8869661443,170002
B140040,40.6704594146,-73.8878675834,170003
B140040,40.6703912544,-73.8883395724,170004
B140040,40.6703912544,-73.8883395724,180001
B140040,40.6703285441,-73.8887726191,180002
B140040,40.6701921769,-73.8896776603,180003
B140040,40.6701327146,-73.890068162,180004
B140040,40.6701327146,-73.890068162,190001
B140040,40.6700585233,-73.8905574596,190002
B140040,40.6699249038,-73.8914805131,190003
B140040,40.6698659963,-73.8918836276,190004
B140040,40.6698659963,-73.8918836276,200001
B140040,40.6697912702,-73.8923963533,200002
B140040,40.6696521397,-73.8933121986,200003
B140040,40.6695962287,-73.8936976416,200004
B140040,40.6695962287,-73.8936976416,210001
B140040,40.6695184948,-73.8942316362,210002
B140040,40.6693684363,-73.8952195869,210003
B140040,40.6693056991,-73.8956515391,210004
B140040,40.6693056991,-73.8956515391,220001
B140040,40.6692265939,-73.8961967061,220002
B140040,40.6690929131,-73.8971017129,220003
B140040,40.6689564931,-73.8980211394,220004
B140040,40.6688959129,-73.8984210005,220005
B140040,40.6688959129,-73.8984210005,230001
B140040,40.668817321,-73.8989405663,230002
B140040,40.6686836342,-73.8998635859,230003
B140040,40.6686170516,-73.9003124772,230004
B140040,40.6686170516,-73.9003124772,240001
B140040,40.6685471922,-73.9007830011,240002
B140040,40.6684134598,-73.9016699658,240003
B140040,40.668394348,-73.9017889504,240004
B140040,40.668394348,-73.9017889504,240005
B140040,40.668394348,-73.9017889504,250001
B140040,40.6682715443,-73.9026254289,250002
B140040,40.6680077142,-73.9025576849,250003
B140040,40.6680077142,-73.9025576849,260001
B140040,40.6667341367,-73.902231162,260002
B140040,40.666398103,-73.9021447829,260003
B140040,40.666398103,-73.9021447829,270001
B140040,40.665202217,-73.9018369051,270002
B140040,40.6651334554,-73.9023146108,270003
B140040,40.6651334554,-73.9023146108,280001
B140040,40.665063054,-73.9028031315,280002
B140040,40.6650439867,-73.902976178,280003
B140040,40.6650112359,-73.9031975454,280004
B140040,40.6650112359,-73.9031975454,290001
B140040,40.6646877997,-73.9053845273,290002
B140040,40.6646877997,-73.9053845273,300001
B140040,40.6646591395,-73.9055792129,300002
B140040,40.6661800644,-73.9059699634,300003
B140040,40.6664955036,-73.9060491811,300004
B140040,40.6664955036,-73.9060491811,310001
B140040,40.6677064714,-73.9063535145,310002
B140040,40.6680518344,-73.9064402638,310003
B140040,40.6680518344,-73.9064402638,320001
B140040,40.6689748158,-73.9066725582,320002
B140040,40.6693113953,-73.9067593231,320003
B140040,40.6693113953,-73.9067593231,330001
B140040,40.6702404203,-73.9069988275,330002
B140040,40.6701697202,-73.9074819738,330003
B140040,40.6701697202,-73.9074819738,340001
B140040,40.6700984721,-73.9079687247,340002
B140040,40.6699592176,-73.9088845418,340003
B140040,40.6699027083,-73.909273579,340004
B140040,40.6699027083,-73.909273579,350001
B140040,40.6698254483,-73.9098039524,350002
B140040,40.6696834512,-73.9107413943,350003
B140040,40.6696168276,-73.9111920839,350004
B140040,40.6696168276,-73.9111920839,360001
B140040,40.669546925,-73.9116644058,360002
B140040,40.6694049129,-73.9126018399,360003
B140040,40.6693478368,-73.9129840224,360004
B140040,40.6693478368,-73.9129840224,370001
B140040,40.6692629039,-73.9135536891,370002
B140040,40.6691236344,-73.9145091355,370003
B140040,40.6690649153,-73.914905015,370004
B140040,40.6690649153,-73.914905015,380001
B140040,40.6689870753,-73.9154285268,380002
B140040,40.6688505089,-73.9163479143,380003
B140040,40.6687915103,-73.9167455933,380004
B140040,40.6687915103,-73.9167455933,390001
B140040,40.6687084741,-73.9173069572,390002
B140040,40.6685877474,-73.9181351174,390003
B140040,40.6685877474,-73.9181351174,400001
B140040,40.6685691735,-73.9182623878,400002
B140040,40.6684298396,-73.9191817671,400003
B140040,40.6683642757,-73.919625229,400004
B140040,40.6683671664,-73.9198343002,400005
B140040,40.6683727964,-73.9200361587,400006
B140040,40.6691330477,-73.9199631517,400007
B140040,40.6694322075,-73.9199339544,400008
B140040,40.6695611992,-73.9199157755,400009
B140040,40.6691803173,-73.9208426613,400010
B140040,40.6687035128,-73.9219931437,400011
B140040,40.6685720295,-73.9223862148,400012
B140040,40.6685639045,-73.9225484379,400013
B140040,40.6685474796,-73.9226133424,400014
B140040,40.6685708179,-73.9230339893,400015
B140040,40.6685708179,-73.9230339893,410001
B140040,40.6686913737,-73.9252060745,410002
B140040,40.6686913737,-73.9252060745,420001
B140040,40.6687113691,-73.9255654461,420002
B140040,40.6688546787,-73.9282079372,420003
B140040,40.6688546787,-73.9282079372,430001
B140040,40.6688613424,-73.9283301314,430002
B140040,40.6690112514,-73.931098434,430003
B140040,40.6690254072,-73.9313619281,430004
B140040,40.6690254072,-73.9313619281,440001
B140040,40.6691533256,-73.9337229261,440002
B140040,40.6691533256,-73.9337229261,450001
B140040,40.6691610938,-73.933866749,450002
B140040,40.6689497589,-73.9338885872,450003
B140040,40.6687384219,-73.9339068204,450004
B140040,40.6686060905,-73.9315036658,450005
B140041,40.668590831,-73.9312300811,10001
B140041,40.6685858357,-73.9311385257,10002
B140041,40.6684331829,-73.9283702436,10003
B140041,40.6684087504,-73.9279243638,10004
B140041,40.6684087504,-73.9279243638,20001
B140041,40.668294892,-73.9258431147,20002
B140041,40.668294892,-73.9258431147,30001
B140041,40.6682832269,-73.925630809,30002
B140041,40.6682693022,-73.9253208177,30003
B140041,40.6681275588,-73.9226570863,30004
B140041,40.6678091845,-73.9226859326,30005
B140041,40.6678091845,-73.9226859326,40001
B140041,40.6673645586,-73.9227264599,40002
B140041,40.6673312788,-73.9222182386,40003
B140041,40.6674792619,-73.921872016,40004
B140041,40.6676601353,-73.9214583454,40005
B140041,40.6676601353,-73.9214583454,50001
B140041,40.6678547097,-73.9210136557,50002
B140041,40.6682383678,-73.9201300428,50003
B140041,40.6683068793,-73.9199749573,50004
B140041,40.6683671664,-73.9198343002,50005
B140041,40.6683642757,-73.919625229,50006
B140041,40.6683700133,-73.9195873724,50007
B140041,40.6683700133,-73.9195873724,60001
B140041,40.6684298396,-73.9191817671,60002
B140041,40.6685691735,-73.9182623878,60003
B140041,40.6687084741,-73.9173069572,60004
B140041,40.6687767605,-73.916845103,60005
B140041,40.6687767605,-73.916845103,70001
B140041,40.6688505089,-73.9163479143,70002
B140041,40.6689870753,-73.9154285268,70003
B140041,40.6690433387,-73.9150499544,70004
B140041,40.6690433387,-73.9150499544,80001
B140041,40.6691236344,-73.9145091355,80002
B140041,40.6692629039,-73.9135536891,80003
B140041,40.6693262626,-73.913128963,80004
B140041,40.6693262626,-73.913128963,90001
B140041,40.6694049129,-73.9126018399,90002
B140041,40.669546925,-73.9116644058,90003
B140041,40.6696834512,-73.9107413943,90004
B140041,40.6697416163,-73.9103574041,90005
B140041,40.6697416163,-73.9103574041,100001
B140041,40.6698254483,-73.9098039524,100002
B140041,40.6699592176,-73.9088845418,100003
B140041,40.6700184693,-73.9084940582,100004
B140041,40.6700184693,-73.9084940582,110001
B140041,40.6700984721,-73.9079687247,110002
B140041,40.6702404203,-73.9069988275,110003
B140041,40.6699279999,-73.9069181547,110004
B140041,40.6699279999,-73.9069181547,120001
B140041,40.6689748158,-73.9066725582,120002
B140041,40.6677064714,-73.9063535145,120003
B140041,40.6677064714,-73.9063535145,130001
B140041,40.6677064714,-73.9063535145,130002
B140041,40.6674099751,-73.9062789533,130003
B140041,40.6674099751,-73.9062789533,140001
B140041,40.6663176057,-73.9060043739,140002
B140041,40.6663176057,-73.9060043739,150001
B140041,40.6661800644,-73.9059699634,150002
B140041,40.6646591395,-73.9055792129,150003
B140041,40.6647265599,-73.9051227828,150004
B140041,40.6647265599,-73.9051227828,160001
B140041,40.6650439867,-73.902976178,160002
B140041,40.665063054,-73.9028031315,160003
B140041,40.6653867322,-73.9028852046,160004
B140041,40.6653867322,-73.9028852046,170001
B140041,40.6665922195,-73.9031902044,170002
B140041,40.6669235834,-73.9032729911,170003
B140041,40.6669235834,-73.9032729911,180001
B140041,40.66812687,-73.9035736824,180002
B140041,40.6681953864,-73.9031244343,180003
B140041,40.6681953864,-73.9031244343,190001
B140041,40.6682715443,-73.9026254289,190002
B140041,40.668394348,-73.9017889504,190003
B140041,40.6684134598,-73.9016699658,190004
B140041,40.6684664077,-73.9013187859,190005
B140041,40.6684664077,-73.9013187859,200001
B140041,40.6685471922,-73.9007830011,200002
B140041,40.6686836342,-73.8998635859,200003
B140041,40.668817321,-73.8989405663,200004
B140041,40.6688863622,-73.8984844589,200005
B140041,40.6688863622,-73.8984844589,210001
B140041,40.6689564931,-73.8980211394,210002
B140041,40.6690929131,-73.8971017129,210003
B140041,40.6691504778,-73.8967112265,210004
B140041,40.6691504778,-73.8967112265,220001
B140041,40.6692265939,-73.8961967061,220002
B140041,40.6693684363,-73.8952195869,220003
B140041,40.669432281,-73.8947998886,220004
B140041,40.669432281,-73.8947998886,230001
B140041,40.6695184948,-73.8942316362,230002
B140041,40.6696521397,-73.8933121986,230003
B140041,40.6697912702,-73.8923963533,230004
B140041,40.6698455432,-73.8920249696,230005
B140041,40.6698455432,-73.8920249696,240001
B140041,40.6699249038,-73.8914805131,240002
B140041,40.6700585233,-73.8905574596,240003
B140041,40.6701179872,-73.8901669587,240004
B140041,40.6701179872,-73.8901669587,250001
B140041,40.6701921769,-73.8896776603,250002
B140041,40.6703285441,-73.8887726191,250003
B140041,40.6703803477,-73.888414211,250004
B140041,40.6703803477,-73.888414211,260001
B140041,40.6704594146,-73.8878675834,260002
B140041,40.6705930264,-73.8869661443,260003
B140041,40.6706481124,-73.88660196,260004
B140041,40.6706481124,-73.88660196,270001
B140041,40.6707266489,-73.886082726,270002
B140041,40.6708575163,-73.8851957039,270003
B140041,40.6709038621,-73.8848801976,270004
B140041,40.6709038621,-73.8848801976,280001
B140041,40.6709774702,-73.8843807949,280002
B140041,40.6711001631,-73.8835658781,280003
B140041,40.6711503223,-73.8832258496,280004
B140041,40.6711503223,-73.8832258496,290001
B140041,40.6712201092,-73.8827545681,290002
B140041,40.6713198758,-73.882077393,290003
B140041,40.6713198758,-73.882077393,300001
B140041,40.6713400458,-73.8819396502,300002
B140041,40.6714681626,-73.881077851,300003
B140041,40.6715962316,-73.8801763946,300004
B140041,40.6716510141,-73.8798049899,300005
B140041,40.6716510141,-73.8798049899,310001
B140041,40.6717325051,-73.8792532904,310002
B140041,40.6718632855,-73.8783337973,310003
B140041,40.6719161468,-73.877968161,310004
B140041,40.6719161468,-73.877968161,320001
B140041,40.6719967995,-73.8774106906,320002
B140041,40.672130306,-73.8764875802,320003
B140041,40.6721801574,-73.8761360058,320004
B140041,40.6721801574,-73.8761360058,330001
B140041,40.6722610604,-73.8755644712,330002
B140041,40.6723863218,-73.8746449739,330003
B140041,40.6723890233,-73.8746053143,330004
B140041,40.6725115679,-73.8737182633,330005
B140041,40.6725115679,-73.8737182633,340001
B140041,40.6725115679,-73.8737182633,340002
B140041,40.672642308,-73.8728023535,340003
B140041,40.672754,-73.8720414907,340004
B140041,40.6728629462,-73.8712842356,340005
B140041,40.6728629462,-73.8712842356,340006
B140041,40.6728629462,-73.8712842356,350001
B140041,40.6728984466,-73.8711219429,350002
B140041,40.6730101356,-73.8703682843,350003
B140041,40.6731130862,-73.8696586212,350004
B140041,40.6731130862,-73.8696586212,360001
B140041,40.6731435897,-73.8694487508,360002
B140041,40.6732770323,-73.8685256086,360003
B140041,40.6734104676,-73.8676024627,360004
B140041,40.6735438829,-73.8666684981,360005
B140041,40.6735882688,-73.8663634246,360006
B140041,40.6735882688,-73.8663634246,370001
B140041,40.6736773117,-73.8657525549,370002
B140041,40.6738243892,-73.8647788997,370003
B140041,40.673860039,-73.8645181834,370004
B140041,40.673860039,-73.8645181834,380001
B140041,40.6739414025,-73.863920663,380002
B140041,40.6740720518,-73.8629938993,380003
B140041,40.6742081917,-73.8620743307,380004
B140041,40.6739086478,-73.8619999654,380005
B140041,40.6739086478,-73.8619999654,390001
B140041,40.6726651699,-73.8616917898,390002
B140041,40.6711413685,-73.8613164363,390003
B140041,40.6708651693,-73.8612542858,390004
B140041,40.6708651693,-73.8612542858,400001
B140041,40.6706005016,-73.8611949957,400002
B140041,40.6699863017,-73.8610344172,400003
B140041,40.6699863017,-73.8610344172,410001
B140041,40.6698893805,-73.8610090249,410002
B140041,40.6697987726,-73.86098398,410003
B140041,40.6696505073,-73.8609446362,410004
B140041,40.6695626442,-73.8609195857,410005
B140041,40.6680415802,-73.8605406569,410006
B140041,40.668033525,-73.8606884673,410007
B140041,40.6679962422,-73.860953492,410008
B140041,40.6679962422,-73.860953492,420001
B140041,40.6679246658,-73.8614601037,420002
B140041,40.6677830885,-73.8624192499,420003
B140041,40.6676620067,-73.8623881388,420004
B140041,40.6676620067,-73.8623881388,430001
B140041,40.6666216933,-73.86212246,430002
B140041,40.6662537992,-73.8620439187,430003
B140041,40.6662197781,-73.8622847779,430004
B140041,40.6662197781,-73.8622847779,440001
B140041,40.6660414957,-73.8635438769,440002
B140041,40.6652892107,-73.8633615826,440003
B140041,40.6648059985,-73.8632508315,440004
B140041,40.6647235697,-73.8631789097,440005
B140041,40.6646959977,-73.8630744346,440006
B140041,40.6646959925,-73.8630701091,440007
B150219,40.699909328,-73.9414350182,10001
B150219,40.6992916926,-73.9413093365,10002
B150219,40.6985395472,-73.9411513185,10003
B150219,40.6983720928,-73.9411045836,10004
B150219,40.6982156255,-73.9410737073,10005
B150219,40.6982156255,-73.9410737073,20001
B150219,40.6964360156,-73.940722228,20002
B150219,40.6964360156,-73.940722228,30001
B150219,40.6963544878,-73.9407060724,30002
B150219,40.6956160688,-73.9405552683,30003
B150219,40.694880398,-73.9404116775,30004
B150219,40.6945817367,-73.9403517216,30005
B150219,40.6945817367,-73.9403517216,40001
B150219,40.6941474699,-73.9402644812,40002
B150219,40.6934145415,-73.9401172882,40003
B150219,40.6931051743,-73.940055181,40004
B150219,40.6931051743,-73.940055181,50001
B150219,40.6926816129,-73.9399700984,50002
B150219,40.6923640112,-73.939908,50003
B150219,40.6923640112,-73.939908,60001
B150219,40.6919486858,-73.9398265179,60002
B150219,40.6912185015,-73.9396793321,60003
B150219,40.6908937625,-73.9396158005,60004
B150219,40.6908937625,-73.9396158005,70001
B150219,40.6904855739,-73.9395357579,70002
B150219,40.6897553891,-73.9393885785,70003
B150219,40.6890224591,-73.9392414048,70004
B150219,40.6886925042,-73.9391768004,70005
B150219,40.6886925042,-73.9391768004,80001
B150219,40.6882895309,-73.9390978401,80002
B150219,40.6875566005,-73.9389506729,80003
B150219,40.6872186838,-73.9388828335,80004
B150219,40.6872186838,-73.9388828335,90001
B150219,40.6868236698,-73.9388035088,90002
B150219,40.686087996,-73.9386599563,90003
B150219,40.6857635298,-73.9385946314,90004
B150219,40.6857635298,-73.9385946314,100001
B150219,40.6853578096,-73.9385127961,100002
B150219,40.6846248801,-73.9383692474,100003
B150219,40.6842993157,-73.9383039264,100004
B150219,40.6842993157,-73.9383039264,110001
B150219,40.6838919484,-73.9382220962,110002
B150219,40.6832701933,-73.9381004444,110003
B150219,40.6832701933,-73.9381004444,120001
B150219,40.6831590184,-73.9380785538,120002
B150219,40.6824260862,-73.9379314091,120003
B150219,40.6817826447,-73.9378054563,120004
B150219,40.6817826447,-73.9378054563,130001
B150219,40.6816931557,-73.9377878731,130002
B150219,40.6809629678,-73.9376407322,130003
B150219,40.6798770208,-73.9374257867,130004
B150219,40.6798770208,-73.9374257867,140001
B150219,40.6797304343,-73.9373967209,140002
B150219,40.6797858899,-73.9384350104,140003
B150219,40.6793401627,-73.9384783253,140004
B150219,40.6793401627,-73.9384783253,150001
B150219,40.6790338623,-73.9385078109,150002
B150219,40.6779222872,-73.9386133881,150003
B150219,40.6778975843,-73.9386134109,150004
B150219,40.6778179899,-73.9386206946,150005
B150219,40.677768586,-73.9386243454,150006
B150219,40.6774804,-73.9386520103,150007
B150219,40.6774804,-73.9386520103,160001
B150219,40.6770494933,-73.938693506,160002
B150219,40.6762700176,-73.9387663258,160003
B150219,40.6762461767,-73.9383247155,160004
B150219,40.6762461767,-73.9383247155,170001
B150219,40.6761280583,-73.9361411824,170002
B150219,40.6761280583,-73.9361411824,180001
B150219,40.6761202932,-73.9359977047,180002
B150219,40.6759677554,-73.9332254936,180003
B150219,40.675945282,-73.932812006,180004
B150219,40.675945282,-73.932812006,190001
B150219,40.6758178977,-73.9304568975,190002
B150219,40.6757940354,-73.9300325978,190003
B150219,40.6757940354,-73.9300325978,200001
B150219,40.6756735871,-73.9278862294,200002
B150219,40.6756735871,-73.9278862294,210001
B150219,40.6756624838,-73.9276883198,210002
B150219,40.6748857597,-73.9277612637,210003
B150219,40.6745819308,-73.9277886309,210004
B150219,40.6745819308,-73.9277886309,220001
B150219,40.6739965044,-73.9278415378,220002
B150219,40.673969019,-73.9273455143,220003
B150219,40.673969019,-73.9273455143,230001
B150219,40.6738437794,-73.9250838538,230002
B150219,40.6732171834,-73.9251379116,230003
B150219,40.6732171834,-73.9251379116,240001
B150219,40.6729545236,-73.9251605573,240002
B150219,40.6720625275,-73.9252444718,240003
B150219,40.671705729,-73.9252780369,240004
B150219,40.671705729,-73.9252780369,250001
B150219,40.6711677865,-73.925328387,250002
B150219,40.6702785348,-73.9254122939,250003
B150219,40.6702563126,-73.9250060535,250004
B150219,40.6702563126,-73.9250060535,260001
B150219,40.6701248942,-73.9226043025,260002
B150219,40.6701248942,-73.9226043025,270001
B150219,40.670117391,-73.9224673277,270002
B150219,40.6692747976,-73.9225440076,270003
B150219,40.6686514998,-73.9226034889,270004
B150219,40.6686514998,-73.9226034889,280001
B150219,40.6685474796,-73.9226133424,280002
B150219,40.6684102508,-73.9226279206,280003
B150219,40.6683361468,-73.922635216,280004
B150219,40.6681275588,-73.9226570863,280005
B150219,40.6673645586,-73.9227264599,280006
B150219,40.6670983327,-73.922752001,280007
B150219,40.6670379454,-73.9227484663,280008
B150219,40.6668762507,-73.9227075605,280009
B150219,40.6668762507,-73.9227075605,290001
B150219,40.6653468775,-73.9223214807,290002
B150219,40.665053685,-73.9222464869,290003
B150219,40.665053685,-73.9222464869,300001
B150219,40.6646166415,-73.9221348953,300002
B150219,40.6643750796,-73.9221027366,300003
B150219,40.6642515624,-73.9220992764,300004
B150219,40.6638422904,-73.9216564019,300005
B150219,40.6633121403,-73.9210586838,300006
B150219,40.6630731518,-73.9207778195,300007
B150219,40.6628045122,-73.9204869002,300008
B150219,40.6628045122,-73.9204869002,310001
B150219,40.6624578617,-73.9201117332,310002
B150219,40.6621227335,-73.9197300683,310003
B150219,40.661993626,-73.9195824436,310004
B150219,40.661881002,-73.9194564259,310005
B150219,40.661653009,-73.9192043951,310006
B150219,40.6613739189,-73.9188904331,310007
B150219,40.6613739189,-73.9188904331,320001
B150219,40.6612656889,-73.9187687376,320002
B150219,40.661117354,-73.9186031184,320003
B150219,40.6607245548,-73.9181854962,320004
B150219,40.6607053132,-73.9181458723,320005
B150219,40.6600515369,-73.9174186086,320006
B150219,40.6597729916,-73.9171057422,320007
B150219,40.6597729916,-73.9171057422,330001
B150219,40.6597438734,-73.9170729795,330002
B150219,40.6585489173,-73.9157264921,330003
B150219,40.6584170704,-73.9155933033,330004
B150219,40.6583731196,-73.9155465044,330005
B150219,40.6581374235,-73.9152822557,330006
B150219,40.6581374235,-73.9152822557,340001
B150219,40.6573622037,-73.9144124796,340002
B150219,40.6570023535,-73.9140309044,340003
B150219,40.6567825827,-73.9137788999,340004
