shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
B460180,40.6888902745,-73.930244221,380001
B460180,40.6892973714,-73.9303238454,380002
B460180,40.6900303127,-73.9304709216,380003
B460180,40.690760509,-73.930618004,380004
B460180,40.6910374884,-73.9306721658,380005
B460180,40.6910374884,-73.9306721658,390001
B460180,40.6914934476,-73.9307614807,390002
B460180,40.6921231725,-73.9308877587,390003
B460180,40.6921231725,-73.9308877587,400001
B460180,40.6922263881,-73.9309085667,400002
B460180,40.6929593262,-73.9310520498,400003
B460180,40.6935917976,-73.9311819365,400004
B460180,40.6935917976,-73.9311819365,410001
B460180,40.6936922684,-73.9312027482,410002
B460180,40.6944801099,-73.9313606058,410003
B460180,40.6947601229,-73.9314396531,410004
B460180,40.6948479638,-73.9314539874,410005
B460180,40.6948545581,-73.9314655204,410006
B460180,40.6948545581,-73.9314655204,420001
B460180,40.6950265641,-73.9317747535,420002
B460180,40.6951144883,-73.9319297294,420003
B460180,40.6953562845,-73.9323658321,420004
B460180,40.6957903973,-73.9331190913,420005
B460180,40.6959764125,-73.9334550052,420006
B460180,40.6959764125,-73.9334550052,430001
B460180,40.6961833089,-73.9338291263,430002
B460180,40.6963564047,-73.9341354857,430003
B460180,40.6967355595,-73.9347986646,430004
B460180,40.6969855731,-73.9352239615,430005
B460180,40.6971504329,-73.9355339424,430006
B460180,40.6971586773,-73.9355519659,430007
B460180,40.6971825813,-73.9355959395,430008
B460180,40.6971825813,-73.9355959395,440001
B460180,40.6974059593,-73.9360061213,440002
B460180,40.6976147731,-73.9363881905,440003
B460180,40.6978290691,-73.9367594378,440004
B460180,40.6980175421,-73.9370921241,440005
B460180,40.6980175421,-73.9370921241,450001
B460180,40.6981862331,-73.9373902099,450002
B460180,40.6984032785,-73.9377758865,450003
B460180,40.6986148156,-73.9381291134,450004
B460180,40.6986642716,-73.9382228332,450005
B460180,40.6989005602,-73.9386698061,450006
B460180,40.6990351762,-73.9389004915,450007
B460180,40.6992148632,-73.9392396893,450008
B460180,40.6992148632,-73.9392396893,460001
B460180,40.699441806,-73.9396682853,460002
B460180,40.6995269634,-73.9398016458,460003
B460180,40.699873126,-73.9404216407,460004
B460180,40.6999363021,-73.9405117453,460005
B460180,40.7002797253,-73.9411497824,460006
B460180,40.7006212044,-73.9417499597,460007
B460180,40.7006212044,-73.9417499597,470001
B460180,40.7007247739,-73.9419319967,470002
B460180,40.7008895956,-73.9422023402,470003
B460180,40.7014225087,-73.9430638371,470004
B460180,40.701518659,-73.9432332617,470005
B460180,40.7018620441,-73.9438244429,470006
B460180,40.7019609433,-73.9440046872,470007
B460180,40.7021642374,-73.9443795989,470008
B460180,40.7022900535,-73.9445994947,470009
B460180,40.7022900535,-73.9445994947,480001
B460180,40.7023125796,-73.9446391483,480002
B460180,40.7027603628,-73.9454502602,480003
B460180,40.7029271112,-73.9457494719,480004
B460180,40.7029271112,-73.9457494719,490001
B460180,40.7029856238,-73.9458540159,490002
B460180,40.7032081353,-73.9462505633,490003
B460180,40.7036641364,-73.9470508705,490004
B460180,40.7041201401,-73.947869222,490005
B460180,40.7044302737,-73.9484247697,490006
B460180,40.7044302737,-73.9484247697,500001
B460180,40.7045651492,-73.9486659531,500002
B460180,40.7050183903,-73.9494699019,500003
B460180,40.7050939297,-73.9496032933,500004
B460180,40.7050939297,-73.9496032933,510001
B460180,40.7052271529,-73.9498376299,510002
B460180,40.7053645115,-73.9501152452,510003
B460180,40.7054579066,-73.9502846921,510004
B460180,40.7058424606,-73.950955263,510005
B460180,40.705913878,-73.9510814472,510006
B460180,40.7062135601,-73.9516229659,510007
B460180,40.7062135601,-73.9516229659,520001
B460180,40.7063368932,-73.9518457759,520002
B460180,40.7063588784,-73.9519106822,520003
B460180,40.7064880441,-73.952300123,520004
B460180,40.7065594973,-73.9525164799,520005
B460180,40.7067161292,-73.952956399,520006
B460180,40.706979949,-73.9537533207,520007
B460180,40.7070472673,-73.9539321726,520008
B460180,40.7070472673,-73.9539321726,530001
B460180,40.7070788657,-73.9540165505,530002
B460180,40.7075927348,-73.9555418962,530003
B460180,40.7077466076,-73.9559746173,530004
B460180,40.7080103888,-73.9567246738,530005
B460180,40.7081779971,-73.9572006742,530006
B460180,40.7082302037,-73.9573521301,530007
B460180,40.7084252846,-73.9579038611,530008
B460180,40.708567884,-73.9583063021,530009
B460180,40.708567884,-73.9583063021,540001
B460180,40.7089033578,-73.9592525499,540002
B460180,40.7089665509,-73.9594328578,540003
B460180,40.7090160098,-73.9595843188,540004
B460180,40.7090709593,-73.9597393838,540005
B460180,40.7091094451,-73.9599088866,540006
B460180,40.7091890782,-73.9600098331,540007
B460180,40.7092659364,-73.9600242148,540008
B460180,40.7092933802,-73.9600133775,540009
B460180,40.7093235675,-73.9599989316,540010
B460180,40.7094031492,-73.9599519934,540011
B460180,40.709452546,-73.959926715,540012
B460180,40.709485458,-73.9598545561,540013
B460180,40.7094771885,-73.9597535662,540014
B460180,40.709409326,-73.9595624386,540015
B460181,40.6094881009,-73.9219337607,10001
B460181,40.6098364053,-73.9223248446,10002
B460181,40.6099380378,-73.9224363754,10003
B460181,40.6103555679,-73.9229149035,10004
B460181,40.6108225381,-73.9234474053,10005
B460181,40.6114301441,-73.9241389479,10006
B460181,40.6114301441,-73.9241389479,20001
B460181,40.6115339749,-73.9242569646,20002
B460181,40.6122536545,-73.925088142,20003
B460181,40.612311349,-73.9251709166,20004
B460181,40.6125969521,-73.9253939033,20005
B460181,40.6130748922,-73.9259300299,20006
B460181,40.613363331,-73.9262970899,20007
B460181,40.6135225286,-73.9262969142,20008
B460181,40.6143575515,-73.9263874784,20009
B460181,40.6143575515,-73.9263874784,30001
B460181,40.6144777815,-73.9264003124,30002
B460181,40.6165120833,-73.9266177875,30003
B460181,40.6165120833,-73.9266177875,40001
B460181,40.616610628,-73.926628485,40002
B460181,40.6189493464,-73.9268780589,40003
B460181,40.6192801157,-73.9269133572,40004
B460181,40.6192801157,-73.9269133572,50001
B460181,40.6213566878,-73.9271347798,50002
B460181,40.6216685166,-73.92716794,50003
B460181,40.6216685166,-73.92716794,60001
B460181,40.6231079791,-73.9273201871,60002
B460181,40.6235609004,-73.9273701263,60003
B460181,40.6239166488,-73.9274082842,60004
B460181,40.6239166488,-73.9274082842,70001
B460181,40.6256915474,-73.9275987236,70002
B460181,40.6256915474,-73.9275987236,80001
B460181,40.6258227569,-73.9276126307,80002
B460181,40.6262098009,-73.9276590429,80003
B460181,40.6281669627,-73.9278658702,80004
B460181,40.6285007509,-73.9279015353,80005
B460181,40.6285007509,-73.9279015353,90001
B460181,40.6305056755,-73.9281155308,90002
B460181,40.6308616976,-73.928153336,90003
B460181,40.6308616976,-73.928153336,100001
B460181,40.632847132,-73.9283652058,100002
B460181,40.6331748811,-73.9284005221,100003
B460181,40.6331748811,-73.9284005221,110001
B460181,40.6339451186,-73.9284829221,110002
B460181,40.6341290301,-73.9285007395,110003
B460181,40.6343266678,-73.9285221451,110004
B460181,40.6351885873,-73.9286148984,110005
B460181,40.6366983173,-73.9287754195,110006
B460181,40.6368602705,-73.9287932618,110007
B460181,40.637455928,-73.9288574814,110008
B460181,40.6397946363,-73.9291072114,110009
B460181,40.6420210725,-73.9293415836,110010
B460181,40.6420210725,-73.9293415836,120001
B460181,40.6421333412,-73.9293533557,120002
B460181,40.6444336182,-73.9295995577,120003
B460181,40.6463194062,-73.92980297,120004
B460181,40.648180486,-73.9299992124,120005
B460181,40.6501074464,-73.930206208,120006
B460181,40.6517324609,-73.9303810961,120007
B460181,40.6521184015,-73.9304221377,120008
B460181,40.6521184015,-73.9304221377,130001
B460181,40.6538049016,-73.9306023782,130002
B460181,40.655336586,-73.9307665703,130003
B460181,40.656610246,-73.9309058084,130004
B460181,40.6582956455,-73.9310842724,130005
B460181,40.6586706055,-73.9311238917,130006
B460181,40.6586706055,-73.9311238917,140001
B460181,40.6605931675,-73.9313269922,140002
B460181,40.6613315588,-73.9314055279,140003
B460181,40.6620507344,-73.9314804806,140004
B460181,40.6627534413,-73.9315554519,140005
B460181,40.6632118419,-73.9315946305,140006
B460181,40.6633051684,-73.9316017438,140007
B460181,40.6635576918,-73.9316086938,140008
B460181,40.6639488014,-73.9315740501,140009
B460181,40.6639488014,-73.9315740501,150001
B460181,40.6643426559,-73.9315394031,150002
B460181,40.6652346574,-73.9314555826,150003
B460181,40.6661266716,-73.9313933875,150004
B460181,40.6662089975,-73.9313644659,150005
B460181,40.6670131725,-73.9312915451,150006
B460181,40.6678255773,-73.9312114047,150007
B460181,40.6684790701,-73.9311487292,150008
B460181,40.6684790701,-73.9311487292,160001
B460181,40.6685858357,-73.9311385257,160002
B460181,40.6687971722,-73.9311202837,160003
B460181,40.6690112514,-73.931098434,160004
B460181,40.6697385767,-73.9310327961,160005
B460181,40.6705811735,-73.930952618,160006
B460181,40.6709379737,-73.9309190838,160007
B460181,40.6709379737,-73.9309190838,170001
B460181,40.6714731739,-73.9308687818,170002
B460181,40.6723624294,-73.9307849462,170003
B460181,40.6732571721,-73.9306974976,170004
B460181,40.6741464273,-73.9306136575,170005
B460181,40.675038427,-73.9305298122,170006
B460181,40.6758178977,-73.9304568975,170007
B460181,40.6765973682,-73.9303839811,170008
B460181,40.6773082238,-73.9303183451,170009
B460181,40.6773686065,-73.9303146768,170010
B460181,40.6774454557,-73.9303073861,170011
B460181,40.6774811355,-73.9303037436,170012
B460181,40.6777775529,-73.9302745918,170013
B460181,40.6780382621,-73.9302022141,170014
B460181,40.6781974083,-73.9301191264,170015
B460181,40.6783181254,-73.9300324733,170016
B460181,40.678548552,-73.9298123091,170017
B460181,40.6791676527,-73.9291699107,170018
B460181,40.6791676527,-73.9291699107,180001
B460181,40.6792754531,-73.9290580311,180002
B460181,40.6794866689,-73.9288450916,180003
B460181,40.6797473012,-73.9286501245,180004
B460181,40.6798351113,-73.928613977,180005
B460181,40.6801232671,-73.9285415612,180006
B460181,40.6802852061,-73.9285377823,180007
B460181,40.6805075501,-73.9285663871,180008
B460181,40.6809742208,-73.9286632335,180009
B460181,40.6810648204,-73.9286991908,180010
B460181,40.6812350138,-73.9287278523,180011
B460181,40.6813365702,-73.9287277437,180012
B460181,40.681498536,-73.9287672305,180013
B460181,40.6819130603,-73.9288713463,180014
B460181,40.6819679534,-73.9288676823,180015
B460181,40.6820969641,-73.9288783611,180016
B460181,40.682253447,-73.928928671,180017
B460181,40.6827036376,-73.9290075125,180018
B460181,40.6827585351,-73.9290110595,180019
B460181,40.6829616811,-73.9290649261,180020
B460181,40.6831593309,-73.9291079823,180021
B460181,40.683197771,-73.9291295747,180022
B460181,40.6833789477,-73.9291654376,180023
B460181,40.6834365767,-73.9291473486,180024
B460181,40.6839142369,-73.9292622195,180025
B460181,40.6841667952,-73.9293268522,180026
B460181,40.684224422,-73.9293051576,180027
B460181,40.6844703899,-73.9293651105,180028
B460181,40.6844703899,-73.9293651105,190001
B460181,40.6846663956,-73.9294128576,190002
B460181,40.6848420893,-73.9294595447,190003
B460181,40.6849052034,-73.9294342385,190004
B460181,40.6856326722,-73.9296065408,190005
B460181,40.6857177533,-73.929595634,190006
B460181,40.6858852126,-73.929642331,190007
B460181,40.6863079725,-73.9297500561,190008
B460181,40.6863656059,-73.9297391783,190009
B460181,40.6870985504,-73.9298898474,190010
B460181,40.6878314925,-73.9300369141,190011
B460181,40.6885644321,-73.9301803781,190012
B460181,40.6888902745,-73.930244221,190013
B460181,40.6888902745,-73.930244221,200001
B460181,40.6892973714,-73.9303238454,200002
B460181,40.6900303127,-73.9304709216,200003
B460181,40.690760509,-73.930618004,200004
B460181,40.6914934476,-73.9307614807,200005
B460181,40.6922263881,-73.9309085667,200006
B460181,40.6929593262,-73.9310520498,200007
B460181,40.6935917976,-73.9311819365,200008
B460181,40.6935917976,-73.9311819365,210001
B460181,40.6936922684,-73.9312027482,210002
B460181,40.6944801099,-73.9313606058,210003
B460181,40.6947601229,-73.9314396531,210004
B460181,40.6948479638,-73.9314539874,210005
B460181,40.6948545581,-73.9314655204,210006
B460181,40.6948545581,-73.9314655204,220001
B460181,40.6950265641,-73.9317747535,220002
B460181,40.6951144883,-73.9319297294,220003
B460181,40.6953562845,-73.9323658321,220004
B460181,40.6957903973,-73.9331190913,220005
B460181,40.6959764125,-73.9334550052,220006
B460181,40.6959764125,-73.9334550052,230001
B460181,40.6961833089,-73.9338291263,230002
B460181,40.6963564047,-73.9341354857,230003
B460181,40.6967355595,-73.9347986646,230004
B460181,40.6969855731,-73.9352239615,230005
B460181,40.6971504329,-73.9355339424,230006
B460181,40.6971586773,-73.9355519659,230007
B460181,40.6971825813,-73.9355959395,230008
B460181,40.6971825813,-73.9355959395,240001
B460181,40.6974059593,-73.9360061213,240002
B460181,40.6976147731,-73.9363881905,240003
B460181,40.6978290691,-73.9367594378,240004
B460181,40.6980175421,-73.9370921241,240005
B460181,40.6980175421,-73.9370921241,250001
B460181,40.6981862331,-73.9373902099,250002
B460181,40.6984032785,-73.9377758865,250003
B460181,40.6986148156,-73.9381291134,250004
B460181,40.6986642716,-73.9382228332,250005
B460181,40.6989005602,-73.9386698061,250006
B460181,40.6990351762,-73.9389004915,250007
B460181,40.6992148632,-73.9392396893,250008
B460181,40.6992148632,-73.9392396893,260001
B460181,40.699441806,-73.9396682853,260002
B460181,40.6995269634,-73.9398016458,260003
B460181,40.699873126,-73.9404216407,260004
B460181,40.6999363021,-73.9405117453,260005
B460181,40.7002797253,-73.9411497824,260006
B460181,40.7006212044,-73.9417499597,260007
B460181,40.7006212044,-73.9417499597,270001
B460181,40.7007247739,-73.9419319967,270002
B460181,40.7008895956,-73.9422023402,270003
B460181,40.7014225087,-73.9430638371,270004
B460181,40.701518659,-73.9432332617,270005
B460181,40.7018620441,-73.9438244429,270006
B460181,40.7019609433,-73.9440046872,270007
B460181,40.7021642374,-73.9443795989,270008
B460181,40.7022900535,-73.9445994947,270009
B460181,40.7022900535,-73.9445994947,280001
B460181,40.7023125796,-73.9446391483,280002
B460181,40.7027603628,-73.9454502602,280003
B460181,40.7029271112,-73.9457494719,280004
B460181,40.7029271112,-73.9457494719,290001
B460181,40.7029856238,-73.9458540159,290002
B460181,40.7032081353,-73.9462505633,290003
B460181,40.7036641364,-73.9470508705,290004
B460181,40.7041201401,-73.947869222,290005
B460181,40.7044302737,-73.9484247697,290006
B460181,40.7044302737,-73.9484247697,300001
B460181,40.7045651492,-73.9486659531,300002
B460181,40.7050183903,-73.9494699019,300003
B460181,40.7050939297,-73.9496032933,300004
B460181,40.7050939297,-73.9496032933,310001
B460181,40.7052271529,-73.9498376299,310002
B460181,40.7053645115,-73.9501152452,310003
B460181,40.7054579066,-73.9502846921,310004
B460181,40.7058424606,-73.950955263,310005
B460181,40.705913878,-73.9510814472,310006
B460181,40.7062135601,-73.9516229659,310007
B460181,40.7062135601,-73.9516229659,320001
B460181,40.7063368932,-73.9518457759,320002
B460181,40.7063588784,-73.9519106822,320003
B460181,40.7064880441,-73.952300123,320004
B460181,40.7065594973,-73.9525164799,320005
B460181,40.7067161292,-73.952956399,320006
B460181,40.706979949,-73.9537533207,320007
B460181,40.7070472673,-73.9539321726,320008
B460181,40.7070472673,-73.9539321726,330001
B460181,40.7070788657,-73.9540165505,330002
B460181,40.7075927348,-73.9555418962,330003
B460181,40.7077466076,-73.9559746173,330004
B460181,40.7080103888,-73.9567246738,330005
B460181,40.7081779971,-73.9572006742,330006
B460181,40.7082302037,-73.9573521301,330007
B460181,40.7084252846,-73.9579038611,330008
B460181,40.708567884,-73.9583063021,330009
B460181,40.708567884,-73.9583063021,340001
B460181,40.7089033578,-73.9592525499,340002
B460181,40.7089665509,-73.9594328578,340003
B460181,40.7090160098,-73.9595843188,340004
B460181,40.7090709593,-73.9597393838,340005
B460181,40.7091094451,-73.9599088866,340006
B460181,40.7091890782,-73.9600098331,340007
B460181,40.7092659364,-73.9600242148,340008
B460181,40.7092933802,-73.9600133775,340009
B460181,40.7093235675,-73.9599989316,340010
B460181,40.7094031492,-73.9599519934,340011
B460181,40.709452546,-73.959926715,340012
B460181,40.709485458,-73.9598545561,340013
B460181,40.7094771885,-73.9597535662,340014
B460181,40.709409326,-73.9595624386,340015
B460182,40.6192801157,-73.9269133572,10001
B460182,40.6213566878,-73.9271347798,10002
B460182,40.6216685166,-73.92716794,10003
B460182,40.6216685166,-73.92716794,20001
B460182,40.6231079791,-73.9273201871,20002
B460182,40.6235609004,-73.9273701263,20003
B460182,40.6239166488,-73.9274082842,20004
B460182,40.6239166488,-73.9274082842,30001
B460182,40.6256915474,-73.9275987236,30002
B460182,40.6256915474,-73.9275987236,40001
B460182,40.6258227569,-73.9276126307,40002
B460182,40.6262098009,-73.9276590429,40003
B460182,40.6281669627,-73.9278658702,40004
B460182,40.6285007509,-73.9279015353,40005
B460182,40.6285007509,-73.9279015353,50001
B460182,40.6305056755,-73.9281155308,50002
B460182,40.6308616976,-73.928153336,50003
B460182,40.6308616976,-73.928153336,60001
B460182,40.632847132,-73.9283652058,60002
B460182,40.6331748811,-73.9284005221,60003
B460182,40.6331748811,-73.9284005221,70001
B460182,40.6339451186,-73.9284829221,70002
B460182,40.6341290301,-73.9285007395,70003
B460182,40.6343266678,-73.9285221451,70004
B460182,40.6351885873,-73.9286148984,70005
B460182,40.6366983173,-73.9287754195,70006
B460182,40.6368602705,-73.9287932618,70007
B460182,40.637455928,-73.9288574814,70008
B460182,40.6397946363,-73.9291072114,70009
B460182,40.6420210725,-73.9293415836,70010
B460182,40.6420210725,-73.9293415836,80001
B460182,40.6421333412,-73.9293533557,80002
B460182,40.6444336182,-73.9295995577,80003
B460182,40.6463194062,-73.92980297,80004
B460182,40.648180486,-73.9299992124,80005
B460182,40.6501074464,-73.930206208,80006
B460182,40.6517324609,-73.9303810961,80007
B460182,40.6521184015,-73.9304221377,80008
B460182,40.6521184015,-73.9304221377,90001
B460182,40.6538049016,-73.9306023782,90002
B460182,40.655336586,-73.9307665703,90003
B460182,40.656610246,-73.9309058084,90004
B460182,40.6582956455,-73.9310842724,90005
B460182,40.6586706055,-73.9311238917,90006
B460182,40.6586706055,-73.9311238917,100001
B460182,40.6605931675,-73.9313269922,100002
B460182,40.6613315588,-73.9314055279,100003
B460182,40.6620507344,-73.9314804806,100004
B460182,40.6627534413,-73.9315554519,100005
B460182,40.6632118419,-73.9315946305,100006
B460182,40.6633051684,-73.9316017438,100007
B460182,40.6635576918,-73.9316086938,100008
B460182,40.6639488014,-73.9315740501,100009
B460182,40.6639488014,-73.9315740501,110001
B460182,40.6643426559,-73.9315394031,110002
B460182,40.6652346574,-73.9314555826,110003
B460182,40.6661266716,-73.9313933875,110004
B460182,40.6662089975,-73.9313644659,110005
B460182,40.6670131725,-73.9312915451,110006
B460182,40.6678255773,-73.9312114047,110007
B460182,40.6684790701,-73.9311487292,110008
B460182,40.6684790701,-73.9311487292,120001
B460182,40.6685858357,-73.9311385257,120002
B460182,40.6687971722,-73.9311202837,120003
B460182,40.6690112514,-73.931098434,120004
B460182,40.6697385767,-73.9310327961,120005
B460182,40.6705811735,-73.930952618,120006
B460182,40.6709379737,-73.9309190838,120007
B460182,40.6709379737,-73.9309190838,130001
B460182,40.6714731739,-73.9308687818,130002
B460182,40.6723624294,-73.9307849462,130003
B460182,40.6732571721,-73.9306974976,130004
B460182,40.6741464273,-73.9306136575,130005
B460182,40.675038427,-73.9305298122,130006
B460182,40.6758178977,-73.9304568975,130007
B460182,40.6765973682,-73.9303839811,130008
B460182,40.6773082238,-73.9303183451,130009
B460182,40.6773686065,-73.9303146768,130010
B460182,40.6774454557,-73.9303073861,130011
B460182,40.6774811355,-73.9303037436,130012
B460182,40.6777775529,-73.9302745918,130013
B460182,40.6780382621,-73.9302022141,130014
B460182,40.6781974083,-73.9301191264,130015
B460182,40.6783181254,-73.9300324733,130016
B460182,40.678548552,-73.9298123091,130017
B460182,40.6791676527,-73.9291699107,130018
B460182,40.6791676527,-73.9291699107,140001
B460182,40.6792754531,-73.9290580311,140002
B460182,40.6794866689,-73.9288450916,140003
B460182,40.6797473012,-73.9286501245,140004
B460182,40.6798351113,-73.928613977,140005
B460182,40.6801232671,-73.9285415612,140006
B460182,40.6802852061,-73.9285377823,140007
B460182,40.6805075501,-73.9285663871,140008
B460182,40.6809742208,-73.9286632335,140009
B460182,40.6810648204,-73.9286991908,140010
B460182,40.6812350138,-73.9287278523,140011
B460182,40.6813365702,-73.9287277437,140012
B460182,40.681498536,-73.9287672305,140013
B460182,40.6819130603,-73.9288713463,140014
B460182,40.6819679534,-73.9288676823,140015
B460182,40.6820969641,-73.9288783611,140016
B460182,40.682253447,-73.928928671,140017
B460182,40.6827036376,-73.9290075125,140018
B460182,40.6827585351,-73.9290110595,140019
B460182,40.6829616811,-73.9290649261,140020
B460182,40.6831593309,-73.9291079823,140021
B460182,40.683197771,-73.9291295747,140022
B460182,40.6833789477,-73.9291654376,140023
B460182,40.6834365767,-73.9291473486,140024
B460182,40.6839142369,-73.9292622195,140025
B460182,40.6841667952,-73.9293268522,140026
B460182,40.684224422,-73.9293051576,140027
B460182,40.6844703899,-73.9293651105,140028
B460182,40.6844703899,-73.9293651105,150001
B460182,40.6846663956,-73.9294128576,150002
B460182,40.6848420893,-73.9294595447,150003
B460182,40.6849052034,-73.9294342385,150004
B460182,40.6856326722,-73.9296065408,150005
B460182,40.6857177533,-73.929595634,150006
B460182,40.6858852126,-73.929642331,150007
B460182,40.6863079725,-73.9297500561,150008
B460182,40.6863656059,-73.9297391783,150009
B460182,40.6870985504,-73.9298898474,150010
B460182,40.6878314925,-73.9300369141,150011
B460182,40.6885644321,-73.9301803781,150012
B460182,40.6888902745,-73.930244221,150013
B460182,40.6888902745,-73.930244221,160001
B460182,40.6892973714,-73.9303238454,160002
B460182,40.6900303127,-73.9304709216,160003
B460182,40.690760509,-73.930618004,160004
B460182,40.6914934476,-73.9307614807,160005
B460182,40.6922263881,-73.9309085667,160006
B460182,40.6929593262,-73.9310520498,160007
B460182,40.6935917976,-73.9311819365,160008
B460182,40.6935917976,-73.9311819365,170001
B460182,40.6936922684,-73.9312027482,170002
B460182,40.6944801099,-73.9313606058,170003
B460182,40.6947601229,-73.9314396531,170004
B460182,40.6948479638,-73.9314539874,170005
B460182,40.6948545581,-73.9314655204,170006
B460182,40.6948545581,-73.9314655204,180001
B460182,40.6950265641,-73.9317747535,180002
B460182,40.6951144883,-73.9319297294,180003
B460182,40.6953562845,-73.9323658321,180004
B460182,40.6957903973,-73.9331190913,180005
B460182,40.6959764125,-73.9334550052,180006
B460182,40.6959764125,-73.9334550052,190001
B460182,40.6961833089,-73.9338291263,190002
B460182,40.6963564047,-73.9341354857,190003
B460182,40.6967355595,-73.9347986646,190004
B460182,40.6969855731,-73.9352239615,190005
B460182,40.6971504329,-73.9355339424,190006
B460182,40.6971586773,-73.9355519659,190007
B460182,40.6971825813,-73.9355959395,190008
B460182,40.6971825813,-73.9355959395,200001
B460182,40.6974059593,-73.9360061213,200002
B460182,40.6976147731,-73.9363881905,200003
B460182,40.6978290691,-73.9367594378,200004
B460182,40.6980175421,-73.9370921241,200005
B460182,40.6980175421,-73.9370921241,210001
B460182,40.6981862331,-73.9373902099,210002
B460182,40.6984032785,-73.9377758865,210003
B460182,40.6986148156,-73.9381291134,210004
B460182,40.6986642716,-73.9382228332,210005
B460182,40.6989005602,-73.9386698061,210006
B460182,40.6990351762,-73.9389004915,210007
B460182,40.6992148632,-73.9392396893,210008
B460182,40.6992148632,-73.9392396893,220001
B460182,40.699441806,-73.9396682853,220002
B460182,40.6995269634,-73.9398016458,220003
B460182,40.699873126,-73.9404216407,220004
B460182,40.6999363021,-73.9405117453,220005
B460182,40.7002797253,-73.9411497824,220006
B460182,40.7006212044,-73.9417499597,220007
B460182,40.7006212044,-73.9417499597,230001
B460182,40.7007247739,-73.9419319967,230002
B460182,40.7008895956,-73.9422023402,230003
B460182,40.7014225087,-73.9430638371,230004
B460182,40.701518659,-73.9432332617,230005
B460182,40.7018620441,-73.9438244429,230006
B460182,40.7019609433,-73.9440046872,230007
B460182,40.7021642374,-73.9443795989,230008
B460182,40.7022900535,-73.9445994947,230009
B460182,40.7022900535,-73.9445994947,240001
B460182,40.7023125796,-73.9446391483,240002
B460182,40.7027603628,-73.9454502602,240003
B460182,40.7029271112,-73.9457494719,240004
B460182,40.7029271112,-73.9457494719,250001
B460182,40.7029856238,-73.9458540159,250002
B460182,40.7032081353,-73.9462505633,250003
B460182,40.7036641364,-73.9470508705,250004
B460182,40.7041201401,-73.947869222,250005
B460182,40.7044302737,-73.9484247697,250006
B460182,40.7044302737,-73.9484247697,260001
B460182,40.7045651492,-73.9486659531,260002
B460182,40.7050183903,-73.9494699019,260003
B460182,40.7050939297,-73.9496032933,260004
B460182,40.7050939297,-73.9496032933,270001
B460182,40.7052271529,-73.9498376299,270002
B460182,40.7053645115,-73.9501152452,270003
B460182,40.7054579066,-73.9502846921,270004
B460182,40.7058424606,-73.950955263,270005
B460182,40.705913878,-73.9510814472,270006
B460182,40.7062135601,-73.9516229659,270007
B460182,40.7062135601,-73.9516229659,280001
B460182,40.7063368932,-73.9518457759,280002
B460182,40.7063588784,-73.9519106822,280003
B460182,40.7064880441,-73.952300123,280004
B460182,40.7065594973,-73.9525164799,280005
B460182,40.7067161292,-73.952956399,280006
B460182,40.706979949,-73.9537533207,280007
B460182,40.7070472673,-73.9539321726,280008
B460182,40.7070472673,-73.9539321726,290001
B460182,40.7070788657,-73.9540165505,290002
B460182,40.7075927348,-73.9555418962,290003
B460182,40.7077466076,-73.9559746173,290004
B460182,40.7080103888,-73.9567246738,290005
B460182,40.7081779971,-73.9572006742,290006
B460182,40.7082302037,-73.9573521301,290007
B460182,40.7084252846,-73.9579038611,290008
B460182,40.708567884,-73.9583063021,290009
B460182,40.708567884,-73.9583063021,300001
B460182,40.7089033578,-73.9592525499,300002
B460182,40.7089665509,-73.9594328578,300003
B460182,40.7090160098,-73.9595843188,300004
B460182,40.7090709593,-73.9597393838,300005
B460182,40.7091094451,-73.9599088866,300006
B460182,40.7091890782,-73.9600098331,300007
B460182,40.7092659364,-73.9600242148,300008
B460182,40.7092933802,-73.9600133775,300009
B460182,40.7093235675,-73.9599989316,300010
B460182,40.7094031492,-73.9599519934,300011
B460182,40.709452546,-73.959926715,300012
B460182,40.709485458,-73.9598545561,300013
B460182,40.7094771885,-73.9597535662,300014
B460182,40.709409326,-73.9595624386,300015
B460183,40.7093939401,-73.9595191645,10001
B460183,40.7093617947,-73.9594290103,10002
B460183,40.7093096201,-73.95936051,10003
B460183,40.7092574672,-73.9593533279,10004
B460183,40.7091833728,-73.9593930494,10005
B460183,40.7091230008,-73.9594291556,10006
B460183,40.7090598841,-73.9594652634,10007
B460183,40.7089912639,-73.9594616982,10008
B460183,40.7089665509,-73.9594328578,10009
B460183,40.7089033578,-73.9592525499,10010
B460183,40.7084252846,-73.9579038611,10011
B460183,40.7082683958,-73.9574603124,10012
B460183,40.7082683958,-73.9574603124,20001
B460183,40.7082302037,-73.9573521301,20002
B460183,40.7081779971,-73.9572006742,20003
B460183,40.7080103888,-73.9567246738,20004
B460183,40.7077466076,-73.9559746173,20005
B460183,40.7075927348,-73.9555418962,20006
B460183,40.7071200857,-73.954138433,20007
B460183,40.7071200857,-73.954138433,30001
B460183,40.7070788657,-73.9540165505,30002
B460183,40.706979949,-73.9537533207,30003
B460183,40.7067161292,-73.952956399,30004
B460183,40.7065594973,-73.9525164799,30005
B460183,40.7064880441,-73.952300123,30006
B460183,40.7063588784,-73.9519106822,30007
B460183,40.7063368932,-73.9518457759,30008
B460183,40.705913878,-73.9510814472,30009
B460183,40.7058424606,-73.950955263,30010
B460183,40.705522457,-73.9503971744,30011
