stop_id,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station
301957,"PENNSYLVANIA AV/STANLEY AV",,  40.657310, -73.889496,,,0,
301958,"PENNSYLVANIA AV/LINDEN BL",,  40.658337, -73.890251,,,0,
301959,"PENNSYLVANIA AV/HEGEMAN AV",,  40.660233, -73.891762,,,0,
301960,"PENNSYLVANIA AV/NEW LOTS AV",,  40.662167, -73.893219,,,0,
301961,"PENNSYLVANIA AV/RIVERDALE AV",,  40.663097, -73.893501,,,0,
301962,"PENNSYLVANIA AV/LIVONIA AV",,  40.665218, -73.894051,,,0,
301963,"PENNSYLVANIA AV/DUMONT AV",,  40.666580, -73.894394,,,0,
301964,"PENNSYLVANIA AV/BLAKE AV",,  40.668118, -73.894783,,,0,
301965,"PENNSYLVANIA AV/SUTTER AV",,  40.669666, -73.895180,,,0,
301966,"PENNSYLVANIA AV/BELMONT AV",,  40.670902, -73.895500,,,0,
301967,"PENNSYLVANIA AV/PITKIN AV",,  40.672249, -73.895844,,,0,
301969,"PENNSYLVANIA AV/LIBERTY AV",,  40.674320, -73.896378,,,0,
301973,"JAMAICA AV/BROADWAY",,  40.677124, -73.900246,,,0,
301975,"BROADWAY/CONWAY ST",,  40.679466, -73.904305,,,0,
301976,"BROADWAY/EASTERN PY",,  40.679951, -73.905182,,,0,
301977,"BROADWAY/ABERDEEN ST",,  40.681187, -73.907288,,,0,
301978,"BROADWAY/GRANITE ST",,  40.682049, -73.908798,,,0,
301979,"BROADWAY/CHAUNCEY ST",,  40.682922, -73.910332,,,0,
301980,"BROADWAY/COOPER ST",,  40.683750, -73.911797,,,0,
301981,"DECATUR ST/BROADWAY",,  40.684204, -73.911949,,,0,
301982,"DECATUR ST/BUSHWICK AV",,  40.685638, -73.910553,,,0,
301983,"DECATUR ST/EVERGREEN AV",,  40.687138, -73.909081,,,0,
301984,"DECATUR ST/CENTRAL AV",,  40.688526, -73.907707,,,0,
301985,"DECATUR ST/WILSON AV",,  40.690006, -73.906250,,,0,
301986,"DECATUR ST/KNICKERBOCKER AV",,  40.691471, -73.904816,,,0,
302013,"IRVING AV/COVERT ST",,  40.693443, -73.904793,,,0,
302014,"SCHAEFER ST/KNICKERBOCKER AV",,  40.691483, -73.906128,,,0,
302015,"SCHAEFER ST/WILSON AV",,  40.690002, -73.907578,,,0,
302016,"SCHAEFER ST/CENTRAL AV",,  40.688499, -73.909058,,,0,
302017,"SCHAEFER ST/EVERGREEN AV",,  40.687054, -73.910477,,,0,
302018,"SCHAEFER ST/BROADWAY",,  40.684490, -73.912987,,,0,
302019,"BROADWAY/ROCKAWAY AV",,  40.683212, -73.911171,,,0,
302020,"BROADWAY/CHAUNCEY ST",,  40.682434, -73.909798,,,0,
302022,"BROADWAY/HULL ST",,  40.680210, -73.905914,,,0,
302028,"1 AV / 56 ST",,  40.647049, -74.022682,,,0,
302030,"PENNSYLVANIA AV/PITKIN AV",,  40.671577, -73.895905,,,0,
302031,"PENNSYLVANIA AV/BELMONT AV",,  40.670322, -73.895592,,,0,
302032,"PENNSYLVANIA AV/SUTTER AV",,  40.669083, -73.895264,,,0,
302033,"PENNSYLVANIA AV/BLAKE AV",,  40.667549, -73.894875,,,0,
302034,"PENNSYLVANIA AV/DUMONT AV",,  40.666035, -73.894493,,,0,
302035,"PENNSYLVANIA AV/LIVONIA AV",,  40.664291, -73.894051,,,0,
302036,"PENNSYLVANIA AV/RIVERDALE AV",,  40.662922, -73.893692,,,0,
302037,"PENNSYLVANIA AV/NEW LOTS AV",,  40.661560, -73.893013,,,0,
302038,"PENNSYLVANIA AV/HEGEMAN AV",,  40.659657, -73.891563,,,0,
302039,"PENNSYLVANIA AV/LINDEN BL",,  40.658112, -73.890434,,,0,
302040,"PENNSYLVANIA AV/STANLEY AV",,  40.656673, -73.889366,,,0,
302049,"LINDEN BL/ESSEX ST",,  40.664150, -73.877121,,,0,
302050,"LINDEN BL/ATKINS AV",,  40.665215, -73.874649,,,0,
302051,"LINDEN BL/LOGAN ST",,  40.666237, -73.872261,,,0,
302058,"PATCHEN AV/LAFAYETTE AV",,  40.692478, -73.927902,,,0,
302059,"BROADWAY/GREENE AV",,  40.691151, -73.925125,,,0,
302063,"BROADWAY/HALSEY ST",,  40.685452, -73.915108,,,0,
302064,"BROADWAY/MAC DONOUGH ST",,  40.684319, -73.913116,,,0,
302073,"ATLANTIC AV/PENNSYLVANIA AV",,  40.675640, -73.896370,,,0,
302074,"ATLANTIC AV/VERMONT ST",,  40.675827, -73.894485,,,0,
302075,"ATLANTIC AV/BRADFORD ST",,  40.676067, -73.892647,,,0,
302076,"ATLANTIC AV/VAN SICLEN AV",,  40.676342, -73.890984,,,0,
302077,"ATLANTIC AV/SCHENCK AV",,  40.676723, -73.889046,,,0,
302078,"ATLANTIC AV/WARWICK ST",,  40.677200, -73.886940,,,0,
302080,"ATLANTIC AV/ELTON ST",,  40.677921, -73.884201,,,0,
302081,"ATLANTIC AV/ESSEX ST",,  40.678467, -73.882393,,,0,
302082,"ATLANTIC AV/BERRIMAN ST",,  40.678970, -73.880608,,,0,
302086,"ATLANTIC AV/CRESCENT ST",,  40.681648, -73.871201,,,0,
302087,"ATLANTIC AV/AUTUMN AV",,  40.682167, -73.869392,,,0,
302088,"ATLANTIC AV/SHERIDAN AV",,  40.682663, -73.867653,,,0,
302166,"ATLANTIC AV/GRANT AV",,  40.682961, -73.867577,,,0,
302167,"BROADWAY/MADISON ST",,  40.688457, -73.920059,,,0,
302170,"ATLANTIC AV/CRESCENT ST",,  40.681721, -73.871925,,,0,
302172,"ATLANTIC AV/LOGAN ST",,  40.680004, -73.877968,,,0,
302173,"ATLANTIC AV/HALE AV",,  40.679398, -73.880074,,,0,
302174,"ATLANTIC AV/SHEPHERD AV",,  40.678879, -73.881905,,,0,
302175,"ATLANTIC AV/LINWOOD ST",,  40.678364, -73.883690,,,0,
302176,"ATLANTIC AV/CLEVELAND ST",,  40.677990, -73.885017,,,0,
302177,"ATLANTIC AV/WARWICK ST",,  40.677399, -73.887260,,,0,
302178,"ATLANTIC AV/BARBEY ST",,  40.677002, -73.889008,,,0,
302179,"ATLANTIC AV/HENDRIX ST",,  40.676651, -73.890778,,,0,
302180,"ATLANTIC AV/MILLER AV",,  40.676346, -73.892586,,,0,
302181,"ATLANTIC AV/WYONA ST",,  40.676224, -73.893806,,,0,
302182,"ATLANTIC AV/PENNSYLVANIA AV",,  40.675877, -73.896698,,,0,
302193,"BROADWAY/SCHAEFFER ST",,  40.684605, -73.913292,,,0,
302194,"BROADWAY/ELDERT ST",,  40.685501, -73.914871,,,0,
302196,"BROADWAY/JEFFERSON AV",,  40.687195, -73.917885,,,0,
302197,"BROADWAY/GATES AV",,  40.689728, -73.922333,,,0,
302198,"BROADWAY/GROVE ST",,  40.690620, -73.923874,,,0,
302199,"VAN BUREN ST/BROADWAY",,  40.691967, -73.927078,,,0,
302252,"WEST ST/KENT ST",,  40.730347, -73.959274,,,0,
302254,"GREENPOINT AV/MANHATTAN AV",,  40.730103, -73.954445,,,0,
302255,"GREENPOINT AV/LEONARD ST",,  40.730251, -73.953064,,,0,
302256,"GREENPOINT AV/MC GUINESS BL",,  40.730385, -73.951691,,,0,
302257,"GREENPOINT AV/JEWEL ST",,  40.730682, -73.948357,,,0,
302258,"GREENPOINT AV/HUMBOLDT ST",,  40.731491, -73.945984,,,0,
302276,"MEEKER AV/HAUSMAN ST",,  40.723812, -73.938713,,,0,
302278,"MEEKER AV/KINGSLAND AV",,  40.722443, -73.940964,,,0,
302279,"KINGSLAND AV/HERBERT ST",,  40.720188, -73.940826,,,0,
302281,"KINGSLAND AV/WITHERS ST",,  40.717884, -73.940445,,,0,
302282,"KINGSLAND AV/MASPETH AV",,  40.715885, -73.940117,,,0,
302286,"METROPOLITAN AV/LEONARD ST",,  40.714233, -73.948128,,,0,
302287,"METROPOLITAN AV/LORIMER ST",,  40.714127, -73.949272,,,0,
302288,"METROPOLITAN AV/MACRI SQ",,  40.714138, -73.952003,,,0,
302289,"MARCY AV/METROPOLITAN AV",,  40.713684, -73.954651,,,0,
302291,"MARCY AV/S 2 ST",,  40.710785, -73.956528,,,0,
302292,"MARCY AV/S 4 ST",,  40.709499, -73.957291,,,0,
302293,"BROADWAY/MARCY AV",,  40.708214, -73.957489,,,0,
302294,"BROADWAY/ROEBLING ST",,  40.709354, -73.960434,,,0,
302297,"BEDFORD AV/BROADWAY",,  40.710732, -73.963615,,,0,
302298,"BEDFORD AV/S 4 ST",,  40.712147, -73.962723,,,0,
302299,"BEDFORD AV/S 2 ST",,  40.713524, -73.961861,,,0,
302300,"GRAND ST/BEDFORD AV",,  40.714684, -73.961563,,,0,
302304,"BROADWAY/KENT AV",,  40.710838, -73.968369,,,0,
302306,"BROADWAY/WYTHE AV",,  40.710468, -73.966194,,,0,
302308,"RALPH AV/MADISON ST",,  40.687500, -73.923698,,,0,
302310,"BROADWAY/MARCY AV",,  40.708630, -73.958267,,,0,
302311,"RODNEY ST/S 5 ST",,  40.708916, -73.956085,,,0,
302312,"RODNEY ST/S 3 ST",,  40.710201, -73.955276,,,0,
302314,"RODNEY ST/AINSLIE ST",,  40.713356, -73.953285,,,0,
302315,"METROPOLITAN AV/UNION AV",,  40.714001, -73.951180,,,0,
302316,"METROPOLITAN AV/LORIMER ST",,  40.713993, -73.949509,,,0,
302317,"METROPOLITAN AV/LEONARD ST",,  40.714199, -73.947212,,,0,
302319,"METROPOLITAN AV/GRAHAM AV",,  40.714451, -73.944550,,,0,
302321,"KINGSLAND AV/SKILLMAN AV",,  40.716270, -73.940041,,,0,
302322,"KINGSLAND AV/WITHERS ST",,  40.718025, -73.940269,,,0,
302323,"KINGSLAND AV/RICHARDSON ST",,  40.719727, -73.940613,,,0,
302346,"GREENPOINT AV/KINGSLAND AV",,  40.732628, -73.943283,,,0,
302347,"GREENPOINT AV/N HENRY ST",,  40.731991, -73.945061,,,0,
302348,"GREENPOINT AV/HUMBOLDT ST",,  40.731556, -73.946274,,,0,
302349,"GREENPOINT AV/PROVOST ST",,  40.730705, -73.949707,,,0,
302350,"GREENPOINT AV/MC GUINESS BL",,  40.730461, -73.952034,,,0,
302351,"GREENPOINT AV/LEONARD ST",,  40.730335, -73.953346,,,0,
302352,"GREENPOINT AV/MANHATTAN AV",,  40.730225, -73.954697,,,0,
302355,"OLD FULTON ST/ELIZABETH PL",,  40.702667, -73.993950,,,0,
302356,"OLD FULTON ST/HENRY ST",,  40.701023, -73.991447,,,0,
302357,"CADMAN PZ W/MIDDAGH ST",,  40.699593, -73.991287,,,0,
302358,"CADMAN PZ W/CLARK ST",,  40.696697, -73.991463,,,0,
302359,"CADMAN PLZ W/CADMAN TOWER",,  40.698349, -73.991562,,,0,
302368,"FULTON ST/LAFAYETTE AV",,  40.687141, -73.976685,,,0,
302369,"FULTON ST/S PORTLAND AV",,  40.686073, -73.974022,,,0,
302370,"FULTON ST/CARLTON AV",,  40.684780, -73.970795,,,0,
302371,"FULTON ST/CLERMONT AV",,  40.683903, -73.968620,,,0,
302372,"FULTON ST/CLINTON AV",,  40.683292, -73.966606,,,0,
302374,"FULTON ST/WASHINGTON AV",,  40.682880, -73.964340,,,0,
302375,"FULTON ST/ST JAMES PL",,  40.682663, -73.963303,,,0,
302376,"FULTON ST/GRAND  AV",,  40.682213, -73.961151,,,0,
302377,"FULTON ST/CLASSON AV",,  40.681580, -73.958130,,,0,
302378,"FULTON ST/FRANKLIN AV",,  40.680981, -73.955292,,,0,
302379,"FULTON ST/BEDFORD AV",,  40.680500, -73.952805,,,0,
302380,"FULTON ST/NOSTRAND AV",,  40.680302, -73.949158,,,0,
302381,"FULTON ST/MARCY AV",,  40.680115, -73.945663,,,0,
302382,"FULTON ST/BROOKLYN AV",,  40.680035, -73.944168,,,0,
302383,"FULTON ST/KINGSTON AV",,  40.679882, -73.941383,,,0,
302398,"EAST NEW YORK AV/ALABAMA AV",,  40.676693, -73.900116,,,0,
302413,"FULTON ST/TOMPKINS AV",,  40.680099, -73.943069,,,0,
302414,"FULTON ST/NEW YORK AV",,  40.680325, -73.947235,,,0,
302415,"FULTON ST/NOSTRAND AV",,  40.680489, -73.950241,,,0,
302416,"FULTON ST/BEDFORD AV",,  40.680794, -73.953758,,,0,
302417,"FULTON ST/FRANKLIN AV",,  40.681286, -73.956085,,,0,
302418,"FULTON ST/CLASSON AV",,  40.681877, -73.958916,,,0,
302419,"FULTON ST/GRAND AV",,  40.682495, -73.961906,,,0,
302421,"FULTON ST/WASHINGTON AV",,  40.683201, -73.965263,,,0,
302423,"FULTON ST/VANDERBILT AV",,  40.683949, -73.968384,,,0,
302424,"FULTON ST/ADELPHI ST",,  40.684792, -73.970467,,,0,
302426,"FULTON ST/GREENE AV",,  40.685730, -73.972824,,,0,
302427,"FULTON ST/S ELLIOTT PL",,  40.686783, -73.975334,,,0,
302428,"FULTON ST/FT GREENE PL",,  40.687405, -73.977013,,,0,
302430,"FULTON ST/HUDSON AV",,  40.688663, -73.980148,,,0,
302431,"FULTON ST/BOND ST",,  40.689678, -73.982796,,,0,
302433,"FULTON ST/JAY ST",,  40.691422, -73.987152,,,0,
302434,"JORALEMON ST/COURT ST",,  40.692566, -73.990669,,,0,
302437,"CADMAN PZ W/TILLARY ST",,  40.696636, -73.991158,,,0,
302440,"OLD FULTON ST/PROSPECT ST",,  40.701061, -73.991104,,,0,
302445,"JAY ST/WILLOUGHBY ST",,  40.692318, -73.987427,,,0,
302459,"PUTNAM AV/CLASSON AV",,  40.683010, -73.958420,,,0,
302460,"PUTNAM AV/FRANKLIN AV",,  40.683212, -73.956268,,,0,
302461,"PUTNAM AV/BEDFORD AV",,  40.683502, -73.953651,,,0,
302462,"PUTNAM AV/NOSTRAND AV",,  40.683849, -73.950478,,,0,
302463,"NOSTRAND AV/HANCOCK ST",,  40.682205, -73.950027,,,0,
302464,"HALSEY ST/NOSTRAND AV",,  40.681805, -73.949387,,,0,
302465,"HALSEY ST/MARCY AV",,  40.682171, -73.946205,,,0,
302466,"HALSEY ST/TOMPKINS AV",,  40.682503, -73.943314,,,0,
302467,"HALSEY ST/THROOP AV",,  40.682831, -73.940498,,,0,
302468,"HALSEY ST/MARCUS GARVEY BL",,  40.683159, -73.937614,,,0,
302469,"HALSEY ST/LEWIS AV",,  40.683491, -73.934761,,,0,
302470,"HALSEY ST/STUYVESANT AV",,  40.683826, -73.931824,,,0,
302471,"HALSEY ST/MALCOLM X BL",,  40.684162, -73.928856,,,0,
302472,"HALSEY ST/PATCHEN AV",,  40.684498, -73.925995,,,0,
302473,"HALSEY ST/RALPH AV",,  40.684872, -73.922699,,,0,
302474,"HALSEY ST/HOWARD AV",,  40.685177, -73.920036,,,0,
302475,"HALSEY ST/SARATOGA AV",,  40.685493, -73.917290,,,0,
302476,"HALSEY ST/BROADWAY",,  40.685677, -73.915672,,,0,
302477,"HALSEY ST/BUSHWICK AV",,  40.687286, -73.913612,,,0,
302478,"HALSEY ST/EVERGREEN AV",,  40.688770, -73.912155,,,0,
302479,"HALSEY ST/CENTRAL AV",,  40.690250, -73.910698,,,0,
302480,"HALSEY ST/WILSON AV",,  40.691788, -73.909195,,,0,
302481,"HALSEY ST/KNICKERBOCKER AV",,  40.693192, -73.907814,,,0,
302482,"HALSEY ST/IRVING AV",,  40.694771, -73.906242,,,0,
302483,"HALSEY ST/WYCKOFF AV",,  40.696007, -73.905022,,,0,
302484,"WYCKOFF AV/WEIRFIELD ST",,  40.696819, -73.906166,,,0,
302485,"WYCKOFF AV/JEFFERSON AV",,  40.697632, -73.907631,,,0,
302486,"WYCKOFF AV/PUTNAM AV",,  40.698311, -73.908821,,,0,
302489,"WYCKOFF AV/MADISON ST",,  40.698441, -73.909241,,,0,
302490,"WYCKOFF AV/JEFFERSON AV",,  40.697178, -73.906982,,,0,
302491,"WYCKOFF AV/WEIRFIELD ST",,  40.696312, -73.905449,,,0,
302492,"HALSEY ST/IRVING AV",,  40.694344, -73.906830,,,0,
302493,"HALSEY ST/KNICKERBOCKER AV",,  40.692726, -73.908424,,,0,
302494,"HALSEY ST/WILSON AV",,  40.691254, -73.909859,,,0,
302495,"HALSEY ST/CENTRAL AV",,  40.689800, -73.911293,,,0,
302496,"HALSEY ST/EVERGREEN AV",,  40.688343, -73.912727,,,0,
302498,"HALSEY ST/BROADWAY",,  40.685757, -73.915268,,,0,
302499,"HALSEY ST/SARATOGA AV",,  40.685497, -73.918137,,,0,
302500,"HALSEY ST/HOWARD AV",,  40.685192, -73.920815,,,0,
302501,"HALSEY ST/RALPH AV",,  40.684883, -73.923523,,,0,
302502,"HALSEY ST/PATCHEN AV",,  40.684509, -73.926804,,,0,
302503,"HALSEY ST/MALCOLM X BL",,  40.684170, -73.929749,,,0,
302504,"HALSEY ST/STUYVESANT AV",,  40.683834, -73.932655,,,0,
302505,"HALSEY ST/LEWIS AV",,  40.683502, -73.935555,,,0,
302507,"HALSEY ST/THROOP AV",,  40.682838, -73.941330,,,0,
302508,"HALSEY ST/TOMPKINS AV",,  40.682507, -73.944199,,,0,
302509,"HALSEY ST/MARCY AV",,  40.682243, -73.946472,,,0,
302511,"HALSEY ST/BEDFORD AV",,  40.681450, -73.953377,,,0,
302512,"PUTNAM AV/BEDFORD AV",,  40.683647, -73.954170,,,0,
302513,"PUTNAM AV/FRANKLIN AV",,  40.683449, -73.955963,,,0,
302514,"PUTNAM AV/CLASSON AV",,  40.683109, -73.959038,,,0,
302585,"GERRITSEN AV/AV V",,  40.600174, -73.933449,,,0,
302586,"GERRITSEN AV/WHITNEY AV",,  40.598507, -73.931595,,,0,
302588,"GERRITSEN AV/BIJOU AV",,  40.596035, -73.928841,,,0,
302589,"GERRITSEN AV/CHANNEL AV",,  40.594765, -73.927429,,,0,
302590,"GERRITSEN AV/DEVON AV",,  40.594124, -73.926712,,,0,
302591,"GERRITSEN AV/EVERETT AV",,  40.593163, -73.925644,,,0,
302592,"GERRITSEN AV/GOTHAM AV",,  40.591873, -73.924210,,,0,
302593,"GERRITSEN AV/BARTLETT PL",,  40.591202, -73.923462,,,0,
302594,"GERRITSEN AV/CYRUS AV",,  40.590321, -73.922478,,,0,
302595,"GERRITSEN AV/SEBA AV",,  40.589111, -73.921127,,,0,
302596,"GERRITSEN AV/LOIS AV",,  40.587990, -73.919884,,,0,
302597,"GERRITSEN AV/GERITSEN BEACH",,  40.587139, -73.918938,,,0,
302598,"GERRITSEN AV/GERRITSEN BEACH",,  40.587101, -73.918503,,,0,
302599,"GERRITSEN AV/LOIS AV",,  40.587948, -73.919533,,,0,
302600,"GERRITSEN AV/SEBA AV",,  40.589062, -73.920776,,,0,
302601,"GERRITSEN AV/CYRUS AV",,  40.590282, -73.922134,,,0,
302602,"GERRITSEN AV/BARTLETT PL",,  40.591232, -73.923203,,,0,
302603,"GERRITSEN AV/GOTHAM AV",,  40.591839, -73.923874,,,0,
302604,"GERRITSEN AV/EVERETT AV",,  40.593124, -73.925301,,,0,
302605,"GERRITSEN AV/DEVON AV",,  40.594425, -73.926750,,,0,
302606,"GERRITSEN AV/CHANNEL AV",,  40.595043, -73.927437,,,0,
302609,"GERRITSEN AV/WHITNEY AV",,  40.598454, -73.931236,,,0,
302610,"GERRITSEN AV/AV V",,  40.600075, -73.933044,,,0,
302623,"FLATBUSH AV/LINCOLN RD",,  40.660946, -73.960999,,,0,
302678,"39 ST/2 AV",,  40.654972, -74.010178,,,0,
302679,"39 ST/3 AV",,  40.653961, -74.008492,,,0,
302680,"39 ST/4 AV",,  40.652336, -74.005798,,,0,
302681,"39 ST/5 AV",,  40.651302, -74.004082,,,0,
302682,"39 ST/6 AV",,  40.649685, -74.001427,,,0,
302683,"39 ST/7 AV",,  40.648376, -73.999229,,,0,
302684,"39 ST/8 AV",,  40.647018, -73.996986,,,0,
302686,"39 ST/10 AV",,  40.644356, -73.992615,,,0,
302687,"39 ST/FT HAMILTON PY",,  40.642895, -73.990196,,,0,
302688,"39 ST/12 AV",,  40.641697, -73.988213,,,0,
302692,"CHURCH AV/MC DONALD AV",,  40.642651, -73.979584,,,0,
302693,"CHURCH AV/E 3 ST",,  40.643711, -73.977066,,,0,
302695,"CHURCH AV/OCEAN PY",,  40.645000, -73.973953,,,0,
302696,"CHURCH AV/CONEY ISLAND AV",,  40.646221, -73.971016,,,0,
302697,"CHURCH AV/WESTMINSTER RD",,  40.647415, -73.968040,,,0,
302698,"CHURCH AV/RUGBY RD",,  40.648102, -73.966293,,,0,
302699,"CHURCH AV/E 18 ST",,  40.649315, -73.963196,,,0,
302700,"CHURCH AV/OCEAN AV",,  40.650066, -73.960541,,,0,
302707,"CHURCH AV/BROOKLYN AV",,  40.651012, -73.943321,,,0,
302708,"CHURCH AV/E 38 ST",,  40.651131, -73.941483,,,0,
302709,"CHURCH AV/E 40 ST",,  40.651226, -73.939636,,,0,
302710,"CHURCH AV/E 42 ST",,  40.651325, -73.937683,,,0,
302711,"CHURCH AV/TROY AV",,  40.651421, -73.935753,,,0,
302713,"CHURCH AV/E 46 ST",,  40.651512, -73.933876,,,0,
302714,"CHURCH AV/E 48 ST",,  40.651573, -73.932442,,,0,
302715,"CHURCH AV/UTICA AV",,  40.651657, -73.930573,,,0,
302716,"CHURCH AV/E 52 ST",,  40.652172, -73.928070,,,0,
302717,"CHURCH AV/E 54 ST",,  40.652351, -73.926086,,,0,
302718,"CHURCH AV/E 56 ST",,  40.652454, -73.924194,,,0,
302719,"CHURCH AV/KINGS HY",,  40.652393, -73.922295,,,0,
302721,"CHURCH AV/E 93 ST",,  40.654095, -73.917801,,,0,
302722,"CHURCH AV/E 94 ST",,  40.654816, -73.916679,,,0,
302723,"CHURCH AV/E 96 ST",,  40.655857, -73.915077,,,0,
302724,"CHURCH AV/ROCKAWAY PY",,  40.656403, -73.914223,,,0,
302736,"CHURCH AV/E 98 ST",,  40.656639, -73.914131,,,0,
302737,"CHURCH AV/E 96 ST",,  40.655548, -73.915810,,,0,
302738,"CHURCH AV/E 94 ST",,  40.654556, -73.917358,,,0,
302740,"CHURCH AV/REMSEN AV",,  40.652946, -73.919846,,,0,
302741,"CHURCH AV/RALPH AV",,  40.652584, -73.921280,,,0,
302742,"CHURCH AV/KINGS HY",,  40.652580, -73.923401,,,0,
302743,"CHURCH AV/E 55 ST",,  40.652519, -73.925499,,,0,
302744,"CHURCH AV/E 54 ST",,  40.652424, -73.926964,,,0,
302745,"CHURCH AV/E 52 ST",,  40.652153, -73.928856,,,0,
302747,"CHURCH AV/E 48 ST",,  40.651718, -73.932198,,,0,
302748,"CHURCH AV/E 46 ST",,  40.651608, -73.934677,,,0,
302749,"CHURCH AV/TROY AV",,  40.651512, -73.936600,,,0,
302750,"CHURCH AV/E 42 ST",,  40.651424, -73.938454,,,0,
302753,"CHURCH AV/BROOKLYN AV",,  40.651161, -73.944237,,,0,
302759,"CHURCH AV/FLATBUSH AV",,  40.650341, -73.959404,,,0,
302760,"CHURCH AV/OCEAN AV",,  40.650055, -73.961456,,,0,
302761,"CHURCH AV/E 18 ST",,  40.649345, -73.963493,,,0,
302762,"CHURCH AV/E 16 ST",,  40.648666, -73.965233,,,0,
302763,"CHURCH AV/RUGBY RD",,  40.647942, -73.967064,,,0,
302764,"CHURCH AV/WESTMINSTER RD",,  40.647266, -73.968781,,,0,
302765,"CHURCH AV/CONEY ISLAND AV",,  40.646511, -73.970711,,,0,
302766,"CHURCH AV/E 7 ST",,  40.645397, -73.973511,,,0,
302767,"CHURCH AV/E 5 ST",,  40.644333, -73.975967,,,0,
302768,"CHURCH AV/E 3 ST",,  40.643559, -73.977837,,,0,
302771,"CHURCH AV/CHESTER AV",,  40.641445, -73.982857,,,0,
302772,"13 AV/37 ST",,  40.641846, -73.985130,,,0,
302773,"39 ST/13 AV",,  40.640915, -73.986649,,,0,
302774,"39 ST/12 AV",,  40.642204, -73.988770,,,0,
302775,"39 ST/FT HAMILTON PY",,  40.643421, -73.990791,,,0,
302776,"39 ST/10 AV",,  40.644894, -73.993225,,,0,
302777,"39 ST/9 AV",,  40.645920, -73.994926,,,0,
302778,"39 ST/8 AV",,  40.647522, -73.997612,,,0,
302779,"39 ST/7 AV",,  40.648861, -73.999825,,,0,
302780,"39 ST/6 AV",,  40.650185, -74.002014,,,0,
302781,"39 ST/5 AV",,  40.651234, -74.003754,,,0,
302782,"39 ST/4 AV",,  40.652897, -74.006516,,,0,
302783,"39 ST/3 AV",,  40.653698, -74.007835,,,0,
302784,"39 ST/2 AV",,  40.655556, -74.010803,,,0,
302786,"W 37 ST/MERMAID AV",,  40.574966, -74.002808,,,0,
302787,"W 37 ST/NEPTUNE AV",,  40.577190, -74.003227,,,0,
302789,"W 33 ST/BAY VIEW AV",,  40.580685, -74.000763,,,0,
302791,"W 33 ST/NEPTUNE AV",,  40.577396, -74.000259,,,0,
302792,"W 33 ST/MERMAID AV",,  40.575096, -73.999702,,,0,
302793,"W 33 ST/SURF AV",,  40.572990, -73.999298,,,0,
302794,"SURF AV/W 29 ST",,  40.572750, -73.995094,,,0,
302797,"SURF AV/W 23 ST",,  40.573864, -73.989784,,,0,
302798,"SURF AV/W 21 ST",,  40.574604, -73.987221,,,0,
302799,"MERMAID AV/W 17 ST",,  40.576569, -73.984451,,,0,
302802,"SURF AV/W 10 ST",,  40.575287, -73.977448,,,0,
302803,"SURF AV/W 6 ST",,  40.574978, -73.974594,,,0,
302804,"W 5 ST/SEA BREEZE AV",,  40.575920, -73.972961,,,0,
302806,"W 5 ST/NEPTUNE AV",,  40.579418, -73.971626,,,0,
302807,"NEPTUNE AV/OCEAN PY",,  40.580154, -73.968086,,,0,
302810,"AV Z/OCEAN PY",,  40.586674, -73.965477,,,0,
302811,"AV Z/E 7 ST",,  40.587040, -73.962158,,,0,
302812,"AV Z/CONEY ISLAND AV",,  40.587215, -73.960548,,,0,
302813,"AV Z/E 12 ST",,  40.587460, -73.958321,,,0,
302814,"AV Z/E 13 ST",,  40.587730, -73.955803,,,0,
302815,"SHEEPSHEAD BAY RD/E 15 ST",,  40.587456, -73.954247,,,0,
302818,"AV Z/OCEAN AV",,  40.588493, -73.948891,,,0,
302819,"AV Z/E 22 ST",,  40.588696, -73.947060,,,0,
302820,"AV Z/BEDFORD AV",,  40.589016, -73.944160,,,0,
302823,"NOSTRAND AV/AV Z",,  40.589928, -73.939713,,,0,
302825,"NOSTRAND AV/AV X",,  40.594242, -73.940582,,,0,
302826,"NOSTRAND AV/AV W",,  40.595787, -73.940880,,,0,
302827,"NOSTRAND AV/AV V",,  40.598171, -73.941330,,,0,
302829,"NOSTRAND AV/GRAVESEND NECK RD",,  40.599972, -73.941872,,,0,
302830,"NOSTRAND AV/AV V",,  40.597988, -73.941597,,,0,
302831,"NOSTRAND AV/AV W",,  40.596020, -73.941154,,,0,
302832,"NOSTRAND AV/AV X",,  40.593864, -73.940666,,,0,
302833,"NOSTRAND AV/AV Y",,  40.591347, -73.940285,,,0,
302834,"NOSTRAND AV/AV Z",,  40.589657, -73.939964,,,0,
302835,"AV Z/E 28 ST",,  40.589371, -73.942177,,,0,
302837,"AV Z/BEDFORD AV",,  40.589050, -73.945084,,,0,
302838,"AV Z/E 22 ST",,  40.588760, -73.947746,,,0,
302841,"AV Z/E 13 ST",,  40.587788, -73.956596,,,0,
302842,"AV Z/E 12 ST",,  40.587563, -73.958626,,,0,
302843,"AV Z/CONEY ISLAND AV",,  40.587395, -73.960144,,,0,
302844,"AV Z/HUBBARD ST",,  40.587055, -73.963280,,,0,
302845,"AV Z/OCEAN PY",,  40.586792, -73.965660,,,0,
302849,"W 5 ST/NEPTUNE AV",,  40.579437, -73.972054,,,0,
302851,"SURF AV/W 5 ST",,  40.575024, -73.974113,,,0,
