route_id,service_id,trip_id,trip_headsign,direction_id,shape_id
B82,EN_C4-Weekday,EN_C4-Weekday-000000_B82_101,CNY ISLND STILLWELL AV via FLATLANDS AV,1,B820183
B82,EN_C4-Weekday,EN_C4-Weekday-006500_B82_101,SPRING CRK TWRS SEAVIEW AV via KINGS HWY,0,B820189
B82,EN_C4-Weekday,EN_C4-Weekday-014000_B82_101,CNY ISLND STILLWELL AV via FLATLANDS AV,1,B820183
B82,EN_C4-Weekday,EN_C4-Weekday-020500_B82_101,SPRING CRK TWRS SEAVIEW AV via KINGS HWY,0,B820189
B82,EN_C4-Weekday,EN_C4-Weekday-007000_B82_102,CNY ISLND STILLWELL AV via FLATLANDS AV,1,B820183
B82,EN_C4-Weekday,EN_C4-Weekday-013500_B82_102,SPRING CRK TWRS SEAVIEW AV via KINGS HWY,0,B820189
B82,EN_C4-Weekday,EN_C4-Weekday-021000_B82_102,CNY ISLND STILLWELL AV via FLATLANDS AV,1,B820183
B82,EN_C4-Weekday,EN_C4-Weekday-027500_B82_102,SPRING CRK TWRS SEAVIEW AV via KINGS HWY,0,B820189
B82,EN_C4-Weekday,EN_C4-Weekday-024500_B82_103,CNY ISLND STILLWELL AV via FLATLANDS AV,1,B820183
B82,EN_C4-Weekday,EN_C4-Weekday-031600_B82_103,SPRING CRK TWRS SEAVIEW AV via KINGS HWY,0,B820189
B82,EN_C4-Weekday,EN_C4-Weekday-038800_B82_103,CONEY ISLAND via FLATLANDS via KINGS HWY,1,B820185
B82,EN_C4-Weekday,EN_C4-Weekday-047800_B82_103,SPRNG CRK TWR via KNGS HWY via FLTLND AV,0,B820187
B82,EN_C4-Weekday,EN_C4-Weekday-056700_B42_5,CNY ISLND STILLWELL AV via FLATLANDS AV,1,B820183
B82,EN_C4-Weekday,EN_C4-Weekday-067600_B42_5,SPRING CRK TWRS SEAVIEW AV via KINGS HWY,0,B820189
B82,EN_C4-Weekday,EN_C4-Weekday-078300_B82_140,25 AV CROPSEY AV,1,B820179
B82,EN_C4-Weekday,EN_C4-Weekday-087800_B82_140,SPRING CRK TWRS SEAVIEW AV via KINGS HWY,0,B820190
B82,EN_C4-Weekday,EN_C4-Weekday-096500_B82_154,CONEY ISLAND via FLATLANDS via KINGS HWY,1,B820185
B82,EN_C4-Weekday,EN_C4-Weekday-105900_B82_154,SPRNG CRK TWR via KNGS HWY via FLTLND AV,0,B820187
B82,EN_C4-Weekday,EN_C4-Weekday-114600_B82_154,CNY ISLND STILLWELL AV via FLATLANDS AV,1,B820183
B82,EN_C4-Weekday,EN_C4-Weekday-125200_B82_153,SPRING CRK TWRS SEAVIEW AV via KINGS HWY,0,B820189
B82,EN_C4-Weekday,EN_C4-Weekday-133500_B82_153,CNY ISLND STILLWELL AV via FLATLANDS AV,1,B820183
B82,EN_C4-Weekday,EN_C4-Weekday-141500_B82_153,SPRING CRK TWRS SEAVIEW AV via KINGS HWY,0,B820189
B82,EN_C4-Weekday,EN_C4-Weekday-027500_B82_104,CNY ISLND STILLWELL AV via FLATLANDS AV,1,B820183
B82,EN_C4-Weekday,EN_C4-Weekday-034600_B82_104,SPRING CRK TWRS SEAVIEW AV via KINGS HWY,0,B820189
B82,EN_C4-Weekday,EN_C4-Weekday-042500_B82_104,CONEY ISLAND via FLATLANDS via KINGS HWY,1,B820185
B82,EN_C4-Weekday,EN_C4-Weekday-051900_B82_128,SPRNG CRK TWR via KNGS HWY via FLTLND AV,0,B820187
B82,EN_C4-Weekday,EN_C4-Weekday-029500_B42_1,CNY ISLND STILLWELL AV via FLATLANDS AV,1,B820183
B82,EN_C4-Weekday,EN_C4-Weekday-037100_B42_1,SPRING CRK TWRS SEAVIEW AV via KINGS HWY,0,B820189
B82,EN_C4-Weekday,EN_C4-Weekday-045800_B42_1,CONEY ISLAND via FLATLANDS via KINGS HWY,1,B820185
B82,EN_C4-Weekday,EN_C4-Weekday-055900_B82_135,SPRNG CRK TWR via KNGS HWY via FLTLND AV,0,B820187
B82,EN_C4-Weekday,EN_C4-Weekday-031000_B82_105,25 AV CROPSEY AV,1,B820179
B82,EN_C4-Weekday,EN_C4-Weekday-039500_B82_105,SPRING CRK TWRS SEAVIEW AV via KINGS HWY,0,B820190
B82,EN_C4-Weekday,EN_C4-Weekday-047600_B82_105,25 AV CROPSEY AV,1,B820179
B82,EN_C4-Weekday,EN_C4-Weekday-057400_B82_137,SPRING CRK TWRS SEAVIEW AV via KINGS HWY,0,B820190
B82,EN_C4-Weekday,EN_C4-Weekday-032200_B82_106,CONEY ISLAND via FLATLANDS via KINGS HWY,1,B820185
B82,EN_C4-Weekday,EN_C4-Weekday-039400_B82_106,SPRNG CRK TWR via KNGS HWY via FLTLND AV,0,B820187
B82,EN_C4-Weekday,EN_C4-Weekday-047800_B82_106,CONEY ISLAND via FLATLANDS via KINGS HWY,1,B820185
B82,EN_C4-Weekday,EN_C4-Weekday-057900_B82_104,SPRNG CRK TWR via KNGS HWY via FLTLND AV,0,B820187
B82,EN_C4-Weekday,EN_C4-Weekday-066700_B82_104,CNY ISLND STILLWELL AV via FLATLANDS AV,1,B820183
B82,EN_C4-Weekday,EN_C4-Weekday-077300_B82_129,SPRING CRK TWRS SEAVIEW AV via KINGS HWY,0,B820189
B82,EN_C4-Weekday,EN_C4-Weekday-087300_B82_129,25 AV CROPSEY AV,1,B820179
B82,EN_C4-Weekday,EN_C4-Weekday-096800_B42_6,SPRING CRK TWRS SEAVIEW AV via KINGS HWY,0,B820190
B82,EN_C4-Weekday,EN_C4-Weekday-032300_B82_107,25 AV CROPSEY AV,1,B820179
B82,EN_C4-Weekday,EN_C4-Weekday-040700_B82_107,SPRING CRK TWRS SEAVIEW AV via KINGS HWY,0,B820190
B82,EN_C4-Weekday,EN_C4-Weekday-048700_B82_107,CNY ISLND STILLWELL AV via FLATLANDS AV,1,B820183
B82,EN_C4-Weekday,EN_C4-Weekday-059500_B82_138,SPRING CRK TWRS SEAVIEW AV via KINGS HWY,0,B820189
B82,EN_C4-Weekday,EN_C4-Weekday-069900_B82_123,25 AV CROPSEY AV,1,B820179
B82,EN_C4-Weekday,EN_C4-Weekday-079100_B82_123,SPRING CRK TWRS SEAVIEW AV via KINGS HWY,0,B820190
B82,EN_C4-Weekday,EN_C4-Weekday-088400_B82_123,CONEY ISLAND via FLATLANDS via KINGS HWY,1,B820185
B82,EN_C4-Weekday,EN_C4-Weekday-097700_B82_150,SPRNG CRK TWR via KNGS HWY via FLTLND AV,0,B820187
B82,EN_C4-Weekday,EN_C4-Weekday-107600_B82_150,25 AV CROPSEY AV,1,B820179
B82,EN_C4-Weekday,EN_C4-Weekday-117500_B82_143,SPRING CRK TWRS SEAVIEW AV via KINGS HWY,0,B820190
B82,EN_C4-Weekday,EN_C4-Weekday-033400_B82_108,CONEY ISLAND via FLATLANDS via KINGS HWY,1,B820185
B82,EN_C4-Weekday,EN_C4-Weekday-040900_B82_108,SPRNG CRK TWR via KNGS HWY via FLTLND AV,0,B820187
B82,EN_C4-Weekday,EN_C4-Weekday-049000_B82_108,CONEY ISLAND via FLATLANDS via KINGS HWY,1,B820185
B82,EN_C4-Weekday,EN_C4-Weekday-059100_B82_139,SPRNG CRK TWR via KNGS HWY via FLTLND AV,0,B820187
B82,EN_C4-Weekday,EN_C4-Weekday-068700_B82_139,CNY ISLND STILLWELL AV via FLATLANDS AV,1,B820183
B82,EN_C4-Weekday,EN_C4-Weekday-078900_B82_109,SPRING CRK TWRS SEAVIEW AV via KINGS HWY,0,B820189
B82,EN_C4-Weekday,EN_C4-Weekday-088800_B82_125,25 AV CROPSEY AV,1,B820179
B82,EN_C4-Weekday,EN_C4-Weekday-098300_B82_125,SPRING CRK TWRS SEAVIEW AV via KINGS HWY,0,B820190
B82,EN_C4-Weekday,EN_C4-Weekday-033500_B82_109,25 AV CROPSEY AV,1,B820179
B82,EN_C4-Weekday,EN_C4-Weekday-041900_B82_109,SPRING CRK TWRS SEAVIEW AV via KINGS HWY,0,B820190
B82,EN_C4-Weekday,EN_C4-Weekday-049700_B82_109,25 AV CROPSEY AV,1,B820179
B82,EN_C4-Weekday,EN_C4-Weekday-058900_B82_109,SPRING CRK TWRS SEAVIEW AV via KINGS HWY,0,B820190
B82,EN_C4-Weekday,EN_C4-Weekday-067700_B82_122,25 AV CROPSEY AV,1,B820179
B82,EN_C4-Weekday,EN_C4-Weekday-077500_B82_122,SPRING CRK TWRS SEAVIEW AV via KINGS HWY,0,B820190
B82,EN_C4-Weekday,EN_C4-Weekday-086400_B82_122,CONEY ISLAND via FLATLANDS via KINGS HWY,1,B820185
B82,EN_C4-Weekday,EN_C4-Weekday-095700_B82_149,SPRNG CRK TWR via KNGS HWY via FLTLND AV,0,B820187
B82,EN_C4-Weekday,EN_C4-Weekday-105600_B82_149,25 AV CROPSEY AV,1,B820179
B82,EN_C4-Weekday,EN_C4-Weekday-115900_B82_160,SPRING CRK TWRS SEAVIEW AV via KINGS HWY,0,B820190
B82,EN_C4-Weekday,EN_C4-Weekday-034400_B82_110,CONEY ISLAND via FLATLANDS via KINGS HWY,1,B820185
B82,EN_C4-Weekday,EN_C4-Weekday-042400_B82_110,SPRNG CRK TWR via KNGS HWY via FLTLND AV,0,B820187
B82,EN_C4-Weekday,EN_C4-Weekday-051700_B82_110,25 AV CROPSEY AV,1,B820179
B82,EN_C4-Weekday,EN_C4-Weekday-061600_B82_105,SPRING CRK TWRS SEAVIEW AV via KINGS HWY,0,B820190
B82,EN_C4-Weekday,EN_C4-Weekday-070500_B82_105,CONEY ISLAND via FLATLANDS via KINGS HWY,1,B820185
B82,EN_C4-Weekday,EN_C4-Weekday-080600_B82_134,SPRING CRK TWRS SEAVIEW AV via KINGS HWY,0,B820189
B82,EN_C4-Weekday,EN_C4-Weekday-090400_B82_134,CONEY ISLAND via FLATLANDS via KINGS HWY,1,B820185
B82,EN_C4-Weekday,EN_C4-Weekday-099700_B82_152,SPRNG CRK TWR via KNGS HWY via FLTLND AV,0,B820187
B82,EN_C4-Weekday,EN_C4-Weekday-109600_B82_152,25 AV CROPSEY AV,1,B820179
B82,EN_C4-Weekday,EN_C4-Weekday-119200_B82_149,SPRING CRK TWRS SEAVIEW AV via KINGS HWY,0,B820190
B82,EN_C4-Weekday,EN_C4-Weekday-127500_B82_149,CNY ISLND STILLWELL AV via FLATLANDS AV,1,B820183
B82,EN_C4-Weekday,EN_C4-Weekday-136400_B82_149,SPRING CRK TWRS SEAVIEW AV via KINGS HWY,0,B820189
B82,EN_C4-Weekday,EN_C4-Weekday-034500_B82_101,25 AV CROPSEY AV,1,B820179
B82,EN_C4-Weekday,EN_C4-Weekday-042900_B82_101,SPRING CRK TWRS SEAVIEW AV via KINGS HWY,0,B820190
B82,EN_C4-Weekday,EN_C4-Weekday-050700_B82_136,CNY ISLND STILLWELL AV via FLATLANDS AV,1,B820183
B82,EN_C4-Weekday,EN_C4-Weekday-061600_B82_136,SPRING CRK TWRS SEAVIEW AV via KINGS HWY,0,B820189
B82,EN_C4-Weekday,EN_C4-Weekday-071100_B82_136,25 AV CROPSEY AV,1,B820179
B82,EN_C4-Weekday,EN_C4-Weekday-080700_B82_132,SPRING CRK TWRS SEAVIEW AV via KINGS HWY,0,B820190
B82,EN_C4-Weekday,EN_C4-Weekday-089400_B82_146,CONEY ISLAND via FLATLANDS via KINGS HWY,1,B820185
B82,EN_C4-Weekday,EN_C4-Weekday-098700_B82_146,SPRNG CRK TWR via KNGS HWY via FLTLND AV,0,B820187
B82,EN_C4-Weekday,EN_C4-Weekday-108600_B82_146,CNY ISLND STILLWELL AV via FLATLANDS AV,1,B820183
B82,EN_C4-Weekday,EN_C4-Weekday-119200_B82_144,SPRING CRK TWRS SEAVIEW AV via KINGS HWY,0,B820189
B82,EN_C4-Weekday,EN_C4-Weekday-035300_B82_111,CONEY ISLAND via FLATLANDS via KINGS HWY,1,B820185
B82,EN_C4-Weekday,EN_C4-Weekday-043600_B82_111,SPRNG CRK TWR via KNGS HWY via FLTLND AV,0,B820187
B82,EN_C4-Weekday,EN_C4-Weekday-052700_B82_111,CNY ISLND STILLWELL AV via FLATLANDS AV,1,B820183
B82,EN_C4-Weekday,EN_C4-Weekday-063600_B82_106,SPRING CRK TWRS SEAVIEW AV via KINGS HWY,0,B820189
B82,EN_C4-Weekday,EN_C4-Weekday-073500_B82_106,25 AV CROPSEY AV,1,B820179
B82,EN_C4-Weekday,EN_C4-Weekday-083600_B82_121,SPRING CRK TWRS SEAVIEW AV via KINGS HWY,0,B820190
B82,EN_C4-Weekday,EN_C4-Weekday-092400_B82_117,CONEY ISLAND via FLATLANDS via KINGS HWY,1,B820185
B82,EN_C4-Weekday,EN_C4-Weekday-101700_B82_117,SPRNG CRK TWR via KNGS HWY via FLTLND AV,0,B820187
B82,EN_C4-Weekday,EN_C4-Weekday-035500_B82_112,25 AV CROPSEY AV,1,B820179
B82,EN_C4-Weekday,EN_C4-Weekday-043900_B82_112,SPRING CRK TWRS SEAVIEW AV via KINGS HWY,0,B820190
B82,EN_C4-Weekday,EN_C4-Weekday-036100_B82_113,CONEY ISLAND via FLATLANDS via KINGS HWY,1,B820185
B82,EN_C4-Weekday,EN_C4-Weekday-044600_B82_113,SPRNG CRK TWR via KNGS HWY via FLTLND AV,0,B820187
B82,EN_C4-Weekday,EN_C4-Weekday-053700_B82_113,25 AV CROPSEY AV,1,B820179
B82,EN_C4-Weekday,EN_C4-Weekday-063600_B82_107,SPRING CRK TWRS SEAVIEW AV via KINGS HWY,0,B820190
B82,EN_C4-Weekday,EN_C4-Weekday-072300_B82_107,25 AV CROPSEY AV,1,B820179
B82,EN_C4-Weekday,EN_C4-Weekday-082600_B82_128,SPRING CRK TWRS SEAVIEW AV via KINGS HWY,0,B820190
B82,EN_C4-Weekday,EN_C4-Weekday-091400_B42_7,CONEY ISLAND via FLATLANDS via KINGS HWY,1,B820185
B82,EN_C4-Weekday,EN_C4-Weekday-100700_B42_7,SPRNG CRK TWR via KNGS HWY via FLTLND AV,0,B820187
B82,EN_C4-Weekday,EN_C4-Weekday-036500_B82_114,25 AV CROPSEY AV,1,B820179
B82,EN_C4-Weekday,EN_C4-Weekday-045100_B82_114,SPRING CRK TWRS SEAVIEW AV via KINGS HWY,0,B820190
B82,EN_C4-Weekday,EN_C4-Weekday-036800_B82_115,CONEY ISLAND via FLATLANDS via KINGS HWY,1,B820185
B82,EN_C4-Weekday,EN_C4-Weekday-045400_B82_115,SPRNG CRK TWR via KNGS HWY via FLTLND AV,0,B820187
B82,EN_C4-Weekday,EN_C4-Weekday-054700_B82_115,CNY ISLND STILLWELL AV via FLATLANDS AV,1,B820183
B82,EN_C4-Weekday,EN_C4-Weekday-065600_B82_108,SPRING CRK TWRS SEAVIEW AV via KINGS HWY,0,B820189
B82,EN_C4-Weekday,EN_C4-Weekday-075900_B82_108,25 AV CROPSEY AV,1,B820179
B82,EN_C4-Weekday,EN_C4-Weekday-085600_B82_118,SPRING CRK TWRS SEAVIEW AV via KINGS HWY,0,B820190
B82,EN_C4-Weekday,EN_C4-Weekday-094300_B82_118,25 AV CROPSEY AV,1,B820179
B82,EN_C4-Weekday,EN_C4-Weekday-103500_B82_118,SPRING CRK TWRS SEAVIEW AV via KINGS HWY,0,B820190
B82,EN_C4-Weekday,EN_C4-Weekday-112600_B82_145,CNY ISLND STILLWELL AV via FLATLANDS AV,1,B820183
B82,EN_C4-Weekday,EN_C4-Weekday-123200_B82_145,SPRING CRK TWRS SEAVIEW AV via KINGS HWY,0,B820189
B82,EN_C4-Weekday,EN_C4-Weekday-132000_B82_160,CNY ISLND STILLWELL AV via FLATLANDS AV,1,B820183
B82,EN_C4-Weekday,EN_C4-Weekday-140000_B82_160,SPRING CRK TWRS SEAVIEW AV via KINGS HWY,0,B820189
B82,EN_C4-Weekday,EN_C4-Weekday-147500_B82_160,CNY ISLND STILLWELL AV via FLATLANDS AV,1,B820183
B82,EN_C4-Weekday,EN_C4-Weekday-154000_B82_160,SPRING CRK TWRS SEAVIEW AV via KINGS HWY,0,B820189
B82,EN_C4-Weekday,EN_C4-Weekday-037500_B82_116,25 AV CROPSEY AV,1,B820179
B82,EN_C4-Weekday,EN_C4-Weekday-046300_B82_116,SPRING CRK TWRS SEAVIEW AV via KINGS HWY,0,B820190
B82,EN_C4-Weekday,EN_C4-Weekday-037500_B82_117,CONEY ISLAND via FLATLANDS via KINGS HWY,1,B820185
B82,EN_C4-Weekday,EN_C4-Weekday-046200_B82_117,SPRNG CRK TWR via KNGS HWY via FLTLND AV,0,B820187
B82,EN_C4-Weekday,EN_C4-Weekday-038100_B82_118,CONEY ISLAND via FLATLANDS via KINGS HWY,1,B820185
B82,EN_C4-Weekday,EN_C4-Weekday-047000_B82_118,SPRNG CRK TWR via KNGS HWY via FLTLND AV,0,B820187
B82,EN_C4-Weekday,EN_C4-Weekday-055700_B82_118,25 AV CROPSEY AV,1,B820179
B82,EN_C4-Weekday,EN_C4-Weekday-065600_B82_110,SPRING CRK TWRS SEAVIEW AV via KINGS HWY,0,B820190
B82,EN_C4-Weekday,EN_C4-Weekday-074500_B82_110,CONEY ISLAND via FLATLANDS via KINGS HWY,1,B820185
B82,EN_C4-Weekday,EN_C4-Weekday-084000_B82_126,SPRNG CRK TWR via KNGS HWY via FLTLND AV,0,B820187
B82,EN_C4-Weekday,EN_C4-Weekday-093600_B82_126,CONEY ISLAND via FLATLANDS via KINGS HWY,1,B820185
B82,EN_C4-Weekday,EN_C4-Weekday-102900_B82_121,SPRNG CRK TWR via KNGS HWY via FLTLND AV,0,B820187
B82,EN_C4-Weekday,EN_C4-Weekday-038500_B82_119,25 AV CROPSEY AV,1,B820179
B82,EN_C4-Weekday,EN_C4-Weekday-047500_B82_119,SPRING CRK TWRS SEAVIEW AV via KINGS HWY,0,B820190
B82,EN_C4-Weekday,EN_C4-Weekday-039400_B82_120,CONEY ISLAND via FLATLANDS via KINGS HWY,1,B820185
B82,EN_C4-Weekday,EN_C4-Weekday-048600_B82_120,SPRNG CRK TWR via KNGS HWY via FLTLND AV,0,B820187
B82,EN_C4-Weekday,EN_C4-Weekday-057700_B82_120,25 AV CROPSEY AV,1,B820179
B82,EN_C4-Weekday,EN_C4-Weekday-067600_B82_111,SPRING CRK TWRS SEAVIEW AV via KINGS HWY,0,B820190
B82,EN_C4-Weekday,EN_C4-Weekday-076500_B82_111,CONEY ISLAND via FLATLANDS via KINGS HWY,1,B820185
B82,EN_C4-Weekday,EN_C4-Weekday-086000_B82_133,SPRNG CRK TWR via KNGS HWY via FLTLND AV,0,B820187
B82,EN_C4-Weekday,EN_C4-Weekday-096500_B82_133,25 AV CROPSEY AV,1,B820179
B82,EN_C4-Weekday,EN_C4-Weekday-105900_B82_140,SPRING CRK TWRS SEAVIEW AV via KINGS HWY,0,B820190
B82,EN_C4-Weekday,EN_C4-Weekday-115600_B82_140,25 AV CROPSEY AV,1,B820179
B82,EN_C4-Weekday,EN_C4-Weekday-125200_B82_140,SPRING CRK TWRS SEAVIEW AV via KINGS HWY,0,B820190
B82,EN_C4-Weekday,EN_C4-Weekday-039500_B82_121,25 AV CROPSEY AV,1,B820179
B82,EN_C4-Weekday,EN_C4-Weekday-048700_B82_121,SPRING CRK TWRS SEAVIEW AV via KINGS HWY,0,B820190
B82,EN_C4-Weekday,EN_C4-Weekday-040100_B82_122,CONEY ISLAND via FLATLANDS via KINGS HWY,1,B820185
B82,EN_C4-Weekday,EN_C4-Weekday-049400_B82_122,SPRNG CRK TWR via KNGS HWY via FLTLND AV,0,B820187
B82,EN_C4-Weekday,EN_C4-Weekday-058700_B82_122,CNY ISLND STILLWELL AV via FLATLANDS AV,1,B820183
B82,EN_C4-Weekday,EN_C4-Weekday-069600_B82_113,SPRING CRK TWRS SEAVIEW AV via KINGS HWY,0,B820189
B82,EN_C4-Weekday,EN_C4-Weekday-079800_B82_141,25 AV CROPSEY AV,1,B820179
B82,EN_C4-Weekday,EN_C4-Weekday-089300_B82_141,SPRING CRK TWRS SEAVIEW AV via KINGS HWY,0,B820190
B82,EN_C4-Weekday,EN_C4-Weekday-098700_B82_132,CNY ISLND STILLWELL AV via FLATLANDS AV,1,B820183
B82,EN_C4-Weekday,EN_C4-Weekday-109300_B82_132,SPRING CRK TWRS SEAVIEW AV via KINGS HWY,0,B820189
B82,EN_C4-Weekday,EN_C4-Weekday-040500_B82_123,25 AV CROPSEY AV,1,B820179
B82,EN_C4-Weekday,EN_C4-Weekday-049900_B82_123,SPRING CRK TWRS SEAVIEW AV via KINGS HWY,0,B820190
B82,EN_C4-Weekday,EN_C4-Weekday-040900_B82_124,CONEY ISLAND via FLATLANDS via KINGS HWY,1,B820185
B82,EN_C4-Weekday,EN_C4-Weekday-050200_B82_124,SPRNG CRK TWR via KNGS HWY via FLTLND AV,0,B820187
B82,EN_C4-Weekday,EN_C4-Weekday-041600_B42_8,25 AV CROPSEY AV,1,B820179
B82,EN_C4-Weekday,EN_C4-Weekday-051100_B42_8,SPRING CRK TWRS SEAVIEW AV via KINGS HWY,0,B820190
B82,EN_C4-Weekday,EN_C4-Weekday-041700_B82_125,CONEY ISLAND via FLATLANDS via KINGS HWY,1,B820185
B82,EN_C4-Weekday,EN_C4-Weekday-051000_B82_125,SPRNG CRK TWR via KNGS HWY via FLTLND AV,0,B820187
B82,EN_C4-Weekday,EN_C4-Weekday-059700_B82_125,25 AV CROPSEY AV,1,B820179
B82,EN_C4-Weekday,EN_C4-Weekday-069600_B82_114,SPRING CRK TWRS SEAVIEW AV via KINGS HWY,0,B820190
B82,EN_C4-Weekday,EN_C4-Weekday-078500_B82_124,CONEY ISLAND via FLATLANDS via KINGS HWY,1,B820185
B82,EN_C4-Weekday,EN_C4-Weekday-088000_B82_124,SPRNG CRK TWR via KNGS HWY via FLTLND AV,0,B820187
B82,EN_C4-Weekday,EN_C4-Weekday-098000_B82_124,CONEY ISLAND via FLATLANDS via KINGS HWY,1,B820185
B82,EN_C4-Weekday,EN_C4-Weekday-107900_B82_126,SPRNG CRK TWR via KNGS HWY via FLTLND AV,0,B820187
B82,EN_C4-Weekday,EN_C4-Weekday-116600_B82_151,CNY ISLND STILLWELL AV via FLATLANDS AV,1,B820183
B82,EN_C4-Weekday,EN_C4-Weekday-127200_B82_151,SPRING CRK TWRS SEAVIEW AV via KINGS HWY,0,B820189
B82,EN_C4-Weekday,EN_C4-Weekday-042800_B82_126,25 AV CROPSEY AV,1,B820179
B82,EN_C4-Weekday,EN_C4-Weekday-052300_B82_126,SPRING CRK TWRS SEAVIEW AV via KINGS HWY,0,B820190
B82,EN_C4-Weekday,EN_C4-Weekday-060700_B82_112,CNY ISLND STILLWELL AV via FLATLANDS AV,1,B820183
B82,EN_C4-Weekday,EN_C4-Weekday-071600_B82_112,SPRING CRK TWRS SEAVIEW AV via KINGS HWY,0,B820189
B82,EN_C4-Weekday,EN_C4-Weekday-081300_B82_112,25 AV CROPSEY AV,1,B820179
B82,EN_C4-Weekday,EN_C4-Weekday-090800_B82_138,SPRING CRK TWRS SEAVIEW AV via KINGS HWY,0,B820190
B82,EN_C4-Weekday,EN_C4-Weekday-100000_B82_138,CONEY ISLAND via FLATLANDS via KINGS HWY,1,B820185
B82,EN_C4-Weekday,EN_C4-Weekday-109900_B82_141,SPRNG CRK TWR via KNGS HWY via FLTLND AV,0,B820187
B82,EN_C4-Weekday,EN_C4-Weekday-118800_B82_141,CNY ISLND STILLWELL AV via FLATLANDS AV,1,B820183
B82,EN_C4-Weekday,EN_C4-Weekday-128200_B82_141,SPRING CRK TWRS SEAVIEW AV via KINGS HWY,0,B820189
B82,EN_C4-Weekday,EN_C4-Weekday-043300_B82_127,CONEY ISLAND via FLATLANDS via KINGS HWY,1,B820185
B82,EN_C4-Weekday,EN_C4-Weekday-052900_B82_127,SPRNG CRK TWR via KNGS HWY via FLTLND AV,0,B820187
B82,EN_C4-Weekday,EN_C4-Weekday-061700_B82_127,25 AV CROPSEY AV,1,B820179
B82,EN_C4-Weekday,EN_C4-Weekday-071600_B82_103,SPRING CRK TWRS SEAVIEW AV via KINGS HWY,0,B820190
B82,EN_C4-Weekday,EN_C4-Weekday-081200_B82_142,CONEY ISLAND via FLATLANDS via KINGS HWY,1,B820185
B82,EN_C4-Weekday,EN_C4-Weekday-090700_B82_142,SPRNG CRK TWR via KNGS HWY via FLTLND AV,0,B820187
B82,EN_C4-Weekday,EN_C4-Weekday-100800_B82_142,25 AV CROPSEY AV,1,B820179
B82,EN_C4-Weekday,EN_C4-Weekday-111100_B82_133,SPRING CRK TWRS SEAVIEW AV via KINGS HWY,0,B820190
B82,EN_C4-Weekday,EN_C4-Weekday-120000_B82_155,CNY ISLND STILLWELL AV via FLATLANDS AV,1,B820183
B82,EN_C4-Weekday,EN_C4-Weekday-129200_B82_155,SPRING CRK TWRS SEAVIEW AV via KINGS HWY,0,B820189
B82,EN_C4-Weekday,EN_C4-Weekday-137000_B82_155,CNY ISLND STILLWELL AV via FLATLANDS AV,1,B820183
B82,EN_C4-Weekday,EN_C4-Weekday-144500_B82_155,SPRING CRK TWRS SEAVIEW AV via KINGS HWY,0,B820189
B82,EN_C4-Weekday,EN_C4-Weekday-044000_B82_129,25 AV CROPSEY AV,1,B820179
B82,EN_C4-Weekday,EN_C4-Weekday-053500_B82_129,SPRING CRK TWRS SEAVIEW AV via KINGS HWY,0,B820190
B82,EN_C4-Weekday,EN_C4-Weekday-044100_B82_130,CONEY ISLAND via FLATLANDS via KINGS HWY,1,B820185
B82,EN_C4-Weekday,EN_C4-Weekday-053900_B82_130,SPRNG CRK TWR via KNGS HWY via FLTLND AV,0,B820187
B82,EN_C4-Weekday,EN_C4-Weekday-062700_B82_130,CNY ISLND STILLWELL AV via FLATLANDS AV,1,B820183
B82,EN_C4-Weekday,EN_C4-Weekday-073600_B82_120,SPRING CRK TWRS SEAVIEW AV via KINGS HWY,0,B820189
B82,EN_C4-Weekday,EN_C4-Weekday-083400_B82_143,CONEY ISLAND via FLATLANDS via KINGS HWY,1,B820185
B82,EN_C4-Weekday,EN_C4-Weekday-092700_B82_143,SPRNG CRK TWR via KNGS HWY via FLTLND AV,0,B820187
B82,EN_C4-Weekday,EN_C4-Weekday-102400_B82_143,25 AV CROPSEY AV,1,B820179
B82,EN_C4-Weekday,EN_C4-Weekday-112700_B82_148,SPRING CRK TWRS SEAVIEW AV via KINGS HWY,0,B820190
B82,EN_C4-Weekday,EN_C4-Weekday-121200_B82_148,CNY ISLND STILLWELL AV via FLATLANDS AV,1,B820183
B82,EN_C4-Weekday,EN_C4-Weekday-130400_B82_148,SPRING CRK TWRS SEAVIEW AV via KINGS HWY,0,B820189
B82,EN_C4-Weekday,EN_C4-Weekday-139000_B42_16,CNY ISLND STILLWELL AV via FLATLANDS AV,1,B820183
B82,EN_C4-Weekday,EN_C4-Weekday-146500_B42_16,SPRING CRK TWRS SEAVIEW AV via KINGS HWY,0,B820189
B82,EN_C4-Weekday,EN_C4-Weekday-044900_B82_131,CONEY ISLAND via FLATLANDS via KINGS HWY,1,B820185
B82,EN_C4-Weekday,EN_C4-Weekday-054900_B82_131,SPRNG CRK TWR via KNGS HWY via FLTLND AV,0,B820187
B82,EN_C4-Weekday,EN_C4-Weekday-063700_B82_131,25 AV CROPSEY AV,1,B820179
B82,EN_C4-Weekday,EN_C4-Weekday-073600_B42_4,SPRING CRK TWRS SEAVIEW AV via KINGS HWY,0,B820190
B82,EN_C4-Weekday,EN_C4-Weekday-082400_B82_136,CONEY ISLAND via FLATLANDS via KINGS HWY,1,B820185
B82,EN_C4-Weekday,EN_C4-Weekday-091700_B82_136,SPRNG CRK TWR via KNGS HWY via FLTLND AV,0,B820187
