route_id,service_id,trip_id,trip_headsign,direction_id,shape_id
B46,FB_C4-Weekday,FB_C4-Weekday-118300_B46_209,LTD KINGS PLAZA via UTICA,1,B460184
B46,FB_C4-Weekday,FB_C4-Weekday-117300_B46_166,LTD KINGS PLAZA via UTICA,1,B460184
B46,FB_C4-Weekday,FB_C4-Weekday-116300_B46_163,LTD KINGS PLAZA via UTICA,1,B460184
B46,FB_C4-Weekday,FB_C4-Weekday-115300_B46_189,LTD KINGS PLAZA via UTICA,1,B460184
B46,FB_C4-Weekday,FB_C4-Weekday-114300_B46_187,LTD KINGS PLAZA via UTICA,1,B460184
B46,FB_C4-Weekday,FB_C4-Weekday-113300_B46_174,LTD KINGS PLAZA via UTICA,1,B460184
B46,FB_C4-Weekday,FB_C4-Weekday-112300_B46_182,LTD KINGS PLAZA via UTICA,1,B460184
B46,FB_C4-Weekday,FB_C4-Weekday-111300_B46_210,LTD KINGS PLAZA via UTICA,1,B460184
B46,FB_C4-Weekday,FB_C4-Weekday-110300_B46_156,LTD KINGS PLAZA via UTICA,1,B460184
B46,FB_C4-Weekday,FB_C4-Weekday-109800_B46_179,LTD KINGS PLAZA via UTICA,1,B460184
B46,FB_C4-Weekday,FB_C4-Weekday-109300_B46_188,LTD FILLMORE AV,1,B460185
B46,FB_C4-Weekday,FB_C4-Weekday-108700_B46_172,LTD KINGS PLAZA via UTICA,1,B460184
B46,FB_C4-Weekday,FB_C4-Weekday-108100_B46_178,LTD FILLMORE AV,1,B460185
B46,FB_C4-Weekday,FB_C4-Weekday-107600_B46_177,LTD KINGS PLAZA via UTICA,1,B460184
B46,FB_C4-Weekday,FB_C4-Weekday-107000_B41_78,LTD KINGS HWY via UTICA,1,B460192
B46,FB_C4-Weekday,FB_C4-Weekday-106100_B46_199,LTD KINGS PLAZA via UTICA,1,B460184
B46,FB_C4-Weekday,FB_C4-Weekday-105500_B46_197,LTD KINGS PLAZA via UTICA,1,B460184
B46,FB_C4-Weekday,FB_C4-Weekday-104700_B46_150,LTD KINGS PLAZA via UTICA,1,B460184
B46,FB_C4-Weekday,FB_C4-Weekday-104100_B46_164,LTD KINGS PLAZA via UTICA,1,B460184
B46,FB_C4-Weekday,FB_C4-Weekday-103200_B46_155,LTD KINGS PLAZA via UTICA,1,B460184
B46,FB_C4-Weekday,FB_C4-Weekday-102800_B46_153,LTD FILLMORE AV,1,B460185
B46,FB_C4-Weekday,FB_C4-Weekday-102200_B46_196,LTD KINGS PLAZA via UTICA,1,B460184
B46,FB_C4-Weekday,FB_C4-Weekday-101500_B46_142,LTD FILLMORE AV,1,B460185
B46,FB_C4-Weekday,FB_C4-Weekday-100700_B46_195,LTD KINGS PLAZA via UTICA,1,B460184
B46,FB_C4-Weekday,FB_C4-Weekday-100100_B46_193,LTD KINGS PLAZA via UTICA,1,B460184
B46,FB_C4-Weekday,FB_C4-Weekday-099500_B46_163,LTD KINGS PLAZA via UTICA,1,B460184
B46,FB_C4-Weekday,FB_C4-Weekday-099200_B41_23,LTD KINGS HWY via UTICA,1,B460192
B46,FB_C4-Weekday,FB_C4-Weekday-098600_B46_189,LTD KINGS PLAZA via UTICA,1,B460184
B46,FB_C4-Weekday,FB_C4-Weekday-098200_B46_187,LTD KINGS PLAZA via UTICA,1,B460184
B46,FB_C4-Weekday,FB_C4-Weekday-097400_B46_185,LTD KINGS PLAZA via UTICA,1,B460184
B46,FB_C4-Weekday,FB_C4-Weekday-096600_B46_186,LTD KINGS PLAZA via UTICA,1,B460184
B46,FB_C4-Weekday,FB_C4-Weekday-095800_B46_182,LTD KINGS PLAZA via UTICA,1,B460184
B46,FB_C4-Weekday,FB_C4-Weekday-095000_B46_183,LTD KINGS PLAZA via UTICA,1,B460184
B46,FB_C4-Weekday,FB_C4-Weekday-094200_B46_180,LTD KINGS PLAZA via UTICA,1,B460184
B46,FB_C4-Weekday,FB_C4-Weekday-093800_B46_145,LTD KINGS PLAZA via UTICA,1,B460184
B46,FB_C4-Weekday,FB_C4-Weekday-093100_B46_179,LTD KINGS PLAZA via UTICA,1,B460184
B46,FB_C4-Weekday,FB_C4-Weekday-092400_B46_176,LTD KINGS PLAZA via UTICA,1,B460184
B46,FB_C4-Weekday,FB_C4-Weekday-091700_B46_159,LTD KINGS PLAZA via UTICA,1,B460184
B46,FB_C4-Weekday,FB_C4-Weekday-091300_B46_143,LTD KINGS PLAZA via UTICA,1,B460184
B46,FB_C4-Weekday,FB_C4-Weekday-090500_B46_172,LTD KINGS PLAZA via UTICA,1,B460184
B46,FB_C4-Weekday,FB_C4-Weekday-089700_B46_169,LTD KINGS PLAZA via UTICA,1,B460184
B46,FB_C4-Weekday,FB_C4-Weekday-088900_B46_168,LTD KINGS PLAZA via UTICA,1,B460184
B46,FB_C4-Weekday,FB_C4-Weekday-088500_B46_150,LTD KINGS PLAZA via UTICA,1,B460184
B46,FB_C4-Weekday,FB_C4-Weekday-087700_B46_165,LTD KINGS PLAZA via UTICA,1,B460184
B46,FB_C4-Weekday,FB_C4-Weekday-086900_B46_155,LTD KINGS PLAZA via UTICA,1,B460184
B46,FB_C4-Weekday,FB_C4-Weekday-085900_B46_153,LTD KINGS PLAZA via UTICA,1,B460184
B46,FB_C4-Weekday,FB_C4-Weekday-084900_B46_160,LTD KINGS PLAZA via UTICA,1,B460184
B46,FB_C4-Weekday,FB_C4-Weekday-083900_B46_140,LTD KINGS PLAZA via UTICA,1,B460184
B46,FB_C4-Weekday,FB_C4-Weekday-082900_B46_162,LTD KINGS PLAZA via UTICA,1,B460184
B46,FB_C4-Weekday,FB_C4-Weekday-082400_B46_124,LTD KINGS PLAZA via UTICA,1,B460184
B46,FB_C4-Weekday,FB_C4-Weekday-081400_B46_139,LTD KINGS PLAZA via UTICA,1,B460184
B46,FB_C4-Weekday,FB_C4-Weekday-080100_B46_128,LTD KINGS PLAZA via UTICA,1,B460184
B46,FB_C4-Weekday,FB_C4-Weekday-079200_B46_125,LTD KINGS PLAZA via UTICA,1,B460184
B46,FB_C4-Weekday,FB_C4-Weekday-078200_B41_16,LTD KINGS PLAZA via UTICA,1,B460184
B46,FB_C4-Weekday,FB_C4-Weekday-007800_B46_101,BRIDGE PLZ via UTICA,0,B460180
B46,FB_C4-Weekday,FB_C4-Weekday-013800_B46_102,BRIDGE PLZ via UTICA,0,B460180
B46,FB_C4-Weekday,FB_C4-Weekday-019800_B46_101,BRIDGE PLZ via UTICA,0,B460180
B46,FB_C4-Weekday,FB_C4-Weekday-023100_B46_103,BRIDGE PLZ via UTICA,0,B460180
B46,FB_C4-Weekday,FB_C4-Weekday-024800_B46_104,BRIDGE PLZ via UTICA,0,B460180
B46,FB_C4-Weekday,FB_C4-Weekday-026300_B46_105,BRIDGE PLZ via UTICA,0,B460180
B46,FB_C4-Weekday,FB_C4-Weekday-027500_B46_106,BRIDGE PLZ via UTICA,0,B460180
B46,FB_C4-Weekday,FB_C4-Weekday-028500_B46_107,BRIDGE PLZ via UTICA,0,B460180
B46,FB_C4-Weekday,FB_C4-Weekday-029400_B46_108,BRIDGE PLZ via UTICA,0,B460180
B46,FB_C4-Weekday,FB_C4-Weekday-030300_B46_109,BRIDGE PLZ via UTICA,0,B460180
B46,FB_C4-Weekday,FB_C4-Weekday-031200_B46_110,BRIDGE PLZ via UTICA,0,B460180
B46,FB_C4-Weekday,FB_C4-Weekday-031900_B46_111,LTD WILLIAMSBURG BRIDGE PLZ via UTICA,0,B460181
B46,FB_C4-Weekday,FB_C4-Weekday-032200_B46_112,BRIDGE PLZ via UTICA,0,B460180
B46,FB_C4-Weekday,FB_C4-Weekday-032600_B46_113,LTD WILLIAMSBURG BRIDGE PLZ via UTICA,0,B460181
B46,FB_C4-Weekday,FB_C4-Weekday-033300_B41_1,LTD De KALB AV via UTICA,0,B460126
B46,FB_C4-Weekday,FB_C4-Weekday-034000_B46_103,LTD WILLIAMSBURG BRIDGE PLZ via UTICA,0,B460181
B46,FB_C4-Weekday,FB_C4-Weekday-034700_B41_2,LTD De KALB AV via UTICA,0,B460126
B46,FB_C4-Weekday,FB_C4-Weekday-035200_B46_116,LTD WILLIAMSBURG BRIDGE PLZ via UTICA,0,B460181
B46,FB_C4-Weekday,FB_C4-Weekday-035700_B46_102,LTD De KALB AV via UTICA,0,B460126
B46,FB_C4-Weekday,FB_C4-Weekday-036200_B46_104,LTD WILLIAMSBURG BRIDGE PLZ via UTICA,0,B460181
B46,FB_C4-Weekday,FB_C4-Weekday-036700_B46_119,LTD De KALB AV via UTICA,0,B460126
B46,FB_C4-Weekday,FB_C4-Weekday-037200_B46_120,LTD WILLIAMSBURG BRIDGE PLZ via UTICA,0,B460181
B46,FB_C4-Weekday,FB_C4-Weekday-037700_B46_121,LTD De KALB AV via UTICA,0,B460126
B46,FB_C4-Weekday,FB_C4-Weekday-038200_B46_105,LTD WILLIAMSBURG BRIDGE PLZ via UTICA,0,B460181
B46,FB_C4-Weekday,FB_C4-Weekday-038600_B41_3,LTD De KALB AV via UTICA,0,B460126
B46,FB_C4-Weekday,FB_C4-Weekday-039000_B46_124,LTD WILLIAMSBURG BRIDGE PLZ via UTICA,0,B460181
B46,FB_C4-Weekday,FB_C4-Weekday-040100_B46_129,LTD WILLIAMSBURG BRIDGE PLZ via UTICA,0,B460181
B46,FB_C4-Weekday,FB_C4-Weekday-040600_B46_125,LTD WILLIAMSBURG BRIDGE PLZ via UTICA,0,B460181
B46,FB_C4-Weekday,FB_C4-Weekday-041400_B46_107,LTD WILLIAMSBURG BRIDGE PLZ via UTICA,0,B460181
B46,FB_C4-Weekday,FB_C4-Weekday-042400_B46_108,LTD WILLIAMSBURG BRIDGE PLZ via UTICA,0,B460181
B46,FB_C4-Weekday,FB_C4-Weekday-043000_B41_1,LTD WILLIAMSBURG BRIDGE PLZ via UTICA,0,B460181
B46,FB_C4-Weekday,FB_C4-Weekday-043400_B46_114,LTD WILLIAMSBURG BRIDGE PLZ via UTICA,0,B460181
B46,FB_C4-Weekday,FB_C4-Weekday-043600_B46_109,LTD De KALB AV via UTICA,0,B460126
B46,FB_C4-Weekday,FB_C4-Weekday-044000_B46_110,LTD WILLIAMSBURG BRIDGE PLZ via UTICA,0,B460181
B46,FB_C4-Weekday,FB_C4-Weekday-044600_B46_111,LTD WILLIAMSBURG BRIDGE PLZ via UTICA,0,B460181
B46,FB_C4-Weekday,FB_C4-Weekday-045200_B46_113,LTD WILLIAMSBURG BRIDGE PLZ via UTICA,0,B460181
B46,FB_C4-Weekday,FB_C4-Weekday-045400_B46_115,LTD De KALB AV via UTICA,0,B460126
B46,FB_C4-Weekday,FB_C4-Weekday-045800_B46_112,LTD WILLIAMSBURG BRIDGE PLZ via UTICA,0,B460181
B46,FB_C4-Weekday,FB_C4-Weekday-046400_B46_117,LTD WILLIAMSBURG BRIDGE PLZ via UTICA,0,B460181
B46,FB_C4-Weekday,FB_C4-Weekday-047000_B46_148,LTD WILLIAMSBURG BRIDGE PLZ via UTICA,0,B460181
B46,FB_C4-Weekday,FB_C4-Weekday-047600_B46_102,LTD WILLIAMSBURG BRIDGE PLZ via UTICA,0,B460181
B46,FB_C4-Weekday,FB_C4-Weekday-047900_B46_118,LTD De KALB AV via UTICA,0,B460126
B46,FB_C4-Weekday,FB_C4-Weekday-048500_B46_119,LTD WILLIAMSBURG BRIDGE PLZ via UTICA,0,B460181
B46,FB_C4-Weekday,FB_C4-Weekday-049100_B46_121,LTD WILLIAMSBURG BRIDGE PLZ via UTICA,0,B460181
B46,FB_C4-Weekday,FB_C4-Weekday-049400_B46_123,LTD WILLIAMSBURG BRIDGE PLZ via UTICA,0,B460181
B46,FB_C4-Weekday,FB_C4-Weekday-049700_B46_116,LTD De KALB AV via UTICA,0,B460126
B46,FB_C4-Weekday,FB_C4-Weekday-050200_B46_127,LTD WILLIAMSBURG BRIDGE PLZ via UTICA,0,B460181
B46,FB_C4-Weekday,FB_C4-Weekday-050300_B41_3,DeKALB AV via UTICA AV,0,B460116
B46,FB_C4-Weekday,FB_C4-Weekday-050700_B41_41,LTD De KALB AV via UTICA,0,B460126
B46,FB_C4-Weekday,FB_C4-Weekday-051200_B46_132,LTD De KALB AV via UTICA,0,B460126
B46,FB_C4-Weekday,FB_C4-Weekday-051300_B41_4,DeKALB AV via UTICA AV,0,B460116
B46,FB_C4-Weekday,FB_C4-Weekday-051700_B46_144,LTD WILLIAMSBURG BRIDGE PLZ via UTICA,0,B460181
B46,FB_C4-Weekday,FB_C4-Weekday-052200_B46_120,LTD WILLIAMSBURG BRIDGE PLZ via UTICA,0,B460181
B46,FB_C4-Weekday,FB_C4-Weekday-052300_B46_131,DeKALB AV via UTICA AV,0,B460116
B46,FB_C4-Weekday,FB_C4-Weekday-077200_B41_13,LTD KINGS PLAZA via UTICA,1,B460184
B46,FB_C4-Weekday,FB_C4-Weekday-052700_B46_138,LTD De KALB AV via UTICA,0,B460126
B46,FB_C4-Weekday,FB_C4-Weekday-076200_B41_14,LTD KINGS PLAZA via UTICA,1,B460184
B46,FB_C4-Weekday,FB_C4-Weekday-053200_B46_146,LTD WILLIAMSBURG BRIDGE PLZ via UTICA,0,B460181
B46,FB_C4-Weekday,FB_C4-Weekday-053300_B46_134,DeKALB AV via UTICA AV,0,B460116
B46,FB_C4-Weekday,FB_C4-Weekday-053700_B46_135,LTD De KALB AV via UTICA,0,B460126
B46,FB_C4-Weekday,FB_C4-Weekday-054200_B46_124,LTD WILLIAMSBURG BRIDGE PLZ via UTICA,0,B460181
B46,FB_C4-Weekday,FB_C4-Weekday-054300_B46_136,DeKALB AV via UTICA AV,0,B460116
B46,FB_C4-Weekday,FB_C4-Weekday-054700_B41_28,LTD De KALB AV via UTICA,0,B460126
B46,FB_C4-Weekday,FB_C4-Weekday-055300_B46_106,DeKALB AV via UTICA AV,0,B460116
B46,FB_C4-Weekday,FB_C4-Weekday-055300_B46_137,LTD WILLIAMSBURG BRIDGE PLZ via UTICA,0,B460181
B46,FB_C4-Weekday,FB_C4-Weekday-075200_B46_117,LTD KINGS PLAZA via UTICA,1,B460184
B46,FB_C4-Weekday,FB_C4-Weekday-055800_B46_142,LTD De KALB AV via UTICA,0,B460126
B46,FB_C4-Weekday,FB_C4-Weekday-074200_B46_154,LTD KINGS PLAZA via UTICA,1,B460184
B46,FB_C4-Weekday,FB_C4-Weekday-056300_B46_125,DeKALB AV via UTICA AV,0,B460116
B46,FB_C4-Weekday,FB_C4-Weekday-056400_B46_128,LTD WILLIAMSBURG BRIDGE PLZ via UTICA,0,B460181
B46,FB_C4-Weekday,FB_C4-Weekday-056900_B46_105,LTD WILLIAMSBURG BRIDGE PLZ via UTICA,0,B460181
B46,FB_C4-Weekday,FB_C4-Weekday-057300_B46_145,DeKALB AV via UTICA AV,0,B460116
B46,FB_C4-Weekday,FB_C4-Weekday-073600_B41_12,LTD KINGS PLAZA via UTICA,1,B460184
B46,FB_C4-Weekday,FB_C4-Weekday-057500_B41_37,LTD De KALB AV via UTICA,0,B460126
B46,FB_C4-Weekday,FB_C4-Weekday-058000_B46_152,LTD WILLIAMSBURG BRIDGE PLZ via UTICA,0,B460181
B46,FB_C4-Weekday,FB_C4-Weekday-072500_B46_112,LTD KINGS PLAZA via UTICA,1,B460184
B46,FB_C4-Weekday,FB_C4-Weekday-058300_B46_149,DeKALB AV via UTICA AV,0,B460116
B46,FB_C4-Weekday,FB_C4-Weekday-058600_B46_141,LTD De KALB AV via UTICA,0,B460126
B46,FB_C4-Weekday,FB_C4-Weekday-071400_B46_111,LTD KINGS PLAZA via UTICA,1,B460184
B46,FB_C4-Weekday,FB_C4-Weekday-059100_B46_126,LTD WILLIAMSBURG BRIDGE PLZ via UTICA,0,B460181
B46,FB_C4-Weekday,FB_C4-Weekday-059300_B46_129,DeKALB AV via UTICA AV,0,B460116
B46,FB_C4-Weekday,FB_C4-Weekday-059700_B46_158,LTD De KALB AV via UTICA,0,B460126
B46,FB_C4-Weekday,FB_C4-Weekday-070300_B46_148,LTD KINGS PLAZA via UTICA,1,B460184
B46,FB_C4-Weekday,FB_C4-Weekday-060200_B41_8,LTD WILLIAMSBURG BRIDGE PLZ via UTICA,0,B460181
B46,FB_C4-Weekday,FB_C4-Weekday-060300_B46_160,DeKALB AV via UTICA AV,0,B460116
B46,FB_C4-Weekday,FB_C4-Weekday-060800_B46_147,LTD De KALB AV via UTICA,0,B460126
B46,FB_C4-Weekday,FB_C4-Weekday-061300_B46_122,DeKALB AV via UTICA AV,0,B460116
B46,FB_C4-Weekday,FB_C4-Weekday-061300_B46_109,LTD WILLIAMSBURG BRIDGE PLZ via UTICA,0,B460181
B46,FB_C4-Weekday,FB_C4-Weekday-061900_B46_114,LTD De KALB AV via UTICA,0,B460126
B46,FB_C4-Weekday,FB_C4-Weekday-062200_B46_130,DeKALB AV via UTICA AV,0,B460116
B46,FB_C4-Weekday,FB_C4-Weekday-062400_B46_148,LTD WILLIAMSBURG BRIDGE PLZ via UTICA,0,B460181
B46,FB_C4-Weekday,FB_C4-Weekday-063000_B46_132,LTD De KALB AV via UTICA,0,B460126
B46,FB_C4-Weekday,FB_C4-Weekday-063000_B41_7,DeKALB AV via UTICA AV,0,B460116
B46,FB_C4-Weekday,FB_C4-Weekday-063500_B46_111,LTD WILLIAMSBURG BRIDGE PLZ via UTICA,0,B460181
B46,FB_C4-Weekday,FB_C4-Weekday-063900_B46_110,DeKALB AV via UTICA AV,0,B460116
B46,FB_C4-Weekday,FB_C4-Weekday-064100_B46_140,LTD De KALB AV via UTICA,0,B460126
B46,FB_C4-Weekday,FB_C4-Weekday-064600_B46_112,LTD WILLIAMSBURG BRIDGE PLZ via UTICA,0,B460181
B46,FB_C4-Weekday,FB_C4-Weekday-064700_B46_151,DeKALB AV via UTICA AV,0,B460116
B46,FB_C4-Weekday,FB_C4-Weekday-065200_B46_135,LTD De KALB AV via UTICA,0,B460126
B46,FB_C4-Weekday,FB_C4-Weekday-065600_B46_133,DeKALB AV via UTICA AV,0,B460116
B46,FB_C4-Weekday,FB_C4-Weekday-065700_B41_12,LTD WILLIAMSBURG BRIDGE PLZ via UTICA,0,B460181
B46,FB_C4-Weekday,FB_C4-Weekday-066000_B46_154,LTD WILLIAMSBURG BRIDGE PLZ via UTICA,0,B460181
B46,FB_C4-Weekday,FB_C4-Weekday-066300_B46_106,LTD De KALB AV via UTICA,0,B460126
B46,FB_C4-Weekday,FB_C4-Weekday-066400_B41_10,DeKALB AV via UTICA AV,0,B460116
B46,FB_C4-Weekday,FB_C4-Weekday-066800_B46_117,LTD WILLIAMSBURG BRIDGE PLZ via UTICA,0,B460181
B46,FB_C4-Weekday,FB_C4-Weekday-067200_B46_156,DeKALB AV via UTICA AV,0,B460116
B46,FB_C4-Weekday,FB_C4-Weekday-067400_B46_142,LTD De KALB AV via UTICA,0,B460126
B46,FB_C4-Weekday,FB_C4-Weekday-067900_B41_14,LTD WILLIAMSBURG BRIDGE PLZ via UTICA,0,B460181
B46,FB_C4-Weekday,FB_C4-Weekday-068000_B41_35,DeKALB AV via UTICA AV,0,B460116
B46,FB_C4-Weekday,FB_C4-Weekday-068500_B46_146,LTD De KALB AV via UTICA,0,B460126
B46,FB_C4-Weekday,FB_C4-Weekday-068800_B46_134,DeKALB AV via UTICA AV,0,B460116
B46,FB_C4-Weekday,FB_C4-Weekday-069000_B41_13,LTD WILLIAMSBURG BRIDGE PLZ via UTICA,0,B460181
B46,FB_C4-Weekday,FB_C4-Weekday-069500_B46_145,LTD De KALB AV via UTICA,0,B460126
B46,FB_C4-Weekday,FB_C4-Weekday-069600_B41_43,DeKALB AV via UTICA AV,0,B460116
B46,FB_C4-Weekday,FB_C4-Weekday-070000_B41_16,LTD WILLIAMSBURG BRIDGE PLZ via UTICA,0,B460181
B46,FB_C4-Weekday,FB_C4-Weekday-070300_B46_149,DeKALB AV via UTICA AV,0,B460116
B46,FB_C4-Weekday,FB_C4-Weekday-070500_B41_11,LTD De KALB AV via UTICA,0,B460126
B46,FB_C4-Weekday,FB_C4-Weekday-071000_B46_125,LTD WILLIAMSBURG BRIDGE PLZ via UTICA,0,B460181
B46,FB_C4-Weekday,FB_C4-Weekday-071100_B46_129,DeKALB AV via UTICA AV,0,B460116
B46,FB_C4-Weekday,FB_C4-Weekday-071500_B46_161,LTD De KALB AV via UTICA,0,B460126
B46,FB_C4-Weekday,FB_C4-Weekday-071800_B41_45,DeKALB AV via UTICA AV,0,B460116
B46,FB_C4-Weekday,FB_C4-Weekday-072000_B46_128,LTD WILLIAMSBURG BRIDGE PLZ via UTICA,0,B460181
B46,FB_C4-Weekday,FB_C4-Weekday-072500_B46_120,LTD De KALB AV via UTICA,0,B460126
B46,FB_C4-Weekday,FB_C4-Weekday-072600_B41_46,DeKALB AV via UTICA AV,0,B460116
B46,FB_C4-Weekday,FB_C4-Weekday-072900_B46_139,LTD WILLIAMSBURG BRIDGE PLZ via UTICA,0,B460181
B46,FB_C4-Weekday,FB_C4-Weekday-073300_B46_114,LTD De KALB AV via UTICA,0,B460126
B46,FB_C4-Weekday,FB_C4-Weekday-073300_B46_122,DeKALB AV via UTICA AV,0,B460116
B46,FB_C4-Weekday,FB_C4-Weekday-073700_B46_124,LTD WILLIAMSBURG BRIDGE PLZ via UTICA,0,B460181
B46,FB_C4-Weekday,FB_C4-Weekday-074100_B41_19,LTD De KALB AV via UTICA,0,B460126
B46,FB_C4-Weekday,FB_C4-Weekday-074100_B41_48,DeKALB AV via UTICA AV,0,B460116
B46,FB_C4-Weekday,FB_C4-Weekday-074500_B46_162,LTD WILLIAMSBURG BRIDGE PLZ via UTICA,0,B460181
B46,FB_C4-Weekday,FB_C4-Weekday-074800_B41_51,DeKALB AV via UTICA AV,0,B460116
B46,FB_C4-Weekday,FB_C4-Weekday-075000_B46_126,LTD De KALB AV via UTICA,0,B460126
B46,FB_C4-Weekday,FB_C4-Weekday-075400_B46_140,LTD WILLIAMSBURG BRIDGE PLZ via UTICA,0,B460181
B46,FB_C4-Weekday,FB_C4-Weekday-075600_B46_158,DeKALB AV via UTICA AV,0,B460116
B46,FB_C4-Weekday,FB_C4-Weekday-075900_B46_163,LTD De KALB AV via UTICA,0,B460126
B46,FB_C4-Weekday,FB_C4-Weekday-076300_B41_53,DeKALB AV via UTICA AV,0,B460116
B46,FB_C4-Weekday,FB_C4-Weekday-076300_B46_160,LTD WILLIAMSBURG BRIDGE PLZ via UTICA,0,B460181
B46,FB_C4-Weekday,FB_C4-Weekday-076800_B41_54,LTD De KALB AV via UTICA,0,B460126
B46,FB_C4-Weekday,FB_C4-Weekday-077100_B46_147,DeKALB AV via UTICA AV,0,B460116
B46,FB_C4-Weekday,FB_C4-Weekday-077200_B46_153,LTD WILLIAMSBURG BRIDGE PLZ via UTICA,0,B460181
B46,FB_C4-Weekday,FB_C4-Weekday-077700_B46_155,LTD WILLIAMSBURG BRIDGE PLZ via UTICA,0,B460181
B46,FB_C4-Weekday,FB_C4-Weekday-077900_B46_133,DeKALB AV via UTICA AV,0,B460116
B46,FB_C4-Weekday,FB_C4-Weekday-078100_B41_58,LTD De KALB AV via UTICA,0,B460126
B46,FB_C4-Weekday,FB_C4-Weekday-078600_B46_165,LTD WILLIAMSBURG BRIDGE PLZ via UTICA,0,B460181
B46,FB_C4-Weekday,FB_C4-Weekday-078700_B46_164,DeKALB AV via UTICA AV,0,B460116
B46,FB_C4-Weekday,FB_C4-Weekday-079000_B46_130,LTD De KALB AV via UTICA,0,B460126
B46,FB_C4-Weekday,FB_C4-Weekday-079500_B46_150,LTD WILLIAMSBURG BRIDGE PLZ via UTICA,0,B460181
B46,FB_C4-Weekday,FB_C4-Weekday-079500_B46_166,DeKALB AV via UTICA AV,0,B460116
B46,FB_C4-Weekday,FB_C4-Weekday-079900_B46_167,LTD De KALB AV via UTICA,0,B460126
B46,FB_C4-Weekday,FB_C4-Weekday-080300_B46_157,DeKALB AV via UTICA AV,0,B460116
B46,FB_C4-Weekday,FB_C4-Weekday-080400_B46_168,LTD WILLIAMSBURG BRIDGE PLZ via UTICA,0,B460181
B46,FB_C4-Weekday,FB_C4-Weekday-080800_B46_135,LTD De KALB AV via UTICA,0,B460126
B46,FB_C4-Weekday,FB_C4-Weekday-081000_B46_134,DeKALB AV via UTICA AV,0,B460116
B46,FB_C4-Weekday,FB_C4-Weekday-081300_B46_169,LTD WILLIAMSBURG BRIDGE PLZ via UTICA,0,B460181
B46,FB_C4-Weekday,FB_C4-Weekday-081700_B46_138,LTD De KALB AV via UTICA,0,B460126
B46,FB_C4-Weekday,FB_C4-Weekday-081800_B46_171,DeKALB AV via UTICA AV,0,B460116
B46,FB_C4-Weekday,FB_C4-Weekday-082200_B46_172,LTD WILLIAMSBURG BRIDGE PLZ via UTICA,0,B460181
B46,FB_C4-Weekday,FB_C4-Weekday-082500_B41_36,DeKALB AV via UTICA AV,0,B460116
B46,FB_C4-Weekday,FB_C4-Weekday-082600_B46_143,LTD WILLIAMSBURG BRIDGE PLZ via UTICA,0,B460181
B46,FB_C4-Weekday,FB_C4-Weekday-083100_B46_141,LTD De KALB AV via UTICA,0,B460126
B46,FB_C4-Weekday,FB_C4-Weekday-083300_B46_144,DeKALB AV via UTICA AV,0,B460116
B46,FB_C4-Weekday,FB_C4-Weekday-083500_B46_159,LTD WILLIAMSBURG BRIDGE PLZ via UTICA,0,B460181
B46,FB_C4-Weekday,FB_C4-Weekday-084000_B46_146,LTD De KALB AV via UTICA,0,B460126
B46,FB_C4-Weekday,FB_C4-Weekday-084000_B46_173,DeKALB AV via UTICA AV,0,B460116
B46,FB_C4-Weekday,FB_C4-Weekday-084400_B46_176,LTD WILLIAMSBURG BRIDGE PLZ via UTICA,0,B460181
B46,FB_C4-Weekday,FB_C4-Weekday-084800_B46_175,DeKALB AV via UTICA AV,0,B460116
B46,FB_C4-Weekday,FB_C4-Weekday-084900_B46_179,LTD WILLIAMSBURG BRIDGE PLZ via UTICA,0,B460181
B46,FB_C4-Weekday,FB_C4-Weekday-085300_B46_177,LTD De KALB AV via UTICA,0,B460126
B46,FB_C4-Weekday,FB_C4-Weekday-085500_B41_64,DeKALB AV via UTICA AV,0,B460116
B46,FB_C4-Weekday,FB_C4-Weekday-085700_B46_145,LTD WILLIAMSBURG BRIDGE PLZ via UTICA,0,B460181
B46,FB_C4-Weekday,FB_C4-Weekday-086100_B46_180,LTD WILLIAMSBURG BRIDGE PLZ via UTICA,0,B460181
B46,FB_C4-Weekday,FB_C4-Weekday-086300_B46_178,DeKALB AV via UTICA AV,0,B460116
B46,FB_C4-Weekday,FB_C4-Weekday-086400_B46_183,LTD WILLIAMSBURG BRIDGE PLZ via UTICA,0,B460181
B46,FB_C4-Weekday,FB_C4-Weekday-086800_B46_149,LTD De KALB AV via UTICA,0,B460126
B46,FB_C4-Weekday,FB_C4-Weekday-087000_B46_181,DeKALB AV via UTICA AV,0,B460116
B46,FB_C4-Weekday,FB_C4-Weekday-087100_B46_182,LTD WILLIAMSBURG BRIDGE PLZ via UTICA,0,B460181
B46,FB_C4-Weekday,FB_C4-Weekday-087500_B41_38,LTD De KALB AV via UTICA,0,B460126
B46,FB_C4-Weekday,FB_C4-Weekday-087800_B46_186,LTD WILLIAMSBURG BRIDGE PLZ via UTICA,0,B460181
B46,FB_C4-Weekday,FB_C4-Weekday-087800_B46_161,DeKALB AV via UTICA AV,0,B460116
B46,FB_C4-Weekday,FB_C4-Weekday-088200_B46_152,LTD De KALB AV via UTICA,0,B460126
B46,FB_C4-Weekday,FB_C4-Weekday-088500_B46_185,LTD WILLIAMSBURG BRIDGE PLZ via UTICA,0,B460181
B46,FB_C4-Weekday,FB_C4-Weekday-088600_B46_158,DeKALB AV via UTICA AV,0,B460116
