"latitude","longitude","stop_id","stop_name","stop_lat","stop_lon","bus_lines","BoroCode","BoroName","SchoolDist","Pop2010","CountyFIPS","PjAreaCode","PjAreaName","Name","CB2010","CT2010","BCTCB2010","FID_nyct20"","CTLabel","BoroCT2010","CDEligibil","NTACode","NTAName","PUMA","POSTAL"
40.50663399999981,-74.233147,200972,HYLAN BL/BEDELL AV,40.506634,-74.233147,"['S78', 'X22A', 'S59', 'X22']",5,Staten Island,31,468106,085,SI11,Charleston-RichmondVly-Tottenvil,Charleston-RichmondVly-Tottenvil,1007,024402,50244021007,1846,244.02,5024402,I,SI11,Charleston-Richmond Valley-Tottenville,3901,10307
40.506881999999784,-74.232979,201193,HYLAN BL/BEDELL AV,40.506882,-74.232979,"['S78', 'X17', 'X22A', 'S59', 'X22']",5,Staten Island,31,468106,085,SI11,Charleston-RichmondVly-Tottenvil,Charleston-RichmondVly-Tottenvil,3014,024401,50244013014,1557,244.01,5024401,I,SI11,Charleston-Richmond Valley-Tottenville,3901,10307
40.507483999999835,-74.252014,203485,CRAIG AV/AMBOY RD,40.507484,-74.252014,"['S78', 'X17', 'X22A', 'S59', 'X22']",5,Staten Island,31,468106,085,SI11,Charleston-RichmondVly-Tottenvil,Charleston-RichmondVly-Tottenvil,1007,024401,50244011007,1557,244.01,5024401,I,SI11,Charleston-Richmond Valley-Tottenville,3901,10307
40.507720999999776,-74.229576,200973,HYLAN BL/PAGE AV,40.507721,-74.229576,"['S78', 'S59']",5,Staten Island,31,468106,085,SI11,Charleston-RichmondVly-Tottenvil,Charleston-RichmondVly-Tottenvil,1000,024402,50244021000,1846,244.02,5024402,I,SI11,Charleston-Richmond Valley-Tottenville,3901,10309
40.50772899999977,-74.251495,250046,AMBOY RD/CONNECTICUT ST,40.507729,-74.251495,"['X22A', 'X22']",5,Staten Island,31,468106,085,SI11,Charleston-RichmondVly-Tottenvil,Charleston-RichmondVly-Tottenvil,1016,024800,50248001016,1109,248,5024800,I,SI11,Charleston-Richmond Valley-Tottenville,3901,10307
40.50786999999981,-74.229897,201192,HYLAN BL/PAGE AV,40.50787,-74.229897,"['S78', 'S59']",5,Staten Island,31,468106,085,SI11,Charleston-RichmondVly-Tottenvil,Charleston-RichmondVly-Tottenvil,3020,024401,50244013020,1557,244.01,5024401,I,SI11,Charleston-Richmond Valley-Tottenville,3901,10309
40.50810599999978,-74.230072,203834,PAGE AV/HYLAN BL,40.508106,-74.230072,"['X22A', 'X22', 'X17']",5,Staten Island,31,468106,085,SI11,Charleston-RichmondVly-Tottenvil,Charleston-RichmondVly-Tottenvil,3020,024401,50244013020,1557,244.01,5024401,I,SI11,Charleston-Richmond Valley-Tottenville,3901,10309
40.50810199999977,-74.249893,203192,AMBOY RD/FINLEY ST,40.508102,-74.249893,['S59'],5,Staten Island,31,468106,085,SI11,Charleston-RichmondVly-Tottenvil,Charleston-RichmondVly-Tottenvil,1005,024401,50244011005,1557,244.01,5024401,I,SI11,Charleston-Richmond Valley-Tottenville,3901,10307
40.50847999999977,-74.223923,200974,HYLAN BL/RICHARD AV,40.50848,-74.223923,"['S78', 'S59']",5,Staten Island,31,468106,085,SI11,Charleston-RichmondVly-Tottenvil,Charleston-RichmondVly-Tottenvil,1001,024402,50244021001,1846,244.02,5024402,I,SI11,Charleston-Richmond Valley-Tottenville,3901,10309
40.508487999999794,-74.248604,203876,AMBOY RD/CARTERET ST,40.508488,-74.248604,['S78'],5,Staten Island,31,468106,085,SI11,Charleston-RichmondVly-Tottenvil,Charleston-RichmondVly-Tottenvil,1003,024401,50244011003,1557,244.01,5024401,I,SI11,Charleston-Richmond Valley-Tottenville,3901,10307
40.508662999999785,-74.246834,200966,MAIN ST/AMBOY RD,40.508663,-74.246834,"['S78', 'S59']",5,Staten Island,31,468106,085,SI11,Charleston-RichmondVly-Tottenvil,Charleston-RichmondVly-Tottenvil,1001,024401,50244011001,1557,244.01,5024401,I,SI11,Charleston-Richmond Valley-Tottenville,3901,10307
40.50871999999983,-74.223579,201191,HYLAN BL/RICHARD AV,40.50872,-74.223579,"['S78', 'S59']",5,Staten Island,31,468106,085,SI11,Charleston-RichmondVly-Tottenvil,Charleston-RichmondVly-Tottenvil,3000,024401,50244013000,1557,244.01,5024401,I,SI11,Charleston-Richmond Valley-Tottenville,3901,10309
40.50885399999978,-74.246979,201199,MAIN ST/AMBOY RD,40.508854,-74.246979,['S59'],5,Staten Island,31,468106,085,SI11,Charleston-RichmondVly-Tottenvil,Charleston-RichmondVly-Tottenvil,1001,024401,50244011001,1557,244.01,5024401,I,SI11,Charleston-Richmond Valley-Tottenville,3901,10307
40.5089989999998,-74.247231,250045,AMBOY RD/MAIN ST,40.508999,-74.247231,"['X22A', 'X22']",5,Staten Island,31,468106,085,SI11,Charleston-RichmondVly-Tottenvil,Charleston-RichmondVly-Tottenvil,1010,024800,50248001010,1109,248,5024800,I,SI11,Charleston-Richmond Valley-Tottenville,3901,10307
40.509009999999826,-74.24675,250048,AMBOY RD/MAIN ST,40.50901,-74.24675,"['S78', 'X17', 'X22A', 'X22']",5,Staten Island,31,468106,085,SI11,Charleston-RichmondVly-Tottenvil,Charleston-RichmondVly-Tottenvil,1000,024401,50244011000,1557,244.01,5024401,I,SI11,Charleston-Richmond Valley-Tottenville,3901,10307
40.50955199999983,-74.218216,203642,HYLAN BL/CUNNINGHAM RD,40.509552,-74.218216,"['S78', 'S59']",5,Staten Island,31,468106,085,SI01,Annadale-Huguent-PrincesBy-Eltingvl,Annadale-Huguent-PrincesBy-Eltingvl,1010,019800,50198001010,1845,198,5019800,I,SI01,Annadale-Huguenot-Prince's Bay-Eltingville,3901,10309
40.50976199999978,-74.217911,201190,HYLAN BL/CUNNINGHAM RD,40.509762,-74.217911,"['S78', 'S59']",5,Staten Island,31,468106,085,SI01,Annadale-Huguent-PrincesBy-Eltingvl,Annadale-Huguent-PrincesBy-Eltingvl,1005,019800,50198001005,1845,198,5019800,I,SI01,Annadale-Huguenot-Prince's Bay-Eltingville,3901,10309
40.509990999999836,-74.215904,203647,HYLAN BL/KENNY RD,40.509991,-74.215904,"['S78', 'S59']",5,Staten Island,31,468106,085,SI01,Annadale-Huguent-PrincesBy-Eltingvl,Annadale-Huguent-PrincesBy-Eltingvl,1008,019800,50198001008,1845,198,5019800,I,SI01,Annadale-Huguenot-Prince's Bay-Eltingville,3901,10309
40.51015499999976,-74.248062,203068,MAIN ST/CRAIG AV,40.510155,-74.248062,['S78'],5,Staten Island,31,468106,085,SI11,Charleston-RichmondVly-Tottenvil,Charleston-RichmondVly-Tottenvil,1008,024800,50248001008,1109,248,5024800,I,SI11,Charleston-Richmond Valley-Tottenville,3901,10307
40.51023099999978,-74.215759,201189,HYLAN BL/KENNY RD,40.510231,-74.215759,"['S78', 'S59']",5,Staten Island,31,468106,085,SI01,Annadale-Huguent-PrincesBy-Eltingvl,Annadale-Huguent-PrincesBy-Eltingvl,1007,019800,50198001007,1845,198,5019800,I,SI01,Annadale-Huguenot-Prince's Bay-Eltingville,3901,10309
40.51042199999983,-74.242844,250044,AMBOY RD/LEE AV,40.510422,-74.242844,"['X22A', 'X22']",5,Staten Island,31,468106,085,SI11,Charleston-RichmondVly-Tottenvil,Charleston-RichmondVly-Tottenvil,2013,024800,50248002013,1109,248,5024800,I,SI11,Charleston-Richmond Valley-Tottenville,3901,10307
40.51067399999981,-74.242157,250049,AMBOY RD/SLEIGHT AV,40.510674,-74.242157,"['X22A', 'X17', 'X22']",5,Staten Island,31,468106,085,SI11,Charleston-RichmondVly-Tottenvil,Charleston-RichmondVly-Tottenvil,2000,024401,50244012000,1557,244.01,5024401,I,SI11,Charleston-Richmond Valley-Tottenville,3901,10307
40.511527999999814,-74.210541,200977,HYLAN BL/SHARROTT AV,40.511528,-74.210541,"['S78', 'S59']",5,Staten Island,31,468106,085,SI01,Annadale-Huguent-PrincesBy-Eltingvl,Annadale-Huguent-PrincesBy-Eltingvl,1008,019800,50198001008,1845,198,5019800,I,SI01,Annadale-Huguenot-Prince's Bay-Eltingville,3901,10309
40.51193999999983,-74.21032,201188,HYLAN BL/SHARROTT AV,40.51194,-74.21032,"['S78', 'S59']",5,Staten Island,31,468106,085,SI01,Annadale-Huguent-PrincesBy-Eltingvl,Annadale-Huguent-PrincesBy-Eltingvl,2015,019800,50198002015,1845,198,5019800,I,SI01,Annadale-Huguenot-Prince's Bay-Eltingville,3901,10309
40.512038999999795,-74.239632,250043,AMBOY RD/BARNARD AV,40.512039,-74.239632,"['X22A', 'X22', 'X17']",5,Staten Island,31,468106,085,SI11,Charleston-RichmondVly-Tottenvil,Charleston-RichmondVly-Tottenvil,3030,024800,50248003030,1109,248,5024800,I,SI11,Charleston-Richmond Valley-Tottenville,3901,10307
40.51237499999981,-74.238876,250050,AMBOY RD/BREHAUT AV,40.512375,-74.238876,"['X22A', 'X17', 'X22']",5,Staten Island,31,468106,085,SI11,Charleston-RichmondVly-Tottenvil,Charleston-RichmondVly-Tottenvil,3006,024401,50244013006,1557,244.01,5024401,I,SI11,Charleston-Richmond Valley-Tottenville,3901,10307
40.512477999999845,-74.249969,202264,ARTHUR KILL RD/MAIN ST,40.512478,-74.249969,['S78'],5,Staten Island,31,468106,085,SI11,Charleston-RichmondVly-Tottenvil,Charleston-RichmondVly-Tottenvil,1002,024800,50248001002,1109,248,5024800,I,SI11,Charleston-Richmond Valley-Tottenville,3901,10307
40.513576999999785,-74.247353,202066,ARTHUR KILL RD/YETMAN AV,40.513577,-74.247353,['S78'],5,Staten Island,31,468106,085,SI11,Charleston-RichmondVly-Tottenvil,Charleston-RichmondVly-Tottenvil,2007,024800,50248002007,1109,248,5024800,I,SI11,Charleston-Richmond Valley-Tottenville,3901,10307
40.51394299999977,-74.247147,202263,ARTHUR KILL RD/YETMAN AV,40.513943,-74.247147,['S78'],5,Staten Island,31,468106,085,SI11,Charleston-RichmondVly-Tottenvil,Charleston-RichmondVly-Tottenvil,2005,024800,50248002005,1109,248,5024800,I,SI11,Charleston-Richmond Valley-Tottenville,3901,10307
40.514255999999804,-74.206284,200978,HYLAN BL/WOODVALE AV,40.514256,-74.206284,"['S78', 'S59']",5,Staten Island,31,468106,085,SI01,Annadale-Huguent-PrincesBy-Eltingvl,Annadale-Huguent-PrincesBy-Eltingvl,2031,019800,50198002031,1845,198,5019800,I,SI01,Annadale-Huguenot-Prince's Bay-Eltingville,3901,10309
40.514308999999805,-74.206619,201187,HYLAN BL/WOODVALE AV,40.514309,-74.206619,"['S78', 'S59']",5,Staten Island,31,468106,085,SI01,Annadale-Huguent-PrincesBy-Eltingvl,Annadale-Huguent-PrincesBy-Eltingvl,2015,019800,50198002015,1845,198,5019800,I,SI01,Annadale-Huguenot-Prince's Bay-Eltingville,3901,10309
40.5145759999998,-74.245865,202067,ARTHUR KILL RD/WOOD AV,40.514576,-74.245865,['S78'],5,Staten Island,31,468106,085,SI11,Charleston-RichmondVly-Tottenvil,Charleston-RichmondVly-Tottenvil,2003,024800,50248002003,1109,248,5024800,I,SI11,Charleston-Richmond Valley-Tottenville,3901,10307
40.51483499999984,-74.245743,202262,ARTHUR KILL RD/WOOD AV,40.514835,-74.245743,['S78'],5,Staten Island,31,468106,085,SI11,Charleston-RichmondVly-Tottenvil,Charleston-RichmondVly-Tottenvil,2000,024800,50248002000,1109,248,5024800,I,SI11,Charleston-Richmond Valley-Tottenville,3901,10307
40.515597999999784,-74.244438,203183,ARTHUR KILL RD/FISHER AV,40.515598,-74.244438,['S78'],5,Staten Island,31,468106,085,SI11,Charleston-RichmondVly-Tottenvil,Charleston-RichmondVly-Tottenvil,2000,024800,50248002000,1109,248,5024800,I,SI11,Charleston-Richmond Valley-Tottenville,3901,10307
40.51568599999984,-74.243637,202068,ARTHUR KILL RD/BARNARD AV,40.515686,-74.243637,['S78'],5,Staten Island,31,468106,085,SI11,Charleston-RichmondVly-Tottenvil,Charleston-RichmondVly-Tottenvil,2001,024800,50248002001,1109,248,5024800,I,SI11,Charleston-Richmond Valley-Tottenville,3901,10307
40.51619699999984,-74.232887,250068,AMBOY RD/PAGE AV,40.516197,-74.232887,"['X22A', 'X17', 'X22']",5,Staten Island,31,468106,085,SI11,Charleston-RichmondVly-Tottenvil,Charleston-RichmondVly-Tottenvil,3003,024401,50244013003,1557,244.01,5024401,I,SI11,Charleston-Richmond Valley-Tottenville,3901,10307
40.51645699999984,-74.202873,200979,HYLAN BL/BAY VIEW AV,40.516457,-74.202873,"['S78', 'S59']",5,Staten Island,31,468106,085,SI01,Annadale-Huguent-PrincesBy-Eltingvl,Annadale-Huguent-PrincesBy-Eltingvl,2027,019800,50198002027,1845,198,5019800,I,SI01,Annadale-Huguenot-Prince's Bay-Eltingville,3901,10309
40.516738999999774,-74.232498,250042,AMBOY RD/MURRAY ST,40.516739,-74.232498,"['X22A', 'X22']",5,Staten Island,31,468106,085,SI11,Charleston-RichmondVly-Tottenvil,Charleston-RichmondVly-Tottenvil,3016,024800,50248003016,1109,248,5024800,I,SI11,Charleston-Richmond Valley-Tottenville,3901,10309
40.5168039999998,-74.202705,201186,HYLAN BL/BAYVIEW AV,40.516804,-74.202705,"['S78', 'S59']",5,Staten Island,31,468106,085,SI01,Annadale-Huguent-PrincesBy-Eltingvl,Annadale-Huguent-PrincesBy-Eltingvl,3014,019800,50198003014,1845,198,5019800,I,SI01,Annadale-Huguenot-Prince's Bay-Eltingville,3901,10309
40.51832599999981,-74.200317,201185,HYLAN BL/INEZ ST,40.518326,-74.200317,"['S78', 'S59']",5,Staten Island,31,468106,085,SI01,Annadale-Huguent-PrincesBy-Eltingvl,Annadale-Huguent-PrincesBy-Eltingvl,3020,019800,50198003020,1845,198,5019800,I,SI01,Annadale-Huguenot-Prince's Bay-Eltingville,3901,10309
40.518340999999765,-74.199829,200980,HYLAN BL/INEZ ST,40.518341,-74.199829,"['S78', 'S59']",5,Staten Island,31,468106,085,SI01,Annadale-Huguent-PrincesBy-Eltingvl,Annadale-Huguent-PrincesBy-Eltingvl,3023,019800,50198003023,1845,198,5019800,I,SI01,Annadale-Huguenot-Prince's Bay-Eltingville,3901,10309
40.51855499999983,-74.240364,202260,ARTHUR KILL RD/NASSAU PL,40.518555,-74.240364,['S78'],5,Staten Island,31,468106,085,SI11,Charleston-RichmondVly-Tottenvil,Charleston-RichmondVly-Tottenvil,3006,024800,50248003006,1109,248,5024800,I,SI11,Charleston-Richmond Valley-Tottenville,3901,10307
40.51902399999978,-74.240089,202069,ARTHUR KILL RD/NASSAU PL,40.519024,-74.240089,['S78'],5,Staten Island,31,468106,085,SI11,Charleston-RichmondVly-Tottenvil,Charleston-RichmondVly-Tottenvil,3009,024800,50248003009,1109,248,5024800,I,SI11,Charleston-Richmond Valley-Tottenville,3901,10307
40.519111999999815,-74.196922,200981,HYLAN BL/SEGUINE AV,40.519112,-74.196922,"['S78', 'S55', 'S59', 'S56']",5,Staten Island,31,468106,085,SI01,Annadale-Huguent-PrincesBy-Eltingvl,Annadale-Huguent-PrincesBy-Eltingvl,4044,019800,50198004044,1845,198,5019800,I,SI01,Annadale-Huguenot-Prince's Bay-Eltingville,3901,10309
40.51908099999985,-74.229485,250041,AMBOY RD/RICHMOND VALLEY RD,40.519081,-74.229485,"['X22A', 'X22', 'X17']",5,Staten Island,31,468106,085,SI11,Charleston-RichmondVly-Tottenvil,Charleston-RichmondVly-Tottenvil,3000,024401,50244013000,1557,244.01,5024401,I,SI11,Charleston-Richmond Valley-Tottenville,3901,10309
40.51913499999982,-74.22731,250051,AMBOY RD/RICHMOND VALLEY RD,40.519135,-74.22731,"['X22A', 'X17', 'X22']",5,Staten Island,31,468106,085,SI11,Charleston-RichmondVly-Tottenvil,Charleston-RichmondVly-Tottenvil,3000,024401,50244013000,1557,244.01,5024401,I,SI11,Charleston-Richmond Valley-Tottenville,3901,10309
40.51924499999976,-74.19696,201184,HYLAN BL/SEGUINE AV,40.519245,-74.19696,"['S78', 'S55', 'S59', 'S56']",5,Staten Island,31,468106,085,SI01,Annadale-Huguent-PrincesBy-Eltingvl,Annadale-Huguent-PrincesBy-Eltingvl,4021,019800,50198004021,1845,198,5019800,I,SI01,Annadale-Huguenot-Prince's Bay-Eltingville,3901,10309
40.52030899999982,-74.197502,202934,SEGUINE AV/DIRENZO CT,40.520309,-74.197502,"['S56', 'S55']",5,Staten Island,31,468106,085,SI01,Annadale-Huguent-PrincesBy-Eltingvl,Annadale-Huguent-PrincesBy-Eltingvl,3021,019800,50198003021,1845,198,5019800,I,SI01,Annadale-Huguenot-Prince's Bay-Eltingville,3901,10309
40.52045399999981,-74.197456,203991,SEGUINE AV/DIRENZO CT,40.520454,-74.197456,"['S56', 'S55']",5,Staten Island,31,468106,085,SI01,Annadale-Huguent-PrincesBy-Eltingvl,Annadale-Huguent-PrincesBy-Eltingvl,4021,019800,50198004021,1845,198,5019800,I,SI01,Annadale-Huguenot-Prince's Bay-Eltingville,3901,10309
40.52123999999978,-74.217308,250037,AMBOY RD/BEDELL ST,40.52124,-74.217308,"['X22A', 'X22', 'X17']",5,Staten Island,31,468106,085,SI11,Charleston-RichmondVly-Tottenvil,Charleston-RichmondVly-Tottenvil,4023,022600,50226004023,1733,226,5022600,I,SI11,Charleston-Richmond Valley-Tottenville,3901,10309
40.5211979999998,-74.239418,203542,ARTHUR KILL RD/RICHMOND VALLEY RD,40.521198,-74.239418,['S78'],5,Staten Island,31,468106,085,SI11,Charleston-RichmondVly-Tottenvil,Charleston-RichmondVly-Tottenvil,3001,024800,50248003001,1109,248,5024800,I,SI11,Charleston-Richmond Valley-Tottenville,3901,10307
40.52135099999982,-74.239502,203550,ARTHUR KILL RD/RICHMOND VALLEY RD,40.521351,-74.239502,['S78'],5,Staten Island,31,468106,085,SI11,Charleston-RichmondVly-Tottenvil,Charleston-RichmondVly-Tottenvil,3000,024800,50248003000,1109,248,5024800,I,SI11,Charleston-Richmond Valley-Tottenville,3901,10309
40.521476999999756,-74.216995,250062,AMBOY RD/BEDELL ST,40.521477,-74.216995,"['X22A', 'X17', 'X22']",5,Staten Island,31,468106,085,SI11,Charleston-RichmondVly-Tottenvil,Charleston-RichmondVly-Tottenvil,4026,022600,50226004026,1733,226,5022600,I,SI11,Charleston-Richmond Valley-Tottenville,3901,10309
40.52199599999984,-74.198586,203393,SEGUINE AV/SINGLETON ST,40.521996,-74.198586,['S56'],5,Staten Island,31,468106,085,SI01,Annadale-Huguent-PrincesBy-Eltingvl,Annadale-Huguent-PrincesBy-Eltingvl,4021,019800,50198004021,1845,198,5019800,I,SI01,Annadale-Huguenot-Prince's Bay-Eltingville,3901,10309
40.5224339999998,-74.190071,200982,HYLAN BL/CORNELIA AV,40.522434,-74.190071,"['S78', 'S55', 'S59', 'S56']",5,Staten Island,31,468106,085,SI01,Annadale-Huguent-PrincesBy-Eltingvl,Annadale-Huguent-PrincesBy-Eltingvl,4007,019800,50198004007,1845,198,5019800,I,SI01,Annadale-Huguenot-Prince's Bay-Eltingville,3901,10312
40.52252599999976,-74.190445,201183,HYLAN BL/CORNELIA AV,40.522526,-74.190445,"['S56', 'S59', 'S78']",5,Staten Island,31,468106,085,SI01,Annadale-Huguent-PrincesBy-Eltingvl,Annadale-Huguent-PrincesBy-Eltingvl,4007,019800,50198004007,1845,198,5019800,I,SI01,Annadale-Huguenot-Prince's Bay-Eltingville,3901,10312
40.52266699999981,-74.189926,805073,HYLAN BL/CORNELIA AV,40.522667,-74.189926,['S55'],5,Staten Island,31,468106,085,SI01,Annadale-Huguent-PrincesBy-Eltingvl,Annadale-Huguent-PrincesBy-Eltingvl,4007,019800,50198004007,1845,198,5019800,I,SI01,Annadale-Huguenot-Prince's Bay-Eltingville,3901,10312
40.522586999999824,-74.239021,203543,ARTHUR KILL RD/RICHMOND VALLEY RD,40.522587,-74.239021,['S78'],5,Staten Island,31,468106,085,SI11,Charleston-RichmondVly-Tottenvil,Charleston-RichmondVly-Tottenvil,4027,022600,50226004027,1733,226,5022600,I,SI11,Charleston-Richmond Valley-Tottenville,3901,10309
40.522761999999844,-74.199417,203656,SEGUINE AV/JOHANNA LA,40.522762,-74.199417,"['S56', 'S55']",5,Staten Island,31,468106,085,SI01,Annadale-Huguent-PrincesBy-Eltingvl,Annadale-Huguent-PrincesBy-Eltingvl,3011,019800,50198003011,1845,198,5019800,I,SI01,Annadale-Huguenot-Prince's Bay-Eltingville,3901,10309
40.52301399999976,-74.188553,202897,HYLAN BL/LUTEN AV,40.523014,-74.188553,['S56'],5,Staten Island,31,468106,085,SI01,Annadale-Huguent-PrincesBy-Eltingvl,Annadale-Huguent-PrincesBy-Eltingvl,4022,019800,50198004022,1845,198,5019800,I,SI01,Annadale-Huguenot-Prince's Bay-Eltingville,3901,10312
40.52300299999982,-74.199326,202635,SEGUINE AV/KNOX ST,40.523003,-74.199326,"['S56', 'S55']",5,Staten Island,31,468106,085,SI01,Annadale-Huguent-PrincesBy-Eltingvl,Annadale-Huguent-PrincesBy-Eltingvl,4025,019800,50198004025,1845,198,5019800,I,SI01,Annadale-Huguenot-Prince's Bay-Eltingville,3901,10309
40.52309799999979,-74.188141,905014,HYLAN BL/LUTEN AV,40.523098,-74.188141,['S59'],5,Staten Island,31,468106,085,SI01,Annadale-Huguent-PrincesBy-Eltingvl,Annadale-Huguent-PrincesBy-Eltingvl,4022,019800,50198004022,1845,198,5019800,I,SI01,Annadale-Huguenot-Prince's Bay-Eltingville,3901,10312
40.52312099999981,-74.188652,201182,HYLAN BL/LUTEN AV,40.523121,-74.188652,"['S78', 'S55', 'S59', 'S56']",5,Staten Island,31,468106,085,SI01,Annadale-Huguent-PrincesBy-Eltingvl,Annadale-Huguent-PrincesBy-Eltingvl,4007,019800,50198004007,1845,198,5019800,I,SI01,Annadale-Huguenot-Prince's Bay-Eltingville,3901,10312
40.52323899999976,-74.187828,200983,HYLAN BL/LUTEN AV,40.523239,-74.187828,['S78'],5,Staten Island,31,468106,085,SI01,Annadale-Huguent-PrincesBy-Eltingvl,Annadale-Huguent-PrincesBy-Eltingvl,4022,019800,50198004022,1845,198,5019800,I,SI01,Annadale-Huguenot-Prince's Bay-Eltingville,3901,10312
