"shape_id","segment_id","meters_accumulated"
"Q410222","47",12520.970000000001
"Q410222","44",11887.490000000002
"Q410222","45",12151.340000000002
"Q410222","42",11464.090000000002
"Q410222","43",11617.490000000002
"Q410222","40",10865.360000000002
"Q410222","41",11273.350000000002
"Q410222","1",347.97
"Q410222","3",736.62
"Q410222","2",549.71
"Q410222","5",1752.3600000000001
"Q410222","4",1174.04
"Q410222","7",2501.8
"Q410222","6",2089.83
"Q410222","9",2895.9600000000005
"Q410222","8",2709.0800000000004
"Q410222","13",3906.08
"Q410222","12",3798.94
"Q410222","14",4224.93
"Q410222","11",3538.53
"Q410222","10",3274.6200000000003
"Q410222","39",10489.480000000003
"Q410222","38",10204.320000000003
"Q410222","15",4471.320000000001
"Q410222","22",5927.840000000001
"Q410222","17",4926.1900000000005
"Q410222","16",4718.500000000001
"Q410222","19",5326.700000000001
"Q410222","18",5070.700000000001
"Q410222","31",8796.380000000001
"Q410222","23",6143.590000000001
"Q410222","51",13464.1
"Q410222","36",9773.260000000004
"Q410222","53",13941.150000000001
"Q410222","52",13701.380000000001
"Q410222","33",9216.580000000002
"Q410222","37",10045.330000000004
"Q410222","32",8902.150000000001
"Q410222","50",13303.19
"B390025","1",157.11
"B390025","3",3022.4700000000003
"B390025","2",2882.2400000000002
"B390024","1",179.47
"B390024","2",2856.7599999999998
"BX200014","11",2624.91
"BX200014","10",2227.17
"BX200014","13",3473.87
"BX200014","12",3237.52
"BX200014","15",4139.219999999999
"BX200014","14",3714.7999999999997
"BX200014","17",4783.7699999999995
"BX200014","16",4384.11
"BX200014","19",5394.15
"BX200014","18",4954.73
"BX200014","1",282.36
"BX200014","3",629.3100000000001
"BX200014","2",411.97
"BX200014","5",1228.52
"BX200014","4",765.75
"BX200014","7",1514.6299999999999
"BX200014","6",1350.53
"BX200014","9",2037.01
"BX200014","8",1884.27
"S740277","30",6636.13
"S740277","28",6248.8099999999995
"S740277","29",6479.12
"S740277","60",14648.88
"S740277","35",8083.779999999999
"S740277","34",7880.709999999999
"S740277","23",5339.579999999999
"S740277","24",5493.589999999999
"S740277","25",5714.389999999999
"S740277","26",5888.65
"S740277","27",6055.839999999999
"S740277","20",4626.629999999999
"S740277","21",4860.759999999999
"S740277","48",11229.339999999997
"S740277","49",11467.069999999996
"S740277","46",10603.189999999997
"S740277","47",10932.539999999997
"S740277","44",10042.249999999996
"S740277","45",10440.119999999997
"S740277","42",9481.719999999998
"S740277","43",9800.609999999997
"S740277","40",9191.159999999998
"S740277","41",9356.959999999997
"S740277","1",268.7
"S740277","3",1048.22
"S740277","2",762.55
"S740277","5",1571.1799999999998
"S740277","4",1300.03
"S740277","7",1793.36
"S740277","6",1712.81
"S740277","9",2526.2299999999996
"S740277","8",2178.3199999999997
"S740277","13",3256.1099999999997
"S740277","12",3122.72
"S740277","17",3998.8599999999997
"S740277","15",3573.6899999999996
"S740277","32",7304.5599999999995
"S740277","58",13847.1
"S740277","11",2994.0499999999997
"S740277","10",2753.24
"S740277","39",8909.989999999998
"S740277","38",8708.159999999998
"S740277","59",14133.75
"S740277","22",5077.629999999999
"S740277","14",3418.0899999999997
"S740277","16",3770.5199999999995
"S740277","19",4462.889999999999
"S740277","54",12994.409999999998
"S740277","31",7111.66
"S740277","56",13299.019999999999
"S740277","51",12112.679999999997
"S740277","36",8352.079999999998
"S740277","53",12756.289999999997
"S740277","52",12456.849999999997
"S740277","33",7579.099999999999
"S740277","55",13160.989999999998
"S740277","37",8591.309999999998
"S740277","18",4240.15
"S740277","57",13545.31
"S740277","50",11940.319999999996
"Q720050","24",7650.410000000001
"Q720050","20",4589.180000000001
"Q720050","21",4952.420000000001
"Q720050","22",6527.360000000001
"Q720050","23",6797.9800000000005
"Q720050","1",446.12
"Q720050","3",909.46
"Q720050","2",724.1800000000001
"Q720050","5",1566.3400000000001
"Q720050","4",1353.71
"Q720050","7",1967.0200000000002
"Q720050","6",1750.2600000000002
"Q720050","9",2458.7900000000004
"Q720050","8",2164.1200000000003
"Q720050","11",2875.0800000000004
"Q720050","10",2669.6400000000003
"Q720050","13",3296.0400000000004
"Q720050","12",3088.5600000000004
"Q720050","15",3592.390000000001
"Q720050","14",3496.3600000000006
"Q720050","17",3924.230000000001
"Q720050","16",3798.4500000000007
"Q720050","19",4416.730000000001
"Q720050","18",4127.480000000001
"Q720051","1",363.24
"Q720051","3",2208.8
"Q720051","2",1938.18
"Q720051","4",3061.23
"S740270","24",10339.299999999997
"S740270","25",10598.579999999998
"S740270","26",10898.559999999998
"S740270","27",11205.699999999997
"S740270","20",8509.169999999998
"S740270","21",8818.559999999998
"S740270","22",9528.029999999997
"S740270","23",9878.459999999997
"S740270","28",11739.949999999997
"S740270","29",12200.439999999997
"S740270","4",3181.55
"S740270","8",3887.1800000000003
"S740270","59",19860.459999999995
"S740270","58",19562.869999999995
"S740270","55",19048.19
"S740270","54",18756.25
"S740270","57",19327.139999999996
"S740270","56",19206.949999999997
"S740270","51",18279.190000000002
"S740270","50",17988.81
"S740270","53",18572.16
"S740270","52",18466.36
"S740270","88",26606.48
"S740270","89",26875.71
"S740270","82",24933.750000000004
"S740270","83",25088.690000000002
"S740270","80",24515.730000000003
"S740270","81",24673.220000000005
"S740270","86",26036.149999999998
"S740270","87",26377.3
"S740270","84",25294.38
"S740270","85",25587.48
"S740270","3",2813.4700000000003
"S740270","7",3711.3
"S740270","39",15213.55
"S740270","38",15022.109999999999
"S740270","33",13717.719999999998
"S740270","32",13245.319999999998
"S740270","31",12823.369999999997
"S740270","30",12623.009999999997
"S740270","37",14734.329999999998
"S740270","36",14496.329999999998
"S740270","35",14330.749999999998
"S740270","34",14057.739999999998
"S740270","60",20080.249999999996
"S740270","61",20330.819999999996
"S740270","62",20578.519999999997
"S740270","63",20854.379999999997
"S740270","64",21317.289999999997
"S740270","65",21478.37
"S740270","66",21701.899999999998
"S740270","67",21865.909999999996
"S740270","68",22024.619999999995
"S740270","69",22223.459999999995
"S740270","2",2536.6600000000003
"S740270","6",3481.3900000000003
"S740270","91",27302.67
"S740270","90",27077.92
"S740270","93",27942.039999999997
"S740270","92",27582.339999999997
"S740270","11",5430.139999999999
"S740270","10",4956.4
"S740270","13",6107.929999999999
"S740270","12",5696.5599999999995
"S740270","15",7145.8099999999995
"S740270","14",6411.969999999999
"S740270","17",7674.509999999999
"S740270","16",7444.539999999999
"S740270","19",8273.589999999998
"S740270","18",7870.789999999999
"S740270","48",17496.59
"S740270","49",17760.43
"S740270","46",16992.010000000002
"S740270","47",17192.11
"S740270","44",16523.02
"S740270","45",16802.79
"S740270","42",15832.960000000001
"S740270","43",16174.660000000002
"S740270","40",15444.82
"S740270","41",15695.43
"S740270","1",2105.78
"S740270","5",3374.1400000000003
"S740270","9",4486.54
"S740270","77",23904.850000000002
"S740270","76",23740.530000000002
"S740270","75",23558.38
"S740270","74",23260.34
"S740270","73",23071.55
"S740270","72",22851.719999999998
"S740270","71",22591.389999999996
"S740270","70",22426.709999999995
"S740270","79",24244.770000000004
"S740270","78",24022.620000000003
"S740271","24",10339.299999999997
"S740271","25",10598.579999999998
"S740271","26",10898.559999999998
"S740271","27",11205.699999999997
"S740271","20",8509.169999999998
"S740271","21",8818.559999999998
"S740271","22",9528.029999999997
"S740271","23",9878.459999999997
"S740271","28",11739.949999999997
"S740271","29",12200.439999999997
"S740271","4",3181.55
"S740271","8",3887.1800000000003
"S740271","59",19860.459999999995
"S740271","58",19562.869999999995
"S740271","55",19048.19
"S740271","54",18756.25
"S740271","57",19327.139999999996
"S740271","56",19206.949999999997
"S740271","51",18279.190000000002
"S740271","50",17988.81
"S740271","53",18572.16
"S740271","52",18466.36
"S740271","88",26606.48
"S740271","89",26875.71
"S740271","82",24933.750000000004
"S740271","83",25088.690000000002
"S740271","80",24515.730000000003
"S740271","81",24673.220000000005
"S740271","86",26036.149999999998
"S740271","87",26377.3
"S740271","84",25294.38
"S740271","85",25587.48
"S740271","3",2813.4700000000003
"S740271","7",3711.3
"S740271","39",15213.55
"S740271","38",15022.109999999999
"S740271","33",13717.719999999998
"S740271","32",13245.319999999998
"S740271","31",12823.369999999997
"S740271","30",12623.009999999997
"S740271","37",14734.329999999998
"S740271","36",14496.329999999998
"S740271","35",14330.749999999998
"S740271","34",14057.739999999998
"S740271","60",20080.249999999996
