shape_id,segment_id,meters_accumulated
BX010026,35,9750
BX010026,36,9931.58
BX010026,37,10096.82
BX010026,38,10339.02
BX010026,39,10623.01
BX010026,40,10977.97
BX010026,41,11206.53
BX010026,42,11411.97
BX010026,43,11661.6
BX010026,44,11814.34
BX010026,45,12004.5
BX010027,1,565.34
BX010027,2,1195.79
BX010027,3,2121.34
BX010027,4,2712.99
BX010027,5,3165.31
BX010027,6,3735.82
BX010027,7,4258.07
BX010027,8,5089.04
BX010027,9,5441.28
BX010027,10,6806.59
BX010027,11,7226.73
BX010027,12,8096.65
BX010027,13,8956.14
BX010027,14,9556.72
BX010027,15,9749.99
BX010027,16,9931.57
BX010027,17,10096.81
BX010027,18,10339.01
BX010027,19,10623
BX010027,20,10977.96
BX010027,21,11206.52
BX010027,22,11411.96
BX010027,23,11661.59
BX010027,24,11814.33
BX010027,25,12004.49
BX010028,1,229.56
BX010028,2,522.18
BX010028,3,689.58
BX010028,4,967.16
BX010028,5,1169.83
BX010028,6,1466.01
BX010028,7,1808.41
BX010028,8,2057.31
BX010028,9,2249.86
BX010028,10,2546.94
BX010028,11,3084.35
BX010028,12,3352.34
BX010028,13,3965.39
BX010028,14,4846.45
BX010028,15,5300.33
BX010028,16,6488.79
BX010028,17,6966.55
BX010028,18,7809.01
BX010028,19,8334.89
BX010028,20,8914.96
BX010028,21,9305.12
BX010028,22,9890.81
BX010028,23,10808.05
BX010028,24,11449.93
BX010028,25,11855.1
BX010028,26,12069.53
BX010031,1,229.56
BX010031,2,522.18
BX010031,3,689.58
BX010031,4,967.16
BX010031,5,1169.83
BX010031,6,1466.01
BX010031,7,1808.41
BX010031,8,2057.31
BX010031,9,2249.86
BX010031,10,2546.94
BX010031,11,2936.06
BX010031,12,3084.35
BX010031,13,3352.34
BX010031,14,3666
BX010031,15,3965.39
BX010031,16,4228.37
BX010031,17,4554.72
BX010031,18,4846.45
BX010031,19,5076.85
BX010031,20,5300.33
BX010031,21,5542.35
BX010031,22,5753.39
BX010031,23,6078.05
BX010031,24,6277.71
BX010031,25,6488.79
BX010031,26,6671.79
BX010031,27,6966.55
BX010031,28,7374.57
BX010031,29,7583.05
BX010031,30,7809.01
BX010031,31,8068.8
BX010031,32,8334.89
BX010031,33,8566.73
BX010031,34,8914.95
BX010031,35,9046.7
BX010031,36,9305.11
BX010031,37,9642.87
BX010031,38,9890.8
BX010031,39,10034.37
BX010031,40,10268.58
BX010031,41,10510.28
BX010031,42,10808.05
BX010031,43,11107.56
BX010031,44,11449.93
BX010031,45,11855.1
BX010031,46,12069.53
BX020025,1,402.26
BX020025,2,672.13
BX020025,3,1411.92
BX020025,4,1569.24
BX020025,5,1849.03
BX020025,6,2261.47
BX020025,7,2537.92
BX020025,8,2851.91
BX020025,9,3187.03
BX020025,10,3478.86
BX020025,11,3778.68
BX020025,12,4026.84
BX020025,13,4231
BX020025,14,4480.85
BX020025,15,4801.51
BX020025,16,5052.65
BX020025,17,5323.76
BX020025,18,5527.63
BX020025,19,5777.65
BX020025,20,6154.73
BX020025,21,6356.25
BX020025,22,6506.97
BX020025,23,6719.6
BX020025,24,7042.54
BX020025,25,7362.3
BX020025,26,7565.56
BX020025,27,7872.29
BX020025,28,8292.43
BX020025,29,8515.05
BX020025,30,8819.97
BX020025,31,9162.35
BX020025,32,9393.49
BX020025,33,9634.35
BX020025,34,9824.28
BX020025,35,10021.83
BX020025,36,10126.7
BX020025,37,10622.41
BX020025,38,10815.68
BX020025,39,10997.26
BX020025,40,11162.5
BX020025,41,11404.7
BX020025,42,11688.69
BX020027,1,402.26
BX020027,2,672.13
BX020027,3,1411.92
BX020027,4,1569.24
BX020027,5,1849.03
BX020027,6,2261.47
BX020027,7,2537.92
BX020027,8,2851.91
BX020027,9,3187.03
BX020027,10,3478.86
BX020027,11,3778.68
BX020027,12,4026.84
BX020027,13,4231
BX020027,14,4480.85
BX020027,15,4801.51
BX020027,16,5052.65
BX020027,17,5323.76
BX020027,18,5527.63
BX020027,19,5777.65
BX020027,20,6154.73
BX020027,21,6356.25
BX020027,22,6506.97
BX020027,23,6719.6
BX020027,24,7042.54
BX020027,25,7362.3
BX020027,26,7565.56
BX020027,27,7872.29
BX020027,28,8292.43
BX020027,29,8515.05
BX020027,30,8819.97
BX020027,31,9162.35
BX020027,32,9393.49
BX020027,33,9634.35
BX020027,34,9824.28
BX020027,35,10021.83
BX020027,36,10126.7
BX020027,37,10622.41
BX020027,38,10815.68
BX020027,39,10997.26
BX020027,40,11162.5
BX020027,41,11404.7
BX020027,42,11688.69
BX020027,43,12043.65
BX020027,44,12272.21
BX020027,45,12477.65
BX020027,46,12727.28
BX020027,47,12880.02
BX020027,48,13070.18
BX020035,1,342.4
BX020035,2,591.3
BX020035,3,783.85
BX020035,4,1080.93
BX020035,5,1470.05
BX020035,6,1618.34
BX020035,7,1886.33
BX020035,8,2199.99
BX020035,9,2499.38
BX020035,10,2762.36
BX020035,11,3088.71
BX020035,12,3380.44
BX020035,13,3610.84
BX020035,14,3834.32
BX020035,15,4076.34
BX020035,16,4287.38
BX020035,17,4612.04
BX020035,18,4811.7
BX020035,19,5022.78
BX020035,20,5205.78
BX020035,21,5500.54
BX020035,22,5908.56
BX020035,23,6117.04
BX020035,24,6343
BX020035,25,6602.79
BX020035,26,6868.88
BX020035,27,7100.72
BX020035,28,7448.94
BX020035,29,7580.69
BX020035,30,7839.1
BX020035,31,8176.86
BX020035,32,8424.79
BX020035,33,8568.36
BX020035,34,8802.57
BX020035,35,9044.27
BX020035,36,9403.35
BX020035,37,9804.18
BX020035,38,10034.04
BX020035,39,10440.88
BX020035,40,10633.43
BX020035,41,10803.05
BX020035,42,11003.28
BX020035,43,11217.71
BX020037,1,229.56
BX020037,2,522.18
BX020037,3,689.58
BX020037,4,967.16
BX020037,5,1169.83
BX020037,6,1466.01
BX020037,7,1808.41
BX020037,8,2057.31
BX020037,9,2249.86
BX020037,10,2546.94
BX020037,11,2936.06
BX020037,12,3084.35
BX020037,13,3352.34
BX020037,14,3666
BX020037,15,3965.39
BX020037,16,4228.37
BX020037,17,4554.72
BX020037,18,4846.45
BX020037,19,5076.85
BX020037,20,5300.33
BX020037,21,5542.35
BX020037,22,5753.39
BX020037,23,6078.05
BX020037,24,6277.71
BX020037,25,6488.79
BX020037,26,6671.79
BX020037,27,6966.55
BX020037,28,7374.57
BX020037,29,7583.05
BX020037,30,7809.01
BX020037,31,8068.8
BX020037,32,8334.89
BX020037,33,8566.73
BX020037,34,8914.95
BX020037,35,9046.7
BX020037,36,9305.11
BX020037,37,9642.87
BX020037,38,9890.8
BX020037,39,10034.37
BX020037,40,10268.58
BX020037,41,10510.28
BX020037,42,10869.36
BX020037,43,11270.19
BX020037,44,11500.05
BX020037,45,11906.89
BX020037,46,12099.44
BX020037,47,12269.06
BX020037,48,12469.29
BX020037,49,12683.72
BX030055,1,218.99
BX030055,2,429.22
BX030055,3,620.98
BX030055,4,852.01
BX030055,5,1041.81
BX030055,6,1396.19
BX030055,7,1638.77
BX030055,8,1777.42
BX030055,9,1999.46
BX030055,10,2115.26
BX030055,11,2364.14
BX030055,12,2529.87
BX030055,13,2787.88
BX030055,14,2885.47
BX030055,15,3529.9
BX030055,16,3887.64
BX030055,17,4149.2
BX030055,18,4475.34
BX030055,19,4730.75
BX030055,20,5009.77
BX030055,21,5315.4
BX030055,22,5535.76
BX030055,23,6369.93
BX030055,24,6613.17
BX030055,25,6765.42
BX030055,26,7040.32
BX030056,1,248.88
BX030056,2,414.61
BX030056,3,672.62
BX030056,4,770.21
BX030056,5,1414.64
BX030056,6,1772.38
BX030056,7,2033.94
BX030056,8,2360.08
BX030056,9,2615.49
BX030056,10,2894.51
BX030056,11,3200.14
BX030056,12,3420.5
BX030056,13,4254.67
BX030056,14,4497.91
BX030056,15,4650.16
BX030056,16,4925.06
BX030068,1,324.32
BX030068,2,541.44
BX030068,3,693.75
BX030068,4,930.43
BX030068,5,1104.08
BX030068,6,1339.62
BX030068,7,1434.34
BX030068,8,1681.54
BX030068,9,2040.75
BX030068,10,2118.15
BX030068,11,2393.96
BX030068,12,2681.71
BX030068,13,2845.93
BX030068,14,3047.95
BX030070,1,172.15
BX030070,2,349.79
BX030070,3,557.76
BX030070,4,1641.63
BX030070,5,1764.21
BX030070,6,2164.23
BX030070,7,2279.94
BX030070,8,2596.93
BX030070,9,2785.89
BX030070,10,2941.05
BX030070,11,3280.26
BX030070,12,3603.03
BX030070,13,3784.18
BX030070,14,4014.07
BX030070,15,4338.39
BX030070,16,4555.51
BX030070,17,4707.82
BX030070,18,4944.5
BX030070,19,5118.15
BX030070,20,5353.69
BX030070,21,5448.41
BX030070,22,5695.61
BX030070,23,6054.82
BX030070,24,6132.22
BX030070,25,6408.03
BX030070,26,6695.78
BX030070,27,6860
BX030070,28,7062.02
BX040053,1,311.18
BX040053,2,634.2
BX040053,3,947.3
BX040053,4,1283.65
BX040053,5,1577.75
BX040053,6,1786.16
BX040053,7,1992.88
BX040053,8,2191.71
BX040053,9,2349.29
BX040053,10,2643.63
BX040053,11,2887.56
BX040053,12,3289.46
BX040053,13,3498.13
BX040053,14,3762.31
BX040053,15,3893.3
BX040053,16,4143.96
BX040053,17,4223.91
BX040053,18,4303.33
BX040053,19,4546.5
BX040053,20,4795.6
BX040053,21,4961.71
BX040053,22,5198.55
BX040053,23,5374.02
BX040053,24,5432.22
BX040053,25,5737.48
BX040053,26,5958.25
BX040053,27,6239.53
BX040053,28,6492.71
BX040053,29,6758.46
BX040053,30,7066.37
BX040054,1,456.85
BX040054,2,717.84
BX040054,3,974.88
BX040054,4,1254.95
BX040054,5,1508.33
BX040054,6,1776.39
BX040054,7,2094.29
BX040054,8,2228.28
BX040054,9,2407
BX040054,10,2642.24
BX040054,11,2838.67
BX040054,12,3057
BX040054,13,3311.27
BX040054,14,3476.83
BX040054,15,3716.17
BX040054,16,3942.95
BX040054,17,4374.74
BX040054,18,4585.79
BX040054,19,4809.16
BX040054,20,5001.77
BX040054,21,5201.85
BX040054,22,5231.79
BX040054,23,5400.88
BX040054,24,5615.67
BX040054,25,5865.94
BX040054,26,6087
BX040054,27,6223.51
BX040054,28,6545.5
BX040054,29,6830.97
BX040054,30,7159.74
BX040054,31,7346.53
BX040054,32,7581.6
BX040055,1,456.85
BX040055,2,717.84
BX040055,3,974.88
BX040055,4,1254.95
BX040055,5,1508.33
BX040055,6,1776.39
BX040055,7,2094.29
BX04A0044,1,311.18
BX04A0044,2,634.2
BX04A0044,3,947.3
BX04A0044,4,1283.65
BX04A0044,5,1577.75
BX04A0044,6,1786.16
BX04A0044,7,1992.88
BX04A0044,8,2191.71
BX04A0044,9,2349.29
BX04A0044,10,2643.63
BX04A0044,11,2887.56
BX04A0044,12,3289.46
BX04A0044,13,3498.13
BX04A0044,14,3762.31
BX04A0044,15,3893.3
BX04A0044,16,4143.96
BX04A0044,17,4223.91
BX04A0044,18,4303.33
BX04A0044,19,4546.5
BX04A0044,20,4795.6
BX04A0044,21,4961.71
BX04A0044,22,5198.55
BX04A0044,23,5302.36
BX04A0044,24,5553.88
BX04A0044,25,5837.05
BX04A0044,26,6198.05
BX04A0044,27,6511.34
BX04A0044,28,6633.78
BX04A0044,29,7043.24
BX04A0044,30,7208.21
BX04A0044,31,7436.02
BX04A0044,32,8104.81
BX04A0045,1,103.81
BX04A0045,2,355.33
BX04A0045,3,638.5
BX04A0045,4,999.5
BX04A0045,5,1312.79
BX04A0045,6,1435.23
BX04A0045,7,1844.69
BX04A0045,8,2009.66
BX04A0045,9,2237.47
BX04A0045,10,2906.26
BX04A0046,1,362.42
BX04A0046,2,582.64
BX04A0046,3,726.98
BX04A0046,4,1037.9
BX04A0046,5,1228.18
BX04A0046,6,1354.92
BX04A0046,7,1570.23
BX04A0046,8,1701.96
BX04A0046,9,1888.32
BX04A0046,10,2069.19
BX04A0046,11,2263.92
BX04A0046,12,2479.17
BX04A0046,13,2613.16
BX04A0046,14,2791.88
BX04A0046,15,3027.12
BX04A0046,16,3223.55
BX04A0046,17,3441.88
BX04A0046,18,3696.15
BX04A0046,19,3861.71
BX04A0046,20,4101.05
BX04A0046,21,4327.83
BX04A0046,22,4759.62
BX04A0046,23,4970.67
BX04A0046,24,5194.04
BX04A0046,25,5386.65
BX04A0046,26,5586.73
BX04A0046,27,5785.75
BX04A0046,28,6000.54
BX04A0046,29,6250.81
BX04A0046,30,6608.39
BX04A0046,31,6930.38
BX04A0046,32,7215.85
BX04A0046,33,7544.62
BX04A0046,34,7731.41
BX04A0046,35,7966.48
BX050282,1,181.19
BX050282,2,412.12
BX050282,3,1547.17
BX050282,4,1706.67
BX050282,5,1888.62
BX050282,6,2031.78
BX050282,7,2285.55
BX050282,8,2505.78
BX050282,9,2697.02
BX050282,10,2850.83
BX050282,11,3093.09
BX050282,12,3227.62
BX050282,13,3548.32
BX050282,14,3905.51
BX050307,1,139.29
BX050307,2,403.89
BX050307,3,713.53
BX050307,4,839.44
BX050307,5,1085.2
BX050307,6,1334.15
BX050307,7,1408.06
BX050307,8,1645.41
BX050307,9,1890.29
BX050307,10,2214.58
BX050307,11,2444.52
BX050307,12,2631.49
BX050307,13,2838.71
BX050307,14,3628.1
BX050307,15,3956.34
BX050307,16,4112.21
BX050325,1,181.19
BX050325,2,412.12
BX050325,3,1547.17
BX050325,4,1706.67
BX050325,5,1888.62
BX050325,6,2031.78
BX050325,7,2285.55
BX050325,8,2505.78
BX050325,9,2697.02
BX050325,10,2850.83
BX050325,11,3093.09
BX050325,12,3227.62
BX050325,13,3548.32
BX050325,14,3782.11
BX050325,15,4029.23
BX050325,16,4328.05
BX050325,17,4594.5
BX050325,18,4870.96
BX050325,19,5004.53
BX050325,20,5260.06
BX050325,21,5474.27
BX050325,22,6486.38
BX050325,23,7038.96
BX050325,24,7236.29
BX050325,25,7824.32
BX050325,26,8039.29
BX050325,27,8200.72
BX050325,28,8564.28
BX050325,29,8930.97
BX050325,30,9614.97
BX050326,1,330.26
BX050326,2,612.1
BX050326,3,812.29
BX050326,4,1009.21
BX050326,5,1197.45
BX050326,6,1676.02
BX050326,7,1993.47
BX050326,8,2294.72
BX050326,9,2584.71
BX050326,10,3995.6
BX050326,11,4344.73
BX050326,12,4571.92
BX050326,13,4709.27
BX050326,14,5259.35
BX050326,15,5523.95
BX050326,16,5833.59
BX050326,17,5959.5
BX050326,18,6205.26
BX050326,19,6454.21
BX050326,20,6528.12
BX050326,21,6765.47
BX050326,22,7010.35
BX050326,23,7334.64
BX050326,24,7564.58
BX050326,25,7751.55
BX050326,26,7958.77
BX050326,27,8748.16
BX050326,28,9076.4
BX050326,29,9232.27
BX050333,1,181.19
BX050333,2,412.12
BX050333,3,1547.17
BX050333,4,1706.67
BX050333,5,1888.62
BX050333,6,2031.78
BX050333,7,2285.55
BX050333,8,2505.78
BX050333,9,2697.02
BX050333,10,2850.83
BX050333,11,3093.09
BX050333,12,3227.62
BX050333,13,3548.32
BX050333,14,3782.11
BX050333,15,4029.23
BX050333,16,4328.05
BX050333,17,4594.5
BX050333,18,4870.96
BX050333,19,5004.53
BX050333,20,5260.06
BX050333,21,5474.27
BX050333,22,6486.38
BX050333,23,7038.96
BX050333,24,7236.29
BX050333,25,7824.32
BX050333,26,8039.29
BX050333,27,8200.72
BX050333,28,8564.28
BX050333,29,8930.97
BX050333,30,9399.84
BX050333,31,11132.22
BX050333,32,12193.2
BX050333,33,13282.13
BX050334,1,181.19
BX050334,2,412.12
BX050334,3,1547.17
BX050334,4,1706.67
BX050334,5,1888.62
BX050334,6,2031.78
BX050334,7,2285.55
BX050334,8,2505.78
BX050334,9,2697.02
BX050334,10,2850.83
BX050334,11,3093.09
BX050334,12,3227.62
BX050334,13,3548.32
BX050334,14,3782.11
BX050334,15,4029.23
BX050334,16,4328.05
BX050334,17,4594.5
BX050334,18,4870.96
BX050334,19,5004.53
BX050334,20,5260.06
BX050334,21,5474.27
BX050334,22,6486.38
BX050334,23,7038.96
BX050334,24,7236.29
BX050334,25,7824.32
BX050334,26,8039.29
BX050334,27,8200.72
BX050334,28,8564.28
BX050334,29,8930.97
BX050334,30,9399.84
BX050335,1,1732.38
BX050335,2,2793.36
BX050335,3,3882.29
BX050336,1,1055.16
BX050336,2,2041.61
BX050336,3,3975.8
BX050336,4,4306.06
BX050336,5,4587.9
BX050336,6,4788.09
BX050336,7,4985.01
BX050336,8,5173.25
BX050336,9,5651.82
BX050336,10,5969.27
BX050336,11,6270.52
BX050336,12,6560.51
BX050336,13,7971.4
BX050336,14,8320.53
BX050336,15,8547.72
BX050336,16,8685.07
BX050336,17,9235.15
BX050336,18,9499.75
BX050336,19,9809.39
BX050336,20,9935.3
BX050336,21,10181.06
BX050336,22,10430.01
BX050336,23,10503.92
BX050336,24,10741.27
BX050336,25,10986.15
BX050336,26,11310.44
BX050336,27,11540.38
BX050336,28,11727.35
BX050336,29,11934.57
BX050336,30,12723.96
BX050336,31,13052.2
BX050336,32,13208.07
BX050337,1,330.26
BX050337,2,612.1
BX050337,3,812.29
BX050337,4,1009.21
BX050337,5,1197.45
BX050337,6,1676.02
BX050337,7,1993.47
BX050337,8,2294.72
BX050337,9,2584.71
BX050337,10,3995.6
BX050337,11,4344.73
BX050337,12,4571.92
BX050337,13,4709.27
BX050337,14,5259.35
BX050337,15,5523.95
BX050337,16,5833.59
BX050337,17,5959.5
BX050337,18,6205.26
BX050337,19,6454.21
BX050337,20,6528.12
BX050337,21,6765.47
BX050337,22,7010.35
BX050337,23,7334.64
BX050337,24,7564.58
BX050337,25,7751.55
BX050337,26,7958.77
BX050337,27,8748.16
BX050337,28,9076.4
BX050337,29,9232.27
BX060017,1,238.4
BX060017,2,583.44
BX060017,3,715.39
BX060017,4,982.23
BX060017,5,1068.06
BX060017,6,1209.08
BX060017,7,1438.98
BX060017,8,1696.25
BX060017,9,1889.16
BX060017,10,2175.51
BX060017,11,2419.44
BX060017,12,2542.63
BX060017,13,2756.66
BX060017,14,3218.29
BX060017,15,4647.18
BX060017,16,4750.9
BX060017,17,4848.45
BX060017,18,5122.06
BX060017,19,5396.84
BX060017,20,5944.51
BX060076,1,238.4
BX060076,2,583.44
BX060076,3,715.39
BX060076,4,982.23
BX060076,5,1068.06
BX060076,6,1209.08
BX060076,7,1438.98
BX060076,8,1696.25
BX060076,9,1889.16
BX060076,10,2175.51
BX060076,11,2419.44
BX060076,12,2542.63
BX060076,13,2756.66
BX060076,14,3218.29
BX060076,15,4647.18
BX060076,16,4750.9
BX060076,17,4848.45
BX060121,1,243.9
BX060121,2,406.4
BX060121,3,490.85
BX060121,4,802.89
BX060121,5,1088.13
BX060121,6,1359.74
BX060121,7,2030.66
BX060121,8,2054.7
BX060121,9,2275.5
BX060121,10,2517.33
BX060121,11,3107.03
BX060121,12,3775.31
BX060121,13,4432.67
BX060122,1,314.4
BX060122,2,840.76
BX060122,3,1184.31
BX060122,4,1337.52
BX060122,5,1478.07
BX060122,6,1715.58
BX060122,7,1917.86
BX060122,8,2156.26
BX060122,9,2501.3
BX060122,10,2633.25
BX060122,11,2900.09
BX060122,12,2985.92
BX060122,13,3126.94
BX060122,14,3356.84
BX060122,15,3614.11
BX060122,16,3807.02
BX060122,17,4093.37
BX060122,18,4337.3
BX060122,19,4460.49
BX060122,20,4674.52
BX060122,21,5136.15
BX060122,22,6565.04
BX060122,23,6668.76
BX060122,24,6766.31
BX060122,25,7039.92
BX060122,26,7314.7
BX060122,27,7862.37
BX060123,1,314.4
BX060123,2,840.76
BX060123,3,1184.31
BX060123,4,1337.52
BX060123,5,1478.07
BX060123,6,1715.58
BX060123,7,1917.86
BX060123,8,2156.26
BX060123,9,2501.3
BX060123,10,2633.25
BX060123,11,2900.09
BX060123,12,2985.92
BX060123,13,3126.94
BX060123,14,3356.84
BX060123,15,3614.11
BX060123,16,3807.02
BX060123,17,4093.37
BX060123,18,4337.3
BX060123,19,4460.49
BX060123,20,4674.52
BX060123,21,5136.15
BX060123,22,6565.04
BX060123,23,6668.76
BX060123,24,6766.31
BX060124,1,314.4
BX060124,2,840.76
BX060124,3,1184.31
BX060124,4,1337.52
BX060124,5,1478.07
BX060124,6,1715.58
BX060124,7,1917.86
BX060126,1,355.45
BX060126,2,693.81
BX060126,3,945.97
BX060126,4,1211.06
BX060126,5,1315.36
BX060126,6,1442.16
BX060126,7,2452.75
BX060126,8,2773.14
BX060126,9,2836.83
BX060126,10,3290.59
BX060126,11,3675.64
BX060126,12,3886.9
BX060126,13,4136.12
BX060126,14,4293.59
BX060126,15,4496.83
BX060126,16,4771.52
BX060126,17,5095.11
BX060126,18,5319.6
BX060126,19,5546.31
BX060126,20,5763.8
BX060126,21,5883.29
BX060126,22,6189.32
BX060126,23,6433.22
BX060126,24,6595.72
BX060126,25,6680.17
BX060126,26,6992.21
BX060126,27,7277.45
BX060126,28,7549.06
BX060126,29,8219.98
BX060126,30,8244.02
BX060126,31,8464.82
BX060126,32,8706.65
BX060126,33,9296.35
BX060126,34,9964.63
BX060126,35,10621.99
BX060127,1,104.3
BX060127,2,231.1
BX060127,3,1241.69
BX060127,4,1562.08
BX060127,5,1625.77
BX060127,6,2079.53
BX060127,7,2464.58
BX060127,8,2675.84
BX060127,9,2925.06
BX060127,10,3082.53
BX060127,11,3285.77
BX060127,12,3560.46
BX060127,13,3884.05
BX060127,14,4108.54
BX060127,15,4335.25
BX060127,16,4552.74
BX060127,17,4672.23
BX060127,18,4978.26
BX060127,19,5222.16
BX060127,20,5384.66
BX060127,21,5469.11
BX060127,22,5781.15
BX060127,23,6066.39
BX060127,24,6338
BX060127,25,7008.92
BX060127,26,7032.96
BX060127,27,7253.76
BX060127,28,7495.59
BX060127,29,8085.29
BX060127,30,8753.57
BX060127,31,9410.93
BX060128,1,355.45
BX060128,2,693.81
BX060128,3,945.97
BX060128,4,1211.06
BX060128,5,1315.36
BX060128,6,1442.16
BX060128,7,2452.75
BX060128,8,2773.14
BX060128,9,2836.83
BX060128,10,3290.59
BX060128,11,3675.64
BX060128,12,3886.9
BX060128,13,4136.12
BX060128,14,4293.59
BX060128,15,4496.83
BX060128,16,4771.52
BX060128,17,5095.11
BX060128,18,5319.6
BX060128,19,5546.31
BX060128,20,5763.8
BX060128,21,5883.29
BX060128,22,6189.32
BX070076,1,242.39
BX070076,2,439.8
BX070076,3,661.42
BX070076,4,962.75
BX070076,5,1198.4
BX070076,6,1561.91
BX070076,7,1780.98
BX070076,8,2196.01
BX070076,9,2696.65
BX070076,10,2850.56
BX070076,11,3045.79
BX070076,12,3668.86
BX070076,13,3847.8
BX070076,14,4111.47
BX070076,15,4333.36
BX070076,16,4509.89
BX070076,17,4737.84
BX070076,18,5023.93
BX070076,19,5269.47
BX070076,20,5469.85
BX070076,21,5562.61
BX070076,22,5827.25
BX070076,23,5945.07
BX070076,24,6157.05
BX070076,25,6336.96
BX070076,26,6533.81
BX070076,27,6836.5
BX070076,28,7039.42
BX070076,29,7261.65
BX070076,30,7516.7
BX070076,31,7697.07
BX070076,32,7830.88
BX070076,33,7964.55
BX070076,34,8131.89
BX070076,35,8446.52
BX070076,36,8653.79
BX070076,37,8866.14
BX070076,38,9035.04
BX070076,39,9205.87
BX070076,40,9325.69
BX070076,41,9490.59
BX070076,42,9790.56
BX070077,1,242.39
BX070077,2,439.8
BX070077,3,661.42
BX070077,4,962.75
BX070077,5,1198.4
BX070077,6,1561.91
BX070077,7,1780.98
BX070077,8,2196.01
BX070077,9,2696.65
BX070077,10,2850.56
BX070077,11,3045.79
BX070077,12,3668.86
BX070077,13,3847.8
BX070077,14,4111.47
BX070077,15,4333.36
BX070077,16,4509.89
BX070077,17,4737.84
BX070077,18,5023.93
BX070077,19,5269.47
BX070077,20,5469.85
BX070077,21,5562.61
BX070077,22,5827.25
BX070077,23,5945.07
BX070078,1,200.38
BX070078,2,293.14
BX070078,3,557.78
BX070078,4,675.6
BX070078,5,887.58
BX070078,6,1067.49
BX070078,7,1264.34
BX070078,8,1567.03
BX070078,9,1769.95
BX070078,10,1992.18
BX070078,11,2247.23
BX070078,12,2427.6
BX070078,13,2561.41
BX070078,14,2695.08
BX070078,15,2862.42
BX070078,16,3177.05
BX070078,17,3384.32
BX070078,18,3596.67
BX070078,19,3765.57
BX070078,20,3936.4
BX070078,21,4056.22
BX070078,22,4221.12
BX070078,23,4521.09
BX070079,1,136.44
BX070079,2,599.21
BX070079,3,721.22
BX070079,4,885.32
BX070079,5,1254.96
BX070079,6,1407.7
BX070079,7,1597.86
BX070079,8,2041.67
BX070079,9,2347.01
BX070079,10,2457.64
BX070079,11,2629.31
BX070079,12,3121.46
BX070079,13,3516.92
BX070079,14,3716.66
BX070079,15,4067.87
BX070079,16,4339.59
BX070079,17,4663.4
BX070079,18,4842.29
BX070079,19,5032.33
BX070079,20,5256.15
BX070080,1,333.73
BX070080,2,496.33
BX070080,3,669.82
BX070080,4,918.18
BX070080,5,1127.53
BX070080,6,1331.9
BX070080,7,1498.84
BX070080,8,1656.06
BX070080,9,1787.64
BX070080,10,1951.86
BX070080,11,2138.36
BX070080,12,2414.91
BX070080,13,2648.6
BX070080,14,2906.77
BX070080,15,3077.59
BX070080,16,3289.73
BX070080,17,3446.89
BX070080,18,3699.68
BX070080,19,3972.75
BX070080,20,4102.36
BX070080,21,4319.7
BX070080,22,4456.14
BX070080,23,4918.91
BX070080,24,5040.92
BX070080,25,5205.02
BX070080,26,5574.66
BX070080,27,5727.4
BX070080,28,5917.56
BX070080,29,6361.37
BX070080,30,6666.71
BX070080,31,6777.34
BX070080,32,6949.01
BX070080,33,7441.16
BX070080,34,7836.62
BX070080,35,8036.36
BX070080,36,8387.57
BX070080,37,8659.29
BX070080,38,8983.1
BX070080,39,9161.99
BX070080,40,9352.03
BX070080,41,9575.85
BX070081,1,273.07
BX070081,2,402.68
BX070081,3,620.02
BX070081,4,756.46
BX070081,5,1219.23
BX070081,6,1341.24
BX070081,7,1505.34
BX070081,8,1874.98
BX070081,9,2027.72
BX070081,10,2217.88
BX070081,11,2661.69
BX070081,12,2967.03
BX070081,13,3077.66
BX070081,14,3249.33
BX070081,15,3741.48
BX070081,16,4136.94
BX070081,17,4336.68
BX070081,18,4687.89
BX070081,19,4959.61
BX070081,20,5283.42
BX070081,21,5462.31
BX070081,22,5652.35
BX070081,23,5876.17
BX070082,1,333.73
BX070082,2,496.33
BX070082,3,669.82
BX070082,4,918.18
BX070082,5,1127.53
BX070082,6,1331.9
BX070082,7,1498.84
BX070082,8,1656.06
BX070082,9,1787.64
BX070082,10,1951.86
BX070082,11,2138.36
BX070082,12,2414.91
BX070082,13,2648.6
BX070082,14,2906.77
BX070082,15,3077.59
BX070082,16,3289.73
BX070082,17,3446.89
BX070082,18,3699.68
BX080070,1,454
BX080070,2,557.23
BX080070,3,979.7
BX080070,4,1183.43
BX080070,5,1642.39
BX080070,6,1892.76
BX080070,7,2180.31
BX080070,8,2315.29
BX080070,9,2503.51
BX080070,10,2878.62
BX080070,11,3194.6
BX080070,12,3406.16
BX080070,13,3541.56
BX080070,14,3690.66
BX080070,15,3936.18
BX080070,16,4130.78
BX080070,17,4396.48
BX080070,18,4539.39
BX080070,19,4764.68
BX080070,20,4919.31
BX080070,21,5087.84
BX080070,22,5265.63
BX080070,23,5430.53
BX080070,24,5593.92
BX080070,25,5769.8
BX080070,26,6028.62
BX080070,27,6247.86
BX080074,1,469.93
BX080074,2,608.83
BX080074,3,864.7
BX080074,4,1351.18
BX080074,5,1560.49
BX080074,6,1722.57
BX080074,7,2213.03
BX080074,8,2532.58
BX080074,9,3049.47
BX080074,10,3460.34
BX080074,11,3722.4
BX080074,12,3919.97
BX080074,13,4189.63
BX080074,14,4464.58
BX080074,15,4739.23
BX080074,16,4915.13
