shape_id,sequence_id,meters,stop_id
X280303,34,25080.7,404906
X280303,35,25372.8,404907
B140040,1,0.0,307269
B140040,2,199.7,307971
B140040,3,534.0,307599
B140040,4,740.6,301029
B140040,5,855.4,301030
B140040,6,1240.6,301560
B140040,7,1534.6,301561
B140040,8,1694.8,301562
B140040,9,1802.9,301563
B140040,10,2092.1,301564
B140040,11,2214.5,301565
B140040,12,2372.7,301566
B140040,13,2533.2,301567
B140040,14,2688.1,301568
B140040,15,2832.2,301569
B140040,16,2972.6,301570
B140040,17,3121.5,301571
B140040,18,3281.5,301572
B140040,19,3430.3,301573
B140040,20,3586.6,301574
B140040,21,3742.9,301575
B140040,22,3911.2,301576
B140040,23,4149.6,301577
B140040,24,4312.4,301578
B140040,25,4439.7,301579
B140040,26,4541.5,301580
B140040,27,4723.6,301581
B140040,28,4900.1,301582
B140040,29,4975.9,301583
B140040,30,5164.3,306734
B140040,31,5388.7,301585
B140040,32,5564.6,301586
B140040,33,5707.0,301588
B140040,34,5853.6,301589
B140040,35,6008.0,301590
B140040,36,6173.2,301591
B140040,37,6327.6,307370
B140040,38,6493.0,301593
B140040,39,6651.5,301594
B140040,40,6771.1,301595
B140040,41,7357.7,301597
B140040,42,7541.8,301598
B140040,43,7796.2,301599
B140040,44,8063.5,901274
B140040,45,8263.6,301601
B140040,46,8526.5,307984
B140041,1,0.0,307004
B140041,2,280.2,301516
B140041,3,456.5,301517
B140041,4,762.0,301121
B140041,5,928.4,301333
B140041,6,1107.5,301334
B140041,7,1343.6,301521
B140041,8,1498.2,301522
B140041,9,1663.6,307122
B140041,10,1902.4,306707
B140041,11,2062.9,306708
B140041,12,2226.9,306709
B140041,13,2478.2,306603
B140041,14,2511.6,306710
B140041,15,2635.1,306604
B140041,16,2862.0,301530
B140041,17,3098.3,301531
B140041,18,3272.0,301532
B140041,19,3446.8,301534
B140041,20,3602.3,301535
B140041,21,3846.4,301536
B140041,22,3999.1,301537
B140041,23,4163.7,301538
B140041,24,4402.7,301539
B140041,25,4562.6,301540
B140041,26,4713.6,301541
B140041,27,4869.7,301542
B140041,28,5018.0,301543
B140041,29,5160.4,301544
B140041,30,5259.4,301545
B140041,31,5454.9,301546
B140041,32,5612.9,301547
B140041,33,5770.5,301548
B140041,34,5978.2,301549
B140041,35,6187.6,301550
B140041,36,6327.8,301427
B140041,37,6611.3,301552
B140041,38,6770.2,301553
B140041,39,7014.1,301554
B140041,40,7357.9,301555
B140041,41,7457.2,301556
B140041,42,7712.3,308315
B140041,43,7852.2,307629
B140041,44,8031.9,307896
B140041,45,8300.2,901067
B250058,1,0.0,308626
B250058,2,217.3,308025
B250058,3,573.0,302355
B250058,4,700.8,306437
B250058,5,859.3,302356
B250058,6,1042.7,302357
B250058,7,1181.4,302359
B250058,8,1364.5,302358
B250058,9,1496.0,303011
B250058,10,2008.5,307460
B250058,11,2207.5,302945
B250058,12,2397.0,307491
B250058,13,2630.7,302947
B250058,14,2804.5,302948
B250058,15,3094.7,303017
B250058,16,3243.1,302368
B250058,17,3497.2,302369
B250058,18,3805.4,302370
B250058,19,4013.8,302371
B250058,20,4195.6,302372
B250058,21,4392.4,302374
B250058,22,4483.4,302375
B250058,23,4671.7,302376
B250058,24,4936.4,302377
B250058,25,5185.8,302378
B250058,26,5401.5,302379
B250058,27,5710.3,302380
B250058,28,6006.3,302381
B250058,29,6133.5,302382
B250058,30,6369.6,302383
B250058,31,6692.2,307926
B250058,32,6956.1,307251
B250058,33,7122.2,307252
B250058,34,7449.4,307253
B250058,35,7833.0,307254
B250058,36,8075.3,307255
B250058,37,8303.2,307256
B250058,38,8529.3,307257
B250058,39,8762.4,307259
B250058,40,8998.2,307260
B250058,41,9182.1,307631
B250058,42,9575.6,307263
B250058,43,9903.0,901042
B670097,1,0.0,305682
B670097,2,321.2,307521
B670097,3,597.8,306573
B670097,4,755.6,306574
B670097,5,1081.6,306558
B670097,6,1283.7,306559
B670097,7,1520.7,306560
B670097,8,1674.0,306561
B670097,9,1767.9,306562
B670097,10,2009.7,306563
B670097,11,2328.5,306564
B670097,12,2551.9,306565
B670097,13,2749.5,801044
Q050149,1,0.0,904006
Q050149,2,209.1,504467
Q050149,3,857.6,503937
Q050149,4,1118.7,500255
Q050149,5,1245.4,503967
Q050149,6,1507.8,500367
Q050149,7,1694.3,500368
Q050149,8,1812.5,500369
Q050149,9,2025.4,500370
Q050149,10,2187.2,500371
Q050149,11,2391.0,500372
Q050149,12,2591.9,500373
Q050149,13,2700.6,500451
Q050149,14,2984.6,500452
Q050149,15,3182.9,500453
Q050149,16,3393.3,500454
Q050149,17,3546.9,500541
Q050149,18,3681.6,500455
Q050149,19,3906.5,500543
Q050149,20,4221.1,500544
Q050149,21,4400.6,500545
Q050149,22,4548.1,500546
Q050149,23,4705.0,500547
Q050149,24,4962.6,500548
Q050149,25,5164.2,500549
Q050149,26,5312.1,500550
Q050149,27,5476.8,500551
Q050149,28,5701.6,500552
Q050149,29,5903.2,500553
Q050149,30,6111.6,500554
Q050149,31,6240.0,500555
Q050149,32,6394.8,500556
Q050149,33,6559.8,500557
Q050149,34,6720.3,503564
Q050149,35,6884.8,500559
Q050149,36,6998.9,500560
Q050149,37,7186.1,500561
Q050149,38,7434.6,500562
Q050149,39,7566.3,500563
Q050149,40,7840.3,500564
Q050149,41,8085.2,500565
Q050149,42,8295.1,500566
Q050149,43,8490.3,500567
Q050149,44,8817.9,500568
Q050149,45,9190.3,504091
Q050149,46,9372.0,804062
Q050140,1,0.0,904006
Q050140,2,209.1,504467
Q050140,3,1264.8,503967
Q050140,4,2044.9,500370
Q050140,5,2720.1,500451
Q050140,6,3925.9,500543
Q050140,7,4724.5,500547
Q050140,8,5496.2,500551
Q050140,9,5721.0,500552
Q050140,10,5922.7,500553
Q050140,11,6131.0,500554
Q050140,12,6259.5,500555
Q050140,13,6414.2,500556
Q050140,14,6579.3,500557
Q050140,15,6739.8,503564
Q050140,16,6904.3,500559
Q050140,17,7018.3,500560
Q050140,18,7205.5,500561
Q050140,19,7454.0,500562
Q050140,20,7585.8,500563
Q050140,21,7859.8,500564
Q050140,22,8104.7,500565
Q050140,23,8314.6,500566
Q050140,24,8509.8,500567
Q050140,25,8837.4,500568
Q050140,26,9209.8,504091
Q050140,27,9391.4,804062
SBS600018,1,0.0,403117
SBS600018,2,749.9,403122
SBS600018,3,1010.7,404262
SBS600018,4,1387.3,401442
SBS600018,5,1789.8,403292
SBS600018,6,2343.4,402656
SBS600018,7,3033.4,402659
SBS600018,8,3488.5,402661
SBS600018,9,3799.4,403671
SBS600018,10,4116.9,403673
SBS600018,11,8860.0,503357
SBS600018,12,9460.4,505254
SBS600018,13,11137.9,504423
SBS600018,14,11532.7,504417
SBS600018,15,11946.3,503876
SBS600018,16,12516.4,504023
SBS600018,17,13092.3,504542
SBS600018,19,14667.4,904199
SBS600019,1,0.0,403117
SBS600019,2,749.9,403122
SBS600019,3,1010.7,404262
SBS600019,4,1387.3,401442
SBS600019,5,1789.8,403292
SBS600019,6,2343.4,402656
SBS600019,7,3033.4,402659
SBS600019,8,3488.5,402661
SBS600019,9,3799.4,403671
SBS600019,10,4116.9,403673
SBS600019,11,8860.0,503357
SBS600019,12,9460.4,505254
SBS600019,13,11137.9,504423
SBS600019,14,11532.7,504417
SBS600019,15,11946.3,503876
SBS600019,16,12516.4,504023
SBS600019,17,13092.3,504542
SBS600019,19,14667.4,904199
Q100325,1,0.0,550349
Q100325,2,235.2,550350
Q100325,3,409.4,550351
Q100325,4,573.6,550352
Q100325,5,793.4,550353
Q100325,6,1062.0,550344
Q100325,7,1327.2,550342
Q100325,8,1509.0,550340
Q100325,9,1677.3,550338
Q100325,10,1840.7,550336
Q100325,11,2154.0,550334
Q100325,12,2328.2,550332
Q100325,13,2555.7,550354
Q100325,14,2742.4,550328
Q100325,15,3002.7,550324
Q100325,16,3267.5,550322
Q100325,17,3472.9,550320
Q100325,18,3692.9,550318
Q100325,19,3945.7,550316
Q100325,20,4150.5,550314
Q100325,21,4358.2,550312
Q100325,22,4627.2,550310
Q100325,23,4841.7,550083
Q100325,24,4998.4,550084
Q100325,25,5156.4,550085
Q100325,26,5287.5,550086
Q100325,27,5477.8,550087
Q100325,28,5905.4,553219
Q100325,29,6083.8,553220
Q100325,30,6311.2,553221
Q100325,31,6700.3,550360
Q100325,32,7078.1,550361
Q100329,1,0.0,550378
Q100329,2,912.8,550353
Q100329,3,1181.4,550344
Q100329,4,1446.6,550342
Q100329,5,1628.4,550340
Q100329,6,1796.7,550338
Q100329,7,1960.1,550336
Q100329,8,2273.4,550334
Q100329,9,2447.6,550332
Q100329,10,2675.1,550354
Q100329,11,2861.7,550328
Q100329,12,3122.1,550324
Q100329,13,3386.9,550322
Q100329,14,3592.3,550320
Q100329,15,3812.3,550318
Q100329,16,4065.1,550316
Q100329,17,4269.9,550314
Q100329,18,4477.6,550312
Q100329,19,4746.6,550310
Q100329,20,4961.1,550083
Q100329,21,5117.8,550084
Q100329,22,5275.8,550085
Q100329,23,5406.8,550086
Q100329,24,5597.1,550087
Q100329,25,6024.7,553219
Q100329,26,6203.2,553220
Q100329,27,6430.6,553221
Q100329,28,6692.0,553276
Q100329,29,7253.4,550290
SBS600016,1,0.0,503875
SBS600016,2,227.3,503848
SBS600016,3,1137.6,503850
SBS600016,6,3387.6,503853
SBS600016,7,4165.0,503855
SBS600016,8,4576.5,504517
SBS600016,9,6073.4,503870
SBS600016,10,6773.0,504007
SBS600016,11,11714.0,403676
SBS600016,12,12075.8,402503
SBS600016,13,12389.9,402505
SBS600016,14,12865.1,402507
SBS600016,15,13410.5,402509
SBS600016,16,14009.8,405079
SBS600016,17,14432.3,803161
SBS600016,18,14771.6,405234
SBS600016,19,15073.6,403147
SBS600016,20,15902.9,402018
SBS600017,1,0.0,503875
SBS600017,2,227.3,503848
SBS600017,3,1137.6,503850
SBS600017,4,3129.2,504517
SBS600017,5,4626.1,503870
SBS600017,6,5325.7,504007
SBS600017,7,10266.7,403676
SBS600017,8,10628.5,402503
SBS600017,9,10942.6,402505
SBS600017,10,11417.8,402507
SBS600017,11,11963.2,402509
SBS600017,12,12562.4,405079
SBS600017,13,12984.9,803161
SBS600017,14,13324.3,405234
SBS600017,15,13626.3,403147
SBS600017,16,14455.5,402018
B670096,1,0.0,306337
B670096,2,160.2,307106
B670096,3,353.0,306264
B670096,4,538.6,307426
B670096,5,823.5,304382
B670096,6,988.2,305211
B670096,7,1173.4,303290
B670096,8,1358.9,306901
B670096,9,1804.1,303294
B670096,10,2127.7,303524
B670096,11,2500.3,303296
B670096,12,2760.6,303297
B670096,13,2883.3,307360
B670096,14,3105.5,305670
B670096,15,3225.4,305671
B670096,16,3431.0,305672
B670096,17,3558.8,305673
B670096,18,3827.5,305674
B670096,19,4067.0,305675
B670096,20,4303.8,305676
B670096,21,4545.4,305677
B670096,22,4701.7,305678
B670096,23,4857.7,305679
B670096,24,5019.4,305680
B670096,25,5209.5,305681
B670096,26,5414.1,305682
B670096,27,5735.4,307521
B670096,28,6011.9,306573
B670096,29,6169.7,306574
B670096,30,6495.7,306558
B670096,31,6697.8,306559
B670096,32,6934.9,306560
B670096,33,7088.1,306561
B670096,34,7182.0,306562
B670096,35,7423.8,306563
B670096,36,7742.7,306564
B670096,37,7966.1,306565
B670096,38,8163.6,801044
Q290034,1,0.0,551093
Q290034,2,217.2,551095
Q290034,3,485.3,551091
Q290034,4,676.6,551089
Q290034,5,824.7,551087
Q290034,6,1002.6,551096
Q290034,7,1176.0,503519
Q290034,8,1324.6,551097
Q290034,9,1535.3,551098
Q290034,10,1692.7,551099
Q290034,11,1948.1,551100
Q290034,12,2066.8,552994
Q290034,13,2736.8,552993
Q290034,14,3313.9,550471
Q290034,15,3487.8,551104
Q290034,16,3735.3,551105
Q290034,17,4056.6,551106
Q290034,18,4248.0,551107
Q290034,19,4332.5,551075
Q290034,20,4544.4,551108
Q290034,21,4765.5,551072
Q290034,22,5103.4,551070
Q290034,23,5379.3,551110
Q290034,24,5541.0,551066
Q290034,25,5939.4,551111
Q290034,26,6073.1,551112
Q290034,27,6261.3,551113
Q290034,28,6371.5,551063
Q290035,1,0.0,551063
Q290035,2,274.7,551064
Q290035,3,822.2,551065
Q290035,4,993.1,551067
Q290035,5,1271.0,551069
Q290035,6,1528.9,551071
Q290035,7,1836.9,551073
Q290035,8,2038.1,551074
Q290035,9,2241.9,551076
Q290035,10,2439.7,551077
Q290035,11,2624.9,551078
Q290035,12,2938.2,551079
Q290035,13,3312.2,550467
Q290035,14,3645.7,504404
Q290035,15,3880.1,503644
Q290035,16,4112.6,551080
Q290035,17,4269.8,551081
Q290035,18,4433.9,551082
Q290035,19,4616.2,551083
Q290035,20,4968.9,551085
Q290035,21,5175.3,551086
Q290035,22,5329.7,551088
Q290035,23,5520.2,551090
Q290035,24,5838.5,551092
Q290035,25,5953.2,551093
X17J0042,1,0.0,203903
X17J0042,2,1292.5,203685
X17J0042,3,1883.5,202845
X17J0042,4,2922.4,202842
X17J0042,5,3313.5,202841
X17J0042,6,3668.0,202840
X17J0042,7,3972.5,202990
X17J0042,8,4139.0,203594
X17J0042,9,4791.4,200393
X17J0042,10,5064.8,200394
X17J0042,11,5420.0,200395
X17J0042,12,5648.8,203110
X17J0042,13,6142.3,202681
X17J0042,14,6427.4,200399
X17J0042,15,6766.9,200400
X17J0042,16,7121.2,200401
X17J0042,17,7401.2,203772
X17J0042,18,7687.9,203652
X17J0042,19,7920.4,203567
X17J0042,20,8231.6,203568
X17J0042,21,9058.9,203928
X17J0042,22,42690.0,905088
X17J0042,23,43066.6,404173
X17J0042,24,43313.7,404820
X17J0042,25,43652.2,401821
X17J0042,26,43982.9,401822
X17J0042,27,44172.6,400354
X17J0042,28,44641.9,403458
X17J0042,29,45210.3,400020
X17J0042,30,45732.8,404300
X17J0042,31,45984.8,403620
X17J0042,32,46465.4,904045
X10B0009,1,0.0,405013
X10B0009,2,176.3,403617
X10B0009,3,340.1,402226
X10B0009,4,493.3,402227
X10B0009,5,884.6,404215
X10B0009,6,1508.0,404204
X10B0009,7,1958.4,404205
X10B0009,8,2626.2,400555
X10B0009,9,3381.8,400144
X10B0009,10,3745.5,400145
X10B0009,11,4370.6,404993
X10B0009,12,5000.8,400153
X10B0009,13,5535.3,404931
X10B0009,14,6690.2,404294
X10B0009,15,8754.8,903013
X10B0009,17,29586.8,203765
X10B0009,18,30034.9,203766
X10B0009,19,30546.4,203767
X10B0009,20,30945.5,203559
X10B0009,21,31383.1,203768
X10B0009,22,31705.8,203769
X10B0009,23,32201.2,203770
X10B0009,24,32841.5,203200
X10B0009,25,33163.0,202039
X10B0009,26,33604.2,200400
X10B0009,27,33958.5,200401
X10B0009,28,34238.6,203772
X10B0009,29,34525.3,203652
X10B0009,30,35074.8,202616
X10B0009,31,35650.7,200406
X10B0009,32,35968.0,200407
X10B0009,33,36284.5,200408
X10B0009,34,36573.6,200409
X10B0009,35,36938.5,200411
X10B0009,36,37277.1,200413
X10B0009,37,37654.7,200902
X10B0009,38,38043.2,200259
X10B0009,39,38357.3,905021
X17J0041,1,0.0,202910
X17J0041,2,158.0,203579
X17J0041,3,412.8,203580
X17J0041,4,777.9,203581
X17J0041,5,1051.7,203582
X17J0041,6,1125.9,203871
X17J0041,7,1884.4,203583
X17J0041,8,2177.9,203666
X17J0041,9,2566.1,203811
X17J0041,10,2856.2,203585
X17J0041,11,3294.0,203883
X17J0041,12,3533.5,203586
X17J0041,13,3923.7,202887
X17J0041,14,4276.6,202886
X17J0041,15,4436.3,202885
X17J0041,16,4692.0,202884
X17J0041,17,4897.2,202091
X17J0041,18,5504.2,203080
X17J0041,19,6038.2,202861
X17J0041,20,6498.6,202094
X17J0041,21,6921.0,202095
X17J0041,22,7596.0,203903
X17J0041,23,8888.5,203685
X17J0041,24,9479.5,202845
X17J0041,25,10518.4,202842
X17J0041,26,10909.5,202841
X17J0041,27,11264.1,202840
X17J0041,28,11568.6,202990
X17J0041,29,11735.0,203594
X17J0041,30,12387.4,200393
X17J0041,31,12660.8,200394
X17J0041,32,13016.1,200395
X17J0041,33,13244.8,203110
X17J0041,34,13738.3,202681
X17J0041,35,14023.4,200399
X17J0041,36,14362.9,200400
X17J0041,37,14717.2,200401
X17J0041,38,14997.3,203772
X17J0041,39,15283.9,203652
X17J0041,40,15516.4,203567
X17J0041,41,15827.6,203568
X17J0041,42,16654.9,203928
X17J0041,43,50286.0,905088
X17J0041,44,50662.6,404173
X17J0041,45,50909.7,404820
X17J0041,46,51248.3,401821
X17J0041,47,51578.9,401822
X17J0041,48,51768.6,400354
X17J0041,49,52237.9,403458
X17J0041,50,52806.3,400020
X17J0041,51,53328.9,404300
X17J0041,52,53580.9,403620
X17J0041,53,54061.4,904045
B680018,1,0.0,308479
B680018,2,293.5,308300
B680018,3,472.2,308301
B680018,4,724.9,308302
B680018,5,918.8,308303
B680018,6,1155.2,302849
B680018,7,1513.1,307835
B680018,8,1686.3,305687
B680018,9,1794.9,305688
B680018,10,1907.3,307942
B680018,11,2098.4,305775
B680018,12,2245.1,300123
B680018,13,2442.4,300124
B680018,14,2624.1,308542
B680018,15,2855.8,305694
B680018,16,3041.7,305695
B680018,17,3169.3,305696
B680018,18,3687.1,308123
B680018,19,3922.1,305698
B680018,20,4166.4,305699
B680018,21,4470.5,305700
B680018,22,4664.1,305701
B680018,23,4858.9,305702
B680018,24,5159.8,305703
B680018,25,5431.2,305704
B680018,26,5689.8,305705
B680018,27,5858.7,305706
B680018,28,6220.3,305707
B680018,29,6499.3,305708
B680018,30,6794.9,305709
B680018,31,6984.7,305710
B680018,32,7334.6,305711
B680018,33,7601.1,305712
B680018,34,7863.4,305713
B680018,35,8086.9,301278
B680018,36,8409.4,305715
B680018,37,8668.7,305716
B680018,38,8869.6,300883
B680018,39,9050.7,305718
B680018,40,9277.8,305719
B680018,41,9513.1,305720
B680018,42,9780.2,305721
B680018,43,10016.6,305722
B680018,44,10321.0,305724
B680018,45,10529.1,305725
B680018,46,10737.4,307623
B680018,47,11089.0,305727
B680018,48,11321.3,305728
B680018,49,11517.7,305729
B680018,50,11808.2,305730
B680018,51,12041.2,305731
B680018,52,12203.2,307938
B680019,1,0.0,305733
B680019,2,220.2,305734
B680019,3,459.2,305735
B680019,4,758.2,305736
B680019,5,1033.5,305738
B680019,6,1180.5,305739
B680019,7,1522.6,305740
B680019,8,1726.1,305741
B680019,9,1950.0,305742
B680019,10,2242.2,305743
B680019,11,2528.1,305744
B680019,12,2777.4,305745
B680019,13,3050.0,305746
B680019,14,3210.0,300821
B680019,15,3381.5,300822
B680019,16,3548.8,305749
B680019,17,3858.5,305750
B680019,18,4135.6,301189
B680019,19,4391.8,305752
B680019,20,4659.4,305753
B680019,21,4925.0,305754
B680019,22,5194.3,305755
B680019,23,5463.0,305756
B680019,24,5758.8,305757
B680019,25,6051.6,305758
B680019,26,6298.9,307208
B680019,27,6562.9,305760
B680019,28,6826.9,305761
B680019,29,7098.0,305762
B680019,30,7301.6,305763
B680019,31,7590.5,305764
B680019,32,7854.8,305765
B680019,33,8095.2,305766
B680019,34,8334.8,305767
B680019,35,8571.8,305768
B680019,36,9023.0,305769
B680019,37,9121.3,305770
B680019,38,9372.8,305771
B680019,39,9622.6,300012
B680019,40,9851.7,300013
B680019,41,10006.9,300014
B680019,42,10161.4,300122
B680019,43,10261.2,300016
B680019,44,10521.2,308304
B680019,45,10767.2,306594
B680019,46,11158.7,308305
B680019,47,11313.4,308306
B680019,48,11501.8,308307
B680019,49,11794.4,308308
B680019,50,11964.4,306419
B680019,51,12206.8,801074
X280270,1,0.0,402130
X280270,2,1078.3,404914
X280270,3,1582.1,404184
X280270,4,2634.8,405277
X280270,5,3047.2,405218
X280270,6,3456.5,404185
X280270,7,3807.5,404186
X280270,8,3930.0,404225
X280270,9,4594.9,404231
X280270,10,4837.2,404908
X280270,11,5047.5,450335
X280270,14,16565.9,305512
X280270,15,16766.5,305513
X280270,16,17263.3,305515
X280270,17,17737.6,300095
X280270,18,17978.8,306822
X280270,19,18743.0,300790
X280270,20,18977.9,300791
X280270,21,19480.8,308097
X280270,22,20036.9,308096
X280270,23,20450.0,300495
X280270,24,20604.6,300496
X280270,25,21172.7,300499
X280270,26,21596.7,300501
X280270,27,21953.0,300503
X280270,28,22282.1,308412
X280270,29,23063.1,308278
X280270,30,23519.3,307923
X280270,31,23876.9,307205
X280270,32,24136.9,302864
X280270,33,24747.4,901088
X280271,1,0.0,402130
X280271,2,1078.3,404914
X280271,3,1582.1,404184
X280271,4,2634.8,405277
X280271,5,3047.2,405218
X280271,6,3456.5,404185
X280271,7,3807.5,404186
X280271,8,3930.0,404225
X280271,9,4594.9,404231
X280271,10,4837.2,404908
X280271,11,5047.5,450335
X280271,14,16565.9,305512
X280271,15,16766.5,305513
X280271,16,17263.3,305515
X280271,17,17737.6,300095
X280271,18,17978.8,306822
X280271,19,18743.0,300790
X280271,20,18977.9,300791
X280271,21,19480.8,308097
X280271,22,20036.9,308096
X280271,23,20450.0,300495
X280271,24,20604.6,300496
X280271,25,21172.7,300499
X280271,26,21596.7,300501
X280271,27,21953.0,300503
X280271,28,22282.1,308412
SBS120114,1,0.0,402611
SBS120114,2,614.1,404165
SBS120114,3,1274.2,103947
SBS120114,4,1489.3,104344
SBS120114,5,1927.2,100796
SBS120114,6,2254.8,100797
SBS120114,7,2642.3,100799
SBS120114,8,3137.7,104015
SBS120114,9,4163.5,100807
SBS120114,10,5288.2,104329
SBS120114,11,6221.1,100811
SBS120114,12,7274.1,100317
SBS120114,13,8998.8,103588
SBS120114,14,11405.3,902088
SBS120115,1,0.0,103588
SBS120115,2,2406.5,902088
X280279,1,0.0,402227
X280279,2,549.7,404179
X280279,3,1185.7,400134
X280279,4,1396.8,404181
X280279,5,1894.3,405049
X280279,6,2310.8,404183
X280279,7,2856.0,402130
X280279,8,3934.3,404914
X280279,9,4438.0,404184
X280279,10,5490.7,405277
X280279,11,5903.2,405218
X280279,12,6312.4,404185
X280279,13,6663.5,404186
X280279,14,6786.0,404225
X280279,15,7450.8,404231
X280279,16,7693.1,404908
X280279,17,7903.4,450335
X280279,20,19421.9,305512
X280279,21,19622.4,305513
X280279,22,20119.3,305515
X280279,23,20593.5,300095
X280279,24,20834.8,306822
X280279,25,21598.9,300790
X280279,26,21833.9,300791
X280279,27,22336.7,308097
X280279,28,22892.8,308096
X280279,29,23305.9,300495
X280279,30,23460.6,300496
X280279,31,24028.6,300499
X280279,32,24452.7,300501
X280279,33,24808.9,300503
X280279,34,25138.1,308412
X280279,35,25919.0,308278
X280279,36,26375.3,307923
X280279,37,26732.9,307205
X280279,38,26992.8,302864
X280279,39,27603.3,901088
M860102,1,0.0,403850
M860102,2,400.7,404859
M860102,3,611.5,401919
M860102,4,896.6,401920
M860102,5,1096.4,401921
M860102,6,1314.3,401922
M860102,8,1528.0,401924
M860102,9,1689.6,401925
M860102,10,1915.8,401926
M860102,11,2764.4,401927
M860102,12,2992.1,404308
M860102,13,3220.0,401929
M860102,14,3341.2,803166
S540106,1,0.0,202586
S540106,2,190.4,201719
S540106,3,358.4,201720
S540106,4,574.4,201721
S540106,5,767.8,200311
S540106,6,967.7,200312
S540106,7,1123.2,200313
S540106,8,1327.3,200314
S540106,9,1579.8,203047
S540106,10,1888.9,203048
S540106,11,2114.4,203148
S540106,12,2272.5,203049
S540106,13,2616.0,201730
S540106,14,2815.2,201731
S540106,15,2970.6,201732
S540106,16,3125.3,201733
S540106,17,3321.7,201734
S540106,18,3488.4,201735
S540106,19,3656.2,201736
S540106,20,3821.1,201737
S540106,21,4189.9,201738
S540106,22,4354.5,201739
S540106,23,4584.1,201740
S540106,24,4826.2,201741
S540106,25,5001.3,201742
S540106,26,5127.6,201743
S540106,27,5481.6,201744
S540106,28,5749.5,201745
S540106,29,5937.7,201746
S540106,30,6164.2,201747
S540106,31,6441.9,201363
S540106,32,6758.1,203453
S540106,33,6987.7,203662
S540106,34,7301.3,203663
Q260081,1,0.0,504029
Q260081,2,342.1,501554
Q260081,3,530.3,501555
Q260081,4,698.3,501556
Q260081,5,961.8,501557
Q260081,6,1158.8,503208
Q260081,7,1334.5,501560
Q260081,8,1598.5,501561
Q260081,9,1737.0,501562
Q260081,10,1934.0,501563
Q260081,11,2092.1,501564
Q260081,12,2253.5,501565
Q260081,13,2449.6,501566
Q260081,14,2576.0,504034
Q260081,15,2776.7,501568
Q260081,16,2970.3,501569
Q260081,17,3129.0,501570
Q260081,18,3232.6,501571
Q260081,19,3327.4,904015
Q260081,20,3537.6,501573
Q260081,21,3829.7,501574
Q260081,22,3946.3,501575
Q260081,23,4191.6,500931
Q260081,24,4404.8,505048
Q260081,25,4742.0,504992
Q260081,26,4888.8,904016
S540100,1,0.0,202586
S540100,2,190.4,201719
S540100,3,358.4,201720
S540100,4,574.4,201721
S540100,5,767.8,200311
S540100,6,967.7,200312
S540100,7,1123.2,200313
S540100,8,1327.3,200314
S540100,9,1579.8,203047
S540100,10,1888.9,203048
S540100,11,2114.4,203148
S540100,12,2272.5,203049
S540100,13,2616.0,201730
S540100,14,2815.2,201731
S540100,15,2970.6,201732
S540100,16,3125.3,201733
S540100,17,3321.7,201734
S540100,18,3488.4,201735
S540100,19,3656.2,201736
S540100,20,3821.1,201737
S540100,21,4189.9,201738
S540100,22,4354.5,201739
S540100,23,4584.1,201740
S540100,24,4826.2,201741
S540100,25,5001.3,201742
S540100,26,5127.6,201743
S540100,27,5481.6,201744
S540100,28,5749.5,201745
S540100,29,5937.7,201746
S540100,30,6164.2,201747
S540100,31,6441.9,201363
S540100,32,6758.1,203453
S540100,33,6987.7,203662
S540100,34,7301.3,203663
BX260018,1,0.0,100723
BX260018,2,318.7,100080
BX260018,3,549.2,104085
BX260018,4,821.8,101691
BX260018,5,1104.8,101692
BX260018,6,1290.1,101693
BX260018,7,1479.8,101694
BX260018,8,1741.7,101695
BX260018,9,2951.9,101696
BX260018,10,3209.4,101697
BX260018,11,3367.7,101698
BX260018,12,3529.0,101699
BX260018,13,3588.7,101700
BX260018,14,3867.4,103013
BX260018,15,4015.9,101702
BX260018,16,4183.7,101703
BX260018,17,4344.1,101704
BX260018,18,4502.9,101705
BX260018,19,4744.6,101706
BX260018,20,4858.3,101707
BX260018,21,5017.4,101708
BX260018,22,5176.5,101709
BX260018,23,5368.1,101710
BX260018,24,5525.5,101711
BX260018,25,5715.3,101712
BX260018,26,6082.8,101713
BX260018,27,6334.0,101714
BX260018,28,6491.6,101715
BX260018,29,6808.2,101740
BX260018,30,6962.1,103081
BX260018,31,7372.2,101742
BX260018,32,7550.9,103063
BX260018,33,7737.9,103537
BX260018,34,8393.1,101729
BX260018,35,8517.0,101730
BX260018,36,8805.6,101731
BX260018,37,9166.3,101732
Q160424,1,0.0,504445
Q160424,2,366.4,503221
Q160424,3,560.3,501281
Q160424,4,789.4,501282
Q160424,5,1177.9,501283
Q160424,6,1479.6,501284
Q160424,7,1755.3,501285
Q160424,8,2027.1,501286
Q160424,9,2271.8,501287
Q160424,10,2443.0,501288
Q160424,11,2584.8,501289
Q160424,12,2784.6,501290
Q160424,13,2968.1,501291
Q160424,14,3172.6,501292
Q160424,15,3343.5,501293
Q160424,16,3452.7,501294
Q160424,17,3512.6,501295
Q160424,18,3809.9,501296
Q160424,19,3968.8,501297
Q160424,20,4170.5,501298
Q160424,21,4328.6,501299
Q160424,22,4488.6,504986
Q160424,23,4645.3,501301
Q160424,24,4809.0,501302
Q160424,25,4967.5,501303
Q160424,26,5215.3,501304
Q160424,27,5432.9,501305
Q160424,28,5652.7,501306
Q160424,29,5799.0,501307
Q160424,30,5943.0,501308
Q160424,31,6217.1,501309
Q160424,32,6459.7,501310
