shape_id,sequence_id,meters,stop_id,distance_per_id
B1000031,1,0,308452,0
B1000031,2,94.6,350129,94.6
B1000031,3,585.1,350217,490.5
B1000031,4,958.1,350158,373
B1000031,5,1404.9,303920,446.8
B1000031,6,1989.7,300788,584.8
M14D0017,1,0,401608,0
M14D0017,2,372.3,401575,372.3
M14D0017,3,652.6,401294,280.3
M14D0017,4,926.7,401577,274.1
M14D0017,5,1228.8,401578,302.1
M14D0017,6,1389,401579,160.2
M14D0017,7,1652.6,403556,263.6
M14D0017,8,1863.6,401191,211
M14D0017,9,2075.3,401192,211.7
M14D0017,10,2303.5,401193,228.2
M14D0017,11,2463.3,401194,159.8
M14D0017,12,2689,401195,225.7
M14D0017,13,2915.5,401587,226.5
M14D0017,14,3113.6,401589,198.1
M14D0017,15,3468.4,401591,354.8
M14D0017,16,3665,401594,196.6
M14D0017,17,3814.7,401595,149.7
M14D0017,18,4047.3,405260,232.6
M14D0017,19,4158.3,403808,111
M14D0017,20,4297.2,401598,138.9
M14D0017,21,4338.2,401599,41
M14D0017,22,4684.3,401600,346.1
M14D0017,23,4873.9,403557,189.6
M14D0017,24,5189.7,903088,315.8
S610056,1,0,200457,0
S610056,2,818,202846,818
S610056,3,1137.9,202845,319.9
S610056,4,1718.4,202844,580.5
S610056,5,2259.2,202842,540.8
S610056,6,2650.4,202841,391.2
S610056,7,3004.9,202840,354.5
S610056,8,3309.4,202990,304.5
S610056,9,3720.3,203133,410.9
S610056,10,3960.1,203557,239.8
S610056,11,4181.8,202697,221.7
S610056,12,4413.2,203359,231.4
S610056,13,4822.5,202699,409.3
S610056,14,4981.1,202700,158.6
S610056,15,5612.4,202937,631.3
S610056,16,6286.1,202702,673.7
S610056,17,6583.1,202703,297
S610056,18,6788.6,202704,205.5
S610056,19,7111.3,202705,322.7
S610056,20,7393,203026,281.7
S610056,21,7549.8,202707,156.8
S610056,22,7777.4,202708,227.6
S610056,23,8074.7,201476,297.3
S610056,24,8239.7,201477,165
S610056,25,8581.8,203538,342.1
S610056,26,8818.6,203406,236.8
S610056,27,9013.3,201480,194.7
S610056,28,9237.8,200534,224.5
S610056,29,9517.4,200535,279.6
S610056,30,9691.3,200536,173.9
S610056,31,9883.6,200537,192.3
S610056,32,10166.4,200538,282.8
S610056,33,10378.8,200539,212.4
S610056,34,10671.9,200540,293.1
S610056,35,10838.5,200541,166.6
S610056,36,11143.2,200542,304.7
S610056,37,11412.2,200543,269
S610056,38,11543.8,200544,131.6
S610056,39,11746.4,200545,202.6
S610056,40,12049,200546,302.6
S610056,41,12217.7,202692,168.7
S610056,42,12412.4,202615,194.7
S610056,43,12761.5,200548,349.1
S610056,44,13076.8,200549,315.3
S610056,45,13521.9,200550,445.1
S610056,46,13822.9,200551,301
S610056,47,14047.5,200552,224.6
S610056,48,14260.2,200553,212.7
S610056,49,14603.3,203972,343.1
S610056,50,14833.1,200284,229.8
S610056,51,15013.7,905002,180.6
S610056,52,15229.7,200154,216
S610056,53,15509.2,203650,279.5
S610056,54,15875.6,805020,366.4
S610057,1,0,202618,0
S610057,2,651.8,202846,651.8
S610057,3,971.7,202845,319.9
S610057,4,1552.2,202844,580.5
S610057,5,2093,202842,540.8
S610057,6,2484.2,202841,391.2
S610057,7,2838.7,202840,354.5
S610057,8,3143.2,202990,304.5
S610057,9,3554.1,203133,410.9
S610057,10,3793.9,203557,239.8
S610057,11,4015.6,202697,221.7
S610057,12,4247,203359,231.4
S610057,13,4656.3,202699,409.3
S610057,14,4814.9,202700,158.6
S610057,15,5446.2,202937,631.3
S610057,16,6119.9,202702,673.7
S610057,17,6416.9,202703,297
S610057,18,6622.4,202704,205.5
S610057,19,6945.1,202705,322.7
S610057,20,7226.8,203026,281.7
S610057,21,7383.6,202707,156.8
S610057,22,7611.2,202708,227.6
S610057,23,7908.5,201476,297.3
S610057,24,8073.5,201477,165
S610057,25,8415.6,203538,342.1
S610057,26,8652.4,203406,236.8
S610057,27,8847.1,201480,194.7
S610057,28,9071.6,200534,224.5
S610057,29,9351.2,200535,279.6
S610057,30,9525.1,200536,173.9
S610057,31,9717.4,200537,192.3
S610057,32,10000.2,200538,282.8
S610057,33,10212.6,200539,212.4
S610057,34,10505.7,200540,293.1
S610057,35,10672.3,200541,166.6
S610057,36,10977,200542,304.7
S610057,37,11246,200543,269
S610057,38,11377.6,200544,131.6
S610057,39,11580.2,200545,202.6
S610057,40,11882.8,200546,302.6
S610057,41,12051.5,202692,168.7
S610057,42,12246.2,202615,194.7
S610057,43,12595.3,200548,349.1
S610057,44,12910.6,200549,315.3
S610057,45,13355.7,200550,445.1
S610057,46,13656.7,200551,301
S610057,47,13881.3,200552,224.6
S610057,48,14094,200553,212.7
S610057,49,14437.1,203972,343.1
S610057,50,14666.9,200284,229.8
S610057,51,14847.5,905002,180.6
S610057,52,15063.5,200154,216
S610057,53,15343,203650,279.5
S610057,54,15709.4,805020,366.4
B460124,1,0,303598,0
B460124,2,85.2,303599,85.2
B460124,3,512.8,303601,427.6
B460124,4,726.3,303602,213.5
B460124,5,985.2,303603,258.9
B460124,6,1295.7,303604,310.5
B460124,7,1505.7,303605,210
B460124,8,1709.7,303606,204
B460124,9,1923.1,303607,213.4
B460124,10,2109.9,303608,186.8
B460124,11,2337.6,303609,227.7
B460124,12,2506.7,303610,169.1
B460124,13,2839.8,303612,333.1
B460124,14,3089.5,303613,249.7
B460124,15,3254.9,303614,165.4
B460124,16,3427.4,307083,172.5
B460124,17,3705.8,307086,278.4
B460124,18,3931.8,307668,226
B460126,1,0,307920,0
B460126,2,285.1,300163,285.1
B460126,3,678.3,303590,393.2
B460126,4,918.3,303591,240
B460126,5,1226.6,303592,308.3
B460126,6,1492.6,303593,266
B460126,7,1743,303594,250.4
B460126,8,1940.7,303595,197.7
B460126,9,2253.6,303596,312.9
B460126,10,2516.6,303597,263
B460126,11,2774.2,303598,257.6
B460126,12,3759.5,303603,985.3
B460126,13,4884.1,303608,1124.6
B460126,14,5614,303612,729.9
B460126,15,6201.6,307083,587.6
B460126,16,6706,307668,504.4
B460126,17,6979.6,307094,273.6
B460126,18,7924,307092,944.4
B460126,19,8534.6,303625,610.6
B460126,20,9032.3,303627,497.7
B460126,21,9560.3,303630,528
B460127,1,0,303592,0
B460127,2,266.1,303593,266.1
B460127,3,516.5,303594,250.4
B460127,4,714.2,303595,197.7
B460127,5,1027.1,303596,312.9
B460127,6,1290,303597,262.9
B460127,7,1547.7,303598,257.7
B460127,8,2532.9,303603,985.2
B460127,9,3657.5,303608,1124.6
B460127,10,4387.4,303612,729.9
B460127,11,4975.1,307083,587.7
B460127,12,5479.4,307668,504.3
B460127,13,5753.1,307094,273.7
B460127,14,6697.4,307092,944.3
B460127,15,7308.1,303625,610.7
B460127,16,7805.8,303627,497.7
B460127,17,8333.8,303630,528
B460121,1,0,303592,0
B460121,2,266.1,303593,266.1
B460121,3,516.5,303594,250.4
B460121,4,714.2,303595,197.7
B460121,5,1027.1,303596,312.9
B460121,6,1290,303597,262.9
B460121,7,1547.7,303598,257.7
B460121,8,1632.9,303599,85.2
B460121,9,2060.5,303601,427.6
B460121,10,2274,303602,213.5
B460121,11,2532.9,303603,258.9
B460121,12,2843.3,303604,310.4
B460121,13,3053.4,303605,210.1
B460121,14,3257.3,303606,203.9
B460121,15,3470.7,303607,213.4
B460121,16,3657.5,303608,186.8
B460121,17,3885.3,303609,227.8
B460121,18,4054.4,303610,169.1
B460121,19,4387.4,303612,333
B460121,20,4637.1,303613,249.7
B460121,21,4802.5,303614,165.4
B460121,22,4975.1,307083,172.6
B460121,23,5253.5,307086,278.4
B460121,24,5479.4,307668,225.9
B460121,25,5753.1,307094,273.7
B460121,26,6044.4,307093,291.3
B460121,27,6244.8,307090,200.4
B460121,28,6512.9,308066,268.1
B460121,29,6697.4,307092,184.5
B460121,30,6978.6,303624,281.2
B460121,31,7139.8,306321,161.2
B460121,32,7308.1,303625,168.3
B460121,33,7557.1,303626,249
B460121,34,7805.8,303627,248.7
B460121,35,8046.9,303628,241.1
B460121,36,8168.8,303629,121.9
B460121,37,8333.8,303630,165
B460122,1,0,307920,0
B460122,2,285.1,300163,285.1
B460122,3,678.3,303590,393.2
B460122,4,918.3,303591,240
B460122,5,1226.6,303592,308.3
B460122,6,1492.6,303593,266
B460122,7,1743,303594,250.4
B460122,8,1940.7,303595,197.7
B460122,9,2253.6,303596,312.9
B460122,10,2516.6,303597,263
B460122,11,2774.2,303598,257.6
B460122,12,2859.4,303599,85.2
B460122,13,3287,303601,427.6
B460122,14,3500.5,303602,213.5
B460122,15,3759.5,303603,259
B460122,16,4069.9,303604,310.4
B460122,17,4280,303605,210.1
B460122,18,4483.9,303606,203.9
B460122,19,4697.3,303607,213.4
B460122,20,4884.1,303608,186.8
B460122,21,5111.9,303609,227.8
B460122,22,5280.9,303610,169
B460122,23,5614,303612,333.1
B460122,24,5863.7,303613,249.7
B460122,25,6029.1,303614,165.4
B460122,26,6201.6,307083,172.5
B460122,27,6480,307086,278.4
B460122,28,6706,307668,226
B460123,1,0,303592,0
B460123,2,266.1,303593,266.1
B460123,3,516.5,303594,250.4
B460123,4,714.2,303595,197.7
B460123,5,1027.1,303596,312.9
B460123,6,1290,303597,262.9
B460123,7,1547.7,303598,257.7
B460123,8,1632.9,303599,85.2
B460123,9,2060.5,303601,427.6
B460123,10,2274,303602,213.5
B460123,11,2532.9,303603,258.9
B460123,12,2843.3,303604,310.4
B460123,13,3053.4,303605,210.1
B460123,14,3257.3,303606,203.9
B460123,15,3470.7,303607,213.4
B460123,16,3657.5,303608,186.8
B460123,17,3885.3,303609,227.8
B460123,18,4054.4,303610,169.1
B460123,19,4387.4,303612,333
B460123,20,4637.1,303613,249.7
B460123,21,4802.5,303614,165.4
B460123,22,4975.1,307083,172.6
B460123,23,5253.5,307086,278.4
B460123,24,5479.4,307668,225.9
B460128,1,0,307920,0
B460128,2,285.1,300163,285.1
B460128,3,678.3,303590,393.2
B460128,4,918.3,303591,240
B460128,5,1226.6,303592,308.3
B460128,6,1492.6,303593,266
B460128,7,1743,303594,250.4
B460128,8,1940.7,303595,197.7
B460128,9,2253.6,303596,312.9
B460128,10,2516.6,303597,263
B460128,11,2774.2,303598,257.6
B460128,12,3759.5,303603,985.3
B460128,13,4884.1,303608,1124.6
B460128,14,5614,303612,729.9
B460128,15,6201.6,307083,587.6
B460128,16,6706,307668,504.4
B460129,1,0,303598,0
B460129,2,985.2,303603,985.2
B460129,3,2109.9,303608,1124.7
B460129,4,2839.8,303612,729.9
B460129,5,3427.4,307083,587.6
B460129,6,3931.8,307668,504.4
B460129,7,4205.4,307094,273.6
B460129,8,5149.8,307092,944.4
B460129,9,5760.4,303625,610.6
B460129,10,6258.1,303627,497.7
B460129,11,6786.1,303630,528
Q010125,1,0,504472,0
Q010125,2,285.1,500002,285.1
Q010125,3,604.8,503984,319.7
Q010125,4,898.4,500004,293.6
Q010125,5,1088.4,500005,190
Q010125,6,1225.8,503571,137.4
Q010125,7,1624.8,500007,399
Q010125,8,1881.3,500008,256.5
Q010125,9,2086.9,500009,205.6
Q010125,10,2320.6,500010,233.7
Q010125,11,2506.8,500011,186.2
Q010125,12,2701.7,500012,194.9
Q010125,13,2889.9,500013,188.2
Q010125,14,3047.1,500014,157.2
Q010125,15,3252,500015,204.9
Q010125,16,3394.1,503978,142.1
Q010125,17,3550.8,500017,156.7
Q010125,18,3756.6,500018,205.8
Q010125,19,3928.1,500019,171.5
Q010125,20,4171.1,503965,243
Q010125,21,4452.7,500022,281.6
Q010125,22,4699.8,500023,247.1
Q010125,23,4934.2,500024,234.4
Q010125,24,5146.8,500025,212.6
Q010125,25,5380.5,500026,233.7
Q010125,26,5576.3,500036,195.8
Q010125,27,5810.1,500037,233.8
Q010125,28,6056.5,500038,246.4
Q010125,29,6203.4,500039,146.9
Q010125,30,6245.8,500040,42.4
Q010125,31,6387.3,500041,141.5
Q010125,32,6533.9,500042,146.6
Q010125,33,6661.7,500043,127.8
Q010125,34,6827.6,500044,165.9
Q010125,35,7055.2,500045,227.6
Q010125,36,7155.1,503753,99.9
B390025,1,0,303117,0
B390025,3,2881.2,403679,2881.2
B390025,4,3021.4,404167,140.2
Q490080,1,0,550641,0
Q490080,2,290.8,550639,290.8
Q490080,3,463.6,550637,172.8
Q490080,4,625.9,550635,162.3
Q490080,5,773.9,550633,148
Q490080,6,998.7,553112,224.8
Q490080,7,1178.8,553067,180.1
Q490080,8,1335.5,552953,156.7
Q490080,9,1481.7,553068,146.2
Q490080,10,1669.1,553111,187.4
Q490080,11,1912.4,553069,243.3
Q490080,12,2077.6,553110,165.2
Q490080,13,2299.3,553070,221.7
Q490080,14,2489.3,553109,190
Q490080,15,2651,553114,161.7
Q490080,16,2805.1,550665,154.1
Q490080,17,2968.1,550663,163
Q490080,18,3124.1,550661,156
Q490080,19,3289.2,553064,165.1
Q490080,20,3444.2,553062,155
Q490080,21,3761.4,982009,317.2
Q490080,22,4025.6,552999,264.2
BX200014,1,0,803124,0
BX200014,2,282.2,402554,282.2
BX200014,3,411.8,402555,129.6
BX200014,4,629.1,402556,217.3
BX200014,5,765.5,404028,136.4
BX200014,6,1228.1,100449,462.6
BX200014,7,1350.2,100450,122.1
BX200014,8,1514.2,100451,164
BX200014,9,1883.7,100065,369.5
BX200014,10,2036.3,100066,152.6
BX200014,11,2226.4,102996,190.1
BX200014,12,2624.1,103915,397.7
BX200014,13,3236.6,100675,612.5
BX200014,14,3472.8,100676,236.2
BX200014,15,3713.6,100677,240.8
BX200014,16,4138,100678,424.4
BX200014,17,4382.8,100679,244.8
BX200014,18,4782.3,100680,399.5
BX200014,19,4953.2,100071,170.9
BX200014,20,5392.5,103261,439.3
S740277,1,0,202864,0
S740277,2,268.7,200176,268.7
S740277,3,762.4,200178,493.7
S740277,4,1048,203190,285.6
S740277,5,1299.8,200180,251.8
S740277,6,1570.8,200181,271
S740277,7,1712.3,201638,141.5
S740277,8,1792.8,200183,80.5
S740277,9,2177.6,201083,384.8
S740277,10,2525.5,202176,347.9
S740277,11,2752.4,202177,226.9
S740277,12,2993.2,202179,240.8
S740277,13,3121.7,202180,128.5
S740277,14,3255.1,202181,133.4
S740277,15,3417,202182,161.9
S740277,16,3572.6,202453,155.6
S740277,17,3769.3,202184,196.7
S740277,18,3997.6,202185,228.3
S740277,19,4238.8,201649,241.2
S740277,20,4461.5,202187,222.7
S740277,21,4625.2,201650,163.7
S740277,22,4859.3,201651,234.1
S740277,23,5076.1,203414,216.8
S740277,24,5337.9,201653,261.8
S740277,25,5491.9,201654,154
S740277,26,5712.7,201655,220.8
S740277,27,5886.8,201656,174.1
S740277,28,6054,203128,167.2
S740277,29,6246.9,201658,192.9
S740277,30,6477.1,201659,230.2
S740277,31,6634.1,203059,157
S740277,32,7109.4,201662,475.3
S740277,33,7302.3,201663,192.9
S740277,34,7576.7,201664,274.4
S740277,35,7878.1,201665,301.4
S740277,36,8081.1,203547,203
S740277,37,8349.4,202205,268.3
S740277,38,8588.5,202206,239.1
S740277,39,8705.3,202207,116.8
S740277,40,8907.1,202208,201.8
S740277,41,9188.2,202209,281.1
S740277,42,9353.9,202210,165.7
S740277,43,9478.6,202572,124.7
S740277,44,9797.4,201460,318.8
S740277,45,10039,200340,241.6
S740277,46,10436.7,200341,397.7
S740277,47,10599.7,200342,163
S740277,48,10928.9,200343,329.2
S740277,49,11225.6,202933,296.7
S740277,50,11463.3,203645,237.7
S740277,51,11936.3,203646,473
S740277,52,12108.7,203208,172.4
S740277,53,12452.6,202725,343.9
S740277,54,12752,202611,299.4
S740277,55,12990,202726,238
S740277,56,13156.6,202228,166.6
S740277,57,13294.6,202229,138
S740277,58,13540.7,202230,246.1
S740277,59,13842.4,202231,301.7
S740277,60,14129,202232,286.6
S740277,61,14644,200460,515
Q720050,1,0,551987,0
Q720050,2,446,551989,446
Q720050,3,724,551990,278
Q720050,4,909.2,551992,185.2
Q720050,5,1353.3,551994,444.1
Q720050,6,1565.9,551996,212.6
Q720050,7,1749.8,551997,183.9
Q720050,8,1966.5,551999,216.7
Q720050,9,2163.5,552001,197
Q720050,10,2458.1,552003,294.6
Q720050,11,2668.9,552005,210.8
Q720050,12,2874.3,552007,205.4
Q720050,13,3087.7,552009,213.4
Q720050,14,3295.1,552010,207.4
Q720050,15,3495.4,552011,200.3
Q720050,16,3591.4,552012,96
Q720050,17,3797.4,552013,206
Q720050,18,3923.1,552014,125.7
Q720050,19,4126.3,552015,203.2
Q720050,20,4415.5,504023,289.2
Q720050,21,4587.9,504024,172.4
Q720050,22,4951,504542,363.1
Q720050,23,6525.5,503875,1574.5
Q720050,24,6796.1,503848,270.6
Q720050,25,7648.2,503850,852.1
S740275,1,0,202864,0
S740275,2,268.7,200176,268.7
S740275,3,762.4,200178,493.7
S740275,4,1048,203190,285.6
S740275,5,1299.8,200180,251.8
S740275,6,1570.8,200181,271
S740275,7,1712.3,201638,141.5
S740275,8,1792.8,200183,80.5
S740275,9,2177.6,201083,384.8
S740275,10,2525.5,202176,347.9
S740275,11,2752.4,202177,226.9
S740275,12,2993.2,202179,240.8
S740275,13,3121.7,202180,128.5
S740275,14,3255.1,202181,133.4
S740275,15,3417,202182,161.9
S740275,16,3572.6,202453,155.6
S740275,17,3769.3,202184,196.7
S740275,18,3997.6,202185,228.3
S740275,19,4238.8,201649,241.2
S740275,20,4461.5,202187,222.7
S740275,21,4625.2,201650,163.7
S740275,22,4859.3,201651,234.1
S740275,23,5076.1,203414,216.8
S740275,24,5337.9,201653,261.8
S740275,25,5491.9,201654,154
S740275,26,5712.7,201655,220.8
S740275,27,5886.8,201656,174.1
S740275,28,6054,203128,167.2
S740275,29,6246.9,201658,192.9
S740275,30,6477.1,201659,230.2
S740275,31,6634.1,203059,157
S740275,32,7109.4,201662,475.3
S740275,33,7302.3,201663,192.9
S740275,34,7576.7,201664,274.4
S740275,35,7878.1,201665,301.4
S740275,36,8081.1,203547,203
S740275,37,8349.4,202205,268.3
S740275,38,8588.5,202206,239.1
S740275,39,8705.3,202207,116.8
S740275,40,8907.1,202208,201.8
S740275,41,9188.2,202209,281.1
S740275,42,9353.9,202210,165.7
S740275,43,9478.6,202572,124.7
S740275,44,9797.4,201460,318.8
S740275,45,10039,200340,241.6
S740275,46,10436.7,200341,397.7
S740275,47,10599.7,200342,163
S740275,48,10928.9,200343,329.2
S740275,49,11225.6,202933,296.7
S740275,50,11463.3,203645,237.7
S740275,51,11936.3,203646,473
S740275,52,12108.7,203208,172.4
S740275,53,12452.6,202725,343.9
S740275,54,12752,202611,299.4
S740275,55,12990,202726,238
S740275,56,13156.6,202228,166.6
S740275,57,13294.6,202229,138
S740275,58,13540.7,202230,246.1
S740275,59,13842.4,202231,301.7
S740275,60,14129,202232,286.6
S740275,61,14644,200460,515
S740270,2,2105.1,202073,0
S740270,3,2535.8,905130,430.7
S740270,4,2812.5,203545,276.7
S740270,5,3180.5,203546,368
S740270,6,3372.9,202076,192.4
S740270,7,3480.2,203071,107.3
S740270,8,3710,202078,229.8
S740270,9,3885.7,202079,175.7
S740270,10,4484.9,202080,599.2
S740270,11,4954.6,202083,469.7
S740270,12,5428.1,202084,473.5
S740270,13,5694.6,203526,266.5
S740270,14,6105.8,203527,411.2
S740270,15,6409.7,203528,303.9
S740270,16,7143.3,203572,733.6
S740270,17,7442,203531,298.7
S740270,18,7671.9,203551,229.9
S740270,19,7868.1,203532,196.2
S740270,20,8270.8,203533,402.7
S740270,21,8506.3,203534,235.5
S740270,22,8815.6,203570,309.3
S740270,23,9524.8,202089,709.2
S740270,24,9875.1,202289,350.3
S740270,25,10335.7,202090,460.6
S740270,26,10594.9,202091,259.2
S740270,27,10894.8,203118,299.9
S740270,28,11201.8,203080,307
S740270,29,11735.9,202861,534.1
S740270,30,12196.3,202094,460.4
S740270,31,12618.7,202095,422.4
S740270,32,12818.9,202096,200.2
S740270,33,13240.7,905046,421.8
S740270,34,13712.9,203093,472.2
S740270,35,14052.7,202099,339.8
S740270,36,14325.6,202100,272.9
S740270,37,14491.2,202101,165.6
S740270,38,14729.1,200496,237.9
S740270,39,15016.8,202103,287.7
S740270,40,15208.2,202724,191.4
S740270,41,15439.3,203113,231.1
S740270,42,15689.8,202800,250.5
S740270,43,15827.4,203655,137.6
S740270,44,16168.9,202651,341.5
S740270,45,16517.2,203625,348.3
S740270,46,16796.9,203644,279.7
S740270,47,16986,200507,189.1
S740270,48,17186.1,200508,200.1
S740270,49,17490.4,200509,304.3
S740270,50,17754.1,203672,263.7
S740270,51,17982.5,201373,228.4
S740270,52,18272.8,203012,290.3
S740270,53,18459.9,201459,187.1
S740270,54,18565.6,202121,105.7
S740270,55,18749.7,202122,184.1
S740270,56,19041.5,202123,291.8
S740270,57,19200.1,202124,158.6
S740270,58,19320.3,202125,120.2
S740270,59,19556,201593,235.7
S740270,60,19853.5,202581,297.5
S740270,61,20073.2,201595,219.7
S740270,62,20323.7,201596,250.5
S740270,63,20571.3,201597,247.6
S740270,64,20847.1,201598,275.8
S740270,65,21309.8,201600,462.7
S740270,66,21470.8,201601,161
S740270,67,21694.3,201602,223.5
S740270,68,21858.3,203057,164
S740270,69,22016.9,201604,158.6
S740270,70,22215.6,201605,198.7
S740270,71,22418.8,201606,203.2
S740270,72,22583.5,203204,164.7
S740270,73,22843.7,201608,260.2
S740270,74,23063.4,201609,219.7
S740270,75,23252.1,203638,188.7
S740270,76,23550.1,201611,298
S740270,77,23732.2,201612,182.1
S740270,78,23896.4,201613,164.2
S740270,79,24014.2,202147,117.8
S740270,80,24236.2,203471,222
S740270,81,24507.1,202149,270.9
S740270,82,24664.6,202150,157.5
S740270,83,24925.1,202151,260.5
S740270,84,25079.8,202152,154.7
S740270,85,25285.5,202153,205.7
S740270,86,25578.5,202788,293
S740270,87,26027.2,201064,448.7
S740270,88,26368.1,201623,340.9
S740270,89,26597.2,201066,229.1
S740270,90,26866.4,200152,269.2
S740270,91,27068.6,200153,202.2
S740270,92,27293.2,200154,224.6
S740270,93,27572.8,203650,279.6
S740270,94,27932.3,805015,359.5
S740271,2,2105.1,202073,0
S740271,3,2535.8,905130,430.7
S740271,4,2812.5,203545,276.7
S740271,5,3180.5,203546,368
S740271,6,3372.9,202076,192.4
S740271,7,3480.2,203071,107.3
S740271,8,3710,202078,229.8
S740271,9,3885.7,202079,175.7
S740271,10,4484.9,202080,599.2
S740271,11,4954.6,202083,469.7
S740271,12,5428.1,202084,473.5
S740271,13,5694.6,203526,266.5
S740271,14,6105.8,203527,411.2
S740271,15,6409.7,203528,303.9
S740271,16,7143.3,203572,733.6
S740271,17,7442,203531,298.7
S740271,18,7671.9,203551,229.9
S740271,19,7868.1,203532,196.2
S740271,20,8270.8,203533,402.7
S740271,21,8506.3,203534,235.5
S740271,22,8815.6,203570,309.3
S740271,23,9524.8,202089,709.2
S740271,24,9875.1,202289,350.3
S740271,25,10335.7,202090,460.6
S740271,26,10594.9,202091,259.2
S740271,27,10894.8,203118,299.9
S740271,28,11201.8,203080,307
S740271,29,11735.9,202861,534.1
S740271,30,12196.3,202094,460.4
S740271,31,12618.7,202095,422.4
S740271,32,12818.9,202096,200.2
S740271,33,13240.7,905046,421.8
S740271,34,13712.9,203093,472.2
S740271,35,14052.7,202099,339.8
S740271,36,14325.6,202100,272.9
S740271,37,14491.2,202101,165.6
S740271,38,14729.1,200496,237.9
S740271,39,15016.8,202103,287.7
S740271,40,15208.2,202724,191.4
S740271,41,15439.3,203113,231.1
S740271,42,15689.8,202800,250.5
S740271,43,15827.4,203655,137.6
S740271,44,16168.9,202651,341.5
S740271,45,16517.2,203625,348.3
S740271,46,16796.9,203644,279.7
S740271,47,16986,200507,189.1
S740271,48,17186.1,200508,200.1
S740271,49,17490.4,200509,304.3
S740271,50,17754.1,203672,263.7
S740271,51,17982.5,201373,228.4
S740271,52,18272.8,203012,290.3
S740271,53,18459.9,201459,187.1
S740271,54,18565.6,202121,105.7
S740271,55,18749.7,202122,184.1
S740271,56,19041.5,202123,291.8
S740271,57,19200.1,202124,158.6
S740271,58,19320.3,202125,120.2
S740271,59,19556,201593,235.7
S740271,60,19853.5,202581,297.5
S740271,61,20073.2,201595,219.7
S740271,62,20323.7,201596,250.5
S740271,63,20571.3,201597,247.6
S740271,64,20847.1,201598,275.8
S740271,65,21309.8,201600,462.7
S740271,66,21470.8,201601,161
S740271,67,21694.3,201602,223.5
S740271,68,21858.3,203057,164
S740271,69,22016.9,201604,158.6
S740271,70,22215.6,201605,198.7
S740271,71,22418.8,201606,203.2
S740271,72,22583.5,203204,164.7
S740271,73,22843.7,201608,260.2
S740271,74,23063.4,201609,219.7
S740271,75,23252.1,203638,188.7
S740271,76,23550.1,201611,298
S740271,77,23732.2,201612,182.1
S740271,78,23896.4,201613,164.2
S740271,79,24014.2,202147,117.8
S740271,80,24236.2,203471,222
S740271,81,24507.1,202149,270.9
S740271,82,24664.6,202150,157.5
S740271,83,24925.1,202151,260.5
S740271,84,25079.8,202152,154.7
S740271,85,25285.5,202153,205.7
S740271,86,25578.5,202788,293
S740271,87,26027.2,201064,448.7
S740271,88,26368.1,201623,340.9
S740271,89,26597.2,201066,229.1
S740271,90,26866.4,200152,269.2
S740271,91,27068.6,200153,202.2
S740271,92,27293.2,200154,224.6
S740271,93,27572.8,203650,279.6
S740271,94,27932.3,805015,359.5
X380115,1,0,302869,0
X380115,2,395,308417,395
X380115,3,1205,306922,810
X380115,4,1416.8,302794,211.8
X380115,5,1747.4,306656,330.6
X380115,6,2112.9,302798,365.5
X380115,7,2335.2,308592,222.3
X380115,8,3287,308411,951.8
X380115,9,3620.4,300418,333.4
X380115,10,4052.6,300420,432.2
X380115,11,4426.6,300422,374
X380115,12,4562.6,307738,136
X380115,13,4962.3,300424,399.7
X380115,14,5129.6,308595,167.3
X380115,15,5602,307957,472.4
X380115,16,6167.6,307956,565.6
X380115,17,6666.4,300914,498.8
X380115,18,6895.7,300915,229.3
X380115,19,7573.2,305500,677.5
X380115,20,7909.1,300044,335.9
X380115,21,8340.8,305503,431.7
X380115,22,8897.5,305505,556.7
X380115,26,27622.1,402143,18724.6
X380115,27,28065.5,402145,443.4
X380115,28,28332.7,903064,267.2
X380115,29,28688.6,404900,355.9
X380115,30,29020.2,404901,331.6
X380115,31,29372.8,404902,352.6
X380115,32,29647.5,404903,274.7
X380115,33,30052,404879,404.5
X380115,34,30546.8,404299,494.8
X380115,35,30974.4,404906,427.6
X380115,36,31266.5,404907,292.1
X380116,1,0,308411,0
X380116,2,333.4,300418,333.4
X380116,3,765.5,300420,432.1
X380116,4,1139.6,300422,374.1
X380116,5,1275.6,307738,136
X380116,6,1675.3,300424,399.7
X380116,7,1842.6,308595,167.3
X380116,8,2315,307957,472.4
X380116,9,2880.6,307956,565.6
X380116,10,3379.4,300914,498.8
X380116,11,3608.7,300915,229.3
X380116,12,4286.2,305500,677.5
X380116,13,4622.1,300044,335.9
X380116,14,5053.8,305503,431.7
X380116,15,5610.5,305505,556.7
X380116,19,24335.1,402143,18724.6
X380116,20,24778.5,402145,443.4
X380116,21,25045.6,903064,267.1
X380116,22,25401.5,404900,355.9
X380116,23,25733.2,404901,331.7
X380116,24,26085.8,404902,352.6
X380116,25,26360.5,404903,274.7
X380116,26,26764.9,404879,404.4
X380116,27,27259.8,404299,494.9
X380116,28,27687.4,404906,427.6
X380116,29,27979.5,404907,292.1
S520095,1,0,202981,0
S520095,2,283.6,201235,283.6
S520095,3,600.7,201236,317.1
S520095,4,871.7,201237,271
S520095,5,1103.1,201238,231.4
S520095,6,1244.8,200280,141.7
S520095,7,1430.8,200281,186
S520095,8,1687.3,201241,256.5
S520095,9,1973.6,200754,286.3
S520095,10,2123.6,200755,150
S520095,11,2229,200756,105.4
